osmid,y,x,street_count,highway,geometry
353764408,46.760786,23.5472067,4,,POINT (23.5472067 46.760786)
353764710,46.7583843,23.5451675,3,,POINT (23.5451675 46.7583843)
353764720,46.7606919,23.5466917,2,,POINT (23.5466917 46.7606919)
353764721,46.7604567,23.546769,2,,POINT (23.546769 46.7604567)
353764783,46.760533,23.5471872,3,,POINT (23.5471872 46.760533)
353765042,46.7596396,23.5473887,3,,POINT (23.5473887 46.7596396)
353765111,46.7597465,23.5471825,3,,POINT (23.5471825 46.7597465)
353765412,46.7611427,23.5441367,3,,POINT (23.5441367 46.7611427)
353765413,46.7610785,23.544402,3,,POINT (23.544402 46.7610785)
353765414,46.761072,23.5444089,3,,POINT (23.5444089 46.761072)
353765415,46.7608887,23.5444246,3,,POINT (23.5444246 46.7608887)
353765416,46.7608065,23.5442874,3,,POINT (23.5442874 46.7608065)
353765425,46.7605026,23.5439797,3,,POINT (23.5439797 46.7605026)
353765439,46.7608641,23.543994,3,,POINT (23.543994 46.7608641)
353765587,46.7614618,23.5445682,3,,POINT (23.5445682 46.7614618)
353766293,46.7689477,23.5675209,4,traffic_signals,POINT (23.5675209 46.7689477)
353766398,46.7717234,23.5775579,3,,POINT (23.5775579 46.7717234)
353766401,46.770247,23.572472,3,,POINT (23.572472 46.770247)
353766514,46.7729901,23.5693364,3,,POINT (23.5693364 46.7729901)
353766610,46.7714636,23.5724398,4,,POINT (23.5724398 46.7714636)
353766665,46.7716905,23.5643726,3,,POINT (23.5643726 46.7716905)
353766666,46.7718437,23.5664672,4,,POINT (23.5664672 46.7718437)
353766667,46.7720856,23.5692407,3,,POINT (23.5692407 46.7720856)
353766751,46.771741,23.5651169,4,,POINT (23.5651169 46.771741)
353766753,46.7732205,23.5645281,3,,POINT (23.5645281 46.7732205)
353766817,46.7711106,23.5604536,4,,POINT (23.5604536 46.7711106)
353766818,46.770654,23.5563841,3,,POINT (23.5563841 46.770654)
353766880,46.7717566,23.5618151,1,,POINT (23.5618151 46.7717566)
353766883,46.7722876,23.5636345,3,,POINT (23.5636345 46.7722876)
353766984,46.7686523,23.5622605,4,,POINT (23.5622605 46.7686523)
353766988,46.7712381,23.5618552,3,,POINT (23.5618552 46.7712381)
353766990,46.77034,23.5619862,4,,POINT (23.5619862 46.77034)
353767119,46.7681054,23.5552118,3,,POINT (23.5552118 46.7681054)
353767123,46.7688659,23.5575576,3,,POINT (23.5575576 46.7688659)
353767128,46.7694912,23.5621133,4,,POINT (23.5621133 46.7694912)
353767129,46.7699722,23.5662642,3,,POINT (23.5662642 46.7699722)
353767216,46.7695815,23.5551227,4,,POINT (23.5551227 46.7695815)
353767218,46.768522,23.5563397,3,,POINT (23.5563397 46.768522)
353767759,46.7610091,23.5628344,3,,POINT (23.5628344 46.7610091)
353767858,46.7627526,23.5592438,3,,POINT (23.5592438 46.7627526)
353767860,46.7620916,23.5593472,2,,POINT (23.5593472 46.7620916)
353767873,46.7632011,23.5624794,3,,POINT (23.5624794 46.7632011)
353768178,46.7624876,23.5669407,1,,POINT (23.5669407 46.7624876)
353768183,46.7614765,23.5663858,3,,POINT (23.5663858 46.7614765)
353768675,46.7683322,23.5549719,3,,POINT (23.5549719 46.7683322)
353768807,46.7684399,23.5528265,3,,POINT (23.5528265 46.7684399)
353768808,46.7703528,23.5508022,3,,POINT (23.5508022 46.7703528)
353768815,46.7707652,23.5516622,3,,POINT (23.5516622 46.7707652)
353768820,46.7688692,23.5536804,3,,POINT (23.5536804 46.7688692)
353768859,46.7712686,23.552801,4,,POINT (23.552801 46.7712686)
353768862,46.7709019,23.5529415,3,,POINT (23.5529415 46.7709019)
353768929,46.771239,23.5562553,3,,POINT (23.5562553 46.771239)
353768940,46.7716563,23.5561686,3,,POINT (23.5561686 46.7716563)
353768967,46.7707365,23.5573014,4,,POINT (23.5573014 46.7707365)
353769008,46.7722084,23.5602232,2,,POINT (23.5602232 46.7722084)
353769616,46.7854553,23.6023574,3,,POINT (23.6023574 46.7854553)
353769974,46.7850898,23.6206132,3,,POINT (23.6206132 46.7850898)
353770030,46.7850641,23.6189996,3,,POINT (23.6189996 46.7850641)
353770031,46.7875289,23.6173282,3,,POINT (23.6173282 46.7875289)
353770112,46.7862207,23.6228381,3,,POINT (23.6228381 46.7862207)
353770140,46.7880942,23.6222549,3,,POINT (23.6222549 46.7880942)
353770158,46.7858833,23.622141,3,,POINT (23.622141 46.7858833)
353770172,46.7880439,23.6230056,3,,POINT (23.6230056 46.7880439)
353770716,46.8084567,23.6091383,3,,POINT (23.6091383 46.8084567)
353770721,46.8069469,23.6093504,3,,POINT (23.6093504 46.8069469)
353770723,46.8069721,23.6061698,3,,POINT (23.6061698 46.8069721)
353770730,46.7992068,23.6077285,3,,POINT (23.6077285 46.7992068)
353770773,46.7946521,23.6081713,3,,POINT (23.6081713 46.7946521)
353770914,46.7940165,23.6059225,3,,POINT (23.6059225 46.7940165)
353770997,46.7943927,23.6072309,3,stop,POINT (23.6072309 46.7943927)
353771051,46.7910207,23.607196,3,,POINT (23.607196 46.7910207)
353771053,46.793383,23.6060802,3,,POINT (23.6060802 46.793383)
353771068,46.7912505,23.6085544,4,,POINT (23.6085544 46.7912505)
353771070,46.7943288,23.6070087,3,,POINT (23.6070087 46.7943288)
353771085,46.7928189,23.6106893,1,,POINT (23.6106893 46.7928189)
353771086,46.7922047,23.6080671,3,,POINT (23.6080671 46.7922047)
353771176,46.7910656,23.6053834,5,traffic_signals,POINT (23.6053834 46.7910656)
353771178,46.7909796,23.6035825,3,,POINT (23.6035825 46.7909796)
353771185,46.7900593,23.5979333,3,,POINT (23.5979333 46.7900593)
353771219,46.7919962,23.6029731,3,,POINT (23.6029731 46.7919962)
353771639,46.7923739,23.6038067,3,,POINT (23.6038067 46.7923739)
353771640,46.792719,23.6034709,3,,POINT (23.6034709 46.792719)
353771641,46.7923312,23.6027156,4,,POINT (23.6027156 46.7923312)
353771642,46.7919431,23.6013114,3,,POINT (23.6013114 46.7919431)
353771811,46.7931383,23.5999759,3,,POINT (23.5999759 46.7931383)
353771858,46.792842,23.6048637,3,,POINT (23.6048637 46.792842)
353772087,46.7965635,23.603931,3,,POINT (23.603931 46.7965635)
353772174,46.7973352,23.6050056,3,,POINT (23.6050056 46.7973352)
353772451,46.7855124,23.6011374,3,,POINT (23.6011374 46.7855124)
353772486,46.7843315,23.5998343,3,,POINT (23.5998343 46.7843315)
353772487,46.785568,23.5999356,3,,POINT (23.5999356 46.785568)
353772493,46.784397,23.5985432,4,,POINT (23.5985432 46.784397)
353772538,46.782441,23.5987715,3,,POINT (23.5987715 46.782441)
353772540,46.7856273,23.5986472,3,,POINT (23.5986472 46.7856273)
353772593,46.7821408,23.5995709,4,,POINT (23.5995709 46.7821408)
353772652,46.7813405,23.5974585,3,,POINT (23.5974585 46.7813405)
353772653,46.7809547,23.595529,3,,POINT (23.595529 46.7809547)
353772688,46.780198,23.5977757,3,,POINT (23.5977757 46.780198)
353772715,46.7834281,23.6010191,3,,POINT (23.6010191 46.7834281)
353772779,46.7835357,23.5986685,3,,POINT (23.5986685 46.7835357)
353774294,46.7772873,23.5879146,3,,POINT (23.5879146 46.7772873)
353776292,46.7918758,23.6119952,1,,POINT (23.6119952 46.7918758)
353776382,46.7946932,23.608343,3,,POINT (23.608343 46.7946932)
353776383,46.7925319,23.6094641,4,,POINT (23.6094641 46.7925319)
353776711,46.7953296,23.6139138,3,,POINT (23.6139138 46.7953296)
353776754,46.7929362,23.6110638,1,,POINT (23.6110638 46.7929362)
353776757,46.7949889,23.6093552,3,,POINT (23.6093552 46.7949889)
353776853,46.795049,23.6100609,3,,POINT (23.6100609 46.795049)
353777234,46.7810237,23.6231315,3,,POINT (23.6231315 46.7810237)
353777237,46.7819515,23.6226666,3,,POINT (23.6226666 46.7819515)
353777238,46.7828685,23.6221774,3,,POINT (23.6221774 46.7828685)
353777250,46.7846775,23.6256401,4,,POINT (23.6256401 46.7846775)
353777399,46.778626,23.6422928,3,,POINT (23.6422928 46.778626)
353777861,46.7775265,23.6362607,3,,POINT (23.6362607 46.7775265)
353777864,46.7784522,23.6359215,3,,POINT (23.6359215 46.7784522)
353777991,46.7803394,23.6416595,3,,POINT (23.6416595 46.7803394)
353778442,46.7690739,23.6865951,1,,POINT (23.6865951 46.7690739)
353778445,46.7705226,23.685689,3,,POINT (23.685689 46.7705226)
353778526,46.7793506,23.6932352,4,,POINT (23.6932352 46.7793506)
353778527,46.7793075,23.691418,3,,POINT (23.691418 46.7793075)
353778638,46.7796778,23.6433273,3,,POINT (23.6433273 46.7796778)
353778639,46.7789441,23.6435894,3,,POINT (23.6435894 46.7789441)
353778848,46.7810986,23.6412012,3,,POINT (23.6412012 46.7810986)
353778853,46.7794435,23.644463,3,,POINT (23.644463 46.7794435)
353781845,46.7844213,23.6210449,2,,POINT (23.6210449 46.7844213)
353783610,46.7870985,23.6598176,3,,POINT (23.6598176 46.7870985)
353783611,46.787122,23.6583928,1,,POINT (23.6583928 46.787122)
353783632,46.7892917,23.6605432,3,,POINT (23.6605432 46.7892917)
353783943,46.7860817,23.6543159,1,,POINT (23.6543159 46.7860817)
353783947,46.7880034,23.6533324,3,,POINT (23.6533324 46.7880034)
353783953,46.7873545,23.6506682,3,,POINT (23.6506682 46.7873545)
353784001,46.7863198,23.6514046,3,,POINT (23.6514046 46.7863198)
353784109,46.7842646,23.6516561,3,,POINT (23.6516561 46.7842646)
353784111,46.7846583,23.6516537,3,,POINT (23.6516537 46.7846583)
353784113,46.7861852,23.6514973,3,,POINT (23.6514973 46.7861852)
353784305,46.7855058,23.6569595,3,,POINT (23.6569595 46.7855058)
353784306,46.7846619,23.6566413,3,,POINT (23.6566413 46.7846619)
353784313,46.7856853,23.6552842,1,,POINT (23.6552842 46.7856853)
353784318,46.7857519,23.6567013,3,,POINT (23.6567013 46.7857519)
353784925,46.7927224,23.6554403,3,,POINT (23.6554403 46.7927224)
353784926,46.7914871,23.6563011,3,,POINT (23.6563011 46.7914871)
353784927,46.7913982,23.6564333,3,,POINT (23.6564333 46.7913982)
353784928,46.7912102,23.6564323,3,,POINT (23.6564323 46.7912102)
353784929,46.7904205,23.655727,3,,POINT (23.655727 46.7904205)
353784964,46.7922758,23.6495268,3,,POINT (23.6495268 46.7922758)
353785193,46.7909329,23.6498398,4,,POINT (23.6498398 46.7909329)
353785802,46.7902023,23.6565205,3,,POINT (23.6565205 46.7902023)
353786234,46.7890906,23.6410279,3,,POINT (23.6410279 46.7890906)
353786630,46.7841466,23.6468182,4,,POINT (23.6468182 46.7841466)
353786631,46.7871182,23.6463266,4,,POINT (23.6463266 46.7871182)
353786796,46.7890499,23.6468297,3,,POINT (23.6468297 46.7890499)
353786800,46.7841724,23.647699,3,,POINT (23.647699 46.7841724)
353787144,46.7864187,23.6482772,3,,POINT (23.6482772 46.7864187)
353787459,46.7829433,23.6398706,1,,POINT (23.6398706 46.7829433)
353787556,46.7848455,23.6220131,1,,POINT (23.6220131 46.7848455)
353787817,46.7906656,23.6279144,1,,POINT (23.6279144 46.7906656)
353788039,46.7807443,23.6048846,4,mini_roundabout,POINT (23.6048846 46.7807443)
353789947,46.7838871,23.6107338,4,,POINT (23.6107338 46.7838871)
353789995,46.782321,23.6106472,4,,POINT (23.6106472 46.782321)
353790219,46.7877861,23.6150741,3,,POINT (23.6150741 46.7877861)
353792085,46.7828746,23.6038101,3,,POINT (23.6038101 46.7828746)
353792088,46.7829501,23.6018564,3,,POINT (23.6018564 46.7829501)
353792309,46.7747072,23.5951155,3,,POINT (23.5951155 46.7747072)
353792520,46.7776317,23.5979683,3,,POINT (23.5979683 46.7776317)
353792766,46.7853278,23.6048529,3,,POINT (23.6048529 46.7853278)
353792863,46.784071,23.606627,3,,POINT (23.606627 46.784071)
353792870,46.7852461,23.6067325,3,,POINT (23.6067325 46.7852461)
353792945,46.7813638,23.6038323,3,,POINT (23.6038323 46.7813638)
353793374,46.7814432,23.6038542,3,,POINT (23.6038542 46.7814432)
353793376,46.7841437,23.6044406,5,,POINT (23.6044406 46.7841437)
353794035,46.7816259,23.611328,3,,POINT (23.611328 46.7816259)
353794791,46.780139,23.6089996,3,,POINT (23.6089996 46.780139)
353794792,46.7805209,23.6117142,3,,POINT (23.6117142 46.7805209)
353794809,46.7803798,23.6117571,1,,POINT (23.6117571 46.7803798)
353795258,46.780951,23.6131942,1,,POINT (23.6131942 46.780951)
353795260,46.7807518,23.611666,3,,POINT (23.611666 46.7807518)
353795626,46.7841032,23.605709,3,,POINT (23.605709 46.7841032)
353795632,46.7823026,23.6064734,3,,POINT (23.6064734 46.7823026)
353795802,46.7852916,23.6058181,3,,POINT (23.6058181 46.7852916)
353795820,46.785211,23.6082006,1,,POINT (23.6082006 46.785211)
353795872,46.7852081,23.6076432,3,,POINT (23.6076432 46.7852081)
353795883,46.7840287,23.607535,3,,POINT (23.607535 46.7840287)
353796769,46.7812358,23.6084968,4,,POINT (23.6084968 46.7812358)
353796772,46.7793256,23.609362,4,,POINT (23.609362 46.7793256)
353797040,46.7819208,23.6132508,3,traffic_signals,POINT (23.6132508 46.7819208)
353797120,46.7799699,23.6131645,2,,POINT (23.6131645 46.7799699)
353797876,46.7820177,23.6107111,1,,POINT (23.6107111 46.7820177)
353798071,46.7843588,23.6102881,3,,POINT (23.6102881 46.7843588)
353798150,46.7837151,23.6146309,3,,POINT (23.6146309 46.7837151)
353798851,46.7838179,23.6119279,2,,POINT (23.6119279 46.7838179)
353800197,46.7614667,23.6074513,3,,POINT (23.6074513 46.7614667)
353800208,46.7619693,23.6081788,4,,POINT (23.6081788 46.7619693)
353800222,46.7618369,23.6068495,3,,POINT (23.6068495 46.7618369)
353800257,46.7613244,23.6060802,3,,POINT (23.6060802 46.7613244)
353800452,46.7679283,23.6174234,3,,POINT (23.6174234 46.7679283)
353800453,46.7666954,23.6100684,4,,POINT (23.6100684 46.7666954)
353800752,46.768399,23.6130928,4,,POINT (23.6130928 46.768399)
353800910,46.7723437,23.608964,1,,POINT (23.608964 46.7723437)
353800911,46.7718368,23.6081501,3,,POINT (23.6081501 46.7718368)
353801279,46.774994,23.6099266,3,,POINT (23.6099266 46.774994)
353801280,46.7769577,23.6083333,4,,POINT (23.6083333 46.7769577)
353801441,46.7767131,23.6197565,3,,POINT (23.6197565 46.7767131)
353801469,46.7752082,23.6203692,3,,POINT (23.6203692 46.7752082)
353801765,46.7836074,23.6171311,3,,POINT (23.6171311 46.7836074)
353801771,46.7835763,23.6179261,4,,POINT (23.6179261 46.7835763)
353801773,46.783337,23.6182216,3,,POINT (23.6182216 46.783337)
353801896,46.7845388,23.6147074,3,,POINT (23.6147074 46.7845388)
353807931,46.7805509,23.6156605,4,,POINT (23.6156605 46.7805509)
353808294,46.7800517,23.6168274,3,,POINT (23.6168274 46.7800517)
353808299,46.7798158,23.6148795,3,,POINT (23.6148795 46.7798158)
353808642,46.7818088,23.6178526,3,,POINT (23.6178526 46.7818088)
353808875,46.7828509,23.6174854,3,,POINT (23.6174854 46.7828509)
353808877,46.7819156,23.6181821,3,,POINT (23.6181821 46.7819156)
353808955,46.7822864,23.6163982,3,,POINT (23.6163982 46.7822864)
353809702,46.7688605,23.6022164,3,,POINT (23.6022164 46.7688605)
353809714,46.768191,23.602776,3,,POINT (23.602776 46.768191)
353812004,46.7737741,23.6283165,1,,POINT (23.6283165 46.7737741)
353813545,46.7702304,23.6229823,3,,POINT (23.6229823 46.7702304)
353813547,46.7683143,23.623034,3,,POINT (23.623034 46.7683143)
353814080,46.7680579,23.6259657,3,,POINT (23.6259657 46.7680579)
353814085,46.7683518,23.6249599,1,,POINT (23.6249599 46.7683518)
353814280,46.770244,23.6240277,3,,POINT (23.6240277 46.770244)
353814461,46.7706387,23.621252,1,,POINT (23.621252 46.7706387)
353814462,46.7703633,23.6212918,3,,POINT (23.6212918 46.7703633)
353815027,46.7711217,23.6116015,3,,POINT (23.6116015 46.7711217)
353815789,46.7711368,23.6171582,3,,POINT (23.6171582 46.7711368)
353815884,46.7723637,23.6095157,3,,POINT (23.6095157 46.7723637)
353815885,46.7724789,23.6128913,4,,POINT (23.6128913 46.7724789)
353815886,46.7726452,23.6167861,3,,POINT (23.6167861 46.7726452)
353815939,46.7724222,23.6112831,3,,POINT (23.6112831 46.7724222)
353815940,46.7712038,23.6112637,3,,POINT (23.6112637 46.7712038)
353816058,46.7705926,23.6184763,3,,POINT (23.6184763 46.7705926)
353816059,46.7704753,23.6173057,3,,POINT (23.6173057 46.7704753)
353816328,46.7683617,23.6202208,3,,POINT (23.6202208 46.7683617)
353816488,46.7713825,23.625586,3,stop,POINT (23.625586 46.7713825)
353816753,46.7736057,23.6128322,4,,POINT (23.6128322 46.7736057)
353816755,46.7735544,23.6113945,3,,POINT (23.6113945 46.7735544)
353817450,46.7694226,23.6116608,3,,POINT (23.6116608 46.7694226)
353817553,46.7691744,23.6157089,3,,POINT (23.6157089 46.7691744)
353817556,46.7703243,23.6129951,3,,POINT (23.6129951 46.7703243)
353817916,46.7711415,23.6157129,3,,POINT (23.6157129 46.7711415)
353818125,46.7700968,23.6157124,3,,POINT (23.6157124 46.7700968)
353818148,46.7696559,23.6157114,2,,POINT (23.6157114 46.7696559)
353818970,46.7688322,23.6312237,3,crossing,POINT (23.6312237 46.7688322)
353821482,46.7678946,23.631133,3,,POINT (23.631133 46.7678946)
353822470,46.7690073,23.6035867,1,,POINT (23.6035867 46.7690073)
353822471,46.7696205,23.605631,3,,POINT (23.605631 46.7696205)
353822474,46.7702712,23.6091095,3,,POINT (23.6091095 46.7702712)
353822550,46.7689164,23.6059333,3,,POINT (23.6059333 46.7689164)
353823054,46.7691351,23.6090147,3,,POINT (23.6090147 46.7691351)
353823058,46.7693183,23.6089675,3,,POINT (23.6089675 46.7693183)
353826206,46.7649685,23.6339297,3,,POINT (23.6339297 46.7649685)
353826695,46.7655211,23.659404,3,,POINT (23.659404 46.7655211)
353826739,46.7616722,23.6655176,3,,POINT (23.6655176 46.7616722)
353949018,46.7640576,23.6356886,1,,POINT (23.6356886 46.7640576)
353949677,46.765452,23.6301003,3,,POINT (23.6301003 46.765452)
353949689,46.7646976,23.6296277,1,,POINT (23.6296277 46.7646976)
353949708,46.7659684,23.6320662,3,,POINT (23.6320662 46.7659684)
353950321,46.7677777,23.6296224,3,,POINT (23.6296224 46.7677777)
353950349,46.7681158,23.6296148,3,,POINT (23.6296148 46.7681158)
353950358,46.7655356,23.6301803,4,,POINT (23.6301803 46.7655356)
353952896,46.7565842,23.6048738,1,,POINT (23.6048738 46.7565842)
353953027,46.7599155,23.5999974,4,,POINT (23.5999974 46.7599155)
353953061,46.7586182,23.603718,3,,POINT (23.603718 46.7586182)
353953074,46.759226,23.6012546,3,,POINT (23.6012546 46.759226)
353953344,46.7630556,23.6040356,3,,POINT (23.6040356 46.7630556)
353953348,46.7608016,23.6011508,4,,POINT (23.6011508 46.7608016)
353953947,46.7573228,23.5990054,3,,POINT (23.5990054 46.7573228)
353954438,46.7560716,23.6028537,3,,POINT (23.6028537 46.7560716)
353954439,46.7566816,23.6029319,4,,POINT (23.6029319 46.7566816)
353954444,46.7581984,23.6027502,3,,POINT (23.6027502 46.7581984)
353954451,46.7568169,23.600138,3,,POINT (23.600138 46.7568169)
353954585,46.7588152,23.6025205,3,,POINT (23.6025205 46.7588152)
353954631,46.7558268,23.5993718,3,,POINT (23.5993718 46.7558268)
353955691,46.7658963,23.6071326,4,,POINT (23.6071326 46.7658963)
353955724,46.7653084,23.6053462,3,,POINT (23.6053462 46.7653084)
353955781,46.7653338,23.6095035,4,,POINT (23.6095035 46.7653338)
353955805,46.7663229,23.6087038,4,,POINT (23.6087038 46.7663229)
353955898,46.7629886,23.6096769,3,,POINT (23.6096769 46.7629886)
353955902,46.7648969,23.6079271,4,,POINT (23.6079271 46.7648969)
353955928,46.7635084,23.6111833,4,,POINT (23.6111833 46.7635084)
353955991,46.7619328,23.6137531,3,,POINT (23.6137531 46.7619328)
353956082,46.7672297,23.6132562,4,,POINT (23.6132562 46.7672297)
353956159,46.7661375,23.613499,4,,POINT (23.613499 46.7661375)
353956162,46.7641872,23.6139268,4,,POINT (23.6139268 46.7641872)
353956198,46.7677383,23.6093284,3,,POINT (23.6093284 46.7677383)
353956217,46.768759,23.6091284,3,,POINT (23.6091284 46.768759)
353956273,46.7689426,23.6128075,2,,POINT (23.6128075 46.7689426)
353956304,46.7671713,23.6057909,3,,POINT (23.6057909 46.7671713)
353956312,46.7680148,23.6053923,3,,POINT (23.6053923 46.7680148)
353956382,46.7684902,23.6081708,3,,POINT (23.6081708 46.7684902)
353956385,46.76776,23.6083482,3,,POINT (23.6083482 46.76776)
353956393,46.7686065,23.609132,3,,POINT (23.609132 46.7686065)
353956432,46.7689995,23.6064869,3,,POINT (23.6064869 46.7689995)
353956486,46.7682803,23.606786,3,,POINT (23.606786 46.7682803)
353956585,46.7679482,23.6051115,3,,POINT (23.6051115 46.7679482)
353956588,46.7687106,23.6047448,3,,POINT (23.6047448 46.7687106)
353956738,46.7673657,23.6035446,1,,POINT (23.6035446 46.7673657)
353956867,46.7668926,23.6177461,3,,POINT (23.6177461 46.7668926)
353957030,46.7680673,23.6173802,2,,POINT (23.6173802 46.7680673)
353957079,46.7661197,23.6187012,4,,POINT (23.6187012 46.7661197)
353957081,46.7658596,23.61727,4,,POINT (23.61727 46.7658596)
353957083,46.7652658,23.6174674,3,,POINT (23.6174674 46.7652658)
353957085,46.7646561,23.6138061,3,,POINT (23.6138061 46.7646561)
353957102,46.7669949,23.6184403,3,,POINT (23.6184403 46.7669949)
353957117,46.7667552,23.6169837,3,,POINT (23.6169837 46.7667552)
353957165,46.7638348,23.6179742,3,,POINT (23.6179742 46.7638348)
353957217,46.7621125,23.6213056,3,,POINT (23.6213056 46.7621125)
353957219,46.7642303,23.6205391,3,,POINT (23.6205391 46.7642303)
353957347,46.7639208,23.6185982,3,,POINT (23.6185982 46.7639208)
353957412,46.763732,23.6173284,3,,POINT (23.6173284 46.763732)
353957417,46.7646665,23.6170235,3,,POINT (23.6170235 46.7646665)
353957448,46.7636485,23.6167687,3,,POINT (23.6167687 46.7636485)
353957512,46.7638506,23.6153678,1,,POINT (23.6153678 46.7638506)
353957513,46.7643677,23.6152069,3,,POINT (23.6152069 46.7643677)
353957982,46.7616128,23.6151755,3,,POINT (23.6151755 46.7616128)
353957986,46.7628684,23.6148388,3,,POINT (23.6148388 46.7628684)
353958643,46.7659257,23.6302025,3,,POINT (23.6302025 46.7659257)
353958896,46.7667807,23.6257049,2,,POINT (23.6257049 46.7667807)
353958899,46.7664234,23.6254678,3,,POINT (23.6254678 46.7664234)
353959375,46.7624979,23.6003127,4,,POINT (23.6003127 46.7624979)
353959376,46.7631162,23.599001,3,,POINT (23.599001 46.7631162)
353959377,46.7648341,23.6008194,4,,POINT (23.6008194 46.7648341)
353959379,46.7652306,23.6017642,3,,POINT (23.6017642 46.7652306)
353959503,46.7640768,23.6023279,4,,POINT (23.6023279 46.7640768)
353960209,46.7562002,23.6170819,3,,POINT (23.6170819 46.7562002)
353960211,46.7555088,23.618223,3,,POINT (23.618223 46.7555088)
353960232,46.7574087,23.6186273,3,,POINT (23.6186273 46.7574087)
353960449,46.7611277,23.6038039,3,,POINT (23.6038039 46.7611277)
353960451,46.7603706,23.6042091,3,,POINT (23.6042091 46.7603706)
353960525,46.7614889,23.6020282,4,,POINT (23.6020282 46.7614889)
353960675,46.7607061,23.6064416,3,,POINT (23.6064416 46.7607061)
353960690,46.7597329,23.6070193,3,,POINT (23.6070193 46.7597329)
353960725,46.7593393,23.6047611,3,,POINT (23.6047611 46.7593393)
353960926,46.7623086,23.59799,3,,POINT (23.59799 46.7623086)
353961000,46.763403,23.5982703,4,,POINT (23.5982703 46.763403)
353961048,46.7626131,23.6070594,3,,POINT (23.6070594 46.7626131)
353961049,46.7636032,23.6083353,4,,POINT (23.6083353 46.7636032)
353964034,46.7717904,23.60148,3,,POINT (23.60148 46.7717904)
353964272,46.7753908,23.598629,3,,POINT (23.598629 46.7753908)
353964468,46.770747,23.604918,3,,POINT (23.604918 46.770747)
353964857,46.7723261,23.6037411,3,,POINT (23.6037411 46.7723261)
353964862,46.7555614,23.6163195,3,,POINT (23.6163195 46.7555614)
353965543,46.7674373,23.6192538,3,,POINT (23.6192538 46.7674373)
353965626,46.7660573,23.6244461,3,,POINT (23.6244461 46.7660573)
353965752,46.76628,23.6197473,3,,POINT (23.6197473 46.76628)
353965756,46.7652828,23.6136791,4,,POINT (23.6136791 46.7652828)
353966001,46.7647535,23.6210643,3,,POINT (23.6210643 46.7647535)
353966005,46.7644858,23.6210875,3,,POINT (23.6210875 46.7644858)
353966008,46.7644133,23.6204822,3,,POINT (23.6204822 46.7644133)
353966039,46.7646813,23.6203971,3,,POINT (23.6203971 46.7646813)
353966058,46.7649096,23.6234187,1,,POINT (23.6234187 46.7649096)
353966215,46.7645328,23.6238859,3,,POINT (23.6238859 46.7645328)
353966218,46.7645016,23.6213947,2,,POINT (23.6213947 46.7645016)
353966781,46.7624946,23.6228501,2,,POINT (23.6228501 46.7624946)
353967294,46.7665683,23.6243899,3,,POINT (23.6243899 46.7665683)
354031020,46.7663605,23.5887591,3,crossing,POINT (23.5887591 46.7663605)
354467972,46.7619445,23.6126308,3,,POINT (23.6126308 46.7619445)
354469275,46.7649189,23.6115675,3,,POINT (23.6115675 46.7649189)
354471049,46.7620988,23.6182105,1,,POINT (23.6182105 46.7620988)
354471050,46.7623379,23.6195895,1,,POINT (23.6195895 46.7623379)
354471053,46.7618666,23.6166977,1,,POINT (23.6166977 46.7618666)
354475000,46.7677898,23.6281819,3,,POINT (23.6281819 46.7677898)
354482345,46.7702277,23.6276878,3,,POINT (23.6276878 46.7702277)
354492066,46.7820874,23.6404173,3,,POINT (23.6404173 46.7820874)
354494264,46.791377,23.6567026,3,,POINT (23.6567026 46.791377)
354494728,46.7864064,23.6571005,3,,POINT (23.6571005 46.7864064)
354500733,46.7841472,23.6291391,3,,POINT (23.6291391 46.7841472)
354502659,46.7832155,23.6183144,1,,POINT (23.6183144 46.7832155)
354655637,46.7743372,23.5922425,3,,POINT (23.5922425 46.7743372)
354656472,46.7743081,23.5922522,3,traffic_signals,POINT (23.5922522 46.7743081)
354661306,46.7803502,23.5765667,3,,POINT (23.5765667 46.7803502)
354661696,46.7794738,23.5748566,3,,POINT (23.5748566 46.7794738)
354663831,46.7760838,23.5713945,3,,POINT (23.5713945 46.7760838)
354665202,46.7840028,23.5932531,3,,POINT (23.5932531 46.7840028)
354668580,46.7823676,23.5793462,3,,POINT (23.5793462 46.7823676)
354669234,46.7837358,23.5840638,3,,POINT (23.5840638 46.7837358)
354669894,46.7818823,23.5730501,3,,POINT (23.5730501 46.7818823)
354671008,46.7798195,23.5822394,3,,POINT (23.5822394 46.7798195)
354671691,46.7747375,23.5864425,3,,POINT (23.5864425 46.7747375)
354671713,46.775719,23.5872282,3,,POINT (23.5872282 46.775719)
354678988,46.7657063,23.581889,3,,POINT (23.581889 46.7657063)
354824013,46.7597896,23.5475214,3,,POINT (23.5475214 46.7597896)
354828811,46.7887839,23.5623568,3,,POINT (23.5623568 46.7887839)
354828813,46.7892373,23.5636345,4,,POINT (23.5636345 46.7892373)
354831282,46.7863905,23.5820496,3,,POINT (23.5820496 46.7863905)
354831926,46.7919739,23.5861329,4,,POINT (23.5861329 46.7919739)
354834086,46.7899202,23.5969905,1,,POINT (23.5969905 46.7899202)
354834273,46.7920888,23.599491,2,,POINT (23.599491 46.7920888)
354924874,46.7903166,23.6219763,3,,POINT (23.6219763 46.7903166)
355854097,46.7709887,23.5593509,3,,POINT (23.5593509 46.7709887)
