osmid,y,x,street_count,highway,geometry
291913792,46.7687798,23.5880697,4,,POINT (23.5880697 46.7687798)
291915647,46.7502635,23.560839,4,,POINT (23.560839 46.7502635)
291925120,46.7704792,23.5959513,4,,POINT (23.5959513 46.7704792)
291925271,46.7714353,23.5954644,3,,POINT (23.5954644 46.7714353)
291925273,46.7724104,23.5949545,3,,POINT (23.5949545 46.7724104)
291926070,46.7740656,23.5957088,4,,POINT (23.5957088 46.7740656)
291927003,46.771966,23.586237,2,,POINT (23.586237 46.771966)
291928912,46.7697676,23.5873428,3,,POINT (23.5873428 46.7697676)
291929610,46.7692006,23.5859632,3,,POINT (23.5859632 46.7692006)
291929799,46.7673842,23.5886732,1,,POINT (23.5886732 46.7673842)
291929802,46.7676,23.5871686,4,,POINT (23.5871686 46.7676)
291930299,46.7662433,23.5701159,3,,POINT (23.5701159 46.7662433)
291930642,46.7650978,23.5703178,3,,POINT (23.5703178 46.7650978)
291930867,46.764278,23.563995,3,,POINT (23.563995 46.764278)
291930988,46.7635718,23.569875,3,,POINT (23.569875 46.7635718)
291932737,46.7584164,23.5812893,3,,POINT (23.5812893 46.7584164)
291932918,46.7585138,23.5837675,3,,POINT (23.5837675 46.7585138)
291934396,46.7635517,23.5881974,3,,POINT (23.5881974 46.7635517)
291934541,46.7642171,23.5900114,3,,POINT (23.5900114 46.7642171)
291934735,46.764488,23.5898562,3,,POINT (23.5898562 46.764488)
291934951,46.7620726,23.5911567,3,,POINT (23.5911567 46.7620726)
291934952,46.7637089,23.5904112,3,,POINT (23.5904112 46.7637089)
291935238,46.7582532,23.587371,1,,POINT (23.587371 46.7582532)
291935440,46.7603524,23.5914092,3,,POINT (23.5914092 46.7603524)
291935526,46.7619759,23.5899009,3,,POINT (23.5899009 46.7619759)
291936125,46.7672436,23.5956321,3,,POINT (23.5956321 46.7672436)
291936489,46.765292,23.5969522,1,,POINT (23.5969522 46.765292)
291936806,46.7654459,23.5962824,3,,POINT (23.5962824 46.7654459)
291937103,46.7631948,23.5978383,3,,POINT (23.5978383 46.7631948)
291937256,46.7649474,23.5958368,3,,POINT (23.5958368 46.7649474)
291937503,46.7643101,23.5983551,4,,POINT (23.5983551 46.7643101)
291937694,46.762261,23.5976225,3,,POINT (23.5976225 46.762261)
291937963,46.763091,23.5953118,3,,POINT (23.5953118 46.763091)
291938029,46.762223,23.5977595,3,,POINT (23.5977595 46.762223)
291938372,46.7619496,23.597691,3,,POINT (23.597691 46.7619496)
291938728,46.7605476,23.5966962,3,,POINT (23.5966962 46.7605476)
291938775,46.7617365,23.5946156,3,,POINT (23.5946156 46.7617365)
291938777,46.7609803,23.5977427,4,,POINT (23.5977427 46.7609803)
291938987,46.7596064,23.598304,3,,POINT (23.598304 46.7596064)
291941025,46.7557028,23.5807839,3,,POINT (23.5807839 46.7557028)
291941681,46.75396,23.5735506,3,,POINT (23.5735506 46.75396)
291942649,46.7545925,23.5786872,3,,POINT (23.5786872 46.7545925)
291943466,46.7561709,23.5738003,4,,POINT (23.5738003 46.7561709)
291943628,46.7571834,23.5755777,3,,POINT (23.5755777 46.7571834)
292016881,46.7791634,23.5915848,3,stop,POINT (23.5915848 46.7791634)
292016911,46.7796045,23.5916482,3,,POINT (23.5916482 46.7796045)
292017584,46.754415,23.5906233,3,,POINT (23.5906233 46.754415)
292017636,46.7531682,23.5918076,3,,POINT (23.5918076 46.7531682)
292017684,46.7543989,23.5917118,3,,POINT (23.5917118 46.7543989)
292018098,46.7547276,23.5894146,3,,POINT (23.5894146 46.7547276)
292020320,46.7543252,23.5898364,3,,POINT (23.5898364 46.7543252)
292020668,46.7552205,23.5944421,4,,POINT (23.5944421 46.7552205)
292020683,46.7545092,23.5898388,4,,POINT (23.5898388 46.7545092)
292020686,46.7544132,23.5904415,3,,POINT (23.5904415 46.7544132)
292020688,46.7544229,23.5945195,3,,POINT (23.5945195 46.7544229)
292020977,46.7571812,23.5899269,3,,POINT (23.5899269 46.7571812)
