y,x,street_count,highway,ref,junction,geometry
25.0647174,121.5338417,3,,,,POINT (121.5338417 25.0647174)
25.065054,121.5370282,3,traffic_signals,,,POINT (121.5370282 25.065054)
25.06699,121.5342509,4,traffic_signals,,,POINT (121.5342509 25.06699)
25.060276,121.5372132,4,traffic_signals,,,POINT (121.5372132 25.060276)
25.060248,121.5392198,4,traffic_signals,,,POINT (121.5392198 25.060248)
25.0602268,121.5407463,4,traffic_signals,,,POINT (121.5407463 25.0602268)
25.0601799,121.544123,4,traffic_signals,,,POINT (121.544123 25.0601799)
25.0642351,121.543719,1,,,,POINT (121.543719 25.0642351)
25.0642364,121.5442004,4,traffic_signals,,,POINT (121.5442004 25.0642364)
25.0622981,121.5392594,3,,,,POINT (121.5392594 25.0622981)
25.0579286,121.5391869,4,traffic_signals,,,POINT (121.5391869 25.0579286)
25.0577911,121.5391687,4,traffic_signals,,,POINT (121.5391687 25.0577911)
25.0618285,121.5372376,3,,,,POINT (121.5372376 25.0618285)
25.0676713,121.5362871,3,,,,POINT (121.5362871 25.0676713)
25.0676976,121.5348525,2,,,,POINT (121.5348525 25.0676976)
25.0673586,121.5345643,4,traffic_signals,,,POINT (121.5345643 25.0673586)
25.0672587,121.5362718,3,,,,POINT (121.5362718 25.0672587)
25.0642917,121.5425691,1,,,,POINT (121.5425691 25.0642917)
25.0642947,121.5409396,4,traffic_signals,,,POINT (121.5409396 25.0642947)
25.0643003,121.5382934,3,crossing,,,POINT (121.5382934 25.0643003)
25.0643089,121.5377986,3,,,,POINT (121.5377986 25.0643089)
25.0668428,121.5383292,3,,,,POINT (121.5383292 25.0668428)
25.068089,121.5383468,3,,,,POINT (121.5383468 25.068089)
25.0668445,121.5373883,3,,,,POINT (121.5373883 25.0668445)
25.0660219,121.5373846,1,,,,POINT (121.5373846 25.0660219)
25.0667508,121.5362003,4,,,,POINT (121.5362003 25.0667508)
25.0668465,121.5362851,3,,,,POINT (121.5362851 25.0668465)
25.0663779,121.5358626,3,traffic_signals,,,POINT (121.5358626 25.0663779)
25.0681299,121.5362909,4,traffic_signals,,,POINT (121.5362909 25.0681299)
25.062275,121.5443139,5,traffic_signals,,,POINT (121.5443139 25.062275)
25.0623154,121.5441571,4,traffic_signals,,,POINT (121.5441571 25.0623154)
25.0624384,121.5408775,5,traffic_signals,,,POINT (121.5408775 25.0624384)
25.062564,121.533282,5,traffic_signals,,,POINT (121.533282 25.062564)
25.0625671,121.5331517,4,traffic_signals,,,POINT (121.5331517 25.0625671)
25.062416,121.5331269,5,traffic_signals,,,POINT (121.5331269 25.062416)
25.0624126,121.533279,5,traffic_signals,,,POINT (121.533279 25.0624126)
25.0623173,121.5367986,5,traffic_signals,,,POINT (121.5367986 25.0623173)
25.0622906,121.5408285,5,traffic_signals,,,POINT (121.5408285 25.0622906)
25.0621351,121.5441532,5,traffic_signals,,,POINT (121.5441532 25.0621351)
25.0620921,121.5443177,4,traffic_signals,,,POINT (121.5443177 25.0620921)
25.0680639,121.5410064,4,traffic_signals,,,POINT (121.5410064 25.0680639)
25.0664149,121.5442473,4,traffic_signals,,,POINT (121.5442473 25.0664149)
25.0664702,121.5443667,5,traffic_signals,,,POINT (121.5443667 25.0664702)
25.0665491,121.5442574,4,traffic_signals,,,POINT (121.5442574 25.0665491)
25.0681557,121.5410079,3,traffic_signals,,,POINT (121.5410079 25.0681557)
25.05778,121.5492853,4,,,,POINT (121.5492853 25.05778)
25.0577816,121.5490498,4,,,,POINT (121.5490498 25.0577816)
25.0577836,121.5487977,5,,,,POINT (121.5487977 25.0577836)
25.057849,121.5442343,4,traffic_signals,,,POINT (121.5442343 25.057849)
25.0578549,121.5440851,4,traffic_signals,,,POINT (121.5440851 25.0578549)
25.0579054,121.5406929,4,traffic_signals,,,POINT (121.5406929 25.0579054)
25.0579593,121.5371765,4,traffic_signals,,,POINT (121.5371765 25.0579593)
25.0578163,121.5367112,4,traffic_signals,,,POINT (121.5367112 25.0578163)
25.0576884,121.5440785,4,traffic_signals,,,POINT (121.5440785 25.0576884)
25.0576879,121.5442272,4,traffic_signals,,,POINT (121.5442272 25.0576879)
25.0576404,121.5487687,4,,,,POINT (121.5487687 25.0576404)
25.0576578,121.5490265,4,,,,POINT (121.5490265 25.0576578)
25.0576739,121.5492647,4,,,,POINT (121.5492647 25.0576739)
25.0521165,121.5329341,4,traffic_signals,,,POINT (121.5329341 25.0521165)
25.0519475,121.5329341,4,traffic_signals,,,POINT (121.5329341 25.0519475)
25.0519477,121.5330764,4,traffic_signals,,,POINT (121.5330764 25.0519477)
25.0546509,121.5404942,4,traffic_signals,,,POINT (121.5404942 25.0546509)
25.0520073,121.5404645,4,traffic_signals,,,POINT (121.5404645 25.0520073)
25.0548238,121.5331419,4,traffic_signals,,,POINT (121.5331419 25.0548238)
25.0578685,121.5332075,4,traffic_signals,,,POINT (121.5332075 25.0578685)
25.0580062,121.5332099,4,traffic_signals,,,POINT (121.5332099 25.0580062)
25.0580076,121.5330774,4,traffic_signals,,,POINT (121.5330774 25.0580076)
25.0578762,121.5330587,4,traffic_signals,,,POINT (121.5330587 25.0578762)
25.0548245,121.5330059,4,traffic_signals,,,POINT (121.5330059 25.0548245)
25.0547615,121.5366257,5,traffic_signals,,,POINT (121.5366257 25.0547615)
25.0615761,121.5510436,4,traffic_signals,,,POINT (121.5510436 25.0615761)
25.0615799,121.5508591,4,traffic_signals,,,POINT (121.5508591 25.0615799)
25.0615809,121.5507567,4,traffic_signals,,,POINT (121.5507567 25.0615809)
25.0616098,121.5505589,4,traffic_signals,,,POINT (121.5505589 25.0616098)
25.0614919,121.5504906,4,traffic_signals,,,POINT (121.5504906 25.0614919)
25.0614618,121.5507067,4,traffic_signals,,,POINT (121.5507067 25.0614618)
25.0614587,121.5507907,4,traffic_signals,,,POINT (121.5507907 25.0614587)
25.0614599,121.550999,4,traffic_signals,,,POINT (121.550999 25.0614599)
25.0546831,121.5390903,4,traffic_signals,,,POINT (121.5390903 25.0546831)
25.0544382,121.5487288,4,traffic_signals,,,POINT (121.5487288 25.0544382)
25.0547341,121.5370857,4,traffic_signals,,,POINT (121.5370857 25.0547341)
25.0545731,121.5440263,4,traffic_signals,,,POINT (121.5440263 25.0545731)
25.054569,121.54417,4,traffic_signals,,,POINT (121.54417 25.054569)
25.0543058,121.5492183,4,traffic_signals,,,POINT (121.5492183 25.0543058)
25.0580238,121.5491035,3,traffic_signals,,,POINT (121.5491035 25.0580238)
25.0543686,121.5489859,4,traffic_signals,,,POINT (121.5489859 25.0543686)
25.0769661,121.5254615,3,,,,POINT (121.5254615 25.0769661)
25.0765492,121.5253297,3,,,,POINT (121.5253297 25.0765492)
25.0745114,121.5259271,3,traffic_signals,,,POINT (121.5259271 25.0745114)
25.0757729,121.5268114,3,,,,POINT (121.5268114 25.0757729)
25.07348,121.5260982,3,motorway_junction,,,POINT (121.5260982 25.07348)
25.0711176,121.5279255,3,,,,POINT (121.5279255 25.0711176)
25.0767157,121.5263527,3,traffic_signals,,,POINT (121.5263527 25.0767157)
25.0707371,121.5235483,3,crossing,,,POINT (121.5235483 25.0707371)
25.0707662,121.5234081,3,crossing,,,POINT (121.5234081 25.0707662)
25.0765083,121.5271264,3,traffic_signals,,,POINT (121.5271264 25.0765083)
25.0798478,121.5243025,5,traffic_signals,,,POINT (121.5243025 25.0798478)
25.0350622,121.5757295,1,,,,POINT (121.5757295 25.0350622)
25.0347619,121.5760611,3,,,,POINT (121.5760611 25.0347619)
25.0348952,121.5754193,1,,,,POINT (121.5754193 25.0348952)
25.0345458,121.5757488,3,,,,POINT (121.5757488 25.0345458)
25.0448443,121.5645688,3,,,,POINT (121.5645688 25.0448443)
25.0456627,121.5672918,4,traffic_signals,,,POINT (121.5672918 25.0456627)
25.062214,121.5493646,1,,,,POINT (121.5493646 25.062214)
25.0618796,121.5491491,3,,,,POINT (121.5491491 25.0618796)
25.0625958,121.5481565,2,crossing,,,POINT (121.5481565 25.0625958)
25.0628259,121.5478765,2,,,,POINT (121.5478765 25.0628259)
25.0627604,121.5479533,3,crossing,,,POINT (121.5479533 25.0627604)
25.0621339,121.5479314,5,traffic_signals,,,POINT (121.5479314 25.0621339)
25.0621507,121.5466677,3,traffic_signals,,,POINT (121.5466677 25.0621507)
25.0633304,121.5472544,3,traffic_signals,,,POINT (121.5472544 25.0633304)
25.0652835,121.5458782,1,,,,POINT (121.5458782 25.0652835)
25.0621868,121.5449713,3,,,,POINT (121.5449713 25.0621868)
25.0633617,121.5449923,4,,,,POINT (121.5449923 25.0633617)
25.06431,121.5450346,3,,,,POINT (121.5450346 25.06431)
25.0653479,121.5443616,3,,,,POINT (121.5443616 25.0653479)
25.062026,121.5484703,3,,,,POINT (121.5484703 25.062026)
25.0643108,121.5459916,4,,,,POINT (121.5459916 25.0643108)
25.0643365,121.5443444,4,traffic_signals,,,POINT (121.5443444 25.0643365)
25.064808,121.5464714,1,,,,POINT (121.5464714 25.064808)
25.0633621,121.5443291,3,traffic_signals,,,POINT (121.5443291 25.0633621)
25.0633975,121.5531412,3,,,,POINT (121.5531412 25.0633975)
25.0632572,121.5507789,3,,,,POINT (121.5507789 25.0632572)
25.0625232,121.550806,3,,,,POINT (121.550806 25.0625232)
25.0623159,121.5517212,3,,,,POINT (121.5517212 25.0623159)
25.0525012,121.5388248,2,,,,POINT (121.5388248 25.0525012)
25.0528489,121.5390461,1,,,,POINT (121.5390461 25.0528489)
25.0520329,121.5388231,3,,,,POINT (121.5388231 25.0520329)
25.0577285,121.5421649,3,traffic_signals,,,POINT (121.5421649 25.0577285)
25.0560715,121.5421636,4,traffic_signals,,,POINT (121.5421636 25.0560715)
25.0546054,121.5420969,4,traffic_signals,,,POINT (121.5420969 25.0546054)
25.0519562,121.5420558,4,traffic_signals,,,POINT (121.5420558 25.0519562)
25.056903,121.5391463,3,,,,POINT (121.5391463 25.056903)
25.0561345,121.5391269,4,traffic_signals,,,POINT (121.5391269 25.0561345)
25.0525274,121.5370443,3,,,,POINT (121.5370443 25.0525274)
25.0561826,121.5370818,4,,,,POINT (121.5370818 25.0561826)
25.05603,121.5440507,4,traffic_signals,,,POINT (121.5440507 25.05603)
25.0631648,121.5531517,3,,,,POINT (121.5531517 25.0631648)
25.0630977,121.5507682,3,,,,POINT (121.5507682 25.0630977)
25.0622668,121.5514524,3,,,,POINT (121.5514524 25.0622668)
25.0504251,121.5698562,3,,,,POINT (121.5698562 25.0504251)
25.0392761,121.5764976,3,,,,POINT (121.5764976 25.0392761)
25.0388916,121.575492,3,,,,POINT (121.575492 25.0388916)
25.0380923,121.5748588,1,,,,POINT (121.5748588 25.0380923)
25.0389199,121.5744769,3,,,,POINT (121.5744769 25.0389199)
25.0361939,121.5784779,5,traffic_signals,,,POINT (121.5784779 25.0361939)
25.0356816,121.5782033,3,,,,POINT (121.5782033 25.0356816)
25.0352828,121.5778457,4,,,,POINT (121.5778457 25.0352828)
25.0348256,121.5772349,3,,,,POINT (121.5772349 25.0348256)
25.0355302,121.5776528,3,,,,POINT (121.5776528 25.0355302)
25.0394804,121.5760185,3,,,,POINT (121.5760185 25.0394804)
25.0395631,121.5766347,3,,,,POINT (121.5766347 25.0395631)
25.0397163,121.5766685,3,,,,POINT (121.5766685 25.0397163)
25.0395915,121.5772194,3,,,,POINT (121.5772194 25.0395915)
25.0393844,121.5774194,3,,,,POINT (121.5774194 25.0393844)
25.0402807,121.5772733,3,,,,POINT (121.5772733 25.0402807)
25.0408455,121.5754221,4,traffic_signals,,,POINT (121.5754221 25.0408455)
25.0403284,121.5754092,3,,,,POINT (121.5754092 25.0403284)
25.0396668,121.5739935,3,,,,POINT (121.5739935 25.0396668)
25.0399687,121.5767242,3,,,,POINT (121.5767242 25.0399687)
25.040097,121.5756422,1,crossing,,,POINT (121.5756422 25.040097)
25.0399782,121.574003,3,,,,POINT (121.574003 25.0399782)
25.0425084,121.5768443,3,,,,POINT (121.5768443 25.0425084)
25.0421151,121.5768231,4,,,,POINT (121.5768231 25.0421151)
25.0417353,121.5768878,3,,,,POINT (121.5768878 25.0417353)
25.0409097,121.5769567,4,traffic_signals,,,POINT (121.5769567 25.0409097)
25.0408149,121.5769514,4,traffic_signals,,,POINT (121.5769514 25.0408149)
25.0402983,121.5769114,4,,,,POINT (121.5769114 25.0402983)
25.0388905,121.5767558,4,traffic_signals,,,POINT (121.5767558 25.0388905)
25.0388239,121.5768031,3,traffic_signals,,,POINT (121.5768031 25.0388239)
25.0366729,121.577804,3,,,,POINT (121.577804 25.0366729)
25.0364894,121.5776445,3,,,,POINT (121.5776445 25.0364894)
25.03957,121.5778157,5,traffic_signals,,,POINT (121.5778157 25.03957)
25.0377211,121.5782007,4,traffic_signals,,,POINT (121.5782007 25.0377211)
25.0362716,121.5784423,4,traffic_signals,,,POINT (121.5784423 25.0362716)
25.0356663,121.5787836,3,,,,POINT (121.5787836 25.0356663)
25.0355439,121.5789536,3,,,,POINT (121.5789536 25.0355439)
25.0408893,121.577765,4,traffic_signals,,,POINT (121.577765 25.0408893)
25.0407987,121.5777657,4,traffic_signals,,,POINT (121.5777657 25.0407987)
25.0402679,121.5777695,3,,,,POINT (121.5777695 25.0402679)
25.0396146,121.5777211,3,traffic_signals,,,POINT (121.5777211 25.0396146)
25.0389249,121.5739706,2,,,,POINT (121.5739706 25.0389249)
25.0403638,121.5740149,4,,,,POINT (121.5740149 25.0403638)
25.0408732,121.5740306,4,traffic_signals,,,POINT (121.5740306 25.0408732)
25.0382768,121.5760578,3,,,,POINT (121.5760578 25.0382768)
25.0383461,121.5760028,4,,,,POINT (121.5760028 25.0383461)
25.0387942,121.5766298,3,traffic_signals,,,POINT (121.5766298 25.0387942)
25.0387237,121.5766922,4,traffic_signals,,,POINT (121.5766922 25.0387237)
25.0373044,121.5771898,3,,,,POINT (121.5771898 25.0373044)
25.0361395,121.5779153,4,traffic_signals,,,POINT (121.5779153 25.0361395)
25.0360786,121.5779532,4,traffic_signals,,,POINT (121.5779532 25.0360786)
25.0359015,121.5780651,3,,,,POINT (121.5780651 25.0359015)
25.0378174,121.5744964,1,,,,POINT (121.5744964 25.0378174)
25.036498,121.5779221,1,,,,POINT (121.5779221 25.036498)
25.0376085,121.5776217,3,,,,POINT (121.5776217 25.0376085)
25.0378725,121.5793494,3,,,,POINT (121.5793494 25.0378725)
25.0362674,121.5790864,4,traffic_signals,,,POINT (121.5790864 25.0362674)
25.0363415,121.5790998,4,traffic_signals,,,POINT (121.5790998 25.0363415)
25.0353045,121.5768137,3,traffic_signals,,,POINT (121.5768137 25.0353045)
25.0374074,121.574883,3,traffic_signals,,,POINT (121.574883 25.0374074)
25.0374883,121.5748019,4,traffic_signals,,,POINT (121.5748019 25.0374883)
25.0315816,121.5736457,1,,,,POINT (121.5736457 25.0315816)
25.032929,121.5755333,3,,,,POINT (121.5755333 25.032929)
25.03413,121.5754032,3,traffic_signals,,,POINT (121.5754032 25.03413)
25.0344855,121.5758548,3,,,,POINT (121.5758548 25.0344855)
25.0342604,121.5760251,3,,,,POINT (121.5760251 25.0342604)
25.0332089,121.5759879,3,,,,POINT (121.5759879 25.0332089)
25.034231,121.5764946,3,,,,POINT (121.5764946 25.034231)
25.0315468,121.5757447,1,,,,POINT (121.5757447 25.0315468)
25.0345756,121.5774125,1,,,,POINT (121.5774125 25.0345756)
25.0350431,121.5770281,4,,,,POINT (121.5770281 25.0350431)
25.0352169,121.576879,4,traffic_signals,,,POINT (121.576879 25.0352169)
25.0329182,121.5758614,4,,,,POINT (121.5758614 25.0329182)
25.0321222,121.575403,4,,,,POINT (121.575403 25.0321222)
25.0321278,121.5750652,4,,,,POINT (121.5750652 25.0321278)
25.0329252,121.5750969,4,,,,POINT (121.5750969 25.0329252)
25.0329315,121.5745794,3,,,,POINT (121.5745794 25.0329315)
25.0335087,121.5745872,5,traffic_signals,,,POINT (121.5745872 25.0335087)
25.0321389,121.5745687,3,,,,POINT (121.5745687 25.0321389)
25.0336777,121.5746337,4,traffic_signals,,,POINT (121.5746337 25.0336777)
25.0335935,121.5744806,4,traffic_signals,,,POINT (121.5744806 25.0335935)
25.040806,121.5778633,4,traffic_signals,,,POINT (121.5778633 25.040806)
25.0414955,121.5791955,4,traffic_signals,,,POINT (121.5791955 25.0414955)
25.0415903,121.5791311,3,traffic_signals,,,POINT (121.5791311 25.0415903)
25.0409354,121.5778602,4,traffic_signals,,,POINT (121.5778602 25.0409354)
25.019581,121.5737361,3,,,,POINT (121.5737361 25.019581)
25.0168969,121.5759459,1,,,,POINT (121.5759459 25.0168969)
25.0163555,121.5772441,1,,,,POINT (121.5772441 25.0163555)
25.0683117,121.5276974,4,traffic_signals,,,POINT (121.5276974 25.0683117)
25.0682819,121.5280493,4,traffic_signals,,,POINT (121.5280493 25.0682819)
25.0682382,121.5304608,4,traffic_signals,,,POINT (121.5304608 25.0682382)
25.0683761,121.5276984,4,traffic_signals,,,POINT (121.5276984 25.0683761)
25.0684836,121.5229855,4,traffic_signals,,,POINT (121.5229855 25.0684836)
25.0684862,121.5229015,4,traffic_signals,,,POINT (121.5229015 25.0684862)
25.0684877,121.5228348,4,traffic_signals,,,POINT (121.5228348 25.0684877)
25.0684892,121.522755,4,traffic_signals,,,POINT (121.522755 25.0684892)
25.0579378,121.5302086,4,traffic_signals,,,POINT (121.5302086 25.0579378)
25.0521362,121.5300934,4,traffic_signals,,,POINT (121.5300934 25.0521362)
25.0519806,121.5300892,4,traffic_signals,,,POINT (121.5300892 25.0519806)
25.0548615,121.5301483,4,traffic_signals,,,POINT (121.5301483 25.0548615)
25.0625706,121.527428,3,traffic_signals,,,POINT (121.527428 25.0625706)
25.0627119,121.5274695,3,traffic_signals,,,POINT (121.5274695 25.0627119)
25.0648649,121.5274275,3,,,,POINT (121.5274275 25.0648649)
25.0682534,121.5275035,3,,,,POINT (121.5275035 25.0682534)
25.0625558,121.5278891,4,traffic_signals,,,POINT (121.5278891 25.0625558)
25.0688376,121.528064,3,,,,POINT (121.528064 25.0688376)
25.0647635,121.5331756,4,traffic_signals,,,POINT (121.5331756 25.0647635)
25.0580059,121.53021,4,traffic_signals,,,POINT (121.53021 25.0580059)
25.0626978,121.5278757,4,traffic_signals,,,POINT (121.5278757 25.0626978)
25.0627131,121.527573,4,traffic_signals,,,POINT (121.527573 25.0627131)
25.0648727,121.5279547,3,traffic_signals,,,POINT (121.5279547 25.0648727)
25.0683787,121.528052,4,traffic_signals,,,POINT (121.528052 25.0683787)
25.070714,121.5281131,3,traffic_signals,,,POINT (121.5281131 25.070714)
25.064828,121.530358,4,traffic_signals,,,POINT (121.530358 25.064828)
25.0683458,121.530463,3,traffic_signals,,,POINT (121.530463 25.0683458)
25.0707177,121.527779,3,traffic_signals,,,POINT (121.527779 25.0707177)
25.0684765,121.5199205,4,traffic_signals,,,POINT (121.5199205 25.0684765)
25.0724262,121.5256462,2,,,,POINT (121.5256462 25.0724262)
25.0271112,121.5573044,3,,,,POINT (121.5573044 25.0271112)
25.0274036,121.5574318,3,,,,POINT (121.5574318 25.0274036)
25.027052,121.5605416,3,,,,POINT (121.5605416 25.027052)
25.0267718,121.5558356,1,,,,POINT (121.5558356 25.0267718)
25.0270002,121.5555977,3,,,,POINT (121.5555977 25.0270002)
25.027624,121.5575286,3,,,,POINT (121.5575286 25.027624)
25.0280047,121.5566339,3,,,,POINT (121.5566339 25.0280047)
25.0262303,121.5569188,3,,,,POINT (121.5569188 25.0262303)
25.0267156,121.5571323,3,,,,POINT (121.5571323 25.0267156)
25.0265283,121.5576514,3,,,,POINT (121.5576514 25.0265283)
25.0227157,121.5577164,1,,,,POINT (121.5577164 25.0227157)
25.0161457,121.5504655,3,,,,POINT (121.5504655 25.0161457)
25.014457,121.5525057,3,,,,POINT (121.5525057 25.014457)
25.0168025,121.5506233,3,,,,POINT (121.5506233 25.0168025)
25.0175957,121.5494125,3,,,,POINT (121.5494125 25.0175957)
25.0182506,121.550941,5,traffic_signals,,,POINT (121.550941 25.0182506)
25.0203357,121.5526842,4,traffic_signals,,,POINT (121.5526842 25.0203357)
25.0222683,121.5546127,4,traffic_signals,,,POINT (121.5546127 25.0222683)
25.0202655,121.5486801,3,,,,POINT (121.5486801 25.0202655)
25.0214416,121.5493724,3,,,,POINT (121.5493724 25.0214416)
25.0211353,121.5551108,3,,,,POINT (121.5551108 25.0211353)
25.020144,121.5561678,3,,,,POINT (121.5561678 25.020144)
25.0206156,121.556624,5,traffic_signals,,,POINT (121.556624 25.0206156)
25.0204809,121.5565454,5,traffic_signals,,,POINT (121.5565454 25.0204809)
25.0238368,121.5562239,3,,,,POINT (121.5562239 25.0238368)
25.0184454,121.5589876,3,traffic_signals,,,POINT (121.5589876 25.0184454)
25.0191556,121.5597412,1,,,,POINT (121.5597412 25.0191556)
25.0189214,121.5578285,1,,,,POINT (121.5578285 25.0189214)
25.0191256,121.5580109,3,,,,POINT (121.5580109 25.0191256)
25.0163559,121.5603324,3,,,,POINT (121.5603324 25.0163559)
25.0185751,121.5583825,2,,,,POINT (121.5583825 25.0185751)
25.0184904,121.5568752,4,traffic_signals,,,POINT (121.5568752 25.0184904)
25.0177216,121.5595303,3,,,,POINT (121.5595303 25.0177216)
25.0179437,121.5587014,1,,,,POINT (121.5587014 25.0179437)
25.0181064,121.559107,3,traffic_signals,,,POINT (121.559107 25.0181064)
25.0186777,121.5545973,3,traffic_signals,,,POINT (121.5545973 25.0186777)
25.0187505,121.5546055,3,,,,POINT (121.5546055 25.0187505)
25.0165708,121.5571489,1,,,,POINT (121.5571489 25.0165708)
25.0203779,121.5566568,4,,,,POINT (121.5566568 25.0203779)
25.016052,121.5613082,1,,,,POINT (121.5613082 25.016052)
25.0154369,121.5622105,1,,,,POINT (121.5622105 25.0154369)
25.0173091,121.560413,1,,,,POINT (121.560413 25.0173091)
25.0169915,121.5584829,3,traffic_signals,,,POINT (121.5584829 25.0169915)
25.0290034,121.5576041,3,,,,POINT (121.5576041 25.0290034)
25.0281595,121.5574235,1,,,,POINT (121.5574235 25.0281595)
25.0205092,121.548389,3,,,,POINT (121.548389 25.0205092)
25.0179717,121.5515807,3,,,,POINT (121.5515807 25.0179717)
25.0184668,121.5574082,3,traffic_signals,,,POINT (121.5574082 25.0184668)
25.016802,121.5598884,3,traffic_signals,,,POINT (121.5598884 25.016802)
25.0164055,121.5602842,3,,,,POINT (121.5602842 25.0164055)
25.0157496,121.5608719,3,traffic_signals,,,POINT (121.5608719 25.0157496)
25.021463,121.5554835,4,traffic_signals,,,POINT (121.5554835 25.021463)
25.0187811,121.5583786,3,traffic_signals,,,POINT (121.5583786 25.0187811)
25.0223282,121.5503077,3,,,,POINT (121.5503077 25.0223282)
25.0193789,121.5469353,3,,,,POINT (121.5469353 25.0193789)
25.0185718,121.5458453,3,,,,POINT (121.5458453 25.0185718)
25.0185086,121.5459511,3,motorway_junction,,,POINT (121.5459511 25.0185086)
25.0223896,121.5502239,3,,,,POINT (121.5502239 25.0223896)
25.0224383,121.5546926,4,traffic_signals,,,POINT (121.5546926 25.0224383)
25.024042,121.5557634,4,traffic_signals,,,POINT (121.5557634 25.024042)
25.0210158,121.5489352,3,,,,POINT (121.5489352 25.0210158)
25.0223454,121.5503272,4,traffic_signals,,,POINT (121.5503272 25.0223454)
25.0243461,121.552922,3,,,,POINT (121.552922 25.0243461)
25.0212635,121.5489384,4,,,,POINT (121.5489384 25.0212635)
25.0252202,121.5575964,1,,,,POINT (121.5575964 25.0252202)
25.0189338,121.5465936,4,traffic_signals,,,POINT (121.5465936 25.0189338)
25.0191113,121.5463845,4,traffic_signals,,,POINT (121.5463845 25.0191113)
25.0192199,121.5469304,4,traffic_signals,,,POINT (121.5469304 25.0192199)
25.0193928,121.5467418,4,traffic_signals,,,POINT (121.5467418 25.0193928)
25.020823,121.5487233,3,,,,POINT (121.5487233 25.020823)
25.021079,121.5487254,4,,,,POINT (121.5487254 25.021079)
25.0230607,121.5540115,4,traffic_signals,,,POINT (121.5540115 25.0230607)
25.0210264,121.5486664,4,,,,POINT (121.5486664 25.0210264)
25.024139,121.5555138,4,traffic_signals,,,POINT (121.5555138 25.024139)
25.0214424,121.5513671,3,,,,POINT (121.5513671 25.0214424)
25.0196922,121.5534696,4,traffic_signals,,,POINT (121.5534696 25.0196922)
25.0158865,121.5424893,3,traffic_signals,,,POINT (121.5424893 25.0158865)
25.0648015,121.5317414,4,traffic_signals,,,POINT (121.5317414 25.0648015)
25.0682157,121.5318484,3,,,,POINT (121.5318484 25.0682157)
25.0624543,121.5317269,4,traffic_signals,,,POINT (121.5317269 25.0624543)
25.0626033,121.5317025,4,traffic_signals,,,POINT (121.5317025 25.0626033)
25.0579825,121.5348263,3,,,,POINT (121.5348263 25.0579825)
25.062367,121.5349149,4,traffic_signals,,,POINT (121.5349149 25.062367)
25.0207032,121.5483056,3,,,,POINT (121.5483056 25.0207032)
25.0235486,121.5466491,3,,,,POINT (121.5466491 25.0235486)
25.0205641,121.5481397,3,,,,POINT (121.5481397 25.0205641)
25.0246366,121.5467103,4,traffic_signals,,,POINT (121.5467103 25.0246366)
25.0150043,121.5474552,3,,,,POINT (121.5474552 25.0150043)
25.0171473,121.544465,4,traffic_signals,,,POINT (121.544465 25.0171473)
25.0172998,121.544219,4,traffic_signals,,,POINT (121.544219 25.0172998)
25.0244489,121.5499632,3,,,,POINT (121.5499632 25.0244489)
25.0085575,121.5320233,3,,,,POINT (121.5320233 25.0085575)
25.0099321,121.5346819,3,,,,POINT (121.5346819 25.0099321)
25.0147946,121.541547,3,motorway_junction,,,POINT (121.541547 25.0147946)
25.0224053,121.5502397,4,traffic_signals,,,POINT (121.5502397 25.0224053)
25.0125306,121.5450955,4,,,,POINT (121.5450955 25.0125306)
25.06069,121.5337881,3,,,,POINT (121.5337881 25.06069)
25.0606894,121.5348392,4,,,,POINT (121.5348392 25.0606894)
25.0606733,121.5361106,3,,,,POINT (121.5361106 25.0606733)
25.0610607,121.5332608,3,,,,POINT (121.5332608 25.0610607)
25.0610538,121.5337935,4,,,,POINT (121.5337935 25.0610538)
25.0610475,121.5348453,4,,,,POINT (121.5348453 25.0610475)
25.0610459,121.5361126,4,,,,POINT (121.5361126 25.0610459)
25.0610291,121.5367396,3,,,,POINT (121.5367396 25.0610291)
25.0614268,121.5337991,3,,,,POINT (121.5337991 25.0614268)
25.0614062,121.5348468,4,,,,POINT (121.5348468 25.0614062)
25.0613836,121.5361188,3,,,,POINT (121.5361188 25.0613836)
25.0679488,121.5276612,3,,,,POINT (121.5276612 25.0679488)
25.0654761,121.5277544,3,,,,POINT (121.5277544 25.0654761)
25.0582448,121.5368832,3,,,,POINT (121.5368832 25.0582448)
25.0592043,121.5337363,3,,,,POINT (121.5337363 25.0592043)
25.0591858,121.5348065,4,,,,POINT (121.5348065 25.0591858)
25.0591779,121.5360631,3,,,,POINT (121.5360631 25.0591779)
25.059594,121.5332374,3,,,,POINT (121.5332374 25.059594)
25.0595777,121.5337409,4,,,,POINT (121.5337409 25.0595777)
25.0595412,121.5348194,4,,,,POINT (121.5348194 25.0595412)
25.0595346,121.5360553,4,,,,POINT (121.5360553 25.0595346)
25.0595346,121.5367142,3,,,,POINT (121.5367142 25.0595346)
25.0599265,121.5337766,3,,,,POINT (121.5337766 25.0599265)
25.0599161,121.5348311,4,,,,POINT (121.5348311 25.0599161)
25.0598976,121.5360573,3,,,,POINT (121.5360573 25.0598976)
25.0579805,121.5360265,3,,,,POINT (121.5360265 25.0579805)
25.0583196,121.536068,3,,,,POINT (121.536068 25.0583196)
25.0588082,121.5360761,4,,,,POINT (121.5360761 25.0588082)
25.0602872,121.5360936,4,,,,POINT (121.5360936 25.0602872)
25.0617774,121.5361183,3,,,,POINT (121.5361183 25.0617774)
