y,x,street_count,highway,junction,railway,ref,geometry
48.8405163,2.2878906,4,,,,,POINT (2.2878906 48.8405163)
48.8409442,2.2875024,3,,,,,POINT (2.2875024 48.8409442)
48.8401743,2.2882136,1,,,,,POINT (2.2882136 48.8401743)
48.8399587,2.2864513,3,,,,,POINT (2.2864513 48.8399587)
48.8408002,2.288567,3,,,,,POINT (2.288567 48.8408002)
48.8411661,2.2912657,4,traffic_signals,,,,POINT (2.2912657 48.8411661)
48.8418086,2.2906856,3,,,,,POINT (2.2906856 48.8418086)
48.840676,2.2888515,3,,,,,POINT (2.2888515 48.840676)
48.8410018,2.2893604,3,,,,,POINT (2.2893604 48.8410018)
48.8413917,2.2886156,3,,,,,POINT (2.2886156 48.8413917)
48.8452811,2.2910305,3,,,,,POINT (2.2910305 48.8452811)
48.8410734,2.2845444,3,,,,,POINT (2.2845444 48.8410734)
48.8397097,2.2831493,3,,,,,POINT (2.2831493 48.8397097)
48.8391886,2.2858735,3,,,,,POINT (2.2858735 48.8391886)
48.8396086,2.2841796,3,,,,,POINT (2.2841796 48.8396086)
48.8340772,2.2904974,3,crossing,,,,POINT (2.2904974 48.8340772)
48.8338593,2.2950662,3,,,,,POINT (2.2950662 48.8338593)
48.8341647,2.294323,3,,,,,POINT (2.294323 48.8341647)
48.8329198,2.2922783,3,,,,,POINT (2.2922783 48.8329198)
48.8341312,2.295331,3,,,,,POINT (2.295331 48.8341312)
48.8321075,2.293388,3,,,,,POINT (2.293388 48.8321075)
48.8326812,2.2959852,1,,,,,POINT (2.2959852 48.8326812)
48.8331231,2.2965462,4,,,,,POINT (2.2965462 48.8331231)
48.8504243,2.305252,3,,,,,POINT (2.305252 48.8504243)
48.8513939,2.3066597,3,,,,,POINT (2.3066597 48.8513939)
48.8503734,2.3068171,4,,,,,POINT (2.3068171 48.8503734)
48.8508044,2.3057915,4,,,,,POINT (2.3057915 48.8508044)
48.8502016,2.3057152,3,,,,,POINT (2.3057152 48.8502016)
48.845425,2.3696919,3,,,,,POINT (2.3696919 48.845425)
48.8464593,2.3699407,3,,,,,POINT (2.3699407 48.8464593)
48.8466464,2.3720012,4,traffic_signals,,,,POINT (2.3720012 48.8466464)
48.846531,2.3698426,3,,,,,POINT (2.3698426 48.846531)
48.8475999,2.371587,3,,,,,POINT (2.371587 48.8475999)
48.8469268,2.3738607,4,traffic_signals,,,,POINT (2.3738607 48.8469268)
48.8468115,2.3730939,3,,,,,POINT (2.3730939 48.8468115)
48.8458439,2.3733888,3,,,,,POINT (2.3733888 48.8458439)
48.8473033,2.375277,4,traffic_signals,,,,POINT (2.375277 48.8473033)
48.8471112,2.3756822,3,,,,,POINT (2.3756822 48.8471112)
48.8446585,2.369136,4,,,,,POINT (2.369136 48.8446585)
48.8458505,2.3708451,3,traffic_signals,,,,POINT (2.3708451 48.8458505)
48.8454881,2.3703249,3,,,,,POINT (2.3703249 48.8454881)
48.884034,2.3688396,4,,,,,POINT (2.3688396 48.884034)
48.8843361,2.3668555,4,traffic_signals,,,,POINT (2.3668555 48.8843361)
48.8826727,2.3698584,5,,,,,POINT (2.3698584 48.8826727)
48.8784369,2.3704207,3,,,,,POINT (2.3704207 48.8784369)
48.8811111,2.3651516,4,traffic_signals,,,,POINT (2.3651516 48.8811111)
48.875356,2.3596084,3,,,,,POINT (2.3596084 48.875356)
48.8717748,2.3571452,4,,,,,POINT (2.3571452 48.8717748)
48.8737642,2.3583134,4,traffic_signals,,,,POINT (2.3583134 48.8737642)
48.872659,2.3576672,3,,,,,POINT (2.3576672 48.872659)
48.8783808,2.3700173,3,,,,,POINT (2.3700173 48.8783808)
48.8777415,2.3700207,3,,,,,POINT (2.3700207 48.8777415)
48.8776628,2.3702171,3,,,,,POINT (2.3702171 48.8776628)
48.8776716,2.3704292,3,,,,,POINT (2.3704292 48.8776716)
48.8451755,2.264191,4,traffic_signals,,,,POINT (2.264191 48.8451755)
48.8435682,2.2632197,3,,,,,POINT (2.2632197 48.8435682)
48.8761746,2.3721286,3,,,,,POINT (2.3721286 48.8761746)
48.875278,2.3731574,3,,,,,POINT (2.3731574 48.875278)
48.8743644,2.374193,3,,,,,POINT (2.374193 48.8743644)
48.8736325,2.3750385,3,,,,,POINT (2.3750385 48.8736325)
48.8720138,2.376804,4,traffic_signals,,,,POINT (2.376804 48.8720138)
48.8431036,2.2648256,4,traffic_signals,,,,POINT (2.2648256 48.8431036)
48.8419679,2.2641563,3,,,,,POINT (2.2641563 48.8419679)
48.8719,2.376918,4,traffic_signals,,,,POINT (2.376918 48.8719)
48.8656025,2.3841762,3,,,,,POINT (2.3841762 48.8656025)
48.8652533,2.3845797,3,,,,,POINT (2.3845797 48.8652533)
48.8629298,2.387228,4,,,,,POINT (2.387228 48.8629298)
48.8674056,2.3828715,3,,,,,POINT (2.3828715 48.8674056)
48.8676699,2.382495,3,,,,,POINT (2.382495 48.8676699)
48.8690492,2.3806546,4,traffic_signals,,,,POINT (2.3806546 48.8690492)
48.8695739,2.3799936,3,,,,,POINT (2.3799936 48.8695739)
48.8701026,2.3793172,4,traffic_signals,,,,POINT (2.3793172 48.8701026)
48.8708016,2.3784312,3,traffic_signals,,,,POINT (2.3784312 48.8708016)
48.8584296,2.3894203,4,,,,,POINT (2.3894203 48.8584296)
48.8598315,2.3887552,4,,,,,POINT (2.3887552 48.8598315)
48.8648446,2.3850425,3,,,,,POINT (2.3850425 48.8648446)
48.8640427,2.3859762,4,,,,,POINT (2.3859762 48.8640427)
48.8660328,2.3840078,3,,,,,POINT (2.3840078 48.8660328)
48.8651526,2.3850128,4,,,,,POINT (2.3850128 48.8651526)
48.8641627,2.3861398,4,,,,,POINT (2.3861398 48.8641627)
48.8585477,2.3896646,3,,,,,POINT (2.3896646 48.8585477)
48.8582633,2.3898851,4,,,,,POINT (2.3898851 48.8582633)
48.8575863,2.3921483,3,,,,,POINT (2.3921483 48.8575863)
48.8564739,2.3942138,4,,,,,POINT (2.3942138 48.8564739)
48.8543083,2.3959136,4,traffic_signals,,,,POINT (2.3959136 48.8543083)
48.851247,2.3982616,4,,,,,POINT (2.3982616 48.851247)
48.8488848,2.399118,4,,,,,POINT (2.399118 48.8488848)
48.8584006,2.3900359,3,,,,,POINT (2.3900359 48.8584006)
48.8543665,2.3961334,4,traffic_signals,,,,POINT (2.3961334 48.8543665)
48.8577134,2.3922853,3,,,,,POINT (2.3922853 48.8577134)
48.8488486,2.3993259,4,,,,,POINT (2.3993259 48.8488486)
48.8503634,2.3989419,4,,,,,POINT (2.3989419 48.8503634)
48.8420226,2.2659111,3,,,,,POINT (2.2659111 48.8420226)
48.842171,2.2628221,3,,,,,POINT (2.2628221 48.842171)
48.8415767,2.2657172,3,,,,,POINT (2.2657172 48.8415767)
48.847329,2.3991063,3,,,,,POINT (2.3991063 48.847329)
48.8451549,2.4023276,3,,,,,POINT (2.4023276 48.8451549)
48.8411959,2.401038,3,,,,,POINT (2.401038 48.8411959)
48.8402583,2.3792248,4,,,,,POINT (2.3792248 48.8402583)
48.8404822,2.3794328,3,traffic_signals,,,,POINT (2.3794328 48.8404822)
48.8236767,2.3618793,4,traffic_signals,,,,POINT (2.3618793 48.8236767)
48.8408498,2.3409849,3,,,,,POINT (2.3409849 48.8408498)
48.8333259,2.336172,4,traffic_signals,,,,POINT (2.336172 48.8333259)
48.8644552,2.3013662,5,,,,,POINT (2.3013662 48.8644552)
48.8632444,2.2877893,3,traffic_signals,,,,POINT (2.2877893 48.8632444)
48.8700498,2.3509547,3,,,,,POINT (2.3509547 48.8700498)
48.8287652,2.3060346,3,,,,,POINT (2.3060346 48.8287652)
48.8271788,2.3045916,3,traffic_signals,,,,POINT (2.3045916 48.8271788)
48.8264767,2.3033362,3,,,,,POINT (2.3033362 48.8264767)
48.8303712,2.2847333,4,,,,,POINT (2.2847333 48.8303712)
48.8322758,2.2888615,3,,,,,POINT (2.2888615 48.8322758)
48.8324322,2.2889752,3,,,,,POINT (2.2889752 48.8324322)
48.8277899,2.2923245,3,,,,,POINT (2.2923245 48.8277899)
48.8277764,2.2927347,3,,,,,POINT (2.2927347 48.8277764)
48.828933,2.2941427,4,,,,,POINT (2.2941427 48.828933)
48.8313378,2.3198354,4,,,,,POINT (2.3198354 48.8313378)
48.8272338,2.2922829,3,,,,,POINT (2.2922829 48.8272338)
48.8226609,2.3147242,4,,,,,POINT (2.3147242 48.8226609)
48.8330634,2.3275335,3,,,,,POINT (2.3275335 48.8330634)
48.8353969,2.3117893,4,,,,,POINT (2.3117893 48.8353969)
48.8356821,2.3112868,4,traffic_signals,,,,POINT (2.3112868 48.8356821)
48.8344154,2.3084983,4,traffic_signals,,,,POINT (2.3084983 48.8344154)
48.8329617,2.3009114,3,,,,,POINT (2.3009114 48.8329617)
48.8572593,2.3099287,4,,,,,POINT (2.3099287 48.8572593)
48.8289768,2.3178283,3,,,,,POINT (2.3178283 48.8289768)
48.8237011,2.3171281,4,,,,,POINT (2.3171281 48.8237011)
48.821235,2.3214717,3,,,,,POINT (2.3214717 48.821235)
48.8278033,2.3152029,3,,,,,POINT (2.3152029 48.8278033)
48.8439119,2.2518269,3,,,,,POINT (2.2518269 48.8439119)
48.8304107,2.3233052,3,,,,,POINT (2.3233052 48.8304107)
48.8483831,2.3992443,4,,,,,POINT (2.3992443 48.8483831)
48.8326583,2.399883,3,,,,,POINT (2.399883 48.8326583)
48.8293282,2.3902518,4,traffic_signals,,,,POINT (2.3902518 48.8293282)
48.8364456,2.4078262,3,,,,,POINT (2.4078262 48.8364456)
48.8466974,2.4158847,4,,,,,POINT (2.4158847 48.8466974)
48.8469388,2.415066,3,,,,,POINT (2.415066 48.8469388)
48.8470368,2.4140875,3,traffic_signals,,,,POINT (2.4140875 48.8470368)
48.8465694,2.4158517,4,,,,,POINT (2.4158517 48.8465694)
48.8465805,2.4151645,3,,,,,POINT (2.4151645 48.8465805)
48.8464724,2.414988,3,,,,,POINT (2.414988 48.8464724)
48.8489724,2.4148471,3,motorway_junction,,,,POINT (2.4148471 48.8489724)
48.8863194,2.3963493,4,traffic_signals,,,,POINT (2.3963493 48.8863194)
48.8862705,2.3967422,5,traffic_signals;crossing,,,,POINT (2.3967422 48.8862705)
48.8896335,2.3957351,4,traffic_signals,,,,POINT (2.3957351 48.8896335)
48.8897194,2.3966718,4,traffic_signals,,,,POINT (2.3966718 48.8897194)
48.889876,2.3966289,4,traffic_signals,,,,POINT (2.3966289 48.889876)
48.8937897,2.3945887,3,,,,,POINT (2.3945887 48.8937897)
48.8933119,2.3947471,3,,,,,POINT (2.3947471 48.8933119)
48.8931847,2.3951866,3,motorway_junction,,,,POINT (2.3951866 48.8931847)
48.8930061,2.3274236,5,traffic_signals,,,,POINT (2.3274236 48.8930061)
48.9006809,2.3442298,5,,,,,POINT (2.3442298 48.9006809)
48.8464628,2.3060861,4,traffic_signals,,,,POINT (2.3060861 48.8464628)
48.846678,2.3062174,4,,,,,POINT (2.3062174 48.846678)
48.8470061,2.3042602,3,,,,,POINT (2.3042602 48.8470061)
48.847228,2.3035129,3,,,,,POINT (2.3035129 48.847228)
48.8460095,2.3085582,4,traffic_signals,,,,POINT (2.3085582 48.8460095)
48.8471498,2.3121304,3,,,,,POINT (2.3121304 48.8471498)
48.8459809,2.3138936,3,traffic_signals,,,,POINT (2.3138936 48.8459809)
48.8471607,2.3111318,3,,,,,POINT (2.3111318 48.8471607)
48.8476011,2.3108565,3,,,,,POINT (2.3108565 48.8476011)
48.8497519,2.3080357,3,,,,,POINT (2.3080357 48.8497519)
48.8544663,2.3058157,4,traffic_signals,,,,POINT (2.3058157 48.8544663)
48.8541144,2.3062968,4,,,,,POINT (2.3062968 48.8541144)
48.8545491,2.3780311,3,,,,,POINT (2.3780311 48.8545491)
48.8557065,2.3787055,4,traffic_signals,,,,POINT (2.3787055 48.8557065)
48.8404721,2.2718172,3,,,,,POINT (2.2718172 48.8404721)
48.8401869,2.271956,3,,,,,POINT (2.271956 48.8401869)
48.8402447,2.2715361,3,,,,,POINT (2.2715361 48.8402447)
48.8404251,2.2715936,3,,,,,POINT (2.2715936 48.8404251)
48.8403015,2.270908,3,,,,,POINT (2.270908 48.8403015)
48.8452234,2.277099,3,traffic_signals,,,,POINT (2.277099 48.8452234)
48.8303052,2.284919,3,,,,,POINT (2.284919 48.8303052)
48.8249336,2.3024339,3,,,,,POINT (2.3024339 48.8249336)
48.8254397,2.3004676,5,,,,,POINT (2.3004676 48.8254397)
48.8547762,2.2975614,1,,,,,POINT (2.2975614 48.8547762)
48.8574133,2.2984394,1,,,,,POINT (2.2984394 48.8574133)
48.855826,2.2959411,1,,,,,POINT (2.2959411 48.855826)
48.8648888,2.3983194,3,,,,,POINT (2.3983194 48.8648888)
48.8634342,2.3996122,3,,,,,POINT (2.3996122 48.8634342)
48.8634863,2.4039971,3,,,,,POINT (2.4039971 48.8634863)
48.864934,2.3986588,3,,,,,POINT (2.3986588 48.864934)
48.8650048,2.3985668,3,,,,,POINT (2.3985668 48.8650048)
48.8645762,2.4072488,4,,,,,POINT (2.4072488 48.8645762)
48.8646683,2.4046572,3,traffic_signals,,,,POINT (2.4046572 48.8646683)
48.8646874,2.4041582,4,traffic_signals,,,,POINT (2.4041582 48.8646874)
48.8648001,2.4013068,4,,,,,POINT (2.4013068 48.8648001)
48.8570207,2.2665471,3,,,,,POINT (2.2665471 48.8570207)
48.8590108,2.2677991,3,,,,,POINT (2.2677991 48.8590108)
48.8597491,2.2681934,3,,,,,POINT (2.2681934 48.8597491)
48.8617994,2.2676911,4,,,,,POINT (2.2676911 48.8617994)
48.842468,2.2561154,4,traffic_signals,,,,POINT (2.2561154 48.842468)
48.8386056,2.256957,3,,,,,POINT (2.256957 48.8386056)
48.8400045,2.2563507,4,traffic_signals,,,,POINT (2.2563507 48.8400045)
48.8382641,2.2565134,3,,,,,POINT (2.2565134 48.8382641)
48.8375457,2.2567506,3,,,,,POINT (2.2567506 48.8375457)
48.8379894,2.2575577,3,,,,,POINT (2.2575577 48.8379894)
48.8383824,2.2569438,3,,,,,POINT (2.2569438 48.8383824)
48.8382853,2.2572899,3,,,,,POINT (2.2572899 48.8382853)
48.8401422,2.2709772,3,,,,,POINT (2.2709772 48.8401422)
48.9004222,2.3575122,3,motorway_junction,,,,POINT (2.3575122 48.9004222)
48.8990269,2.3589924,4,,,,,POINT (2.3589924 48.8990269)
48.9004555,2.360536,3,motorway_junction,,,,POINT (2.360536 48.9004555)
48.9009123,2.3594685,3,,,,,POINT (2.3594685 48.9009123)
48.8986953,2.3590108,4,,,,,POINT (2.3590108 48.8986953)
48.8985244,2.3590203,4,,,,,POINT (2.3590203 48.8985244)
48.8998259,2.3594022,3,motorway_junction,,,,POINT (2.3594022 48.8998259)
48.90107,2.3587604,3,motorway_junction,,,,POINT (2.3587604 48.90107)
48.9004335,2.3630635,3,,,,,POINT (2.3630635 48.9004335)
48.9006634,2.365182,3,,,,,POINT (2.365182 48.9006634)
48.9012223,2.3623179,3,motorway_junction,,,,POINT (2.3623179 48.9012223)
48.9014928,2.3602021,3,,,,,POINT (2.3602021 48.9014928)
48.901468,2.3595376,4,,,,,POINT (2.3595376 48.901468)
48.8985877,2.3629046,3,,,,,POINT (2.3629046 48.8985877)
48.8986982,2.3593464,4,,,,,POINT (2.3593464 48.8986982)
48.838602,2.3067583,3,,,,,POINT (2.3067583 48.838602)
48.8383825,2.3089437,3,,,,,POINT (2.3089437 48.8383825)
48.8312512,2.366401,3,traffic_signals,,,,POINT (2.366401 48.8312512)
48.8422102,2.2992357,3,,,,,POINT (2.2992357 48.8422102)
48.8428697,2.2965239,3,,,,,POINT (2.2965239 48.8428697)
48.8436326,2.2964716,3,,,,,POINT (2.2964716 48.8436326)
48.8450557,2.2977133,3,traffic_signals,,,,POINT (2.2977133 48.8450557)
48.8453306,2.2978178,3,,,,,POINT (2.2978178 48.8453306)
48.8394133,2.3008427,3,,,,,POINT (2.3008427 48.8394133)
48.8407228,2.299971,3,,,,,POINT (2.299971 48.8407228)
48.8395806,2.3013087,3,,,,,POINT (2.3013087 48.8395806)
48.8408889,2.3004598,3,,,,,POINT (2.3004598 48.8408889)
48.8368439,2.3027214,3,,,,,POINT (2.3027214 48.8368439)
48.8455824,2.2946502,3,,,,,POINT (2.2946502 48.8455824)
48.8448262,2.2939978,3,,,,,POINT (2.2939978 48.8448262)
48.8445017,2.2937179,3,,,,,POINT (2.2937179 48.8445017)
48.8452872,2.2920075,3,,,,,POINT (2.2920075 48.8452872)
48.8455682,2.291278,3,,,,,POINT (2.291278 48.8455682)
48.8454134,2.292133,3,,,,,POINT (2.292133 48.8454134)
48.8457042,2.2913944,3,,,,,POINT (2.2913944 48.8457042)
48.8436064,2.2931814,4,traffic_signals,,,,POINT (2.2931814 48.8436064)
48.840147,2.2980004,3,,,,,POINT (2.2980004 48.840147)
48.8400232,2.2975442,3,,,,,POINT (2.2975442 48.8400232)
48.8392345,2.298702,3,,,,,POINT (2.298702 48.8392345)
48.83874,2.2992593,3,,,,,POINT (2.2992593 48.83874)
48.8364517,2.299109,3,,,,,POINT (2.299109 48.8364517)
48.8454124,2.2559004,4,traffic_signals,,,,POINT (2.2559004 48.8454124)
48.8377508,2.2974005,3,,,,,POINT (2.2974005 48.8377508)
48.8369952,2.2984663,3,,,,,POINT (2.2984663 48.8369952)
48.8454852,2.2525919,3,,,,,POINT (2.2525919 48.8454852)
48.8446734,2.2521948,4,,,,,POINT (2.2521948 48.8446734)
48.837042,2.3056246,3,,,,,POINT (2.3056246 48.837042)
48.8376062,2.3095789,3,,yes,,,POINT (2.3095789 48.8376062)
48.8392559,2.2517156,3,,,,,POINT (2.2517156 48.8392559)
48.8369185,2.3127907,3,,,,,POINT (2.3127907 48.8369185)
48.8384745,2.2552935,4,,,,,POINT (2.2552935 48.8384745)
48.8368099,2.2536054,4,,,,,POINT (2.2536054 48.8368099)
48.8316049,2.3059839,4,,,,,POINT (2.3059839 48.8316049)
48.830192,2.3019117,3,,,,,POINT (2.3019117 48.830192)
48.8373549,2.2531238,3,,,,,POINT (2.2531238 48.8373549)
48.8349813,2.2551291,4,,,,,POINT (2.2551291 48.8349813)
48.8359601,2.2542974,3,,,,,POINT (2.2542974 48.8359601)
48.8299563,2.3035735,3,,,,,POINT (2.3035735 48.8299563)
48.8300274,2.3056553,3,,,,,POINT (2.3056553 48.8300274)
48.8312896,2.3024636,3,,,,,POINT (2.3024636 48.8312896)
48.8305785,2.3038308,4,,,,,POINT (2.3038308 48.8305785)
48.8299408,2.304922,3,,,,,POINT (2.304922 48.8299408)
48.830016,2.3031299,3,,,,,POINT (2.3031299 48.830016)
48.8308562,2.3032892,4,,,,,POINT (2.3032892 48.8308562)
48.8301052,2.302516,3,,,,,POINT (2.302516 48.8301052)
48.8319369,2.3044653,3,,,,,POINT (2.3044653 48.8319369)
48.8313171,2.3068415,3,,,,,POINT (2.3068415 48.8313171)
48.8319082,2.3047938,3,,,,,POINT (2.3047938 48.8319082)
48.8318166,2.3052434,3,,,,,POINT (2.3052434 48.8318166)
48.8306991,2.3036043,3,,,,,POINT (2.3036043 48.8306991)
48.833108,2.3058573,4,,,,,POINT (2.3058573 48.833108)
48.83331,2.3051224,3,,,,,POINT (2.3051224 48.83331)
48.8327732,2.307068,3,,,,,POINT (2.307068 48.8327732)
48.8345452,2.305773,3,,,,,POINT (2.305773 48.8345452)
48.832922,2.3045142,3,,,,,POINT (2.3045142 48.832922)
48.831056,2.3029231,3,,,,,POINT (2.3029231 48.831056)
48.8996815,2.3593586,3,,,,,POINT (2.3593586 48.8996815)
48.8462968,2.2809153,4,,yes,,,POINT (2.2809153 48.8462968)
48.8473848,2.2788913,3,traffic_signals,,,,POINT (2.2788913 48.8473848)
48.8434685,2.2914396,1,,,,,POINT (2.2914396 48.8434685)
48.8430085,2.2910823,3,,,,,POINT (2.2910823 48.8430085)
48.8445091,2.2927816,3,,,,,POINT (2.2927816 48.8445091)
48.8452194,2.2909773,3,,,,,POINT (2.2909773 48.8452194)
48.8447789,2.293025,3,,,,,POINT (2.293025 48.8447789)
48.8439552,2.2923075,3,,,,,POINT (2.2923075 48.8439552)
48.8416898,2.2822856,4,,,,,POINT (2.2822856 48.8416898)
48.8431076,2.2835061,3,,,,,POINT (2.2835061 48.8431076)
48.8413825,2.2809533,3,,,,,POINT (2.2809533 48.8413825)
48.8449429,2.2860831,3,,,,,POINT (2.2860831 48.8449429)
48.8441449,2.2853836,3,,,,,POINT (2.2853836 48.8441449)
48.845343,2.2785498,4,,,,,POINT (2.2785498 48.845343)
48.8462399,2.2796544,3,,,,,POINT (2.2796544 48.8462399)
48.8461116,2.277432,4,,,,,POINT (2.277432 48.8461116)
48.8464602,2.2775827,3,,,,,POINT (2.2775827 48.8464602)
48.8462173,2.2771677,3,,,,,POINT (2.2771677 48.8462173)
48.8461462,2.2780662,3,,,,,POINT (2.2780662 48.8461462)
48.847231,2.2791678,4,,,,,POINT (2.2791678 48.847231)
48.8484361,2.2808862,3,,,,,POINT (2.2808862 48.8484361)
48.8491544,2.2819108,3,traffic_signals,,,,POINT (2.2819108 48.8491544)
48.847115,2.2842716,1,,,,,POINT (2.2842716 48.847115)
48.8472874,2.2838421,4,,,,,POINT (2.2838421 48.8472874)
48.8493315,2.2838568,4,,,,,POINT (2.2838568 48.8493315)
48.8501839,2.2849038,4,,,,,POINT (2.2849038 48.8501839)
48.8498439,2.2828893,3,,,,,POINT (2.2828893 48.8498439)
48.8506542,2.2840023,4,traffic_signals,,,,POINT (2.2840023 48.8506542)
48.8508861,2.2843046,3,,,,,POINT (2.2843046 48.8508861)
48.8504965,2.2865479,3,,,,,POINT (2.2865479 48.8504965)
48.8517112,2.2853556,3,,,,,POINT (2.2853556 48.8517112)
48.8526479,2.2872358,3,,,,,POINT (2.2872358 48.8526479)
48.8539671,2.2890831,3,,,,,POINT (2.2890831 48.8539671)
48.8533873,2.2882712,3,,,,,POINT (2.2882712 48.8533873)
48.8536985,2.2876755,3,,,,,POINT (2.2876755 48.8536985)
48.8451274,2.2830834,3,,,,,POINT (2.2830834 48.8451274)
48.8444455,2.2846501,3,,,,,POINT (2.2846501 48.8444455)
48.8456571,2.2778679,3,,,,,POINT (2.2778679 48.8456571)
48.8461595,2.2782478,4,crossing,,,,POINT (2.2782478 48.8461595)
48.8434167,2.2748807,4,,,,,POINT (2.2748807 48.8434167)
48.8437552,2.2788415,3,,,,,POINT (2.2788415 48.8437552)
48.8431428,2.2803036,3,,,,,POINT (2.2803036 48.8431428)
48.8408839,2.2779164,3,traffic_signals,,,,POINT (2.2779164 48.8408839)
48.8400846,2.2798354,3,,,,,POINT (2.2798354 48.8400846)
48.8359945,2.2782802,4,,,,,POINT (2.2782802 48.8359945)
48.8341321,2.2773182,4,,,,,POINT (2.2773182 48.8341321)
48.8341341,2.2771345,4,,,,,POINT (2.2771345 48.8341341)
48.8346462,2.2843401,3,,,,,POINT (2.2843401 48.8346462)
48.8374219,2.2850613,3,,,,,POINT (2.2850613 48.8374219)
48.8382916,2.2835231,1,,,,,POINT (2.2835231 48.8382916)
48.8284571,2.3032613,3,,,,,POINT (2.3032613 48.8284571)
48.8296923,2.301752,3,,,,,POINT (2.301752 48.8296923)
48.8292098,2.3023481,3,,,,,POINT (2.3023481 48.8292098)
48.8295189,2.3024197,1,,,,,POINT (2.3024197 48.8295189)
48.8290863,2.3024964,3,,,,,POINT (2.3024964 48.8290863)
48.829474,2.3029785,1,,,,,POINT (2.3029785 48.829474)
48.8254879,2.300276,5,,,,,POINT (2.300276 48.8254879)
48.8275727,2.3011094,3,traffic_signals,,,,POINT (2.3011094 48.8275727)
48.8277285,2.3001463,3,,,,,POINT (2.3001463 48.8277285)
48.8278574,2.2993062,3,,,,,POINT (2.2993062 48.8278574)
48.8279886,2.2984333,3,,,,,POINT (2.2984333 48.8279886)
48.8284765,2.2966524,3,,,,,POINT (2.2966524 48.8284765)
48.8290972,2.2932767,3,,,,,POINT (2.2932767 48.8290972)
48.8291595,2.2929948,3,,,,,POINT (2.2929948 48.8291595)
48.8304836,2.2922936,3,,,,,POINT (2.2922936 48.8304836)
48.8305216,2.2932767,3,,,,,POINT (2.2932767 48.8305216)
48.8286999,2.2958218,3,,,,,POINT (2.2958218 48.8286999)
48.8294284,2.297146,3,,,,,POINT (2.297146 48.8294284)
48.8290201,2.2989501,4,,,,,POINT (2.2989501 48.8290201)
48.8288476,2.2997924,3,,,,,POINT (2.2997924 48.8288476)
48.8286358,2.3006078,3,,,,,POINT (2.3006078 48.8286358)
48.8262605,2.3062598,3,traffic_signals,,,,POINT (2.3062598 48.8262605)
48.8266986,2.3049003,3,traffic_signals,,,,POINT (2.3049003 48.8266986)
48.8268893,2.3066877,3,,,,,POINT (2.3066877 48.8268893)
48.8272841,2.3067917,3,,,,,POINT (2.3067917 48.8272841)
48.8264852,2.3085681,3,,,,,POINT (2.3085681 48.8264852)
48.8259682,2.3104492,4,,,,,POINT (2.3104492 48.8259682)
48.8258081,2.3111915,3,,,,,POINT (2.3111915 48.8258081)
48.8236151,2.3084067,4,traffic_signals,,,,POINT (2.3084067 48.8236151)
48.8254665,2.3117329,3,crossing,,,,POINT (2.3117329 48.8254665)
48.8264405,2.3107006,3,,,,,POINT (2.3107006 48.8264405)
48.8254178,2.3101759,3,,,,,POINT (2.3101759 48.8254178)
48.8261003,2.3098831,3,,,,,POINT (2.3098831 48.8261003)
48.8265748,2.3101172,3,,,,,POINT (2.3101172 48.8265748)
48.8262782,2.3091044,3,,,,,POINT (2.3091044 48.8262782)
48.8267434,2.3093368,3,,,,,POINT (2.3093368 48.8267434)
48.8268529,2.3088476,3,,,,,POINT (2.3088476 48.8268529)
48.8239672,2.3162686,3,,,,,POINT (2.3162686 48.8239672)
48.8246788,2.3135351,3,traffic_signals,,,,POINT (2.3135351 48.8246788)
48.8251041,2.3111791,4,traffic_signals,,,,POINT (2.3111791 48.8251041)
48.8253733,2.3138884,3,,,,,POINT (2.3138884 48.8253733)
48.8247471,2.3166614,3,,,,,POINT (2.3166614 48.8247471)
48.824282,2.318635,4,,,,,POINT (2.318635 48.824282)
48.824214,2.3192094,3,,,,,POINT (2.3192094 48.824214)
48.8243088,2.3203223,3,,,,,POINT (2.3203223 48.8243088)
48.8234137,2.31986,3,,,,,POINT (2.31986 48.8234137)
48.8241205,2.3202301,3,,,,,POINT (2.3202301 48.8241205)
48.8230959,2.3210549,3,,,,,POINT (2.3210549 48.8230959)
48.8241104,2.3212202,3,,,,,POINT (2.3212202 48.8241104)
48.8229829,2.3220287,3,,,,,POINT (2.3220287 48.8229829)
48.8228548,2.3219615,3,,,,,POINT (2.3219615 48.8228548)
48.8238318,2.3224741,3,,,,,POINT (2.3224741 48.8238318)
48.8242743,2.3234881,3,,,,,POINT (2.3234881 48.8242743)
48.8250815,2.3205109,3,,,,,POINT (2.3205109 48.8250815)
48.8471601,2.289294,3,,,,,POINT (2.289294 48.8471601)
48.8387399,2.2821125,4,,,,,POINT (2.2821125 48.8387399)
48.8459824,2.28332,1,,,,,POINT (2.28332 48.8459824)
48.8398552,2.284793,3,,,,,POINT (2.284793 48.8398552)
48.8421608,2.2866642,3,,,,,POINT (2.2866642 48.8421608)
48.8425268,2.2858907,3,,,,,POINT (2.2858907 48.8425268)
48.8391348,2.2914493,3,,,,,POINT (2.2914493 48.8391348)
48.8380377,2.2919768,1,,,,,POINT (2.2919768 48.8380377)
48.838406,2.2930304,1,,,,,POINT (2.2930304 48.838406)
48.8387912,2.2901643,3,,,,,POINT (2.2901643 48.8387912)
48.8367528,2.2927354,3,,,,,POINT (2.2927354 48.8367528)
48.8376303,2.2908504,1,,,,,POINT (2.2908504 48.8376303)
