y,x,street_count,highway,junction,railway,ref,geometry
48.8611357,2.3069908,4,,,,,POINT (2.3069908 48.8611357)
48.8611373,2.3083271,3,,,,,POINT (2.3083271 48.8611373)
48.8611263,2.309444,4,,,,,POINT (2.309444 48.8611263)
48.8689122,2.3401064,5,traffic_signals,,,,POINT (2.3401064 48.8689122)
48.8710438,2.3457164,3,,,,,POINT (2.3457164 48.8710438)
48.8714816,2.3430679,4,traffic_signals,,,,POINT (2.3430679 48.8714816)
48.8644887,2.342661,3,,,,,POINT (2.342661 48.8644887)
48.8658889,2.3369676,3,,,,,POINT (2.3369676 48.8658889)
48.8676855,2.3379035,3,,,,,POINT (2.3379035 48.8676855)
48.8695367,2.3367745,4,traffic_signals,,,,POINT (2.3367745 48.8695367)
48.8697226,2.3358124,3,traffic_signals,,,,POINT (2.3358124 48.8697226)
48.8675112,2.3336619,5,traffic_signals,,,,POINT (2.3336619 48.8675112)
48.8712754,2.3359218,3,,,,,POINT (2.3359218 48.8712754)
48.8760607,2.3371321,4,traffic_signals,,,,POINT (2.3371321 48.8760607)
48.867028,2.3529901,3,traffic_signals,,,,POINT (2.3529901 48.867028)
48.8652497,2.3519977,4,traffic_signals,,,,POINT (2.3519977 48.8652497)
48.8705998,2.3549698,3,,,,,POINT (2.3549698 48.8705998)
48.8657759,2.3574373,3,,,,,POINT (2.3574373 48.8657759)
48.858696,2.3521085,3,crossing,,,,POINT (2.3521085 48.858696)
48.8482092,2.2481604,3,motorway_junction,,,,POINT (2.2481604 48.8482092)
48.8218171,2.3170789,3,,,,,POINT (2.3170789 48.8218171)
48.8219899,2.3168688,3,motorway_junction,,,,POINT (2.3168688 48.8219899)
48.8167047,2.3368879,3,,,,,POINT (2.3368879 48.8167047)
48.8164665,2.3413108,3,motorway_junction,,,,POINT (2.3413108 48.8164665)
48.8167806,2.3408987,3,,,,,POINT (2.3408987 48.8167806)
48.8164472,2.3466051,3,motorway_junction,,,,POINT (2.3466051 48.8164472)
48.8175186,2.3541904,3,motorway_junction,,,,POINT (2.3541904 48.8175186)
48.8167278,2.3559492,3,,,,,POINT (2.3559492 48.8167278)
48.816423,2.3640264,3,motorway_junction,,,,POINT (2.3640264 48.816423)
48.817415,2.3662898,3,motorway_junction,,,,POINT (2.3662898 48.817415)
48.8184787,2.3701213,3,motorway_junction,,,,POINT (2.3701213 48.8184787)
48.8208659,2.3768657,3,motorway_junction,,,,POINT (2.3768657 48.8208659)
48.8248736,2.3843192,3,,,,,POINT (2.3843192 48.8248736)
48.8260279,2.3877556,3,,,,,POINT (2.3877556 48.8260279)
48.8277066,2.394201,3,,,,,POINT (2.394201 48.8277066)
48.8279396,2.3948506,3,motorway_junction,,,,POINT (2.3948506 48.8279396)
48.8441511,2.4140941,3,motorway_junction,,,,POINT (2.4140941 48.8441511)
48.8441706,2.4138698,3,,,,,POINT (2.4138698 48.8441706)
48.8493962,2.4151755,3,,,,,POINT (2.4151755 48.8493962)
48.8516829,2.4150478,3,,,,,POINT (2.4150478 48.8516829)
48.8566902,2.4139265,3,motorway_junction,,,,POINT (2.4139265 48.8566902)
48.8569388,2.4142207,3,,,,,POINT (2.4142207 48.8569388)
48.8611995,2.4139978,3,,,,,POINT (2.4139978 48.8611995)
48.867276,2.4132248,3,motorway_junction,,,,POINT (2.4132248 48.867276)
48.8682036,2.413451,3,,,,,POINT (2.413451 48.8682036)
48.8688417,2.4132378,3,motorway_junction,,,,POINT (2.4132378 48.8688417)
48.8753258,2.4100647,3,,,,,POINT (2.4100647 48.8753258)
48.9003564,2.3769024,3,motorway_junction,,,,POINT (2.3769024 48.9003564)
48.9008812,2.3659519,3,,,,,POINT (2.3659519 48.9008812)
48.9008957,2.36454,3,motorway_junction,,,,POINT (2.36454 48.9008957)
48.9010927,2.3550456,3,,,,,POINT (2.3550456 48.9010927)
48.900903,2.3556666,3,motorway_junction,,,,POINT (2.3556666 48.900903)
48.9011116,2.3474612,3,motorway_junction,,,,POINT (2.3474612 48.9011116)
48.9009653,2.3476274,3,,,,,POINT (2.3476274 48.9009653)
48.9009425,2.3405038,3,,,,,POINT (2.3405038 48.9009425)
48.900798,2.340582,3,motorway_junction,,,,POINT (2.340582 48.900798)
48.9008445,2.3342237,3,motorway_junction,,,,POINT (2.3342237 48.9008445)
48.9006765,2.3341795,3,,,,,POINT (2.3341795 48.9006765)
48.8546751,2.325822,3,,,,,POINT (2.325822 48.8546751)
48.8534144,2.3261932,4,traffic_signals,,,,POINT (2.3261932 48.8534144)
48.8538385,2.3273749,3,,,,,POINT (2.3273749 48.8538385)
48.8537211,2.327741,3,,,,,POINT (2.327741 48.8537211)
48.8542019,2.3316483,3,traffic_signals,,,,POINT (2.3316483 48.8542019)
48.8539513,2.3327145,4,,,,,POINT (2.3327145 48.8539513)
48.8550133,2.3245711,4,,,,,POINT (2.3245711 48.8550133)
48.8556487,2.3234168,3,,,,,POINT (2.3234168 48.8556487)
48.8569724,2.3245982,3,,,,,POINT (2.3245982 48.8569724)
48.8539979,2.3238493,4,traffic_signals,,,,POINT (2.3238493 48.8539979)
48.8535576,2.3256093,3,,,,,POINT (2.3256093 48.8535576)
48.8527479,2.3236717,3,,,,,POINT (2.3236717 48.8527479)
48.8516985,2.3235499,4,,,,,POINT (2.3235499 48.8516985)
48.8517125,2.3248052,3,,,,,POINT (2.3248052 48.8517125)
48.855643,2.3268412,4,,,,,POINT (2.3268412 48.855643)
48.854835,2.3292236,4,,,,,POINT (2.3292236 48.854835)
48.8564094,2.3240957,4,,,,,POINT (2.3240957 48.8564094)
48.8565737,2.3236291,1,,,,,POINT (2.3236291 48.8565737)
48.8549506,2.3199504,4,,,,,POINT (2.3199504 48.8549506)
48.8531796,2.327141,3,,,,,POINT (2.327141 48.8531796)
48.8503948,2.3277276,4,traffic_signals,,,,POINT (2.3277276 48.8503948)
48.8522684,2.3300292,3,,,,,POINT (2.3300292 48.8522684)
48.8575626,2.3175146,4,,,,,POINT (2.3175146 48.8575626)
48.8557078,2.3168859,3,,,,,POINT (2.3168859 48.8557078)
48.8554189,2.3180552,3,,,,,POINT (2.3180552 48.8554189)
48.8551343,2.3192068,3,,,,,POINT (2.3192068 48.8551343)
48.8539821,2.3189164,1,,,,,POINT (2.3189164 48.8539821)
48.8543095,2.3190034,3,,,,,POINT (2.3190034 48.8543095)
48.8542104,2.3196642,3,,,,,POINT (2.3196642 48.8542104)
48.8530556,2.319218,3,,,,,POINT (2.319218 48.8530556)
48.8532418,2.3174991,3,,,,,POINT (2.3174991 48.8532418)
48.8517724,2.3171235,3,,,,,POINT (2.3171235 48.8517724)
48.8577858,2.3224239,3,,,,,POINT (2.3224239 48.8577858)
48.8505315,2.3195778,4,,,,,POINT (2.3195778 48.8505315)
48.8559077,2.325506,6,,,,,POINT (2.325506 48.8559077)
48.853362,2.3264058,4,traffic_signals,,,,POINT (2.3264058 48.853362)
48.8543438,2.3261255,4,traffic_signals,,,,POINT (2.3261255 48.8543438)
48.8547488,2.326004,4,,,,,POINT (2.326004 48.8547488)
48.8586446,2.3198423,3,,,,,POINT (2.3198423 48.8586446)
48.8558337,2.3257283,3,,,,,POINT (2.3257283 48.8558337)
48.8524284,2.326681,3,,,,,POINT (2.326681 48.8524284)
48.852217,2.3267433,3,,,,,POINT (2.3267433 48.852217)
48.8507419,2.3271311,4,traffic_signals,,,,POINT (2.3271311 48.8507419)
48.8501437,2.3273262,4,traffic_signals,,,,POINT (2.3273262 48.8501437)
48.8499498,2.328048,3,,,,,POINT (2.328048 48.8499498)
48.8507266,2.326975,3,,,,,POINT (2.326975 48.8507266)
48.850432,2.3246062,3,,,,,POINT (2.3246062 48.850432)
48.849225,2.325851,3,,,,,POINT (2.325851 48.849225)
48.849588,2.3265217,3,,,,,POINT (2.3265217 48.849588)
48.8531454,2.3312779,3,,,,,POINT (2.3312779 48.8531454)
48.8473943,2.3181919,3,,,,,POINT (2.3181919 48.8473943)
48.847737,2.3190811,3,,,,,POINT (2.3190811 48.847737)
48.8478724,2.3194152,3,,,,,POINT (2.3194152 48.8478724)
48.8480204,2.3197385,3,,,,,POINT (2.3197385 48.8480204)
48.8484202,2.3205421,3,traffic_signals,,,,POINT (2.3205421 48.8484202)
48.8498252,2.3232862,3,,,,,POINT (2.3232862 48.8498252)
48.8458743,2.3197295,3,,,,,POINT (2.3197295 48.8458743)
48.846881,2.3214715,3,,,,,POINT (2.3214715 48.846881)
48.8475665,2.3227914,3,,,,,POINT (2.3227914 48.8475665)
48.8480856,2.3237764,3,,,,,POINT (2.3237764 48.8480856)
48.8485392,2.3246036,4,,,,,POINT (2.3246036 48.8485392)
48.8479377,2.3159813,3,,,,,POINT (2.3159813 48.8479377)
48.8494407,2.3151445,4,traffic_signals,,,,POINT (2.3151445 48.8494407)
48.8494698,2.3190016,3,,,,,POINT (2.3190016 48.8494698)
48.8503704,2.318547,3,,,,,POINT (2.318547 48.8503704)
48.8501667,2.317728,3,,,,,POINT (2.317728 48.8501667)
48.849889,2.3166622,3,,,,,POINT (2.3166622 48.849889)
48.8517926,2.316085,3,,,,,POINT (2.316085 48.8517926)
48.8496994,2.3199564,3,,,,,POINT (2.3199564 48.8496994)
48.8517574,2.3138661,4,traffic_signals,,,,POINT (2.3138661 48.8517574)
48.8461079,2.3236444,3,traffic_signals,,,,POINT (2.3236444 48.8461079)
48.8462416,2.3241267,3,traffic_signals,,,,POINT (2.3241267 48.8462416)
48.846826,2.3261201,3,,,,,POINT (2.3261201 48.846826)
48.8477675,2.3240801,3,,,,,POINT (2.3240801 48.8477675)
48.8481148,2.3249793,3,,,,,POINT (2.3249793 48.8481148)
48.8478333,2.3252295,3,,,,,POINT (2.3252295 48.8478333)
48.8482847,2.3174407,1,,,,,POINT (2.3174407 48.8482847)
48.8476978,2.3133509,4,,,,,POINT (2.3133509 48.8476978)
48.8479679,2.3144753,4,,,,,POINT (2.3144753 48.8479679)
48.8491836,2.3140369,3,,,,,POINT (2.3140369 48.8491836)
48.8445656,2.3245446,3,traffic_signals,,,,POINT (2.3245446 48.8445656)
48.8456679,2.3256213,3,traffic_signals,,,,POINT (2.3256213 48.8456679)
48.8469795,2.326646,3,traffic_signals,,,,POINT (2.326646 48.8469795)
48.8464485,2.3273129,3,,,,,POINT (2.3273129 48.8464485)
48.8451968,2.3285445,4,traffic_signals,,,,POINT (2.3285445 48.8451968)
48.8442905,2.3288079,4,traffic_signals,,,,POINT (2.3288079 48.8442905)
48.8453287,2.3283129,4,,,,,POINT (2.3283129 48.8453287)
48.8439732,2.3271611,3,,,,,POINT (2.3271611 48.8439732)
48.8435717,2.3279735,3,,,,,POINT (2.3279735 48.8435717)
48.8679559,2.3317267,3,,,,,POINT (2.3317267 48.8679559)
48.8678259,2.3322972,4,,,,,POINT (2.3322972 48.8678259)
48.8674817,2.3320794,3,,,,,POINT (2.3320794 48.8674817)
48.8658216,2.3301649,3,,,,,POINT (2.3301649 48.8658216)
48.8666152,2.3285827,4,traffic_signals,,,,POINT (2.3285827 48.8666152)
48.8683166,2.3302706,4,traffic_signals,,,,POINT (2.3302706 48.8683166)
48.8689035,2.3294185,3,,,,,POINT (2.3294185 48.8689035)
48.8699972,2.330529,3,,,,,POINT (2.330529 48.8699972)
48.8695718,2.3315181,4,traffic_signals,,,,POINT (2.3315181 48.8695718)
48.8690422,2.3327334,4,,,,,POINT (2.3327334 48.8690422)
48.8672912,2.3345943,4,traffic_signals,,,,POINT (2.3345943 48.8672912)
48.8671374,2.3352462,3,,,,,POINT (2.3352462 48.8671374)
48.8664054,2.3348518,3,,,,,POINT (2.3348518 48.8664054)
48.8662468,2.3355001,4,,,,,POINT (2.3355001 48.8662468)
48.8669887,2.3358764,3,,,,,POINT (2.3358764 48.8669887)
48.866585,2.3356716,3,,,,,POINT (2.3356716 48.866585)
48.8680173,2.3363406,3,,,,,POINT (2.3363406 48.8680173)
48.8684325,2.3365204,3,,,,,POINT (2.3365204 48.8684325)
48.8688872,2.3366967,3,,,,,POINT (2.3366967 48.8688872)
48.8688829,2.3354907,4,,,,,POINT (2.3354907 48.8688829)
48.8688862,2.3343886,4,,,,,POINT (2.3343886 48.8688862)
48.8688922,2.3341961,4,,,,,POINT (2.3341961 48.8688922)
48.8687816,2.3343076,3,,,,,POINT (2.3343076 48.8687816)
48.8694737,2.3340502,3,,,,,POINT (2.3340502 48.8694737)
48.8675893,2.3347642,2,,,,,POINT (2.3347642 48.8675893)
48.8681779,2.3350989,2,,,,,POINT (2.3350989 48.8681779)
48.868258,2.3372952,1,,,,,POINT (2.3372952 48.868258)
48.8678496,2.3371008,3,,,,,POINT (2.3371008 48.8678496)
48.8672117,2.3334841,4,traffic_signals,,,,POINT (2.3334841 48.8672117)
48.867079,2.3290327,2,,,,,POINT (2.3290327 48.867079)
48.8659313,2.3278927,4,,,,,POINT (2.3278927 48.8659313)
48.8653128,2.3297909,3,,,,,POINT (2.3297909 48.8653128)
48.8663851,2.3265062,3,,,,,POINT (2.3265062 48.8663851)
48.8649204,2.331959,3,,,,,POINT (2.331959 48.8649204)
48.8640209,2.3351541,4,,,,,POINT (2.3351541 48.8640209)
48.8640384,2.3343901,3,,,,,POINT (2.3343901 48.8640384)
48.8657588,2.3335858,4,traffic_signals,,,,POINT (2.3335858 48.8657588)
48.8645633,2.3326949,4,traffic_signals,,,,POINT (2.3326949 48.8645633)
48.8677459,2.3335525,3,,,,,POINT (2.3335525 48.8677459)
48.8687956,2.3331032,3,,,,,POINT (2.3331032 48.8687956)
48.8692609,2.3329031,3,traffic_signals,,,,POINT (2.3329031 48.8692609)
48.8649481,2.3347446,3,,,,,POINT (2.3347446 48.8649481)
48.8696689,2.3264385,3,traffic_signals,,,,POINT (2.3264385 48.8696689)
48.8656146,2.3366352,3,,,,,POINT (2.3366352 48.8656146)
48.8636313,2.3346306,3,,,,,POINT (2.3346306 48.8636313)
48.8637913,2.3362593,2,,,,,POINT (2.3362593 48.8637913)
48.8683825,2.3232682,4,traffic_signals,,,,POINT (2.3232682 48.8683825)
48.8679458,2.3245898,4,traffic_signals,,,,POINT (2.3245898 48.8679458)
48.8675462,2.325835,3,traffic_signals,,,,POINT (2.325835 48.8675462)
48.8666863,2.325571,4,,,,,POINT (2.325571 48.8666863)
48.8674398,2.3261888,4,traffic_signals,,,,POINT (2.3261888 48.8674398)
48.8701211,2.3337328,4,traffic_signals,,,,POINT (2.3337328 48.8701211)
48.8700852,2.3339214,3,traffic_signals,,,,POINT (2.3339214 48.8700852)
48.870056,2.3340939,3,,,,,POINT (2.3340939 48.870056)
48.8709692,2.3341638,4,traffic_signals,,,,POINT (2.3341638 48.8709692)
48.8710504,2.3346225,3,traffic_signals,,,,POINT (2.3346225 48.8710504)
48.8706958,2.3342838,3,,,,,POINT (2.3342838 48.8706958)
48.8701823,2.3348133,3,,,,,POINT (2.3348133 48.8701823)
48.8701865,2.3359584,3,,,,,POINT (2.3359584 48.8701865)
48.8696959,2.3359606,3,traffic_signals,,,,POINT (2.3359606 48.8696959)
48.8703931,2.3368887,3,,,,,POINT (2.3368887 48.8703931)
48.870336,2.3372448,3,,,,,POINT (2.3372448 48.870336)
48.8714762,2.3371106,3,,,,,POINT (2.3371106 48.8714762)
48.8715849,2.3377446,3,,,,,POINT (2.3377446 48.8715849)
48.8716437,2.3380716,3,traffic_signals,,,,POINT (2.3380716 48.8716437)
48.8696451,2.3389261,3,,,,,POINT (2.3389261 48.8696451)
48.8682049,2.3381849,3,traffic_signals,,,,POINT (2.3381849 48.8682049)
48.8690318,2.3394522,3,,,,,POINT (2.3394522 48.8690318)
48.8686677,2.3413408,3,,,,,POINT (2.3413408 48.8686677)
48.8714373,2.3368838,3,,,,,POINT (2.3368838 48.8714373)
48.869797,2.3394852,1,,,,,POINT (2.3394852 48.869797)
48.869531,2.3394799,4,,,,,POINT (2.3394799 48.869531)
48.8693514,2.3403359,3,,,,,POINT (2.3403359 48.8693514)
48.8479409,2.3075831,3,,,,,POINT (2.3075831 48.8479409)
48.847436,2.3082081,4,,,,,POINT (2.3082081 48.847436)
48.8475781,2.3088191,3,,,,,POINT (2.3088191 48.8475781)
48.8592447,2.318005,3,,,,,POINT (2.318005 48.8592447)
48.8588669,2.3191859,3,,,,,POINT (2.3191859 48.8588669)
48.8272,2.3927875,3,,,,,POINT (2.3927875 48.8272)
48.8270716,2.3919517,3,,,,,POINT (2.3919517 48.8270716)
48.8268826,2.3897362,3,,,,,POINT (2.3897362 48.8268826)
48.8277975,2.3936979,3,motorway_junction,,,,POINT (2.3936979 48.8277975)
48.8489341,2.253172,3,,,,,POINT (2.253172 48.8489341)
48.8479515,2.2564901,3,,,,,POINT (2.2564901 48.8479515)
48.8457219,2.3934232,3,,,,,POINT (2.3934232 48.8457219)
48.843703,2.3881764,3,,,,,POINT (2.3881764 48.843703)
48.8471479,2.3850162,3,,,,,POINT (2.3850162 48.8471479)
48.8450019,2.3834091,3,,,,,POINT (2.3834091 48.8450019)
48.8453347,2.3810129,3,,,,,POINT (2.3810129 48.8453347)
48.8459254,2.3823939,3,,,,,POINT (2.3823939 48.8459254)
48.8455759,2.3804082,3,,,,,POINT (2.3804082 48.8455759)
48.8462905,2.3821004,3,,,,,POINT (2.3821004 48.8462905)
48.8402809,2.3927537,3,,,,,POINT (2.3927537 48.8402809)
48.8419567,2.3894356,3,,,,,POINT (2.3894356 48.8419567)
48.8418033,2.3893599,3,,,,,POINT (2.3893599 48.8418033)
48.8406059,2.3993395,3,,,,,POINT (2.3993395 48.8406059)
48.8395826,2.3975374,3,traffic_signals,,,,POINT (2.3975374 48.8395826)
48.862909,2.3365244,3,,,,,POINT (2.3365244 48.862909)
48.862711,2.3373202,3,,,,,POINT (2.3373202 48.862711)
48.8626698,2.3374759,3,,,,,POINT (2.3374759 48.8626698)
48.8622224,2.3391673,3,,,,,POINT (2.3391673 48.8622224)
48.86207,2.3396722,3,,,,,POINT (2.3396722 48.86207)
48.8618506,2.3405121,3,,,,,POINT (2.3405121 48.8618506)
48.8612442,2.3398124,1,,,,,POINT (2.3398124 48.8612442)
48.8603845,2.3405664,3,,,,,POINT (2.3405664 48.8603845)
48.8611353,2.3409256,3,,,,,POINT (2.3409256 48.8611353)
48.86079,2.3411956,1,,,,,POINT (2.3411956 48.86079)
48.8604054,2.3423329,1,,,,,POINT (2.3423329 48.8604054)
48.8595024,2.3401151,3,,,,,POINT (2.3401151 48.8595024)
48.8607054,2.34577,1,,,,,POINT (2.34577 48.8607054)
48.8587317,2.3483496,3,,,,,POINT (2.3483496 48.8587317)
48.8571857,2.3472935,4,,,,,POINT (2.3472935 48.8571857)
48.8572365,2.3495508,3,,,,,POINT (2.3495508 48.8572365)
48.8583498,2.3519196,3,traffic_signals,,,,POINT (2.3519196 48.8583498)
48.8572829,2.3523538,3,traffic_signals,,,,POINT (2.3523538 48.8572829)
48.8558191,2.3508126,3,,,,,POINT (2.3508126 48.8558191)
48.8559154,2.3511341,3,,,,,POINT (2.3511341 48.8559154)
48.8573072,2.3499691,3,,,,,POINT (2.3499691 48.8573072)
48.8897924,2.3429434,4,traffic_signals,,,,POINT (2.3429434 48.8897924)
48.8889015,2.3415321,1,,,,,POINT (2.3415321 48.8889015)
48.8895139,2.3406576,3,,,,,POINT (2.3406576 48.8895139)
48.8890296,2.34069,1,,,,,POINT (2.34069 48.8890296)
48.8871502,2.3414014,1,,,,,POINT (2.3414014 48.8871502)
48.8268677,2.3321003,4,,,,,POINT (2.3321003 48.8268677)
48.8269426,2.3319333,3,,,,,POINT (2.3319333 48.8269426)
48.8252176,2.329411,3,,,,,POINT (2.329411 48.8252176)
48.8574083,2.3181129,3,,,,,POINT (2.3181129 48.8574083)
48.8572041,2.3187698,3,,,,,POINT (2.3187698 48.8572041)
48.8588814,2.3147048,3,,,,,POINT (2.3147048 48.8588814)
48.856168,2.3150233,3,traffic_signals,,,,POINT (2.3150233 48.856168)
48.8584394,2.3124415,3,,,,,POINT (2.3124415 48.8584394)
48.8583957,2.3112179,3,,,,,POINT (2.3112179 48.8583957)
48.8639118,2.3381497,3,,,,,POINT (2.3381497 48.8639118)
48.8661328,2.3385567,3,,,,,POINT (2.3385567 48.8661328)
48.8631683,2.3384786,1,,,,,POINT (2.3384786 48.8631683)
48.8629949,2.3394984,3,,,,,POINT (2.3394984 48.8629949)
48.8633924,2.3404127,3,,,,,POINT (2.3404127 48.8633924)
48.8663366,2.338668,4,,,,,POINT (2.338668 48.8663366)
48.8661063,2.3396537,3,,,,,POINT (2.3396537 48.8661063)
48.8660572,2.3398624,3,,,,,POINT (2.3398624 48.8660572)
48.865823,2.3408664,3,,,,,POINT (2.3408664 48.865823)
48.8656787,2.3414879,3,,,,,POINT (2.3414879 48.8656787)
48.8650319,2.3406433,2,,,,,POINT (2.3406433 48.8650319)
48.8642703,2.3508735,3,,,,,POINT (2.3508735 48.8642703)
48.866903,2.3494727,3,traffic_signals,,,,POINT (2.3494727 48.866903)
48.8652156,2.3514138,3,,,,,POINT (2.3514138 48.8652156)
48.8694128,2.2935482,3,,,,,POINT (2.2935482 48.8694128)
48.868594,2.2929243,4,,,,,POINT (2.2929243 48.868594)
48.8687015,2.2925456,3,,,,,POINT (2.2925456 48.8687015)
48.868461,2.2934028,4,,,,,POINT (2.2934028 48.868461)
48.8678537,2.2918909,4,traffic_signals,,,,POINT (2.2918909 48.8678537)
48.8656711,2.2926731,5,,yes,,,POINT (2.2926731 48.8656711)
48.8665219,2.2907373,3,,,,,POINT (2.2907373 48.8665219)
48.8663501,2.2911282,3,,,,,POINT (2.2911282 48.8663501)
48.8649809,2.2903129,3,,,,,POINT (2.2903129 48.8649809)
48.8659203,2.2903469,1,,,,,POINT (2.2903469 48.8659203)
48.8649203,2.2915892,4,,,,,POINT (2.2915892 48.8649203)
48.8674504,2.2952389,4,traffic_signals,,,,POINT (2.2952389 48.8674504)
48.8689952,2.2915527,4,traffic_signals,,,,POINT (2.2915527 48.8689952)
48.8689189,2.2914977,4,traffic_signals,,,,POINT (2.2914977 48.8689189)
48.8678188,2.2907004,3,,,,,POINT (2.2907004 48.8678188)
48.8663815,2.2896651,3,,,,,POINT (2.2896651 48.8663815)
48.8661243,2.2894862,3,,,,,POINT (2.2894862 48.8661243)
48.8708164,2.2880361,3,,,,,POINT (2.2880361 48.8708164)
48.8685303,2.2989165,3,,,,,POINT (2.2989165 48.8685303)
48.8674536,2.2992472,4,traffic_signals,,,,POINT (2.2992472 48.8674536)
48.8660538,2.2996651,3,,,,,POINT (2.2996651 48.8660538)
48.8657185,2.2997777,3,,,,,POINT (2.2997777 48.8657185)
48.8701855,2.2966095,3,,,,,POINT (2.2966095 48.8701855)
48.8690705,2.2974077,4,,,,,POINT (2.2974077 48.8690705)
48.8694114,2.2978607,3,,,,,POINT (2.2978607 48.8694114)
48.8680056,2.2960089,3,,,,,POINT (2.2960089 48.8680056)
48.8678531,2.2954851,3,,,,,POINT (2.2954851 48.8678531)
48.8679213,2.2957138,4,,,,,POINT (2.2957138 48.8679213)
48.8672635,2.2954036,3,,,,,POINT (2.2954036 48.8672635)
48.8674489,2.2976153,4,,,,,POINT (2.2976153 48.8674489)
48.8669726,2.2983049,4,traffic_signals,,,,POINT (2.2983049 48.8669726)
48.866242,2.2935098,3,,,,,POINT (2.2935098 48.866242)
48.8649948,2.2886674,6,traffic_signals,,,,POINT (2.2886674 48.8649948)
48.8640221,2.2902899,3,,,,,POINT (2.2902899 48.8640221)
48.8637789,2.2906444,4,traffic_signals,,,,POINT (2.2906444 48.8637789)
48.8639192,2.2904806,5,traffic_signals,,,,POINT (2.2904806 48.8639192)
48.8647419,2.2935811,3,,,,,POINT (2.2935811 48.8647419)
48.8645977,2.2936849,3,,,,,POINT (2.2936849 48.8645977)
48.8631977,2.2915223,3,,,,,POINT (2.2915223 48.8631977)
48.8628804,2.2920701,3,,,,,POINT (2.2920701 48.8628804)
48.8624754,2.2918806,3,,,,,POINT (2.2918806 48.8624754)
48.8625324,2.2925525,3,,,,,POINT (2.2925525 48.8625324)
48.8648156,2.2936045,3,,,,,POINT (2.2936045 48.8648156)
48.8648969,2.294018,3,,,,,POINT (2.294018 48.8648969)
48.8648677,2.2940706,4,,,,,POINT (2.2940706 48.8648677)
48.8646766,2.2941278,3,,,,,POINT (2.2941278 48.8646766)
48.859948,2.290717,3,traffic_signals,,,,POINT (2.290717 48.859948)
48.8600622,2.2904844,3,,,,,POINT (2.2904844 48.8600622)
48.860757,2.2917219,3,,,,,POINT (2.2917219 48.860757)
48.8602193,2.2905434,4,traffic_signals,,,,POINT (2.2905434 48.8602193)
48.8608833,2.2913295,4,,,,,POINT (2.2913295 48.8608833)
48.8636223,2.2945953,3,,,,,POINT (2.2945953 48.8636223)
48.8657014,2.2957985,3,,,,,POINT (2.2957985 48.8657014)
48.8659106,2.2962057,3,,,,,POINT (2.2962057 48.8659106)
48.8661005,2.2965826,3,,,,,POINT (2.2965826 48.8661005)
48.8663313,2.2970357,4,traffic_signals,,,,POINT (2.2970357 48.8663313)
48.8657599,2.2975244,3,,,,,POINT (2.2975244 48.8657599)
48.8659024,2.2977086,4,,,,,POINT (2.2977086 48.8659024)
48.8657932,2.297879,3,,,,,POINT (2.297879 48.8657932)
48.8665338,2.2966625,4,traffic_signals,,,,POINT (2.2966625 48.8665338)
48.8649569,2.2958957,3,,,,,POINT (2.2958957 48.8649569)
48.8650428,2.2976008,3,,,,,POINT (2.2976008 48.8650428)
48.8649498,2.2990615,4,,,,,POINT (2.2990615 48.8649498)
48.8651087,2.2989085,4,,,,,POINT (2.2989085 48.8651087)
48.8663854,2.2991568,3,,,,,POINT (2.2991568 48.8663854)
48.8647154,2.3013465,4,,,,,POINT (2.3013465 48.8647154)
48.8643996,2.3017601,4,,,,,POINT (2.3017601 48.8643996)
48.8642659,2.3022202,4,,,,,POINT (2.3022202 48.8642659)
48.8640919,2.3009585,3,,,,,POINT (2.3009585 48.8640919)
48.8642911,2.3008419,3,,,,,POINT (2.3008419 48.8642911)
48.8647247,2.3017311,4,,,,,POINT (2.3017311 48.8647247)
48.8647608,2.3032775,3,,,,,POINT (2.3032775 48.8647608)
48.8650103,2.3032488,3,,,,,POINT (2.3032488 48.8650103)
48.865284,2.3029614,3,,,,,POINT (2.3029614 48.865284)
48.8663919,2.3051153,3,,,,,POINT (2.3051153 48.8663919)
48.8670159,2.3063219,4,traffic_signals,,,,POINT (2.3063219 48.8670159)
48.8672312,2.3059804,3,,,,,POINT (2.3059804 48.8672312)
48.8680204,2.3047143,3,,,,,POINT (2.3047143 48.8680204)
48.8674093,2.3036283,4,,,,,POINT (2.3036283 48.8674093)
48.8671015,2.3040782,3,,,,,POINT (2.3040782 48.8671015)
48.866518,2.3030445,3,,,,,POINT (2.3030445 48.866518)
48.8668297,2.3025983,4,,,,,POINT (2.3025983 48.8668297)
48.867126,2.3031192,3,,,,,POINT (2.3031192 48.867126)
48.8675825,2.3023527,3,,,,,POINT (2.3023527 48.8675825)
48.8679651,2.3028131,4,,,,,POINT (2.3028131 48.8679651)
48.8672279,2.3019297,4,,,,,POINT (2.3019297 48.8672279)
48.8667327,2.3013009,3,,,,,POINT (2.3013009 48.8667327)
48.8675267,2.3012277,3,,,,,POINT (2.3012277 48.8675267)
48.8661296,2.3013565,3,,,,,POINT (2.3013565 48.8661296)
48.8650835,2.3014534,3,,,,,POINT (2.3014534 48.8650835)
48.8649928,2.2998663,4,,,,,POINT (2.2998663 48.8649928)
48.8646048,2.3033447,3,,,,,POINT (2.3033447 48.8646048)
48.8647723,2.3041867,3,,,,,POINT (2.3041867 48.8647723)
48.8644887,2.3049293,3,,,,,POINT (2.3049293 48.8644887)
48.8647049,2.306241,3,,,,,POINT (2.306241 48.8647049)
