osmid,y,x,street_count,highway,ref,junction,railway,geometry
4607582393,47.4482897,19.2078117,3,,,,,POINT (19.2078117 47.4482897)
4607582394,47.448797,19.2070399,1,,,,,POINT (19.2070399 47.448797)
4607605434,47.4419007,19.1830902,3,,,,,POINT (19.1830902 47.4419007)
4607605437,47.4413345,19.1846064,1,,,,,POINT (19.1846064 47.4413345)
4611863788,47.5073293,19.0497408,3,,,,,POINT (19.0497408 47.5073293)
4614122843,47.5365823,19.0399038,3,,,,,POINT (19.0399038 47.5365823)
4618017917,47.4702204,19.1684009,3,,,,,POINT (19.1684009 47.4702204)
4618017918,47.4695162,19.1671921,1,,,,,POINT (19.1671921 47.4695162)
4624395617,47.4686318,19.0233074,3,,,,,POINT (19.0233074 47.4686318)
4645012813,47.5232556,19.038005,3,,,,,POINT (19.038005 47.5232556)
4660392303,47.4148942,19.0204206,3,,,,,POINT (19.0204206 47.4148942)
4672128586,47.473237,19.0210935,1,,,,,POINT (19.0210935 47.473237)
4672128587,47.4736345,19.0214121,3,,,,,POINT (19.0214121 47.4736345)
4676559179,47.5253655,19.0947773,3,,,,,POINT (19.0947773 47.5253655)
4676559180,47.5252441,19.0951609,1,,,,,POINT (19.0951609 47.5252441)
4678265374,47.4867445,18.9691587,1,,,,,POINT (18.9691587 47.4867445)
4678538678,47.4967166,18.9884022,1,,,,,POINT (18.9884022 47.4967166)
4678588447,47.4868474,18.9713751,1,,,,,POINT (18.9713751 47.4868474)
4683542395,47.5014752,19.1873443,3,,,,,POINT (19.1873443 47.5014752)
4683542396,47.5016668,19.1889978,3,,,,,POINT (19.1889978 47.5016668)
4683542636,47.5006203,19.1875569,3,,,,,POINT (19.1875569 47.5006203)
4683542638,47.5008198,19.1892163,3,,,,,POINT (19.1892163 47.5008198)
4683633472,47.5059492,19.172265,1,,,,,POINT (19.172265 47.5059492)
4683633473,47.5063738,19.1721132,3,,,,,POINT (19.1721132 47.5063738)
4683695018,47.5312781,19.1938178,3,,,,,POINT (19.1938178 47.5312781)
4683695019,47.5304476,19.1944972,3,,,,,POINT (19.1944972 47.5304476)
4686032030,47.5115695,19.0988858,4,,,,,POINT (19.0988858 47.5115695)
4686461242,47.4123303,19.2023006,3,,,,,POINT (19.2023006 47.4123303)
4686461243,47.4118233,19.2018024,3,,,,,POINT (19.2018024 47.4118233)
4686461244,47.4119186,19.201663,3,,,,,POINT (19.201663 47.4119186)
4686461247,47.4122225,19.2024493,3,,,,,POINT (19.2024493 47.4122225)
4686469685,47.4210221,19.206043,3,,,,,POINT (19.206043 47.4210221)
4686497389,47.4451147,19.1601515,3,,,,,POINT (19.1601515 47.4451147)
4686497390,47.4447587,19.1608787,3,,,,,POINT (19.1608787 47.4447587)
4686568589,47.4334535,19.2041643,3,,,,,POINT (19.2041643 47.4334535)
4686568591,47.4334594,19.2037013,3,,,,,POINT (19.2037013 47.4334594)
4686573977,47.3906002,19.197574,3,,,,,POINT (19.197574 47.3906002)
4686573978,47.3903949,19.197845,1,,,,,POINT (19.197845 47.3903949)
4686775147,47.4631696,19.2508301,1,,,,,POINT (19.2508301 47.4631696)
4686775148,47.4624204,19.2498361,3,,,,,POINT (19.2498361 47.4624204)
4686793470,47.4749596,19.2830855,3,,,,,POINT (19.2830855 47.4749596)
4686793473,47.4746464,19.2829482,3,,,,,POINT (19.2829482 47.4746464)
4686804910,47.4726989,19.2636331,1,,,,,POINT (19.2636331 47.4726989)
4686804911,47.4729049,19.2632037,3,,,,,POINT (19.2632037 47.4729049)
4686830866,47.4744021,19.2682044,1,,,,,POINT (19.2682044 47.4744021)
4686830871,47.4740946,19.2681882,3,,,,,POINT (19.2681882 47.4740946)
4686977625,47.5813119,19.1190094,3,,,,,POINT (19.1190094 47.5813119)
4687049700,47.5730013,19.1208852,3,,,,,POINT (19.1208852 47.5730013)
4687070462,47.5778727,19.1272684,3,,,,,POINT (19.1272684 47.5778727)
4687070464,47.5781438,19.126725,3,,,,,POINT (19.126725 47.5781438)
4687177015,47.4815471,19.1775718,3,,,,,POINT (19.1775718 47.4815471)
4687177447,47.4776604,19.1576961,3,,,,,POINT (19.1576961 47.4776604)
4687177448,47.4759928,19.1557678,3,,,,,POINT (19.1557678 47.4759928)
4687205729,47.4976673,19.1647332,3,,,,,POINT (19.1647332 47.4976673)
4687205730,47.4969373,19.1663466,1,,,,,POINT (19.1663466 47.4969373)
4687205731,47.497275,19.1655541,4,,,,,POINT (19.1655541 47.497275)
4687220696,47.487797,19.1924975,3,,,,,POINT (19.1924975 47.487797)
4687220698,47.4880061,19.1949389,1,,,,,POINT (19.1949389 47.4880061)
4688978065,47.4069013,18.9695972,1,,,,,POINT (18.9695972 47.4069013)
4688978067,47.4064679,18.9698758,3,,,,,POINT (18.9698758 47.4064679)
4688978068,47.409475,18.9829116,1,,,,,POINT (18.9829116 47.409475)
4688978070,47.4094816,18.9841197,3,,,,,POINT (18.9841197 47.4094816)
4689134400,47.421603,19.0097232,3,,,,,POINT (19.0097232 47.421603)
4689134401,47.4220181,19.0097098,1,,,,,POINT (19.0097098 47.4220181)
4689140191,47.413069,18.9814511,3,,,,,POINT (18.9814511 47.413069)
4689140196,47.4125887,18.9824223,1,,,,,POINT (18.9824223 47.4125887)
4689174993,47.4033336,19.0018084,3,,,,,POINT (19.0018084 47.4033336)
4689174994,47.4024779,18.9999007,3,,,,,POINT (18.9999007 47.4024779)
4689578630,47.511648,19.0989578,4,,,,,POINT (19.0989578 47.511648)
4690283997,47.4303858,19.1370799,3,,,,,POINT (19.1370799 47.4303858)
4690283998,47.431275,19.1358574,3,,,,,POINT (19.1358574 47.431275)
4690298709,47.4289537,19.1090572,3,,,,,POINT (19.1090572 47.4289537)
4690298711,47.4295363,19.1083678,3,,,,,POINT (19.1083678 47.4295363)
4690301651,47.423657,19.1266903,3,,,,,POINT (19.1266903 47.423657)
4690301652,47.424276,19.1259096,3,,,,,POINT (19.1259096 47.424276)
4690317581,47.4338706,19.1011279,3,,,,,POINT (19.1011279 47.4338706)
4690317583,47.4337518,19.1012764,1,,,,,POINT (19.1012764 47.4337518)
4690386626,47.430506,19.1171551,3,,,,,POINT (19.1171551 47.430506)
4690386628,47.4314823,19.118683,3,,,,,POINT (19.118683 47.4314823)
4690397560,47.4342641,19.0934664,3,,,,,POINT (19.0934664 47.4342641)
4690403056,47.4383523,19.1215591,3,,,,,POINT (19.1215591 47.4383523)
4690403058,47.4388968,19.1207653,3,,,,,POINT (19.1207653 47.4388968)
4690407114,47.4221039,19.1194388,3,,,,,POINT (19.1194388 47.4221039)
4690407116,47.421647,19.1200606,3,,,,,POINT (19.1200606 47.421647)
4690407432,47.4206831,19.1184153,3,,,,,POINT (19.1184153 47.4206831)
4690407433,47.4211709,19.1178372,3,,,,,POINT (19.1178372 47.4211709)
4690418422,47.3885675,19.0443391,3,,,,,POINT (19.0443391 47.3885675)
4690418423,47.3891898,19.0450249,1,,,,,POINT (19.0450249 47.3891898)
4690428818,47.4144248,19.0713955,3,,,,,POINT (19.0713955 47.4144248)
4690484303,47.4127584,19.0590757,3,,,,,POINT (19.0590757 47.4127584)
