osmid,y,x,street_count,highway,ref,railway,geometry
291550504,39.5371991,2.7167574,4,,,,POINT (2.7167574 39.5371991)
291550507,39.5363485,2.7130498,4,,,,POINT (2.7130498 39.5363485)
291550508,39.5359519,2.713676,4,,,,POINT (2.713676 39.5359519)
291550509,39.5377973,2.7153325,3,,,,POINT (2.7153325 39.5377973)
291550512,39.5355828,2.7185145,3,,,,POINT (2.7185145 39.5355828)
291550513,39.5357321,2.7182623,3,,,,POINT (2.7182623 39.5357321)
291550515,39.536026,2.7215215,4,,,,POINT (2.7215215 39.536026)
291550526,39.5416836,2.7147943,3,,,,POINT (2.7147943 39.5416836)
291555929,39.5737224,2.6118794,3,,,,POINT (2.6118794 39.5737224)
291555934,39.5737799,2.6122876,3,,,,POINT (2.6122876 39.5737799)
291555939,39.5741178,2.611769,3,,,,POINT (2.611769 39.5741178)
291556507,39.5741928,2.6118979,3,,,,POINT (2.6118979 39.5741928)
291556510,39.5741474,2.6118056,3,,,,POINT (2.6118056 39.5741474)
291556514,39.5741549,2.6103452,3,,,,POINT (2.6103452 39.5741549)
291556516,39.5743767,2.6103817,3,,,,POINT (2.6103817 39.5743767)
291556521,39.5741062,2.6098446,3,,,,POINT (2.6098446 39.5741062)
291556523,39.5745414,2.6101164,4,,,,POINT (2.6101164 39.5745414)
291556537,39.5659346,2.6011919,3,,,,POINT (2.6011919 39.5659346)
291556556,39.565633,2.6003047,4,,,,POINT (2.6003047 39.565633)
291556727,39.5777756,2.6138646,3,,,,POINT (2.6138646 39.5777756)
291559236,39.5371567,2.7137737,3,,,,POINT (2.7137737 39.5371567)
291559237,39.5376731,2.7131899,4,,,,POINT (2.7131899 39.5376731)
291559238,39.5387368,2.7142108,3,,,,POINT (2.7142108 39.5387368)
291559239,39.5405536,2.711865,3,,,,POINT (2.711865 39.5405536)
291559240,39.5369653,2.7087142,3,,,,POINT (2.7087142 39.5369653)
291559253,39.5413796,2.7110251,3,,,,POINT (2.7110251 39.5413796)
291560312,39.5705889,2.6862201,3,,,,POINT (2.6862201 39.5705889)
291560326,39.5702886,2.686219,3,,,,POINT (2.686219 39.5702886)
291560328,39.5702417,2.6861639,3,,,,POINT (2.6861639 39.5702417)
291560334,39.5706852,2.686057,3,motorway_junction,2,,POINT (2.686057 39.5706852)
291560336,39.5706398,2.6857242,3,,,,POINT (2.6857242 39.5706398)
291560342,39.5705683,2.6856469,3,,,,POINT (2.6856469 39.5705683)
291568136,39.5590654,2.769805,3,,,,POINT (2.769805 39.5590654)
291568137,39.5590565,2.7696568,3,,,,POINT (2.7696568 39.5590565)
292140939,39.5588958,2.6733815,3,,,,POINT (2.6733815 39.5588958)
292814600,39.5707604,2.809463,4,,,,POINT (2.809463 39.5707604)
293027746,39.5670013,2.6271063,3,,,,POINT (2.6271063 39.5670013)
293027750,39.565145,2.6270954,4,,,,POINT (2.6270954 39.565145)
293027796,39.5671071,2.6240736,2,,,,POINT (2.6240736 39.5671071)
293027797,39.5670644,2.6251714,4,,,,POINT (2.6251714 39.5670644)
293027798,39.5670094,2.6267156,3,,,,POINT (2.6267156 39.5670094)
293027937,39.565595,2.6265959,3,,,,POINT (2.6265959 39.565595)
293027945,39.5637779,2.6276923,3,,,,POINT (2.6276923 39.5637779)
293028192,39.5936986,2.6587122,3,motorway_junction,4,,POINT (2.6587122 39.5936986)
295937140,39.5754084,2.6546042,3,,,,POINT (2.6546042 39.5754084)
296904746,39.5042399,2.7525763,3,,,,POINT (2.7525763 39.5042399)
296904749,39.5063489,2.7553189,4,,,,POINT (2.7553189 39.5063489)
296904750,39.5062857,2.7538416,4,,,,POINT (2.7538416 39.5062857)
299125191,39.5354313,2.7190074,3,,,,POINT (2.7190074 39.5354313)
299125201,39.5347247,2.7170407,3,,,,POINT (2.7170407 39.5347247)
299125220,39.5346254,2.7150865,3,,,,POINT (2.7150865 39.5346254)
299125222,39.5344285,2.7141521,3,,,,POINT (2.7141521 39.5344285)
299125223,39.5365739,2.71684,4,,,,POINT (2.71684 39.5365739)
299125225,39.5362171,2.7174428,3,,,,POINT (2.7174428 39.5362171)
299125763,39.5408649,2.7075497,3,,,,POINT (2.7075497 39.5408649)
299125766,39.5396074,2.7099056,4,,,,POINT (2.7099056 39.5396074)
299125770,39.5392015,2.7106697,4,,,,POINT (2.7106697 39.5392015)
299125773,39.5392668,2.707512,3,,,,POINT (2.707512 39.5392668)
299125776,39.5403563,2.7084787,4,,,,POINT (2.7084787 39.5403563)
299125780,39.5412969,2.7093204,3,,,,POINT (2.7093204 39.5412969)
299125786,39.5390009,2.7083314,3,,,,POINT (2.7083314 39.5390009)
299125789,39.5399803,2.7091735,4,,,,POINT (2.7091735 39.5399803)
299125793,39.5409224,2.7100165,3,,,,POINT (2.7100165 39.5409224)
299125796,39.541999,2.7080156,3,,,,POINT (2.7080156 39.541999)
299125815,39.5386603,2.709038,4,,,,POINT (2.709038 39.5386603)
299125872,39.5379869,2.7095967,4,,,,POINT (2.7095967 39.5379869)
299125895,39.5377848,2.7105264,4,,,,POINT (2.7105264 39.5377848)
299125903,39.5372282,2.7118421,3,,,,POINT (2.7118421 39.5372282)
299125907,39.5368456,2.7124336,4,,,,POINT (2.7124336 39.5368456)
299125914,39.5367138,2.7100139,3,,,,POINT (2.7100139 39.5367138)
299125941,39.5348057,2.7105934,3,,,,POINT (2.7105934 39.5348057)
299125977,39.53489,2.7134636,3,,,,POINT (2.7134636 39.53489)
299127762,39.5551275,2.6853346,4,,,,POINT (2.6853346 39.5551275)
299127763,39.5548969,2.6858821,3,,,,POINT (2.6858821 39.5548969)
299127764,39.5543994,2.6898146,3,,,,POINT (2.6898146 39.5543994)
299127765,39.5538294,2.6907934,4,,,,POINT (2.6907934 39.5538294)
299127766,39.5529863,2.6921973,4,,,,POINT (2.6921973 39.5529863)
299127768,39.5542803,2.6912112,3,,,,POINT (2.6912112 39.5542803)
299127769,39.5553783,2.6907861,3,,,,POINT (2.6907861 39.5553783)
299127770,39.5546799,2.6915742,4,,,,POINT (2.6915742 39.5546799)
299517061,39.5421195,2.7711524,3,,,,POINT (2.7711524 39.5421195)
299517063,39.5431047,2.7685245,3,,,,POINT (2.7685245 39.5431047)
299517065,39.5468119,2.7707791,3,,,,POINT (2.7707791 39.5468119)
299517089,39.5525327,2.773922,3,,,,POINT (2.773922 39.5525327)
299517096,39.5533814,2.7761857,3,,,,POINT (2.7761857 39.5533814)
299517117,39.5558108,2.7759021,3,,,,POINT (2.7759021 39.5558108)
299517378,39.5902829,2.6490228,4,traffic_signals,,,POINT (2.6490228 39.5902829)
299530443,39.5525068,2.6165931,3,,,,POINT (2.6165931 39.5525068)
299530850,39.5556794,2.6212965,6,,,,POINT (2.6212965 39.5556794)
299530873,39.5579775,2.6196362,3,,,,POINT (2.6196362 39.5579775)
299530900,39.5577278,2.6216309,3,,,,POINT (2.6216309 39.5577278)
299537895,39.5514344,2.6196448,3,,,,POINT (2.6196448 39.5514344)
301888132,39.5350225,2.7240625,3,,,,POINT (2.7240625 39.5350225)
301888135,39.533838,2.7239905,3,,,,POINT (2.7239905 39.533838)
301888136,39.5334747,2.7246609,3,,,,POINT (2.7246609 39.5334747)
301888137,39.5326251,2.726224,4,,,,POINT (2.726224 39.5326251)
301888141,39.5322076,2.7275111,3,,,,POINT (2.7275111 39.5322076)
301888143,39.5339567,2.7221741,3,,,,POINT (2.7221741 39.5339567)
301888144,39.5336041,2.7228232,3,,,,POINT (2.7228232 39.5336041)
301888145,39.5332412,2.7234968,3,,,,POINT (2.7234968 39.5332412)
301888293,39.5328814,2.7241623,3,,,,POINT (2.7241623 39.5328814)
301888295,39.5320438,2.7257107,3,,,,POINT (2.7257107 39.5320438)
301888634,39.5305679,2.7302019,3,,,,POINT (2.7302019 39.5305679)
301890141,39.5345548,2.7211896,3,,,,POINT (2.7211896 39.5345548)
301890644,39.5348193,2.7159452,3,,,,POINT (2.7159452 39.5348193)
301892945,39.533652,2.714006,1,,,,POINT (2.714006 39.533652)
301894797,39.5479072,2.6933259,4,,,,POINT (2.6933259 39.5479072)
301906032,39.5654618,2.6464676,3,,,,POINT (2.6464676 39.5654618)
301906033,39.5629414,2.662016,4,,,,POINT (2.662016 39.5629414)
301906088,39.5730521,2.6285541,4,,,,POINT (2.6285541 39.5730521)
301906090,39.5719057,2.6301216,4,,,,POINT (2.6301216 39.5719057)
301906092,39.5706547,2.6302786,4,traffic_signals,,,POINT (2.6302786 39.5706547)
301906094,39.5692508,2.6294595,3,,,,POINT (2.6294595 39.5692508)
301906118,39.5679466,2.6287045,4,,,,POINT (2.6287045 39.5679466)
301906120,39.5509731,2.6185969,4,,,,POINT (2.6185969 39.5509731)
301906121,39.5508156,2.6193285,4,,,,POINT (2.6193285 39.5508156)
301906123,39.5510404,2.6192786,3,,,,POINT (2.6192786 39.5510404)
301982033,39.5702402,2.6394258,4,,,,POINT (2.6394258 39.5702402)
301982214,39.5477313,2.7540935,3,,,,POINT (2.7540935 39.5477313)
302767715,39.5704157,2.654269,3,,,,POINT (2.654269 39.5704157)
302767716,39.5705178,2.653815,3,,,,POINT (2.653815 39.5705178)
302767717,39.5704595,2.6535262,3,,,,POINT (2.6535262 39.5704595)
302767720,39.5703866,2.6526215,3,,,,POINT (2.6526215 39.5703866)
302768363,39.5736623,2.6357879,4,,,,POINT (2.6357879 39.5736623)
302768365,39.570408,2.6335161,5,,,,POINT (2.6335161 39.570408)
302768366,39.5724199,2.6364004,3,,,,POINT (2.6364004 39.5724199)
302768368,39.5753685,2.6376088,3,,,,POINT (2.6376088 39.5753685)
302768369,39.5758274,2.6369083,3,,,,POINT (2.6369083 39.5758274)
302768370,39.5761278,2.6377978,4,,,,POINT (2.6377978 39.5761278)
302768372,39.5764691,2.6388117,4,,,,POINT (2.6388117 39.5764691)
302768373,39.5749996,2.6342844,4,,,,POINT (2.6342844 39.5749996)
302768375,39.5747736,2.6352285,4,,,,POINT (2.6352285 39.5747736)
302768376,39.5745571,2.6361351,4,,,,POINT (2.6361351 39.5745571)
302768377,39.5743087,2.6371745,4,,,,POINT (2.6371745 39.5743087)
302768380,39.5754545,2.6344585,4,crossing,,,POINT (2.6344585 39.5754545)
302768381,39.5752266,2.6354062,4,,,,POINT (2.6354062 39.5752266)
302768382,39.5750082,2.6363101,4,,,,POINT (2.6363101 39.5750082)
302768384,39.574756,2.6373578,3,,,,POINT (2.6373578 39.574756)
302768386,39.5758761,2.6346234,4,,,,POINT (2.6346234 39.5758761)
302768388,39.5756532,2.6355736,4,,,,POINT (2.6355736 39.5756532)
302768390,39.5754415,2.6364782,3,,,,POINT (2.6364782 39.5754415)
302768466,39.5716833,2.6236663,3,,,,POINT (2.6236663 39.5716833)
302768467,39.5740148,2.6249072,3,,,,POINT (2.6249072 39.5740148)
302768471,39.572796,2.6281269,3,,,,POINT (2.6281269 39.572796)
302768472,39.5715157,2.6296318,3,,,,POINT (2.6296318 39.5715157)
302768473,39.576254,2.6305633,1,,,,POINT (2.6305633 39.576254)
302768483,39.5729894,2.6236889,3,,,,POINT (2.6236889 39.5729894)
302768498,39.5713125,2.625421,4,,,,POINT (2.625421 39.5713125)
302768517,39.5709932,2.6263684,4,,,,POINT (2.6263684 39.5709932)
302768518,39.5685716,2.6262189,3,,,,POINT (2.6262189 39.5685716)
302768519,39.5694188,2.6252835,3,,,,POINT (2.6252835 39.5694188)
302768520,39.5693789,2.6262767,4,,,,POINT (2.6262767 39.5693789)
302768521,39.5716755,2.6281363,3,,,,POINT (2.6281363 39.5716755)
302768523,39.5705731,2.6285061,4,,,,POINT (2.6285061 39.5705731)
302768526,39.5692655,2.6290941,3,,,,POINT (2.6290941 39.5692655)
302768528,39.569301,2.628211,3,,,,POINT (2.628211 39.569301)
302768529,39.5693393,2.6272612,4,,,,POINT (2.6272612 39.5693393)
302768530,39.5707085,2.6273472,4,,,,POINT (2.6273472 39.5707085)
302768531,39.5719594,2.6274427,3,,,,POINT (2.6274427 39.5719594)
302768563,39.5687909,2.6349523,3,,,,POINT (2.6349523 39.5687909)
302768565,39.5712289,2.6327401,3,,,,POINT (2.6327401 39.5712289)
302768567,39.5704822,2.6324767,3,,,,POINT (2.6324767 39.5704822)
302768847,39.5721281,2.6288304,4,,,,POINT (2.6288304 39.5721281)
302768849,39.572514,2.629303,4,,,,POINT (2.629303 39.572514)
302768850,39.5743863,2.6287705,2,,,,POINT (2.6287705 39.5743863)
302768852,39.573267,2.6302423,4,,,,POINT (2.6302423 39.573267)
302768854,39.5726605,2.6310697,4,,,,POINT (2.6310697 39.5726605)
302768856,39.5724223,2.6314033,4,,,,POINT (2.6314033 39.5724223)
302768858,39.5722522,2.6318691,3,,,,POINT (2.6318691 39.5722522)
302768860,39.5754812,2.6300416,4,,,,POINT (2.6300416 39.5754812)
302768861,39.5761384,2.6307606,4,,,,POINT (2.6307606 39.5761384)
302768863,39.576729,2.6314107,3,,,,POINT (2.6314107 39.576729)
302768865,39.5760509,2.62923,3,,,,POINT (2.62923 39.5760509)
302768867,39.5740709,2.6319757,4,,,,POINT (2.6319757 39.5740709)
302768871,39.5747684,2.6292304,3,,,,POINT (2.6292304 39.5747684)
302768873,39.5736284,2.6307316,4,,,,POINT (2.6307316 39.5736284)
302768875,39.5729042,2.6317118,4,,,,POINT (2.6317118 39.5729042)
302768877,39.5722165,2.6331651,3,,,,POINT (2.6331651 39.5722165)
302768882,39.5716372,2.6356152,5,,,,POINT (2.6356152 39.5716372)
302768901,39.5797839,2.6299723,3,,,,POINT (2.6299723 39.5797839)
302768902,39.5798333,2.6278718,1,turning_circle,,,POINT (2.6278718 39.5798333)
302768905,39.5793901,2.6291783,3,,,,POINT (2.6291783 39.5793901)
302768911,39.5792685,2.6267586,3,,,,POINT (2.6267586 39.5792685)
302768913,39.5762562,2.627916,3,,,,POINT (2.627916 39.5762562)
302769005,39.5777228,2.6309391,4,,,,POINT (2.6309391 39.5777228)
302769007,39.5780392,2.6312625,3,,,,POINT (2.6312625 39.5780392)
302769023,39.5774655,2.6288243,3,,,,POINT (2.6288243 39.5774655)
302769024,39.5780416,2.6279793,3,,,,POINT (2.6279793 39.5780416)
302769051,39.5759585,2.6284011,3,,,,POINT (2.6284011 39.5759585)
302769052,39.576964,2.6294653,3,,,,POINT (2.6294653 39.576964)
302769053,39.5767011,2.6298947,3,,,,POINT (2.6298947 39.5767011)
302769055,39.5757754,2.6296219,4,,,,POINT (2.6296219 39.5757754)
302769056,39.5774518,2.6313632,4,,,,POINT (2.6313632 39.5774518)
302769057,39.5748177,2.6300289,3,,,,POINT (2.6300289 39.5748177)
302769058,39.5751741,2.6304491,4,,,,POINT (2.6304491 39.5751741)
302769059,39.5758646,2.6311864,4,,,,POINT (2.6311864 39.5758646)
302769060,39.5776212,2.6331543,4,,,,POINT (2.6331543 39.5776212)
302769061,39.5771635,2.6326347,3,,,,POINT (2.6326347 39.5771635)
302769062,39.5745282,2.6304275,3,,,,POINT (2.6304275 39.5745282)
302769063,39.5748978,2.6308372,4,,,,POINT (2.6308372 39.5748978)
302769064,39.5756046,2.6315907,4,,,,POINT (2.6315907 39.5756046)
302769065,39.5763442,2.6323777,4,,,,POINT (2.6323777 39.5763442)
302769066,39.5769201,2.6330038,4,,,,POINT (2.6330038 39.5769201)
302769191,39.5831149,2.6529764,4,,,,POINT (2.6529764 39.5831149)
302769194,39.5767994,2.6532247,3,,,,POINT (2.6532247 39.5767994)
302769195,39.5789374,2.6549922,4,,,,POINT (2.6549922 39.5789374)
302769196,39.5796513,2.6554615,4,,,,POINT (2.6554615 39.5796513)
302769197,39.5803716,2.6558952,3,,,,POINT (2.6558952 39.5803716)
302769198,39.5792822,2.6523404,4,,,,POINT (2.6523404 39.5792822)
302769199,39.5787763,2.6538009,4,,,,POINT (2.6538009 39.5787763)
302769200,39.5784903,2.6546256,3,,,,POINT (2.6546256 39.5784903)
302769201,39.5791424,2.6527436,3,,,,POINT (2.6527436 39.5791424)
302769202,39.5799173,2.6532539,4,,,,POINT (2.6532539 39.5799173)
302769203,39.5806193,2.6536961,4,,,,POINT (2.6536961 39.5806193)
302769204,39.5816155,2.6543224,4,,,,POINT (2.6543224 39.5816155)
302769206,39.582154,2.6527027,4,,,,POINT (2.6527027 39.582154)
302769210,39.5818527,2.6536093,4,,,,POINT (2.6536093 39.5818527)
302769211,39.5833862,2.6545121,4,,,,POINT (2.6545121 39.5833862)
302769212,39.5844841,2.6499,3,,,,POINT (2.6499 39.5844841)
302769213,39.582829,2.6502699,4,,,,POINT (2.6502699 39.582829)
302769214,39.5811838,2.6506324,4,,,,POINT (2.6506324 39.5811838)
302769215,39.5796524,2.6514411,3,,,,POINT (2.6514411 39.5796524)
302769218,39.583375,2.6466484,4,,,,POINT (2.6466484 39.583375)
302769219,39.5840284,2.650014,4,,,,POINT (2.650014 39.5840284)
302769220,39.5843294,2.6515534,4,traffic_signals,,,POINT (2.6515534 39.5843294)
302769221,39.585191,2.647433,4,,,,POINT (2.647433 39.585191)
302769222,39.5835873,2.6477465,4,,,,POINT (2.6477465 39.5835873)
302769223,39.5806249,2.64832,3,,,,POINT (2.64832 39.5806249)
302769225,39.5797764,2.6479881,3,,,,POINT (2.6479881 39.5797764)
302769227,39.5806349,2.6509217,4,,,,POINT (2.6509217 39.5806349)
302769228,39.5810876,2.6524972,3,,,,POINT (2.6524972 39.5810876)
302769229,39.5792756,2.6484322,3,,,,POINT (2.6484322 39.5792756)
302769231,39.5801738,2.6511648,4,,,,POINT (2.6511648 39.5801738)
302769232,39.5806036,2.6524201,3,,,,POINT (2.6524201 39.5806036)
302769233,39.581182,2.6472923,3,,,,POINT (2.6472923 39.581182)
302769234,39.5813313,2.6481834,4,,,,POINT (2.6481834 39.5813313)
302769236,39.5817219,2.6505135,4,,,,POINT (2.6505135 39.5817219)
302769237,39.5820896,2.648036,4,,,,POINT (2.648036 39.5820896)
302769239,39.5822213,2.6504015,4,,,,POINT (2.6504015 39.5822213)
302769350,39.5704354,2.6301511,3,,,,POINT (2.6301511 39.5704354)
302769351,39.568929,2.6309214,3,,,,POINT (2.6309214 39.568929)
302769352,39.5699831,2.6298882,4,,,,POINT (2.6298882 39.5699831)
302769374,39.5706716,2.6368444,3,,,,POINT (2.6368444 39.5706716)
302769375,39.5713777,2.6338964,4,,,,POINT (2.6338964 39.5713777)
302769376,39.5714952,2.6334242,3,,,,POINT (2.6334242 39.5714952)
302769624,39.574276,2.6308036,3,,,,POINT (2.6308036 39.574276)
302769625,39.5746397,2.6311897,4,,,,POINT (2.6311897 39.5746397)
302769627,39.5753624,2.6319672,4,,,,POINT (2.6319672 39.5753624)
302769630,39.5759977,2.6326775,4,,,,POINT (2.6326775 39.5759977)
302769632,39.5766554,2.6334053,4,,,,POINT (2.6334053 39.5766554)
302769634,39.5743622,2.6315717,4,,,,POINT (2.6315717 39.5743622)
302769636,39.5751038,2.6323693,4,,,,POINT (2.6323693 39.5751038)
302769637,39.5756503,2.6329599,4,,,,POINT (2.6329599 39.5756503)
302769640,39.5764059,2.6337836,4,,,,POINT (2.6337836 39.5764059)
302769641,39.5770851,2.6345467,3,,,,POINT (2.6345467 39.5770851)
302769643,39.5737119,2.6316379,3,,,,POINT (2.6316379 39.5737119)
302769645,39.5748261,2.6328011,4,,,,POINT (2.6328011 39.5748261)
302769646,39.576113,2.6342278,3,,,,POINT (2.6342278 39.576113)
302770173,39.5607349,2.6067053,3,,,,POINT (2.6067053 39.5607349)
302770185,39.5579953,2.6149585,3,,,,POINT (2.6149585 39.5579953)
302770186,39.5578361,2.6161741,3,,,,POINT (2.6161741 39.5578361)
302770188,39.5573487,2.6167407,3,,,,POINT (2.6167407 39.5573487)
302770190,39.5556341,2.6190142,3,,,,POINT (2.6190142 39.5556341)
302770247,39.5600493,2.6268375,3,,,,POINT (2.6268375 39.5600493)
302770370,39.5553119,2.6157076,3,,,,POINT (2.6157076 39.5553119)
302770380,39.5546079,2.6199986,3,,,,POINT (2.6199986 39.5546079)
302770381,39.5546542,2.6179551,3,,,,POINT (2.6179551 39.5546542)
302770383,39.5560667,2.6156743,3,,,,POINT (2.6156743 39.5560667)
302770384,39.5549668,2.6162626,3,,,,POINT (2.6162626 39.5549668)
302770385,39.5553073,2.6166795,4,,,,POINT (2.6166795 39.5553073)
302770386,39.5563654,2.6179754,3,,,,POINT (2.6179754 39.5563654)
303938213,39.5674811,2.6509509,4,,,,POINT (2.6509509 39.5674811)
303938215,39.5671417,2.6506077,3,,,,POINT (2.6506077 39.5671417)
304642185,39.5793611,2.6381769,3,,,,POINT (2.6381769 39.5793611)
304642215,39.5818393,2.6380944,4,,,,POINT (2.6380944 39.5818393)
304642497,39.5797864,2.6358714,4,,,,POINT (2.6358714 39.5797864)
304642555,39.5850084,2.6348332,4,traffic_signals,,,POINT (2.6348332 39.5850084)
304642557,39.5834348,2.6370637,4,,,,POINT (2.6370637 39.5834348)
304642559,39.5805456,2.6389237,4,,,,POINT (2.6389237 39.5805456)
304642584,39.5840731,2.6379096,3,,,,POINT (2.6379096 39.5840731)
304642585,39.5820963,2.6353443,4,,,,POINT (2.6353443 39.5820963)
304642586,39.58088,2.6341804,3,,,,POINT (2.6341804 39.58088)
304642645,39.5806099,2.6311659,3,,,,POINT (2.6311659 39.5806099)
304642656,39.5819036,2.6286657,3,,,,POINT (2.6286657 39.5819036)
304642677,39.5791713,2.6331889,3,,,,POINT (2.6331889 39.5791713)
304642726,39.5810859,2.632057,3,,,,POINT (2.632057 39.5810859)
304642734,39.5797667,2.6338069,3,,,,POINT (2.6338069 39.5797667)
304642735,39.5805933,2.6346605,4,,,,POINT (2.6346605 39.5805933)
304642773,39.5818792,2.6302617,3,,,,POINT (2.6302617 39.5818792)
304642824,39.5801628,2.6342719,3,,,,POINT (2.6342719 39.5801628)
304643090,39.5833867,2.630967,3,,,,POINT (2.630967 39.5833867)
304643107,39.5855066,2.6396169,3,,,,POINT (2.6396169 39.5855066)
304643125,39.5869132,2.6323405,3,motorway_junction,7A,,POINT (2.6323405 39.5869132)
304643224,39.5882131,2.6351476,4,,,,POINT (2.6351476 39.5882131)
304643346,39.5844733,2.6355656,4,,,,POINT (2.6355656 39.5844733)
304643347,39.5831055,2.6339051,4,,,,POINT (2.6339051 39.5831055)
304643380,39.5814514,2.6332451,3,,,,POINT (2.6332451 39.5814514)
304643381,39.5827307,2.6344438,4,,,,POINT (2.6344438 39.5827307)
304643382,39.5840554,2.6361512,4,,,,POINT (2.6361512 39.5840554)
304643456,39.582403,2.6349089,4,,,,POINT (2.6349089 39.582403)
304643457,39.5837471,2.636603,3,,,,POINT (2.636603 39.5837471)
304643459,39.5817755,2.6357996,4,,,,POINT (2.6357996 39.5817755)
304643469,39.5829959,2.6373465,3,,,,POINT (2.6373465 39.5829959)
304643614,39.5824637,2.6332938,3,,,,POINT (2.6332938 39.5824637)
304643618,39.5820827,2.6338433,4,,,,POINT (2.6338433 39.5820827)
304643621,39.581802,2.6343429,4,,,,POINT (2.6343429 39.581802)
304643625,39.5815298,2.6348273,4,,,,POINT (2.6348273 39.5815298)
304643628,39.5812602,2.6353158,4,,,,POINT (2.6353158 39.5812602)
304643632,39.5807196,2.6362501,3,,,,POINT (2.6362501 39.5807196)
304643753,39.5799957,2.6355987,3,,,,POINT (2.6355987 39.5799957)
304643885,39.5821703,2.6378862,3,,,,POINT (2.6378862 39.5821703)
304643912,39.5811655,2.6366656,4,,,,POINT (2.6366656 39.5811655)
304643933,39.5803369,2.6352006,3,,,,POINT (2.6352006 39.5803369)
304643954,39.5809801,2.6357861,4,,,,POINT (2.6357861 39.5809801)
304643965,39.581472,2.6362304,4,,,,POINT (2.6362304 39.581472)
304643969,39.5825549,2.6376255,4,,,,POINT (2.6376255 39.5825549)
304643991,39.5829436,2.6386052,3,,,,POINT (2.6386052 39.5829436)
304644007,39.5837468,2.6346875,3,,,,POINT (2.6346875 39.5837468)
304644255,39.5833319,2.6352296,4,,,,POINT (2.6352296 39.5833319)
304644257,39.5830065,2.6356659,4,,,,POINT (2.6356659 39.5830065)
304644258,39.5826923,2.6361116,4,,,,POINT (2.6361116 39.5826923)
304644260,39.5823623,2.63655,4,,,,POINT (2.63655 39.5823623)
304644263,39.5816018,2.6371992,4,,,,POINT (2.6371992 39.5816018)
304644265,39.5813044,2.63745,4,,,,POINT (2.63745 39.5813044)
304644266,39.580251,2.6383418,4,,,,POINT (2.6383418 39.580251)
304644364,39.5781347,2.6404624,3,,,,POINT (2.6404624 39.5781347)
304644385,39.5790022,2.6392282,3,crossing,,,POINT (2.6392282 39.5790022)
304644445,39.5792049,2.6397643,4,,,,POINT (2.6397643 39.5792049)
304644503,39.5778638,2.6351703,4,,,,POINT (2.6351703 39.5778638)
304644505,39.5789715,2.6372541,4,,,,POINT (2.6372541 39.5789715)
304644886,39.5766168,2.6362441,3,,,,POINT (2.6362441 39.5766168)
304644890,39.5771982,2.6355487,3,,,,POINT (2.6355487 39.5771982)
304644917,39.5784642,2.6348097,3,,,,POINT (2.6348097 39.5784642)
304644938,39.5785281,2.6364383,4,,,,POINT (2.6364383 39.5785281)
304644939,39.5791083,2.6360842,3,,,,POINT (2.6360842 39.5791083)
304645034,39.5768183,2.6398055,4,,,,POINT (2.6398055 39.5768183)
304645035,39.5776763,2.6393093,3,,,,POINT (2.6393093 39.5776763)
304645073,39.5785119,2.632087,3,,,,POINT (2.632087 39.5785119)
304645780,39.5678142,2.6541549,3,,,,POINT (2.6541549 39.5678142)
304645985,39.5669839,2.6535523,3,,,,POINT (2.6535523 39.5669839)
304645988,39.5671566,2.6531495,3,,,,POINT (2.6531495 39.5671566)
304646081,39.5697944,2.6515895,3,,,,POINT (2.6515895 39.5697944)
304646082,39.5695614,2.6529223,3,,,,POINT (2.6529223 39.5695614)
304646309,39.5718593,2.655568,3,,,,POINT (2.655568 39.5718593)
304646796,39.5713447,2.6559384,3,,,,POINT (2.6559384 39.5713447)
304646799,39.5702826,2.6558971,4,,,,POINT (2.6558971 39.5702826)
304646931,39.5757699,2.6568715,4,,,,POINT (2.6568715 39.5757699)
304646933,39.5744442,2.6584049,4,,,,POINT (2.6584049 39.5744442)
304646937,39.5714808,2.6598748,3,,,,POINT (2.6598748 39.5714808)
304646982,39.5714554,2.658957,4,,,,POINT (2.658957 39.5714554)
304647006,39.5738922,2.6579378,5,,,,POINT (2.6579378 39.5738922)
304647007,39.5753844,2.6562008,4,,,,POINT (2.6562008 39.5753844)
304647469,39.5734052,2.6575206,4,,,,POINT (2.6575206 39.5734052)
304647478,39.5721747,2.6588977,4,,,,POINT (2.6588977 39.5721747)
304647480,39.5722528,2.6598054,4,,,,POINT (2.6598054 39.5722528)
304647482,39.5723554,2.6610942,4,,,,POINT (2.6610942 39.5723554)
304647483,39.5724738,2.6640261,4,,,,POINT (2.6640261 39.5724738)
304647485,39.5724989,2.6663041,4,,,,POINT (2.6663041 39.5724989)
304647487,39.5758779,2.6669223,4,,,,POINT (2.6669223 39.5758779)
304647490,39.5721229,2.6581503,4,,,,POINT (2.6581503 39.5721229)
304647491,39.5719902,2.6660353,3,,,,POINT (2.6660353 39.5719902)
304647492,39.571971,2.6672391,4,,,,POINT (2.6672391 39.571971)
304647495,39.5714386,2.6581703,3,,,,POINT (2.6581703 39.5714386)
304647499,39.5734244,2.6668556,8,,,,POINT (2.6668556 39.5734244)
304647501,39.5714014,2.6672134,3,,,,POINT (2.6672134 39.5714014)
304647514,39.5754828,2.6660377,4,,,,POINT (2.6660377 39.5754828)
304647525,39.57249,2.6672562,4,,,,POINT (2.6672562 39.57249)
304647545,39.5780894,2.6635479,3,,,,POINT (2.6635479 39.5780894)
304647592,39.5746702,2.6663831,4,,,,POINT (2.6663831 39.5746702)
