osmid,y,x,street_count,highway,ref,junction,railway,geometry
273463205,52.4554541,13.5049831,3,,,,,POINT (13.5049831 52.4554541)
273463367,52.4532639,13.5103792,3,,,,,POINT (13.5103792 52.4532639)
273463610,52.4527351,13.509407,1,turning_circle,,,,POINT (13.509407 52.4527351)
273463869,52.4521001,13.5104061,1,turning_circle,,,,POINT (13.5104061 52.4521001)
273463928,52.4511136,13.5123754,3,,,,,POINT (13.5123754 52.4511136)
273464102,52.4507587,13.5116191,3,,,,,POINT (13.5116191 52.4507587)
273464103,52.4504008,13.510593,3,,,,,POINT (13.510593 52.4504008)
273464150,52.4491586,13.5130846,4,,,,,POINT (13.5130846 52.4491586)
273465070,52.448034,13.5141197,3,,,,,POINT (13.5141197 52.448034)
273465074,52.4471626,13.511062,3,,,,,POINT (13.511062 52.4471626)
273465706,52.4517117,13.5116443,3,,,,,POINT (13.5116443 52.4517117)
273465859,52.4513165,13.5106445,1,,,,,POINT (13.5106445 52.4513165)
273470376,52.453875,13.506206,3,,,,,POINT (13.506206 52.453875)
273470395,52.4531408,13.5052293,1,,,,,POINT (13.5052293 52.4531408)
273470913,52.44776,13.505337,3,,,,,POINT (13.505337 52.44776)
273471165,52.4522793,13.5059474,4,,,,,POINT (13.5059474 52.4522793)
273471166,52.4527333,13.5058068,1,,,,,POINT (13.5058068 52.4527333)
273471314,52.4524814,13.5043219,1,,,,,POINT (13.5043219 52.4524814)
273471315,52.4519764,13.5044857,3,,,,,POINT (13.5044857 52.4519764)
273471320,52.4505713,13.5044312,3,,,,,POINT (13.5044312 52.4505713)
273471354,52.452097,13.5044474,3,,,,,POINT (13.5044474 52.452097)
273471358,52.4521614,13.5059846,4,,,,,POINT (13.5059846 52.4521614)
273471638,52.4520421,13.504463,3,,,,,POINT (13.504463 52.4520421)
273471869,52.4503283,13.5061777,3,,,,,POINT (13.5061777 52.4503283)
273473191,52.4627001,13.5128595,1,,,,,POINT (13.5128595 52.4627001)
273511818,52.5037439,13.3662456,3,,,,,POINT (13.3662456 52.5037439)
273806047,52.4219518,13.4692102,1,turning_circle,,,,POINT (13.4692102 52.4219518)
273816896,52.46108,13.337702,3,,,,,POINT (13.337702 52.46108)
273819711,52.461988,13.3392763,3,,,,,POINT (13.3392763 52.461988)
273953482,52.6186541,13.2364541,3,,,,,POINT (13.2364541 52.6186541)
273953511,52.6172372,13.2356686,3,,,,,POINT (13.2356686 52.6172372)
274107526,52.4761304,13.3630109,4,,,,,POINT (13.3630109 52.4761304)
274107527,52.474733,13.3615789,4,,,,,POINT (13.3615789 52.474733)
274107528,52.476663,13.3634564,3,,,,,POINT (13.3634564 52.476663)
274115813,52.4389271,13.1984916,3,,,,,POINT (13.1984916 52.4389271)
274227252,52.4567839,13.3593785,4,,,,,POINT (13.3593785 52.4567839)
274227272,52.456031,13.3619939,3,,,,,POINT (13.3619939 52.456031)
