y,x,street_count,highway,railway,ref,junction,geometry
41.8618251,12.6429535,4,,,,,POINT (12.6429535 41.8618251)
41.8600973,12.6434601,3,,,,,POINT (12.6434601 41.8600973)
41.8582837,12.6447179,4,,,,,POINT (12.6447179 41.8582837)
41.8606373,12.6433075,3,,,,,POINT (12.6433075 41.8606373)
41.8604387,12.642149,3,,,,,POINT (12.642149 41.8604387)
41.8602683,12.6444984,3,,,,,POINT (12.6444984 41.8602683)
41.8579174,12.6440526,3,,,,,POINT (12.6440526 41.8579174)
41.8571408,12.6424868,3,,,,,POINT (12.6424868 41.8571408)
41.8592417,12.6436548,4,,,,,POINT (12.6436548 41.8592417)
41.8591601,12.6426948,3,,,,,POINT (12.6426948 41.8591601)
41.8585867,12.6413561,3,,,,,POINT (12.6413561 41.8585867)
41.8586586,12.6400473,3,,,,,POINT (12.6400473 41.8586586)
41.8566399,12.641327,3,,,,,POINT (12.641327 41.8566399)
41.8569324,12.6424637,3,,,,,POINT (12.6424637 41.8569324)
41.856131,12.6404832,4,,,,,POINT (12.6404832 41.856131)
41.8554044,12.6391643,3,,,,,POINT (12.6391643 41.8554044)
41.8573891,12.6372413,1,,,,,POINT (12.6372413 41.8573891)
41.8571214,12.6375006,3,,,,,POINT (12.6375006 41.8571214)
41.8537717,12.6406703,1,,,,,POINT (12.6406703 41.8537717)
41.8585152,12.6365676,1,,,,,POINT (12.6365676 41.8585152)
41.8575494,12.6369423,1,,,,,POINT (12.6369423 41.8575494)
41.8582353,12.6439616,3,,,,,POINT (12.6439616 41.8582353)
41.85429,12.650679,3,,,,,POINT (12.650679 41.85429)
41.8565705,12.6556558,3,,,,,POINT (12.6556558 41.8565705)
41.8578542,12.6545317,3,,,,,POINT (12.6545317 41.8578542)
41.8553115,12.6567965,3,,,,,POINT (12.6567965 41.8553115)
41.8527484,12.657713,1,,,,,POINT (12.657713 41.8527484)
41.8631598,12.6514289,4,,,,,POINT (12.6514289 41.8631598)
41.863336,12.6509602,4,,,,,POINT (12.6509602 41.863336)
41.8623054,12.6513026,3,,,,,POINT (12.6513026 41.8623054)
41.861865,12.6518964,3,,,,,POINT (12.6518964 41.861865)
41.8630598,12.6533993,3,,,,,POINT (12.6533993 41.8630598)
41.8620038,12.6524914,3,,,,,POINT (12.6524914 41.8620038)
41.8626214,12.653333,3,,,,,POINT (12.653333 41.8626214)
41.8593334,12.6547466,3,,,,,POINT (12.6547466 41.8593334)
41.8587278,12.6554438,3,,,,,POINT (12.6554438 41.8587278)
41.8584104,12.6561318,3,,,,,POINT (12.6561318 41.8584104)
41.8556384,12.6583686,3,,,,,POINT (12.6583686 41.8556384)
41.8550416,12.658451,3,,,,,POINT (12.658451 41.8550416)
41.8552555,12.658674,3,,,,,POINT (12.658674 41.8552555)
41.8552371,12.6583561,3,,,,,POINT (12.6583561 41.8552371)
41.8547481,12.6592585,3,,,,,POINT (12.6592585 41.8547481)
41.8529565,12.6613391,4,,,,,POINT (12.6613391 41.8529565)
41.8569982,12.666805,4,,,,,POINT (12.666805 41.8569982)
41.8523885,12.6621108,3,,,,,POINT (12.6621108 41.8523885)
41.8528257,12.6453012,4,,,,,POINT (12.6453012 41.8528257)
41.8524485,12.6442873,3,,,,,POINT (12.6442873 41.8524485)
41.8540694,12.6469726,1,,,,,POINT (12.6469726 41.8540694)
41.8532706,12.644744,3,,,,,POINT (12.644744 41.8532706)
41.8544973,12.6464362,1,,,,,POINT (12.6464362 41.8544973)
41.8536684,12.6442726,3,,,,,POINT (12.6442726 41.8536684)
41.8549328,12.6458749,1,,,,,POINT (12.6458749 41.8549328)
41.8532995,12.643785,1,,,,,POINT (12.643785 41.8532995)
41.8547275,12.6429978,3,,,,,POINT (12.6429978 41.8547275)
41.8556445,12.6168183,3,,,,,POINT (12.6168183 41.8556445)
41.857273,12.597431,3,,,,,POINT (12.597431 41.857273)
41.8570431,12.5938485,3,,,,,POINT (12.5938485 41.8570431)
41.837411,12.6008898,4,,,,,POINT (12.6008898 41.837411)
41.8368567,12.6031036,3,,,,,POINT (12.6031036 41.8368567)
41.8359257,12.6029896,3,,,,,POINT (12.6029896 41.8359257)
41.8412092,12.6072851,4,,,,,POINT (12.6072851 41.8412092)
41.843381,12.6036022,4,,,,,POINT (12.6036022 41.843381)
41.8420793,12.6058155,3,,,,,POINT (12.6058155 41.8420793)
41.8429763,12.6067281,3,,,,,POINT (12.6067281 41.8429763)
41.8423665,12.6053043,3,,,,,POINT (12.6053043 41.8423665)
41.8430077,12.6059831,1,,,,,POINT (12.6059831 41.8430077)
41.8406146,12.6040408,3,,,,,POINT (12.6040408 41.8406146)
41.8393999,12.6034875,3,,,,,POINT (12.6034875 41.8393999)
41.8425737,12.5921453,3,,,,,POINT (12.5921453 41.8425737)
41.842107,12.6015745,1,,,,,POINT (12.6015745 41.842107)
41.8465632,12.5961963,3,,,,,POINT (12.5961963 41.8465632)
41.844189,12.5969795,3,,,,,POINT (12.5969795 41.844189)
41.8440295,12.5966186,1,,,,,POINT (12.5966186 41.8440295)
41.8445371,12.5977323,3,,,,,POINT (12.5977323 41.8445371)
41.8426122,12.5967882,3,,,,,POINT (12.5967882 41.8426122)
41.8435337,12.5985158,4,,,,,POINT (12.5985158 41.8435337)
41.8441746,12.5995478,3,,,,,POINT (12.5995478 41.8441746)
41.8473937,12.5970817,3,,,,,POINT (12.5970817 41.8473937)
41.8440258,12.5993099,3,,,,,POINT (12.5993099 41.8440258)
41.8421809,12.6005404,4,,,,,POINT (12.6005404 41.8421809)
41.8403359,12.600225,3,,,,,POINT (12.600225 41.8403359)
41.8407514,12.5987403,3,,,,,POINT (12.5987403 41.8407514)
41.8417708,12.5992438,1,,,,,POINT (12.5992438 41.8417708)
41.8391561,12.5947675,3,,,,,POINT (12.5947675 41.8391561)
41.8403431,12.5953429,4,,,,,POINT (12.5953429 41.8403431)
41.8415465,12.5958952,3,,,,,POINT (12.5958952 41.8415465)
41.8382432,12.6041507,3,,,,,POINT (12.6041507 41.8382432)
41.8386683,12.6033882,3,,,,,POINT (12.6033882 41.8386683)
41.8392367,12.6052091,4,,,,,POINT (12.6052091 41.8392367)
41.8400578,12.6037791,3,,,,,POINT (12.6037791 41.8400578)
41.8402252,12.6062336,3,,,,,POINT (12.6062336 41.8402252)
41.8414822,12.6040133,3,,,,,POINT (12.6040133 41.8414822)
41.8410306,12.6024987,4,,,,,POINT (12.6024987 41.8410306)
41.8413512,12.6012878,1,,,,,POINT (12.6012878 41.8413512)
41.8378984,12.6074852,3,,,,,POINT (12.6074852 41.8378984)
41.8398108,12.6058078,3,,,,,POINT (12.6058078 41.8398108)
41.8384716,12.6080695,5,,,,,POINT (12.6080695 41.8384716)
41.8358421,12.6033908,3,,,,,POINT (12.6033908 41.8358421)
41.8379117,12.6038084,3,,,,,POINT (12.6038084 41.8379117)
41.8375531,12.6034046,3,,,,,POINT (12.6034046 41.8375531)
41.8371725,12.6039193,4,,,,,POINT (12.6039193 41.8371725)
41.8361442,12.605661,3,,,,,POINT (12.605661 41.8361442)
41.8357397,12.6022801,4,,,,,POINT (12.6022801 41.8357397)
41.8347442,12.6065581,3,,,,,POINT (12.6065581 41.8347442)
41.8352981,12.6039614,3,,,,,POINT (12.6039614 41.8352981)
41.8350643,12.6044292,3,,,,,POINT (12.6044292 41.8350643)
41.8350699,12.6017037,3,,,,,POINT (12.6017037 41.8350699)
41.8335237,12.6033796,3,,,,,POINT (12.6033796 41.8335237)
41.8345872,12.6012639,4,,,,,POINT (12.6012639 41.8345872)
41.8319864,12.6027781,3,,,,,POINT (12.6027781 41.8319864)
41.8323103,12.6013068,3,,,,,POINT (12.6013068 41.8323103)
41.8334632,12.6011898,3,,,,,POINT (12.6011898 41.8334632)
41.8324651,12.6032088,3,,,,,POINT (12.6032088 41.8324651)
41.8337977,12.6005598,3,,,,,POINT (12.6005598 41.8337977)
41.8327822,12.6034942,3,,,,,POINT (12.6034942 41.8327822)
41.8351394,12.5992915,3,,,,,POINT (12.5992915 41.8351394)
41.8365752,12.6004534,3,,,,,POINT (12.6004534 41.8365752)
41.8347658,12.6005275,3,,,,,POINT (12.6005275 41.8347658)
41.8361227,12.60169,3,,,,,POINT (12.60169 41.8361227)
41.8345895,12.599875,1,,,,,POINT (12.599875 41.8345895)
41.8337533,12.6005188,3,,,,,POINT (12.6005188 41.8337533)
41.8343593,12.599257,1,,,,,POINT (12.599257 41.8343593)
41.8333566,12.6001729,3,,,,,POINT (12.6001729 41.8333566)
41.8339436,12.5989566,1,,,,,POINT (12.5989566 41.8339436)
41.8329803,12.59984,3,,,,,POINT (12.59984 41.8329803)
41.8335791,12.598579,1,,,,,POINT (12.598579 41.8335791)
41.8320221,12.6005865,1,,,,,POINT (12.6005865 41.8320221)
41.8325821,12.599471,4,,,,,POINT (12.599471 41.8325821)
41.8330563,12.5985101,3,,,,,POINT (12.5985101 41.8330563)
41.8308746,12.5979675,3,,,,,POINT (12.5979675 41.8308746)
41.8321903,12.5977442,3,,,,,POINT (12.5977442 41.8321903)
41.8319816,12.5981857,1,,,,,POINT (12.5981857 41.8319816)
41.8321009,12.6004311,3,,,,,POINT (12.6004311 41.8321009)
41.8296992,12.5983053,3,,,,,POINT (12.5983053 41.8296992)
41.835892,12.597717,1,,,,,POINT (12.597717 41.835892)
41.8309755,12.6188007,3,,,,,POINT (12.6188007 41.8309755)
41.8313497,12.6183853,3,,,,,POINT (12.6183853 41.8313497)
41.8299921,12.6198929,3,,,,,POINT (12.6198929 41.8299921)
41.8317661,12.6178219,3,,,,,POINT (12.6178219 41.8317661)
41.8303131,12.6202621,3,,,,,POINT (12.6202621 41.8303131)
41.8276774,12.6238723,3,,,,,POINT (12.6238723 41.8276774)
41.8281992,12.6230704,3,,,,,POINT (12.6230704 41.8281992)
41.8289102,12.6214414,4,,,,,POINT (12.6214414 41.8289102)
41.8286444,12.6221542,3,,,,,POINT (12.6221542 41.8286444)
41.8319522,12.616988,3,,,,,POINT (12.616988 41.8319522)
41.833584,12.6086807,3,,,,,POINT (12.6086807 41.833584)
41.8335072,12.6162095,3,,,,,POINT (12.6162095 41.8335072)
41.8321948,12.6157756,3,,,,,POINT (12.6157756 41.8321948)
41.8322638,12.6153829,3,,,,,POINT (12.6153829 41.8322638)
41.8332804,12.6157211,1,,,,,POINT (12.6157211 41.8332804)
41.8333891,12.6169223,3,,,,,POINT (12.6169223 41.8333891)
41.8337932,12.6170938,1,,,,,POINT (12.6170938 41.8337932)
41.8315775,12.6182546,3,,,,,POINT (12.6182546 41.8315775)
41.8328897,12.6193276,1,,,,,POINT (12.6193276 41.8328897)
41.8314545,12.6185257,3,,,,,POINT (12.6185257 41.8314545)
41.8327924,12.6195871,1,,,,,POINT (12.6195871 41.8327924)
41.8344387,12.6199085,3,,,,,POINT (12.6199085 41.8344387)
41.8311169,12.6225772,1,,,,,POINT (12.6225772 41.8311169)
41.8300936,12.6222425,1,,,,,POINT (12.6222425 41.8300936)
41.8272547,12.625665,3,,,,,POINT (12.625665 41.8272547)
41.836913,12.6283275,4,,,,,POINT (12.6283275 41.836913)
41.8363324,12.6273667,3,,,,,POINT (12.6273667 41.8363324)
41.8351154,12.6286998,3,,,,,POINT (12.6286998 41.8351154)
41.835721,12.6296531,4,,,,,POINT (12.6296531 41.835721)
41.8356898,12.6278418,3,,,,,POINT (12.6278418 41.8356898)
41.8363727,12.6289236,4,,,,,POINT (12.6289236 41.8363727)
41.8351424,12.630288,4,,,,,POINT (12.630288 41.8351424)
41.8339402,12.6302621,3,,,,,POINT (12.6302621 41.8339402)
41.8346043,12.6308775,4,,,,,POINT (12.6308775 41.8346043)
41.8590306,12.6164506,4,,,,,POINT (12.6164506 41.8590306)
41.8593055,12.6207233,1,,,,,POINT (12.6207233 41.8593055)
41.862906,12.6194427,3,,,,,POINT (12.6194427 41.862906)
41.8628147,12.6192867,3,,,,,POINT (12.6192867 41.8628147)
41.8616858,12.6253655,1,,,,,POINT (12.6253655 41.8616858)
41.8561883,12.652983,3,,,,,POINT (12.652983 41.8561883)
41.8572669,12.6550467,3,,,,,POINT (12.6550467 41.8572669)
41.8554275,12.6514681,3,,,,,POINT (12.6514681 41.8554275)
41.8566377,12.6526016,3,,,,,POINT (12.6526016 41.8566377)
41.8550704,12.6519396,4,,,,,POINT (12.6519396 41.8550704)
41.8530024,12.654383,3,,,,,POINT (12.654383 41.8530024)
41.8528873,12.6554679,3,,,,,POINT (12.6554679 41.8528873)
41.8559196,12.656249,3,,,,,POINT (12.656249 41.8559196)
41.8542427,12.652959,3,,,,,POINT (12.652959 41.8542427)
41.8537091,12.6536151,3,,,,,POINT (12.6536151 41.8537091)
41.8550546,12.6578623,3,,,,,POINT (12.6578623 41.8550546)
41.8547158,12.6573448,4,,,,,POINT (12.6573448 41.8547158)
41.8537274,12.6553176,3,,,,,POINT (12.6553176 41.8537274)
41.8534484,12.6539438,3,,,,,POINT (12.6539438 41.8534484)
41.8538506,12.657694,3,,,,,POINT (12.657694 41.8538506)
41.8533965,12.6540037,3,,,,,POINT (12.6540037 41.8533965)
41.8526145,12.655725,1,,,,,POINT (12.655725 41.8526145)
41.8536933,12.6547391,3,,,,,POINT (12.6547391 41.8536933)
41.8526948,12.6563353,1,,,,,POINT (12.6563353 41.8526948)
41.8537707,12.6562347,3,,,,,POINT (12.6562347 41.8537707)
41.8527352,12.6568749,1,,,,,POINT (12.6568749 41.8527352)
41.8537987,12.6567955,3,,,,,POINT (12.6567955 41.8537987)
41.8546346,12.6511654,3,,,,,POINT (12.6511654 41.8546346)
41.8532794,12.652824,1,,,,,POINT (12.652824 41.8532794)
41.8535403,12.6525157,3,,,,,POINT (12.6525157 41.8535403)
41.8537913,12.6506387,3,,,,,POINT (12.6506387 41.8537913)
41.8526019,12.6509043,3,,,,,POINT (12.6509043 41.8526019)
41.8528218,12.6518456,3,,,,,POINT (12.6518456 41.8528218)
41.8546726,12.6538124,3,,,,,POINT (12.6538124 41.8546726)
41.8554822,12.6531136,3,,,,,POINT (12.6531136 41.8554822)
41.8518402,12.6525172,3,,,,,POINT (12.6525172 41.8518402)
41.8428842,12.6617691,3,,,,,POINT (12.6617691 41.8428842)
41.8512966,12.653074,3,,,,,POINT (12.653074 41.8512966)
41.8507014,12.6536234,3,,,,,POINT (12.6536234 41.8507014)
41.8502115,12.6540726,3,,,,,POINT (12.6540726 41.8502115)
41.8492858,12.6522916,1,,,,,POINT (12.6522916 41.8492858)
41.8509048,12.6534379,3,,,,,POINT (12.6534379 41.8509048)
41.851547,12.6547262,1,turning_circle,,,,POINT (12.6547262 41.851547)
41.8501022,12.6541782,3,,,,,POINT (12.6541782 41.8501022)
41.8508939,12.6556693,1,,,,,POINT (12.6556693 41.8508939)
41.8493596,12.6557791,3,,,,,POINT (12.6557791 41.8493596)
41.8484127,12.6539664,1,,,,,POINT (12.6539664 41.8484127)
41.8495757,12.6555669,3,,,,,POINT (12.6555669 41.8495757)
41.8500221,12.6564688,1,,,,,POINT (12.6564688 41.8500221)
41.8469415,12.6580107,3,,,,,POINT (12.6580107 41.8469415)
41.8448584,12.6599559,3,,,,,POINT (12.6599559 41.8448584)
41.8460119,12.6622218,3,,,,,POINT (12.6622218 41.8460119)
41.8465726,12.6616645,1,,,,,POINT (12.6616645 41.8465726)
41.8553773,12.664618,4,,,,,POINT (12.664618 41.8553773)
41.8604632,12.6678058,3,,,,,POINT (12.6678058 41.8604632)
41.8606423,12.6684379,3,,,,,POINT (12.6684379 41.8606423)
41.8586073,12.6647089,3,,,,,POINT (12.6647089 41.8586073)
41.8524362,12.6728809,3,traffic_signals,,,,POINT (12.6728809 41.8524362)
41.8542648,12.6747716,3,,,,,POINT (12.6747716 41.8542648)
41.8586128,12.6689865,4,,,,,POINT (12.6689865 41.8586128)
41.8610618,12.6660579,3,,,,,POINT (12.6660579 41.8610618)
41.8609688,12.6616821,3,,,,,POINT (12.6616821 41.8609688)
41.8633058,12.6615543,3,,,,,POINT (12.6615543 41.8633058)
41.8619522,12.6650226,3,,,,,POINT (12.6650226 41.8619522)
41.8618731,12.6616343,4,,,,,POINT (12.6616343 41.8618731)
41.8643519,12.655658,3,,,,,POINT (12.655658 41.8643519)
41.8603754,12.6597505,1,,,,,POINT (12.6597505 41.8603754)
41.8618123,12.6588249,3,,,,,POINT (12.6588249 41.8618123)
41.8632135,12.6569277,3,,,,,POINT (12.6569277 41.8632135)
41.8626554,12.6641952,3,,,,,POINT (12.6641952 41.8626554)
41.862584,12.6615901,4,,,,,POINT (12.6615901 41.862584)
41.8624929,12.6578834,3,,,,,POINT (12.6578834 41.8624929)
41.8616027,12.6554847,3,,,,,POINT (12.6554847 41.8616027)
41.8603818,12.6564718,1,,,,,POINT (12.6564718 41.8603818)
41.8630259,12.6543393,1,,,,,POINT (12.6543393 41.8630259)
41.8607759,12.6689262,3,,,,,POINT (12.6689262 41.8607759)
41.8612457,12.6685269,3,,,,,POINT (12.6685269 41.8612457)
41.864145,12.6661556,3,,,,,POINT (12.6661556 41.864145)
41.8609841,12.6661616,3,,,,,POINT (12.6661616 41.8609841)
41.861835,12.6680197,3,,,,,POINT (12.6680197 41.861835)
41.8617821,12.6680651,3,,,,,POINT (12.6680651 41.8617821)
41.8626804,12.6700363,3,,,,,POINT (12.6700363 41.8626804)
41.8613951,12.6656781,3,,,,,POINT (12.6656781 41.8613951)
41.8623143,12.6676471,3,,,,,POINT (12.6676471 41.8623143)
41.8622155,12.6677269,3,,,,,POINT (12.6677269 41.8622155)
41.863172,12.6698484,3,,,,,POINT (12.6698484 41.863172)
41.8618337,12.665162,3,,,,,POINT (12.665162 41.8618337)
41.8628117,12.6672283,3,,,,,POINT (12.6672283 41.8628117)
41.8630139,12.6670763,3,,,,,POINT (12.6670763 41.8630139)
41.8640527,12.6693189,3,,,,,POINT (12.6693189 41.8640527)
41.8613916,12.672739,3,,,,,POINT (12.672739 41.8613916)
41.863888,12.6744739,3,,,,,POINT (12.6744739 41.863888)
41.858597,12.6812937,4,,,,,POINT (12.6812937 41.858597)
41.8624418,12.6853699,3,,,,,POINT (12.6853699 41.8624418)
41.8571896,12.6843895,3,,,,,POINT (12.6843895 41.8571896)
41.854454,12.6846833,3,,,,,POINT (12.6846833 41.854454)
41.8534697,12.684657,3,,,,,POINT (12.684657 41.8534697)
41.8526452,12.6847589,3,,,,,POINT (12.6847589 41.8526452)
41.8501515,12.6842704,4,,,,,POINT (12.6842704 41.8501515)
41.8352554,12.7074153,2,,,,,POINT (12.7074153 41.8352554)
41.833988,12.7075468,2,,,,,POINT (12.7075468 41.833988)
41.851,12.6974218,3,,,,,POINT (12.6974218 41.851)
41.8505579,12.6957308,3,,,,,POINT (12.6957308 41.8505579)
41.8509333,12.697494,3,,,,,POINT (12.697494 41.8509333)
41.8516384,12.7002496,3,,,,,POINT (12.7002496 41.8516384)
41.8531782,12.706256,1,,,,,POINT (12.706256 41.8531782)
41.864464,12.6981979,3,bus_stop,,76354,,POINT (12.6981979 41.864464)
41.8160164,12.5887221,4,,,,,POINT (12.5887221 41.8160164)
41.8620069,12.6735509,3,,,,,POINT (12.6735509 41.8620069)
41.8623773,12.6730466,3,,,,,POINT (12.6730466 41.8623773)
41.8621944,12.6740836,4,,,,,POINT (12.6740836 41.8621944)
41.8632333,12.6747727,3,,,,,POINT (12.6747727 41.8632333)
41.85988,12.6717154,3,,,,,POINT (12.6717154 41.85988)
41.8616974,12.6743787,3,,,,,POINT (12.6743787 41.8616974)
41.8617261,12.676795,3,,,,,POINT (12.676795 41.8617261)
41.860983,12.6745546,1,,,,,POINT (12.6745546 41.860983)
41.8612937,12.677466,3,,,,,POINT (12.677466 41.8612937)
41.8605022,12.6750429,1,,,,,POINT (12.6750429 41.8605022)
41.860879,12.6781037,3,,,,,POINT (12.6781037 41.860879)
41.8601873,12.6760872,1,,,,,POINT (12.6760872 41.8601873)
41.860487,12.6787325,3,,,,,POINT (12.6787325 41.860487)
41.8597164,12.6765396,1,,,,,POINT (12.6765396 41.8597164)
41.8602492,12.6790784,3,,,,,POINT (12.6790784 41.8602492)
41.8593791,12.6768598,3,,,,,POINT (12.6768598 41.8593791)
41.8576969,12.6746181,3,,,,,POINT (12.6746181 41.8576969)
41.8597383,12.6797739,3,,,,,POINT (12.6797739 41.8597383)
41.8571626,12.6752842,4,crossing,,,,POINT (12.6752842 41.8571626)
41.8594758,12.6722323,3,,,,,POINT (12.6722323 41.8594758)
41.861035,12.6743405,1,,,,,POINT (12.6743405 41.861035)
41.8590522,12.6727947,4,,,,,POINT (12.6727947 41.8590522)
41.8605214,12.6747489,1,,,,,POINT (12.6747489 41.8605214)
41.856825,12.6757443,3,,,,,POINT (12.6757443 41.856825)
41.8583928,12.6779261,1,,,,,POINT (12.6779261 41.8583928)
41.8564533,12.6762495,3,,,,,POINT (12.6762495 41.8564533)
41.8579552,12.6783297,1,,,,,POINT (12.6783297 41.8579552)
41.8548297,12.6740424,3,,,,,POINT (12.6740424 41.8548297)
41.855935,12.6756181,3,,,,,POINT (12.6756181 41.855935)
41.8552085,12.6735129,3,,,,,POINT (12.6735129 41.8552085)
41.8566014,12.6754147,3,,,,,POINT (12.6754147 41.8566014)
41.8556105,12.672977,4,,,,,POINT (12.672977 41.8556105)
41.855997,12.6724466,4,,,,,POINT (12.6724466 41.855997)
41.8576467,12.6746831,3,,,,,POINT (12.6746831 41.8576467)
41.8569999,12.6711177,4,,,,,POINT (12.6711177 41.8569999)
41.8586466,12.6733413,3,,,,,POINT (12.6733413 41.8586466)
41.857391,12.6706119,4,,,,,POINT (12.6706119 41.857391)
41.8583351,12.6737544,3,,,,,POINT (12.6737544 41.8583351)
41.8553866,12.6689458,3,,,,,POINT (12.6689458 41.8553866)
41.8557791,12.6684165,4,,,,,POINT (12.6684165 41.8557791)
41.8541825,12.6662173,3,,,,,POINT (12.6662173 41.8541825)
41.8578105,12.6700634,3,,,,,POINT (12.6700634 41.8578105)
41.857361,12.6694479,1,,,,,POINT (12.6694479 41.857361)
41.8563828,12.6676037,3,,,,,POINT (12.6676037 41.8563828)
41.857087,12.6685688,1,,,,,POINT (12.6685688 41.857087)
41.8565828,12.6673372,3,,,,,POINT (12.6673372 41.8565828)
41.8556618,12.666055,1,,,,,POINT (12.666055 41.8556618)
41.8561796,12.6678686,3,,,,,POINT (12.6678686 41.8561796)
41.8554806,12.6669305,1,,,,,POINT (12.6669305 41.8554806)
41.856149,12.6636416,3,,,,,POINT (12.6636416 41.856149)
41.8567408,12.6644521,1,,,,,POINT (12.6644521 41.8567408)
41.8582368,12.6684768,3,,,,,POINT (12.6684768 41.8582368)
41.8587645,12.6677671,1,,,,,POINT (12.6677671 41.8587645)
41.8544006,12.6702729,3,,,,,POINT (12.6702729 41.8544006)
41.8547886,12.6718791,1,,,,,POINT (12.6718791 41.8547886)
41.8551787,12.6735522,3,,,,,POINT (12.6735522 41.8551787)
41.8535782,12.6713526,3,,,,,POINT (12.6713526 41.8535782)
41.8547553,12.6741399,3,,,,,POINT (12.6741399 41.8547553)
41.8531355,12.6719446,3,,,,,POINT (12.6719446 41.8531355)
41.8552072,12.6760151,5,,,,,POINT (12.6760151 41.8552072)
41.8528546,12.678485,3,,,,,POINT (12.678485 41.8528546)
41.853308,12.6804765,3,,,,,POINT (12.6804765 41.853308)
41.8537191,12.6806061,3,,,,,POINT (12.6806061 41.8537191)
41.8545813,12.6826121,3,,,,,POINT (12.6826121 41.8545813)
41.8553939,12.682101,3,,,,,POINT (12.682101 41.8553939)
41.8548037,12.6797071,1,,,,,POINT (12.6797071 41.8548037)
41.8562378,12.6815592,3,,,,,POINT (12.6815592 41.8562378)
41.8553711,12.6808662,1,,,,,POINT (12.6808662 41.8553711)
41.8518322,12.6767823,3,,,,,POINT (12.6767823 41.8518322)
41.8537089,12.6775396,3,,,,,POINT (12.6775396 41.8537089)
41.8528736,12.6761105,3,,,,,POINT (12.6761105 41.8528736)
41.8542685,12.6769649,3,,,,,POINT (12.6769649 41.8542685)
41.8531421,12.6750602,1,,,,,POINT (12.6750602 41.8531421)
41.8530017,12.6721215,3,,,,,POINT (12.6721215 41.8530017)
41.8513814,12.6699392,3,,,,,POINT (12.6699392 41.8513814)
41.8517793,12.6694052,3,,,,,POINT (12.6694052 41.8517793)
41.8533869,12.6716082,3,,,,,POINT (12.6716082 41.8533869)
41.8521477,12.6689184,3,,,,,POINT (12.6689184 41.8521477)
41.8537678,12.6711175,3,,,,,POINT (12.6711175 41.8537678)
41.8525546,12.6683507,3,,,,,POINT (12.6683507 41.8525546)
41.8542018,12.6705373,3,,,,,POINT (12.6705373 41.8542018)
41.8517131,12.6724062,3,,,,,POINT (12.6724062 41.8517131)
41.8519879,12.6741709,3,,,,,POINT (12.6741709 41.8519879)
41.8494365,12.6822202,3,,,,,POINT (12.6822202 41.8494365)
41.8519651,12.6691456,3,,,,,POINT (12.6691456 41.8519651)
41.8502502,12.6668793,1,,,,,POINT (12.6668793 41.8502502)
41.8523051,12.6686818,3,,,,,POINT (12.6686818 41.8523051)
41.8507397,12.666576,1,,,,,POINT (12.666576 41.8507397)
41.8537085,12.6623378,4,,,,,POINT (12.6623378 41.8537085)
41.8550362,12.6622883,1,,,,,POINT (12.6622883 41.8550362)
41.8542363,12.6616511,3,,,,,POINT (12.6616511 41.8542363)
41.8550392,12.6627783,1,,,,,POINT (12.6627783 41.8550392)
41.8629686,12.6791159,3,,,,,POINT (12.6791159 41.8629686)
41.8626969,12.6819001,3,,,,,POINT (12.6819001 41.8626969)
41.8627926,12.6819032,3,,,,,POINT (12.6819032 41.8627926)
41.8627445,12.6813541,3,,,,,POINT (12.6813541 41.8627445)
41.8606601,12.6784752,3,,,,,POINT (12.6784752 41.8606601)
41.8624716,12.6818126,3,,,,,POINT (12.6818126 41.8624716)
41.8611239,12.6784932,1,,,,,POINT (12.6784932 41.8611239)
41.8628423,12.6803356,3,,,,,POINT (12.6803356 41.8628423)
41.8620946,12.6821882,3,,,,,POINT (12.6821882 41.8620946)
41.862729,12.6815366,3,,,,,POINT (12.6815366 41.862729)
41.8611408,12.6831758,4,,,,,POINT (12.6831758 41.8611408)
41.8596066,12.6848195,3,,,,,POINT (12.6848195 41.8596066)
41.8616973,12.6826083,3,,,,,POINT (12.6826083 41.8616973)
41.8605706,12.680738,1,,,,,POINT (12.680738 41.8605706)
41.8612924,12.6830064,3,,,,,POINT (12.6830064 41.8612924)
41.8626676,12.6822894,3,,,,,POINT (12.6822894 41.8626676)
41.8626175,12.6829608,1,,,,,POINT (12.6829608 41.8626175)
41.8627316,12.6830277,3,,,,,POINT (12.6830277 41.8627316)
41.8613949,12.6835556,3,,,,,POINT (12.6835556 41.8613949)
41.8612452,12.6841252,1,,,,,POINT (12.6841252 41.8612452)
41.861558,12.6838002,4,,,,,POINT (12.6838002 41.861558)
41.8619927,12.6833625,1,,,,,POINT (12.6833625 41.8619927)
41.8620479,12.6852308,3,,,,,POINT (12.6852308 41.8620479)
41.8621172,12.687189,3,,,,,POINT (12.687189 41.8621172)
41.8620278,12.6868723,3,,,,,POINT (12.6868723 41.8620278)
41.8616656,12.6852263,3,,,,,POINT (12.6852263 41.8616656)
41.8612262,12.6852095,3,,,,,POINT (12.6852095 41.8612262)
41.8534456,12.6905723,1,,,,,POINT (12.6905723 41.8534456)
41.8609968,12.6853834,3,,,,,POINT (12.6853834 41.8609968)
41.8617627,12.6874347,3,,,,,POINT (12.6874347 41.8617627)
41.8604897,12.6857309,3,,,,,POINT (12.6857309 41.8604897)
41.8612807,12.6877669,3,,,,,POINT (12.6877669 41.8612807)
41.8599645,12.6861066,3,,,,,POINT (12.6861066 41.8599645)
41.8607455,12.6881304,3,,,,,POINT (12.6881304 41.8607455)
