y,x,street_count,highway,railway,ref,junction,geometry
41.9120265,12.4687482,4,traffic_signals,,,,POINT (12.4687482 41.9120265)
41.9112578,12.469074,4,,,,,POINT (12.469074 41.9112578)
41.910595,12.4693752,4,,,,,POINT (12.4693752 41.910595)
41.919481,12.4665716,3,,,,,POINT (12.4665716 41.919481)
41.9211097,12.467713,3,,,,,POINT (12.467713 41.9211097)
41.9217046,12.4646599,3,,,,,POINT (12.4646599 41.9217046)
41.922204,12.4626699,3,,,,,POINT (12.4626699 41.922204)
41.9200232,12.4614512,3,,,,,POINT (12.4614512 41.9200232)
41.9222829,12.4624882,3,,,,,POINT (12.4624882 41.9222829)
41.9207785,12.4633908,3,,,,,POINT (12.4633908 41.9207785)
41.9209913,12.462603,3,,,,,POINT (12.462603 41.9209913)
41.9220395,12.4630875,3,,,,,POINT (12.4630875 41.9220395)
41.9208919,12.4629655,3,,,,,POINT (12.4629655 41.9208919)
41.9219289,12.4634728,3,,,,,POINT (12.4634728 41.9219289)
41.9197452,12.4610951,3,,,,,POINT (12.4610951 41.9197452)
41.9217183,12.4599033,3,,,,,POINT (12.4599033 41.9217183)
41.9217947,12.4600844,4,,,,,POINT (12.4600844 41.9217947)
41.9199949,12.4611676,3,,,,,POINT (12.4611676 41.9199949)
41.9171994,12.4586375,4,,,,,POINT (12.4586375 41.9171994)
41.9173447,12.4586537,4,,,,,POINT (12.4586537 41.9173447)
41.9183603,12.4587225,3,,,,,POINT (12.4587225 41.9183603)
41.9189371,12.4587609,5,,,,,POINT (12.4587609 41.9189371)
41.922733,12.4590109,3,,,,,POINT (12.4590109 41.922733)
41.9192778,12.458436,3,,,,,POINT (12.458436 41.9192778)
41.9209427,12.4585066,3,crossing,,,,POINT (12.4585066 41.9209427)
41.9141495,12.4645161,4,traffic_signals,,,,POINT (12.4645161 41.9141495)
41.914352,12.4651479,3,,,,,POINT (12.4651479 41.914352)
41.9147141,12.4641797,4,,,,,POINT (12.4641797 41.9147141)
41.9141945,12.4625996,3,,,,,POINT (12.4625996 41.9141945)
41.915215,12.4656231,4,,,,,POINT (12.4656231 41.915215)
41.9124106,12.4591573,3,,,,,POINT (12.4591573 41.9124106)
41.9142256,12.4668479,3,,,,,POINT (12.4668479 41.9142256)
41.91378,12.4654803,4,,,,,POINT (12.4654803 41.91378)
41.9135772,12.4648635,3,,,,,POINT (12.4648635 41.9135772)
41.9073857,12.4600229,4,,,,,POINT (12.4600229 41.9073857)
41.9138085,12.4554838,3,,,,,POINT (12.4554838 41.9138085)
41.9140801,12.4566127,3,,,,,POINT (12.4566127 41.9140801)
41.9134841,12.4515158,3,,,,,POINT (12.4515158 41.9134841)
41.9145662,12.4521843,3,,,,,POINT (12.4521843 41.9145662)
41.9138212,12.4527656,4,,,,,POINT (12.4527656 41.9138212)
41.9132015,12.4530322,3,,,,,POINT (12.4530322 41.9132015)
41.9091929,12.4486142,3,,,,,POINT (12.4486142 41.9091929)
41.9095271,12.4485709,4,,,,,POINT (12.4485709 41.9095271)
41.9096364,12.4489821,3,,,,,POINT (12.4489821 41.9096364)
41.9230577,12.4457868,3,,,,,POINT (12.4457868 41.9230577)
41.9211235,12.4454527,3,,,,,POINT (12.4454527 41.9211235)
41.9119231,12.443689,3,traffic_signals,,,,POINT (12.443689 41.9119231)
41.925891,12.4471917,3,,,,,POINT (12.4471917 41.925891)
41.9262532,12.4475015,3,traffic_signals,,,,POINT (12.4475015 41.9262532)
41.9239631,12.4480554,3,,,,,POINT (12.4480554 41.9239631)
41.9238666,12.4466098,4,,,,,POINT (12.4466098 41.9238666)
41.9236643,12.4480342,3,,,,,POINT (12.4480342 41.9236643)
41.9238177,12.4480422,3,,,,,POINT (12.4480422 41.9238177)
41.9235898,12.4459159,3,,,,,POINT (12.4459159 41.9235898)
41.9223694,12.4438467,4,,,,,POINT (12.4438467 41.9223694)
41.9360907,12.4407363,1,,,,,POINT (12.4407363 41.9360907)
41.9364538,12.4367655,3,,,,,POINT (12.4367655 41.9364538)
41.9359748,12.4360866,3,,,,,POINT (12.4360866 41.9359748)
41.9347818,12.4429728,3,,,,,POINT (12.4429728 41.9347818)
41.9350887,12.4434962,3,,,,,POINT (12.4434962 41.9350887)
41.9350004,12.4428887,3,,,,,POINT (12.4428887 41.9350004)
41.9346173,12.4430429,3,,,,,POINT (12.4430429 41.9346173)
41.934767,12.4435851,3,,,,,POINT (12.4435851 41.934767)
41.9364831,12.4431657,3,,,,,POINT (12.4431657 41.9364831)
41.9356428,12.4415673,3,,,,,POINT (12.4415673 41.9356428)
41.9347719,12.4423922,4,,,,,POINT (12.4423922 41.9347719)
41.9350944,12.4422416,3,,,,,POINT (12.4422416 41.9350944)
41.9342108,12.4419475,1,,,,,POINT (12.4419475 41.9342108)
41.9124645,12.4471552,2,,,,,POINT (12.4471552 41.9124645)
41.9151275,12.4484316,1,,,,,POINT (12.4484316 41.9151275)
41.9154612,12.449566,3,,,,,POINT (12.449566 41.9154612)
41.9137368,12.4436244,4,,,,,POINT (12.4436244 41.9137368)
41.9122921,12.4454513,3,,,,,POINT (12.4454513 41.9122921)
41.9163524,12.4498851,1,,,,,POINT (12.4498851 41.9163524)
41.9100955,12.4473968,4,traffic_signals,,,,POINT (12.4473968 41.9100955)
41.9144654,12.4505623,4,,,,,POINT (12.4505623 41.9144654)
41.9130842,12.4494684,3,,,,,POINT (12.4494684 41.9130842)
41.9109009,12.4456717,4,traffic_signals,,,,POINT (12.4456717 41.9109009)
41.9114304,12.4462457,3,,,,,POINT (12.4462457 41.9114304)
41.9116236,12.4484557,4,,,,,POINT (12.4484557 41.9116236)
41.9154201,12.450736,3,,,,,POINT (12.450736 41.9154201)
41.9146539,12.4520644,3,,,,,POINT (12.4520644 41.9146539)
41.9171669,12.4438717,3,,,,,POINT (12.4438717 41.9171669)
41.9154424,12.4459193,3,,,,,POINT (12.4459193 41.9154424)
41.9238396,12.4472606,3,,,,,POINT (12.4472606 41.9238396)
41.9237005,12.4472489,4,,,,,POINT (12.4472489 41.9237005)
41.9198315,12.446116,3,,,,,POINT (12.446116 41.9198315)
41.9173368,12.4427788,3,,,,,POINT (12.4427788 41.9173368)
41.901193,12.4453551,3,,,,,POINT (12.4453551 41.901193)
41.9002256,12.444374,3,,,,,POINT (12.444374 41.9002256)
41.8977649,12.4370369,3,,,,,POINT (12.4370369 41.8977649)
41.8973427,12.4354368,3,,,,,POINT (12.4354368 41.8973427)
41.8974019,12.4349724,3,,,,,POINT (12.4349724 41.8974019)
41.8985676,12.4294817,4,,,,,POINT (12.4294817 41.8985676)
41.8976118,12.436584,3,,,,,POINT (12.436584 41.8976118)
41.8968107,12.4370267,1,,,,,POINT (12.4370267 41.8968107)
41.8970844,12.4374196,1,,,,,POINT (12.4374196 41.8970844)
41.8978549,12.4372834,3,,,,,POINT (12.4372834 41.8978549)
41.8982238,12.4370756,3,,,,,POINT (12.4370756 41.8982238)
41.8983412,12.4374105,1,,,,,POINT (12.4374105 41.8983412)
41.9001572,12.4468021,3,,,,,POINT (12.4468021 41.9001572)
41.8833911,12.3771362,3,motorway_junction,,,,POINT (12.3771362 41.8833911)
41.8812487,12.3809624,3,motorway_junction,,1,,POINT (12.3809624 41.8812487)
41.885064,12.3828813,3,,,,,POINT (12.3828813 41.885064)
41.8873414,12.324883,4,,,,,POINT (12.324883 41.8873414)
41.9031685,12.2727553,3,,,,,POINT (12.2727553 41.9031685)
41.884915,12.3270378,3,,,,,POINT (12.3270378 41.884915)
41.8855406,12.3233011,3,,,,,POINT (12.3233011 41.8855406)
41.8857326,12.3294675,3,motorway_junction,,,,POINT (12.3294675 41.8857326)
41.9014785,12.2734963,3,motorway_junction,,,,POINT (12.2734963 41.9014785)
41.9029599,12.2735293,3,,,,,POINT (12.2735293 41.9029599)
41.9045037,12.2940741,3,,,,,POINT (12.2940741 41.9045037)
41.9032491,12.2840218,3,,,,,POINT (12.2840218 41.9032491)
41.8948765,12.2908899,3,,,,,POINT (12.2908899 41.8948765)
41.8679018,12.4931446,3,,,,,POINT (12.4931446 41.8679018)
41.8684909,12.4931493,4,,,,,POINT (12.4931493 41.8684909)
41.8685266,12.4944703,3,,,,,POINT (12.4944703 41.8685266)
41.8690144,12.4931325,4,,,,,POINT (12.4931325 41.8690144)
41.8676922,12.4965478,3,,,,,POINT (12.4965478 41.8676922)
41.9015209,12.5037255,3,,,,,POINT (12.5037255 41.9015209)
41.9048439,12.4992333,4,,,,,POINT (12.4992333 41.9048439)
41.9022002,12.4982165,3,,,,,POINT (12.4982165 41.9022002)
41.9191209,12.6096139,3,,,,,POINT (12.6096139 41.9191209)
41.9171891,12.6141254,3,motorway_junction,,14,,POINT (12.6141254 41.9171891)
41.9184459,12.6133074,3,,,,,POINT (12.6133074 41.9184459)
41.9170186,12.614049,3,,,,,POINT (12.614049 41.9170186)
41.9232058,12.6093556,3,,,,,POINT (12.6093556 41.9232058)
41.9235298,12.608885,3,motorway_junction,,14,,POINT (12.608885 41.9235298)
41.9030369,12.4595815,3,,,,,POINT (12.4595815 41.9030369)
41.9031479,12.4609418,3,,,,,POINT (12.4609418 41.9031479)
41.9032441,12.461992,4,,,,,POINT (12.461992 41.9032441)
41.9033144,12.4630908,5,,,,,POINT (12.4630908 41.9033144)
41.9038602,12.4639725,3,,,,,POINT (12.4639725 41.9038602)
41.9048597,12.463306,4,,,,,POINT (12.463306 41.9048597)
41.9041524,12.4631998,5,,,,,POINT (12.4631998 41.9041524)
41.9057351,12.4588706,3,,,,,POINT (12.4588706 41.9057351)
41.9034821,12.4586249,3,,,,,POINT (12.4586249 41.9034821)
41.9187856,12.4718342,4,,,,,POINT (12.4718342 41.9187856)
41.9316585,12.4595071,4,,,,,POINT (12.4595071 41.9316585)
41.930574,12.4623131,3,,,,,POINT (12.4623131 41.930574)
41.9394543,12.4873748,3,,,,,POINT (12.4873748 41.9394543)
41.9604379,12.5764679,3,,,,,POINT (12.5764679 41.9604379)
41.8875407,12.6138245,3,,,,,POINT (12.6138245 41.8875407)
41.8420355,12.5925967,3,motorway_junction,,21,,POINT (12.5925967 41.8420355)
41.8119494,12.5754206,3,,,,,POINT (12.5754206 41.8119494)
41.7945792,12.5167685,3,,,,,POINT (12.5167685 41.7945792)
41.7941886,12.50826,3,motorway_junction,,,,POINT (12.50826 41.7941886)
41.8935182,12.615402,3,motorway_junction,,16,,POINT (12.615402 41.8935182)
41.9219415,12.614155,3,,,,,POINT (12.614155 41.9219415)
41.9333386,12.6011647,3,motorway_junction,,13,,POINT (12.6011647 41.9333386)
41.9797914,12.5338721,3,motorway_junction,,10,,POINT (12.5338721 41.9797914)
41.9902552,12.5098928,3,,,,,POINT (12.5098928 41.9902552)
41.9899581,12.5008051,3,motorway_junction,,7,,POINT (12.5008051 41.9899581)
41.9865776,12.4957893,3,,,,,POINT (12.4957893 41.9865776)
41.9864974,12.479792,3,motorway_junction,,5,,POINT (12.479792 41.9864974)
41.9834537,12.4640547,3,,,,,POINT (12.4640547 41.9834537)
41.9715069,12.4146922,3,motorway_junction,,4,,POINT (12.4146922 41.9715069)
41.9575586,12.386071,3,,,,,POINT (12.386071 41.9575586)
41.9796448,12.4319112,3,,,,,POINT (12.4319112 41.9796448)
41.9829001,12.4632179,3,motorway_junction,,5,,POINT (12.4632179 41.9829001)
41.985587,12.4725207,3,,,,,POINT (12.4725207 41.985587)
41.9492277,12.4138929,3,,,,,POINT (12.4138929 41.9492277)
41.9399468,12.4234939,4,,,,,POINT (12.4234939 41.9399468)
41.9404766,12.420058,3,,,,,POINT (12.420058 41.9404766)
41.937578,12.4269407,4,,,,,POINT (12.4269407 41.937578)
41.914736,12.4225666,3,,,,,POINT (12.4225666 41.914736)
42.0576634,12.372648,3,motorway_junction,,,,POINT (12.372648 42.0576634)
41.6903546,12.4823425,3,,,,,POINT (12.4823425 41.6903546)
41.6901057,12.4824546,3,,,,,POINT (12.4824546 41.6901057)
41.6901533,12.4826994,3,,,,,POINT (12.4826994 41.6901533)
41.6917403,12.4834513,3,,,,,POINT (12.4834513 41.6917403)
41.8628743,12.4789821,4,,,,,POINT (12.4789821 41.8628743)
41.8623712,12.4814902,3,,,,,POINT (12.4814902 41.8623712)
41.8633739,12.4806217,3,,,,,POINT (12.4806217 41.8633739)
41.8648681,12.4808833,3,,,,,POINT (12.4808833 41.8648681)
41.8646288,12.4817245,1,,,,,POINT (12.4817245 41.8646288)
41.8601523,12.4784258,3,,,,,POINT (12.4784258 41.8601523)
41.8599405,12.4783987,3,,,,,POINT (12.4783987 41.8599405)
41.8605816,12.4802628,3,,,,,POINT (12.4802628 41.8605816)
41.8632699,12.4790533,3,,,,,POINT (12.4790533 41.8632699)
41.8567232,12.4773688,4,,,,,POINT (12.4773688 41.8567232)
41.8632944,12.4787842,3,,,,,POINT (12.4787842 41.8632944)
41.8757173,12.4809167,4,,,,,POINT (12.4809167 41.8757173)
42.0940956,12.3673623,3,motorway_junction,,,,POINT (12.3673623 42.0940956)
42.0803948,12.3733749,3,motorway_junction,,,,POINT (12.3733749 42.0803948)
42.0894313,12.372819,3,,,,,POINT (12.372819 42.0894313)
42.0958462,12.3674422,3,,,,,POINT (12.3674422 42.0958462)
41.9995284,12.452664,3,,,,,POINT (12.452664 41.9995284)
41.9914719,12.4684021,3,,,,,POINT (12.4684021 41.9914719)
41.989461,12.4692837,3,,,,,POINT (12.4692837 41.989461)
41.9838958,12.4674718,3,motorway_junction,,,,POINT (12.4674718 41.9838958)
41.9848172,12.4690189,3,,,,,POINT (12.4690189 41.9848172)
41.957381,12.4570152,5,,,,,POINT (12.4570152 41.957381)
41.9399809,12.4661822,3,,,,,POINT (12.4661822 41.9399809)
41.953916,12.4562473,3,,,,,POINT (12.4562473 41.953916)
41.9559578,12.4581687,2,,,,,POINT (12.4581687 41.9559578)
41.9571114,12.4576656,3,,,,,POINT (12.4576656 41.9571114)
41.9573779,12.457715,3,,,,,POINT (12.457715 41.9573779)
41.9563555,12.4588639,2,,,,,POINT (12.4588639 41.9563555)
41.9715763,12.4337242,3,traffic_signals,,,,POINT (12.4337242 41.9715763)
41.9735463,12.4293917,3,,,,,POINT (12.4293917 41.9735463)
41.9779124,12.4230413,3,,,,,POINT (12.4230413 41.9779124)
41.9823612,12.414687,4,,,,,POINT (12.414687 41.9823612)
41.9856053,12.4055877,3,,,,,POINT (12.4055877 41.9856053)
41.9909342,12.3974541,3,,,,,POINT (12.3974541 41.9909342)
41.9943364,12.3921703,3,,,,,POINT (12.3921703 41.9943364)
41.996663,12.3898202,3,,,,,POINT (12.3898202 41.996663)
41.9945376,12.3919362,3,,,,,POINT (12.3919362 41.9945376)
42.0078776,12.3795531,3,,,,,POINT (12.3795531 42.0078776)
42.0167567,12.3766472,3,,,,,POINT (12.3766472 42.0167567)
42.0178262,12.3766654,3,,,,,POINT (12.3766654 42.0178262)
42.0197805,12.3768617,3,,,,,POINT (12.3768617 42.0197805)
42.0522375,12.3745616,3,,,,,POINT (12.3745616 42.0522375)
42.0526269,12.3751339,3,,,,,POINT (12.3751339 42.0526269)
42.0531569,12.3768032,3,,,,,POINT (12.3768032 42.0531569)
42.0548852,12.3726468,4,,,,,POINT (12.3726468 42.0548852)
42.0543013,12.3727977,3,,,,,POINT (12.3727977 42.0543013)
42.0532385,12.3739526,3,,,,,POINT (12.3739526 42.0532385)
42.050885,12.3796215,3,,,,,POINT (12.3796215 42.050885)
42.0576582,12.3727493,3,,,,,POINT (12.3727493 42.0576582)
41.8513708,12.4773455,3,,,,,POINT (12.4773455 41.8513708)
41.84895,12.4783486,3,,,,,POINT (12.4783486 41.84895)
41.9854909,12.51843,3,,,,,POINT (12.51843 41.9854909)
41.9857398,12.5178838,3,,,,,POINT (12.5178838 41.9857398)
41.9860092,12.5172233,3,,,,,POINT (12.5172233 41.9860092)
41.9874955,12.5157117,3,motorway_junction,,9,,POINT (12.5157117 41.9874955)
41.9897741,12.5108235,3,motorway_junction,,8,,POINT (12.5108235 41.9897741)
41.9862521,12.5131535,3,,,,,POINT (12.5131535 41.9862521)
41.9860454,12.5184225,3,,,,,POINT (12.5184225 41.9860454)
41.9867411,12.5189765,3,,,,,POINT (12.5189765 41.9867411)
41.9872125,12.5188359,3,,,,,POINT (12.5188359 41.9872125)
41.9872232,12.5178491,3,,,,,POINT (12.5178491 41.9872232)
41.9864521,12.5171984,3,,,,,POINT (12.5171984 41.9864521)
41.9868529,12.517181,3,,,,,POINT (12.517181 41.9868529)
41.9025861,12.5577753,3,,,,,POINT (12.5577753 41.9025861)
41.9024595,12.5569894,3,,,,,POINT (12.5569894 41.9024595)
41.9032545,12.5569256,3,,,,,POINT (12.5569256 41.9032545)
41.9039254,12.5569325,3,traffic_signals,,,,POINT (12.5569325 41.9039254)
41.9039039,12.5575829,3,,,,,POINT (12.5575829 41.9039039)
41.9020347,12.557763,3,,,,,POINT (12.557763 41.9020347)
41.9038926,12.5618289,3,motorway_junction,,,,POINT (12.5618289 41.9038926)
41.8949389,12.5590194,4,,,,,POINT (12.5590194 41.8949389)
41.8909515,12.5409651,3,,,,,POINT (12.5409651 41.8909515)
41.8917919,12.5408926,3,,,,,POINT (12.5408926 41.8917919)
41.8902671,12.5345579,4,,,,,POINT (12.5345579 41.8902671)
41.8839944,12.3811693,3,,,,,POINT (12.3811693 41.8839944)
41.8845289,12.381188,3,motorway_junction,,1,,POINT (12.381188 41.8845289)
41.8887015,12.3813128,3,,,,,POINT (12.3813128 41.8887015)
41.8656815,12.3732202,4,,,,,POINT (12.3732202 41.8656815)
41.8656745,12.3728133,4,,,,,POINT (12.3728133 41.8656745)
41.9130242,12.3868175,3,,,,,POINT (12.3868175 41.9130242)
41.9127495,12.3851955,3,,,,,POINT (12.3851955 41.9127495)
41.8998101,12.5425976,3,motorway_junction,,,,POINT (12.5425976 41.8998101)
41.8905686,12.5419907,3,,,,,POINT (12.5419907 41.8905686)
41.8916014,12.5418884,3,,,,,POINT (12.5418884 41.8916014)
41.8908035,12.5397712,3,,,,,POINT (12.5397712 41.8908035)
41.8917838,12.5396135,3,,,,,POINT (12.5396135 41.8917838)
41.8922651,12.539546,3,,,,,POINT (12.539546 41.8922651)
41.8886858,12.5386813,4,,,,,POINT (12.5386813 41.8886858)
41.8906167,12.5386064,4,,,,,POINT (12.5386064 41.8906167)
41.8916683,12.5383633,3,,,,,POINT (12.5383633 41.8916683)
41.8923086,12.5381788,3,,,,,POINT (12.5381788 41.8923086)
41.8887769,12.5348422,4,,,,,POINT (12.5348422 41.8887769)
41.8903857,12.5364759,4,,,,,POINT (12.5364759 41.8903857)
41.8901558,12.5323958,4,,,,,POINT (12.5323958 41.8901558)
41.8903309,12.5356198,4,,,,,POINT (12.5356198 41.8903309)
41.8887286,12.5357546,3,,,,,POINT (12.5357546 41.8887286)
41.8887015,12.5366179,4,,,,,POINT (12.5366179 41.8887015)
41.8875294,12.5385771,4,traffic_signals,,,,POINT (12.5385771 41.8875294)
41.88771,12.5352492,4,,,,,POINT (12.5352492 41.88771)
41.8882506,12.5349426,3,,,,,POINT (12.5349426 41.8882506)
41.8877546,12.5349161,4,,,,,POINT (12.5349161 41.8877546)
41.8875496,12.5348991,3,,,,,POINT (12.5348991 41.8875496)
41.8873554,12.5385646,4,traffic_signals,,,,POINT (12.5385646 41.8873554)
41.8862217,12.5363991,3,,,,,POINT (12.5363991 41.8862217)
41.8860826,12.5363508,3,,,,,POINT (12.5363508 41.8860826)
41.8870403,12.5345735,3,,,,,POINT (12.5345735 41.8870403)
41.8871626,12.5328128,3,,,,,POINT (12.5328128 41.8871626)
41.8867319,12.5339538,3,,,,,POINT (12.5339538 41.8867319)
41.8881796,12.5297399,4,,,,,POINT (12.5297399 41.8881796)
41.8880267,12.5297772,3,,,,,POINT (12.5297772 41.8880267)
41.8877618,12.5315923,4,,,,,POINT (12.5315923 41.8877618)
41.8875607,12.5275254,3,,,,,POINT (12.5275254 41.8875607)
41.887326,12.5294666,3,,,,,POINT (12.5294666 41.887326)
41.8877164,12.5310105,3,,,,,POINT (12.5310105 41.8877164)
41.8870285,12.5307549,3,,,,,POINT (12.5307549 41.8870285)
41.8877719,12.5313493,3,,,,,POINT (12.5313493 41.8877719)
41.8866533,12.5317371,4,,,,,POINT (12.5317371 41.8866533)
41.8872051,12.5316556,4,,,,,POINT (12.5316556 41.8872051)
41.8871992,12.5323332,3,,,,,POINT (12.5323332 41.8871992)
41.891763,12.5306202,3,,,,,POINT (12.5306202 41.891763)
41.8922199,12.5341891,4,,,,,POINT (12.5341891 41.8922199)
41.8848955,12.5345435,3,,,,,POINT (12.5345435 41.8848955)
41.8847287,12.5351669,3,,,,,POINT (12.5351669 41.8847287)
41.8843019,12.5367182,3,,,,,POINT (12.5367182 41.8843019)
41.8853332,12.5333033,3,,,,,POINT (12.5333033 41.8853332)
41.8828527,12.534594,3,,,,,POINT (12.534594 41.8828527)
41.8864508,12.5358693,3,,,,,POINT (12.5358693 41.8864508)
41.888747,12.5270873,3,,,,,POINT (12.5270873 41.888747)
41.8897799,12.5236097,3,traffic_signals,,,,POINT (12.5236097 41.8897799)
41.8892795,12.5248084,1,,,,,POINT (12.5248084 41.8892795)
41.8890216,12.5256556,3,,,,,POINT (12.5256556 41.8890216)
41.8888366,12.5263616,4,,,,,POINT (12.5263616 41.8888366)
41.8915904,12.5298788,4,,,,,POINT (12.5298788 41.8915904)
41.8879505,12.5307043,4,,,,,POINT (12.5307043 41.8879505)
41.9151115,12.3836557,3,,,,,POINT (12.3836557 41.9151115)
41.9142232,12.3872271,3,,,,,POINT (12.3872271 41.9142232)
41.9915498,12.4684805,3,,,,,POINT (12.4684805 41.9915498)
41.9854684,12.4926925,3,,,,,POINT (12.4926925 41.9854684)
41.985653,12.4921242,3,,,,,POINT (12.4921242 41.985653)
41.985708,12.4929991,3,motorway_junction,,6,,POINT (12.4929991 41.985708)
41.9861067,12.4948916,3,,,,,POINT (12.4948916 41.9861067)
41.9896208,12.5057068,3,,,,,POINT (12.5057068 41.9896208)
41.9909539,12.5072877,3,,,,,POINT (12.5072877 41.9909539)
41.9910676,12.503974,3,motorway_junction,,7,,POINT (12.503974 41.9910676)
41.9915357,12.5031679,3,,,,,POINT (12.5031679 41.9915357)
41.9907053,12.5016374,3,,,,,POINT (12.5016374 41.9907053)
41.9913101,12.5041909,3,,,,,POINT (12.5041909 41.9913101)
41.9916473,12.5040653,3,,,,,POINT (12.5040653 41.9916473)
41.9918008,12.503805,3,,,,,POINT (12.503805 41.9918008)
41.9899094,12.506325,3,,,,,POINT (12.506325 41.9899094)
41.9899587,12.5063245,3,,,,,POINT (12.5063245 41.9899587)
41.9902218,12.5059716,3,,,,,POINT (12.5059716 41.9902218)
41.9901976,12.5056722,3,,,,,POINT (12.5056722 41.9901976)
41.9898764,12.5054666,3,,,,,POINT (12.5054666 41.9898764)
41.9896149,12.5060601,3,,,,,POINT (12.5060601 41.9896149)
41.9894095,12.5063605,3,,,,,POINT (12.5063605 41.9894095)
41.9886405,12.5065007,3,,,,,POINT (12.5065007 41.9886405)
41.9908123,12.5050324,3,,,,,POINT (12.5050324 41.9908123)
41.9038415,12.5622025,3,,,,,POINT (12.5622025 41.9038415)
41.98874,12.5112561,3,,,,,POINT (12.5112561 41.98874)
41.9891078,12.5122592,3,,,,,POINT (12.5122592 41.9891078)
41.9887679,12.5119532,3,motorway_junction,,,,POINT (12.5119532 41.9887679)
41.9895136,12.5122712,3,,,,,POINT (12.5122712 41.9895136)
41.9873685,12.5185147,3,,,,,POINT (12.5185147 41.9873685)
41.9868315,12.5196236,3,,,,,POINT (12.5196236 41.9868315)
41.9877259,12.5177368,3,,,,,POINT (12.5177368 41.9877259)
41.9880646,12.5170587,3,,,,,POINT (12.5170587 41.9880646)
41.9897033,12.5133205,3,,,,,POINT (12.5133205 41.9897033)
41.9594519,12.5780377,3,motorway_junction,,11,,POINT (12.5780377 41.9594519)
41.9581922,12.5796724,3,motorway_junction,,11,,POINT (12.5796724 41.9581922)
41.9571345,12.581106,3,,,,,POINT (12.581106 41.9571345)
41.9555869,12.5833337,3,,,,,POINT (12.5833337 41.9555869)
41.9559613,12.5831536,3,motorway_junction,,11,,POINT (12.5831536 41.9559613)
41.9572375,12.5817377,3,motorway_junction,,11,,POINT (12.5817377 41.9572375)
41.9575988,12.5812375,3,,,,,POINT (12.5812375 41.9575988)
41.9582221,12.5803851,3,motorway_junction,,11,,POINT (12.5803851 41.9582221)
41.9592161,12.5789737,3,,,,,POINT (12.5789737 41.9592161)
41.957625,12.5818422,3,,,,,POINT (12.5818422 41.957625)
41.9583544,12.5836769,4,,,,,POINT (12.5836769 41.9583544)
41.9577636,12.5821906,3,,,,,POINT (12.5821906 41.9577636)
41.9564513,12.5782932,3,,,,,POINT (12.5782932 41.9564513)
41.9580926,12.5816044,3,,,,,POINT (12.5816044 41.9580926)
41.958184,12.5820984,3,,,,,POINT (12.5820984 41.958184)
41.9589809,12.5817454,3,,,,,POINT (12.5817454 41.9589809)
41.9591747,12.580638,3,,,,,POINT (12.580638 41.9591747)
41.9318739,12.6025145,3,motorway_junction,,13,,POINT (12.6025145 41.9318739)
41.9328162,12.6023894,3,,,,,POINT (12.6023894 41.9328162)
41.9330466,12.6021877,3,,,,,POINT (12.6021877 41.9330466)
41.9330386,12.5992331,5,,,,,POINT (12.5992331 41.9330386)
41.9327392,12.6004982,3,,,,,POINT (12.6004982 41.9327392)
41.9338534,12.59999,3,,,,,POINT (12.59999 41.9338534)
41.9326835,12.6008605,3,,,,,POINT (12.6008605 41.9326835)
41.9325111,12.6018092,3,,,,,POINT (12.6018092 41.9325111)
41.9351568,12.5997161,3,motorway_junction,,13,,POINT (12.5997161 41.9351568)
41.934037,12.599819,3,,,,,POINT (12.599819 41.934037)
41.9342201,12.6004606,3,,,,,POINT (12.6004606 41.9342201)
41.9332203,12.6005141,3,,,,,POINT (12.6005141 41.9332203)
41.9236028,12.645427,3,,,,,POINT (12.645427 41.9236028)
41.9252318,12.6924397,3,,,,,POINT (12.6924397 41.9252318)
41.927435,12.7350351,3,,,,,POINT (12.7350351 41.927435)
41.8393089,12.593438,3,,,,,POINT (12.593438 41.8393089)
41.8379464,12.5916941,3,,,,,POINT (12.5916941 41.8379464)
41.8387589,12.5921136,3,,,,,POINT (12.5921136 41.8387589)
41.840156,12.5916205,3,,,,,POINT (12.5916205 41.840156)
41.8377017,12.5903306,3,,,,,POINT (12.5903306 41.8377017)
41.8378897,12.5916245,3,,,,,POINT (12.5916245 41.8378897)
41.8391618,12.5912701,3,,,,,POINT (12.5912701 41.8391618)
41.840818,12.5921507,3,,,,,POINT (12.5921507 41.840818)
41.8401745,12.5888763,3,,,,,POINT (12.5888763 41.8401745)
41.8478843,12.5763832,3,,,,,POINT (12.5763832 41.8478843)
41.8522987,12.5698382,4,traffic_signals,,,,POINT (12.5698382 41.8522987)
41.8553647,12.5651157,3,,,,,POINT (12.5651157 41.8553647)
41.8527874,12.5987465,3,,,,,POINT (12.5987465 41.8527874)
41.8884344,12.618051,3,,,,,POINT (12.618051 41.8884344)
41.8892244,12.616829,3,,,,,POINT (12.616829 41.8892244)
41.8877315,12.6142971,3,motorway_junction,,17,,POINT (12.6142971 41.8877315)
41.8909107,12.6152409,3,,,,,POINT (12.6152409 41.8909107)
41.8975292,12.6153704,3,,,,,POINT (12.6153704 41.8975292)
41.8953602,12.6149407,3,motorway_junction,,16,,POINT (12.6149407 41.8953602)
41.8107934,12.5741741,3,,,,,POINT (12.5741741 41.8107934)
41.820121,12.5789586,3,motorway_junction,,,,POINT (12.5789586 41.820121)
41.8218713,12.5805403,3,,,,,POINT (12.5805403 41.8218713)
41.8201939,12.5787931,3,,,,,POINT (12.5787931 41.8201939)
