osmid,highway,lanes,maxspeed,name,oneway,reversed,length,geometry,junction,width,bridge,tunnel,access,ref
32004409,trunk_link,,45,,True,False,74.66712534461402,"LINESTRING (2.2613491 48.8583048, 2.26119 48.8583708, 2.2611275 48.858397, 2.2611057 48.8584075, 2.2610816 48.8584243, 2.2610673 48.8584384, 2.2610526 48.8584543, 2.2610303 48.8584829, 2.2610149 48.8585057, 2.2610032 48.8585271, 2.2609954 48.8585424, 2.2609856 48.858568, 2.2609809 48.8585962, 2.2609786 48.858618, 2.260979 48.8586321, 2.2609809 48.8586488, 2.2609859 48.8586669, 2.2609939 48.8586883, 2.2610072 48.8587177, 2.2610857 48.8588564)",,,,,,
443995225,secondary,1,50,Route des Lacs à Passy,True,False,32.937961762377235,"LINESTRING (2.2613491 48.8583048, 2.2611472 48.8583389, 2.260908 48.8583621)",,,,,,
83077512,primary,3,50,Route de Suresnes,True,False,113.5124821985504,"LINESTRING (2.2332373 48.8656723, 2.2334985 48.8655192, 2.234193 48.8651074, 2.2342607 48.8650673, 2.2343936 48.8649915)",,,,,,
232312981,primary,3,50,Route de Suresnes,True,False,78.55445991252954,"LINESTRING (2.2343936 48.8649915, 2.2344819 48.8649467, 2.2345444 48.8649154, 2.2349401 48.8647026, 2.2350246 48.8646623, 2.2351112 48.8646354, 2.23527 48.8645909)",,,,,,
"[1047085857, 672747075, 819521009]",unclassified,,30,Route des Moulins,True,False,139.31258344298152,"LINESTRING (2.2343936 48.8649915, 2.2343051 48.864914, 2.2341594 48.8648039, 2.2340121 48.8647006, 2.2334034 48.8642573, 2.2331252 48.8640575)",,,,,,
432882860,primary,6,50,Route de Suresnes,False,True,50.48794017419951,"LINESTRING (2.23527 48.8645909, 2.2358214 48.8643178)",,,,,,
232312985,primary,3,50,Route de Suresnes,True,False,79.50153640484858,"LINESTRING (2.23527 48.8645909, 2.2351806 48.8646852, 2.235143 48.8647223, 2.2350871 48.864758, 2.2346502 48.8650014, 2.2345805 48.8650373, 2.2344937 48.865083)",,,,,,
1034983559,secondary_link,,30,Route de Sèvres à Neuilly,True,False,10.47492933892615,"LINESTRING (2.2390238 48.8634818, 2.2390171 48.8635759)",,,,,,
4409690,primary,2,30,Carrefour de Longchamp,True,False,27.832087684582454,"LINESTRING (2.2390238 48.8634818, 2.2391929 48.8634751, 2.2394038 48.8634807)",,,,,,
4409690,primary,2,30,Carrefour de Longchamp,True,False,22.807754631625386,"LINESTRING (2.2394038 48.8634807, 2.2396978 48.863549)",,,,,,
4430595,unclassified,,30,Carrefour de Longchamp,False,False,18.45785309301736,"LINESTRING (2.2394038 48.8634807, 2.2396446 48.8634311)",,,,,,
8410611,tertiary,,50,Route de Sèvres à Neuilly,True,False,19.082398421101253,"LINESTRING (2.2394038 48.8634807, 2.2394854 48.8636437)",,,,,,
8410612,unclassified,,30,Carrefour de Longchamp,True,False,11.165560651753884,"LINESTRING (2.2401307 48.8637116, 2.2400359 48.8637903)",,,,,,
232314288,unclassified,,30,Carrefour de Longchamp,False,True,22.238726233687807,"LINESTRING (2.2401307 48.8637116, 2.240148 48.863636, 2.2401746 48.8635137)",,,,,,
"[772938040, 232314291]",primary,2,50,Allée de Longchamp,True,False,33.89479442984178,"LINESTRING (2.2401307 48.8637116, 2.2402625 48.8637582, 2.2405268 48.8638694)",,,,,,
232314291,primary,2,50,Allée de Longchamp,True,False,68.29959533234009,"LINESTRING (2.2405268 48.8638694, 2.2410887 48.864095, 2.2413087 48.864204)",,,,,,
232314292,unclassified,,30,Route de la Grande Cascade,False,True,41.80533016021522,"LINESTRING (2.2405268 48.8638694, 2.2406657 48.8638557, 2.2410941 48.8638243)",,,,,,
"[946577832, 120726595, 191714990, 946577831]",secondary,2,30,Avenue Ledru-Rollin,False,False,168.5163063447404,"LINESTRING (2.3742867 48.8496144, 2.3741787 48.8495532, 2.3728871 48.8488278, 2.3728457 48.8488043, 2.3727288 48.8487379, 2.3726875 48.8487143, 2.3725949 48.848661, 2.3725375 48.8486286)",,,,,,
120726595,secondary,2,30,Avenue Ledru-Rollin,False,True,138.59172400236596,"LINESTRING (2.3742867 48.8496144, 2.3744107 48.8497101, 2.3748007 48.8500703, 2.3753918 48.8506031, 2.3754095 48.8506177)",,,,,,
1274578496,residential,,30,Rue de Charenton,True,False,61.76187461172413,"LINESTRING (2.3742867 48.8496144, 2.3743585 48.8495519, 2.3747124 48.8492269, 2.3747732 48.8491608)",,,,,,
"[4039905, 118764517, 946577845, 946577846]",residential,1,30,Rue Abel,True,False,128.48006290240718,"LINESTRING (2.3760085 48.84835, 2.375975 48.8483014, 2.3755576 48.8476959, 2.375476 48.8475218, 2.375438 48.847471, 2.3754134 48.8474446, 2.3753798 48.8474094, 2.375317 48.8473431, 2.375277 48.8473033)",,3.5,,,,
72076532,residential,,30,Rue de Charenton,True,False,128.4570696820871,"LINESTRING (2.3760085 48.84835, 2.3758601 48.8484333, 2.3757308 48.8485054, 2.3749472 48.8489844, 2.3748258 48.8490869, 2.3747732 48.8491608)",,,,,,
120726600,residential,1,30,Rue de Prague,True,False,79.51908750487449,"LINESTRING (2.3760085 48.84835, 2.3760375 48.8483896, 2.3760584 48.8484349, 2.3760467 48.8485065, 2.3760441 48.8485229, 2.3760303 48.8486074, 2.3759758 48.8489923, 2.3759668 48.8490558)",,,,,,
879803152,secondary,4,50,Boulevard Diderot,False,False,27.085924314869345,"LINESTRING (2.3789541 48.8464578, 2.3793191 48.8464983)",,,,,,
879803152,secondary,4,50,Boulevard Diderot,False,True,114.98742406891252,"LINESTRING (2.3789541 48.8464578, 2.3787166 48.8464291, 2.3780768 48.8463561, 2.3777948 48.8463238, 2.3777143 48.8463146, 2.3774063 48.8462793)",,,,,,
171904250,primary,2,30,Boulevard de Reuilly,False,False,346.0684094679325,"LINESTRING (2.3892225 48.8389898, 2.3893672 48.8390065, 2.3894107 48.8390115, 2.3894378 48.8390134, 2.3894729 48.8390158, 2.3897782 48.839041, 2.3901628 48.8390643, 2.3902008 48.8390637, 2.3902301 48.8390662, 2.3919875 48.8392117, 2.3920956 48.8392207, 2.3939146 48.8393713)",,,,,,
"[1023227826, 55490269]",primary,2,30,Boulevard de Bercy,False,True,79.69738207167495,"LINESTRING (2.3892225 48.8389898, 2.3891585 48.8389848, 2.3890734 48.8389658, 2.3889975 48.8389519, 2.388937 48.8389452, 2.3886734 48.8389267, 2.3885646 48.8389173, 2.3883735 48.8389113, 2.3881454 48.8389187)",,,,,,
"[120689566, 140033646]",tertiary,2,30,Rue de Charenton,True,False,276.52854693640245,"LINESTRING (2.3873751 48.8411563, 2.3873876 48.8411428, 2.3876246 48.8408866, 2.3876593 48.8408486, 2.3878906 48.8405943, 2.3881563 48.8403023, 2.3882091 48.8402413, 2.3888201 48.8395359, 2.3889658 48.8393108, 2.389068 48.8391648, 2.3891335 48.8390897, 2.3891684 48.8390533, 2.3892225 48.8389898)",,,,,,
4236169,residential,2,30,Rue Montgallet,True,False,44.400028048138346,"LINESTRING (2.3858998 48.8426521, 2.3858393 48.8426294, 2.3858118 48.8426166, 2.3855842 48.8425091, 2.3855557 48.8424956, 2.3854788 48.8424617, 2.3854014 48.8424248)",,,,,,
23899216,secondary,2,30,Avenue du Général Michel Bizot,False,False,232.2427895471961,"LINESTRING (2.4029174 48.8362214, 2.4028479 48.8361717, 2.4022714 48.8357466, 2.4008727 48.8347113, 2.4008067 48.8346619)",,,,,,
23899216,secondary,2,30,Avenue du Général Michel Bizot,False,True,67.90716225019577,"LINESTRING (2.4029174 48.8362214, 2.403002 48.8362817, 2.403361 48.8365388, 2.4034033 48.8365804, 2.4034875 48.8366973)",,,,,,
58451369,residential,1,30,Rue de Picpus,True,False,117.23497727994175,"LINESTRING (2.4029174 48.8362214, 2.4028622 48.836297, 2.4024069 48.8368843, 2.4023965 48.8368977, 2.4021719 48.8371542)",,,,,,
4040036,unclassified,2,30,,False,True,19.425058431581572,"LINESTRING (2.3720722 48.8365342, 2.3719032 48.8366689)",,,,,,
"[4039880, 846853920]",residential,,30,"['Rue George Balanchine', 'Rue Fernand Braudel']",True,False,156.02663068833675,"LINESTRING (2.3720722 48.8365342, 2.3721698 48.8364711, 2.372798 48.8359654, 2.3728435 48.8359294, 2.3727874 48.8358991, 2.3726927 48.8358478, 2.3722351 48.8355988, 2.3721229 48.835541)",,,,,,
368526537,primary,,30,Boulevard Vincent Auriol,True,False,160.80440908943788,"LINESTRING (2.3720722 48.8365342, 2.3721725 48.8365752, 2.3728243 48.8368665, 2.372948 48.8369221, 2.3730174 48.8369547, 2.3731204 48.837003, 2.3735174 48.8371987, 2.3736113 48.837245, 2.3738651 48.8373693)",,,,,,
4039608,residential,,30,Rue Raymond Aron,False,False,74.41766406163421,"LINESTRING (2.3739199 48.8348853, 2.3736662 48.8347474, 2.3734252 48.8346151, 2.3732527 48.8345209, 2.3731375 48.8344579)",,,,,,
4039608,residential,,30,Rue Raymond Aron,False,True,138.28553754317545,"LINESTRING (2.3739199 48.8348853, 2.3742334 48.8350566, 2.3748626 48.8354002, 2.3752458 48.8356099, 2.3753047 48.8356425, 2.3753743 48.8356791)",,,,,,
"[29022890, 4039474]",residential,,30,"['Rue Abel Gance', 'Rue Fernand Braudel']",False,True,132.0815995920888,"LINESTRING (2.3739199 48.8348853, 2.3738319 48.8349557, 2.373333 48.8353426, 2.3732738 48.8353526, 2.3732057 48.8353353, 2.372735 48.8350724, 2.3726215 48.8350144)",,,,,,
1103786190,residential,,30,Rue Émile Durkheim,True,False,60.146269557706326,"LINESTRING (2.3766261 48.8318033, 2.3765537 48.8317623, 2.3761473 48.8315475, 2.3760992 48.8315221, 2.3759836 48.8314663)",,,,,,
"[23645521, 563926514, 10228054]",primary,3,30,"['Pont de Bercy', 'Boulevard de Bercy']",True,False,195.72824554190765,"LINESTRING (2.3738651 48.8373693, 2.3740494 48.8374632, 2.375784 48.838422, 2.375842 48.8384538, 2.3759197 48.8384959)",,,yes,,,
"[4040097, 761662018]",primary,,30,Quai de la Gare,False,True,27.08544797566725,"LINESTRING (2.3738651 48.8373693, 2.3737628 48.8374625, 2.3736544 48.8375695)",,,,,,
"[674228072, 563926507, 1173696111, 4039825, 382862645]",primary,"['2', '4']",30,Quai de la Gare,False,False,218.2078251467612,"LINESTRING (2.3738651 48.8373693, 2.3739444 48.8372614, 2.3739989 48.8371983, 2.3740549 48.8371328, 2.3741219 48.8370417, 2.3742653 48.836863, 2.3743665 48.8367528, 2.3744261 48.8366883, 2.3747877 48.8363177, 2.374843 48.836247, 2.3749046 48.8361698, 2.3750971 48.8359627, 2.3752758 48.8357753, 2.3753743 48.8356791)",,,,,,
4039608,residential,,30,Rue Raymond Aron,False,False,138.28553754317542,"LINESTRING (2.3753743 48.8356791, 2.3753047 48.8356425, 2.3752458 48.8356099, 2.3748626 48.8354002, 2.3742334 48.8350566, 2.3739199 48.8348853)",,,,,,
"[382862644, 85076175]",primary,2,30,"['Quai de la Gare', 'Quai François Mauriac']",False,False,389.9125672015482,"LINESTRING (2.3753743 48.8356791, 2.3754509 48.8356159, 2.3754839 48.835589, 2.3755256 48.8355559, 2.3766781 48.8346415, 2.376795 48.8345474, 2.3768985 48.8344654, 2.3769342 48.834437, 2.3776764 48.8338475, 2.3786349 48.8330864, 2.3787715 48.8329781)",,,,,,
"[674228072, 563926507, 1173696111, 4039825, 382862645]",primary,"['2', '4']",30,Quai de la Gare,False,True,218.20782514676122,"LINESTRING (2.3753743 48.8356791, 2.3752758 48.8357753, 2.3750971 48.8359627, 2.3749046 48.8361698, 2.374843 48.836247, 2.3747877 48.8363177, 2.3744261 48.8366883, 2.3743665 48.8367528, 2.3742653 48.836863, 2.3741219 48.8370417, 2.3740549 48.8371328, 2.3739989 48.8371983, 2.3739444 48.8372614, 2.3738651 48.8373693)",,,,,,
4039841,tertiary_link,,30,,False,False,20.557068263169818,"LINESTRING (2.3759836 48.8314663, 2.3758627 48.831417, 2.3757348 48.8313818)",,,,,,
241210783,tertiary,2,30,Avenue de France,False,False,166.20525166250644,"LINESTRING (2.3759836 48.8314663, 2.3759179 48.8315449, 2.375888 48.8315768, 2.3753784 48.8321145, 2.3749077 48.8326058, 2.3747806 48.8327338)",,,,,,
4039184,residential,,30,Rue Pau Casals,True,False,4.53590842361922,"LINESTRING (2.377543 48.8310681, 2.3775029 48.8310992)",,,,,,
536749339,residential,,30,Rue Olivier Messiaen,False,False,8.512396974409512,"LINESTRING (2.377543 48.8310681, 2.3776075 48.8310044)",,,,,,
84593975,secondary,2,30,Rue Neuve Tolbiac,True,False,74.89255193443604,"LINESTRING (2.377543 48.8310681, 2.3774375 48.8310229, 2.376939 48.8307486, 2.3769048 48.830727, 2.3768712 48.8307083, 2.3767516 48.8306422)",,,,,,
"[29022890, 4039474]",residential,,30,"['Rue Abel Gance', 'Rue Fernand Braudel']",False,False,132.08159959208882,"LINESTRING (2.3726215 48.8350144, 2.372735 48.8350724, 2.3732057 48.8353353, 2.3732738 48.8353526, 2.373333 48.8353426, 2.3738319 48.8349557, 2.3739199 48.8348853)",,,,,,
27585929,tertiary,2,30,Avenue de France,False,False,72.49508446876986,"LINESTRING (2.3726215 48.8350144, 2.3727095 48.8349206, 2.3727439 48.8348834, 2.373041 48.8345619, 2.3730762 48.834524, 2.3731375 48.8344579)",,,,,,
"[1230462065, 583872427]",tertiary,2,30,Avenue de France,False,True,68.99679128779599,"LINESTRING (2.3726215 48.8350144, 2.3725513 48.83509, 2.3725179 48.8351256, 2.3721229 48.835541)",,,,,,
"[22795106, 22795107, 56065701]",secondary,"['3', '2']",30,Rue de Tolbiac,False,True,225.52483603673113,"LINESTRING (2.3765852 48.830483, 2.3764953 48.8304347, 2.3764608 48.8304159, 2.3758495 48.8300846, 2.3758185 48.8300666, 2.3757964 48.8300538, 2.3756773 48.8299845, 2.3756428 48.8299644, 2.3756286 48.8299561, 2.3755968 48.8299376, 2.3753496 48.8297938, 2.3753024 48.8297663, 2.37506 48.8296514, 2.37472 48.8294643, 2.3745747 48.8293844, 2.3742163 48.8291873)",,,yes,,,
454300573,secondary,2,30,Rue Neuve Tolbiac,True,False,21.79873038648949,"LINESTRING (2.3765852 48.830483, 2.376709 48.8304761, 2.3767695 48.8305039, 2.3767956 48.830516, 2.3768511 48.8305417)",,,,,,
"[1288447504, 77666665, 674229998]",tertiary,2,30,Avenue de France,True,False,183.8395289969622,"LINESTRING (2.3765852 48.830483, 2.3766993 48.8303631, 2.3769785 48.8300572, 2.3771123 48.8299243, 2.3771788 48.8298539, 2.3777723 48.8292511, 2.3778182 48.8292026, 2.3778414 48.8291785, 2.3778557 48.8291637, 2.3779328 48.8290881)",,,,,,
4039728,unclassified,,,Avenue de France,False,True,19.11540187309168,"LINESTRING (2.3729368 48.8343479, 2.373038 48.8344034, 2.3731375 48.8344579)",,,,,no,
674225998,primary,2,30,Boulevard Vincent Auriol,True,False,16.565899556178085,"LINESTRING (2.3713081 48.8361238, 2.3713643 48.8361514, 2.3714895 48.8362129)",,,,,,
4039841,tertiary_link,,30,,False,True,20.557068263169818,"LINESTRING (2.3757348 48.8313818, 2.3758627 48.831417, 2.3759836 48.8314663)",,,,,,
"[241210782, 690138591]",tertiary,2,30,Avenue de France,True,False,117.74854280493003,"LINESTRING (2.3757348 48.8313818, 2.3758317 48.831275, 2.3763658 48.8307121, 2.3764365 48.8306376, 2.3764575 48.8306178, 2.3764798 48.830595, 2.3765852 48.830483)",,,,,,
77666672,tertiary,,30,Rue des Grands Moulins,False,True,18.998379289200376,"LINESTRING (2.3785722 48.8284062, 2.3786731 48.8284487, 2.3786992 48.8284597, 2.3787908 48.8284983)",,,,,,
77666673,residential,2,30,Rue des Grands Moulins,False,False,68.20236049564694,"LINESTRING (2.3785722 48.8284062, 2.3784591 48.8283537, 2.3778999 48.8281227, 2.377856 48.8281037, 2.3777887 48.8280745)",,,,,,
4039615,tertiary,2,30,Avenue de France,True,False,87.56666320918872,"LINESTRING (2.3787908 48.8284983, 2.3787182 48.8285742, 2.3784123 48.8288992, 2.3782834 48.8290374, 2.3782442 48.8290771, 2.3781615 48.829168)",,,,,,
"[56065704, 1186424497]",residential,,30,Rue des Grands Moulins,False,True,91.08470961060515,"LINESTRING (2.3787908 48.8284983, 2.3789161 48.828551, 2.3797511 48.8289025, 2.3798391 48.8289396)",,,,,,
77666672,tertiary,,30,Rue des Grands Moulins,False,False,18.99837928920038,"LINESTRING (2.3787908 48.8284983, 2.3786992 48.8284597, 2.3786731 48.8284487, 2.3785722 48.8284062)",,,,,,
670272112,tertiary,2,30,Avenue de France,False,True,68.23145175161375,"LINESTRING (2.3787908 48.8284983, 2.3788799 48.8284098, 2.378897 48.8283915, 2.378919 48.8283679, 2.3792176 48.8280472, 2.3792864 48.8279787)",,,,,,
"[29064313, 4039565]",residential,,30,"['Rue des Cadets de la France Libre', 'Rue Thomas Mann']",True,False,161.18749070105858,"LINESTRING (2.3777887 48.8280745, 2.3777276 48.828128, 2.3776992 48.8281564, 2.3771593 48.8287287, 2.3771183 48.8287722, 2.377795 48.8290525, 2.3779328 48.8290881)",,,,,,
"[22795152, 22795154, 4039172, 1186868554]",residential,2,30,Rue des Grands Moulins,False,True,284.83904767495915,"LINESTRING (2.3777887 48.8280745, 2.3777044 48.828038, 2.3776799 48.8280274, 2.3772205 48.8278408, 2.3771483 48.8278136, 2.3771108 48.8277979, 2.3767773 48.8276761, 2.376698 48.8276471, 2.3764848 48.827591, 2.3756728 48.8274045, 2.3745123 48.8271468, 2.3744267 48.8271275, 2.3742215 48.827082)",,,yes,,,
77666673,residential,2,30,Rue des Grands Moulins,False,True,68.20236049564694,"LINESTRING (2.3777887 48.8280745, 2.377856 48.8281037, 2.3778999 48.8281227, 2.3784591 48.8283537, 2.3785722 48.8284062)",,,,,,
23920013,tertiary,2,30,Avenue de France,True,False,89.11559578933681,"LINESTRING (2.3779328 48.8290881, 2.3780316 48.8289896, 2.3782002 48.8288074, 2.3784687 48.8285209, 2.3784909 48.828497, 2.3785013 48.828485, 2.3785722 48.8284062)",,,,,,
85145855,residential,,30,Rue Thomas Mann,False,False,19.02256520443495,"LINESTRING (2.3779328 48.8290881, 2.3780444 48.8291188, 2.3780661 48.8291279, 2.3781615 48.829168)",,,,,,
85145847,tertiary,2,30,Avenue de France,True,False,67.34988735703743,"LINESTRING (2.3781615 48.829168, 2.3780743 48.8292537, 2.3776703 48.8296801)",,,,,,
85145855,residential,,30,Rue Thomas Mann,False,True,19.02256520443495,"LINESTRING (2.3781615 48.829168, 2.3780661 48.8291279, 2.3780444 48.8291188, 2.3779328 48.8290881)",,,,,,
85145863,residential,,30,Rue Thomas Mann,False,False,90.76009681378042,"LINESTRING (2.3781615 48.829168, 2.3782848 48.8292188, 2.378903 48.8294758, 2.3791256 48.8295678, 2.3792112 48.8296024)",,,,,,
4039908,tertiary,2,30,Avenue de France,False,True,48.21376586403656,"LINESTRING (2.3792864 48.8279787, 2.3793866 48.8278796, 2.3796421 48.8276138)",,,,,,
670272112,tertiary,2,30,Avenue de France,False,False,68.23145175161376,"LINESTRING (2.3792864 48.8279787, 2.3792176 48.8280472, 2.378919 48.8283679, 2.378897 48.8283915, 2.3788799 48.8284098, 2.3787908 48.8284983)",,,,,,
"[23803845, 39496166]",secondary,2,30,"['Rue de Dijon', 'Place Lachambeaudie']",False,False,72.2407310382647,"LINESTRING (2.38535 48.8352923, 2.3854297 48.8353363, 2.3858031 48.8355389, 2.3860058 48.8356493, 2.3860643 48.8356811, 2.3860874 48.8356938, 2.3861104 48.8357065)",,,,,,
"[914452208, 4040029]",secondary,"['2', '4']",30,Rue Joseph Kessel,False,True,273.08281332588774,"LINESTRING (2.38535 48.8352923, 2.3852636 48.835245, 2.3846173 48.8348974, 2.3845156 48.8348427, 2.3830892 48.8340578, 2.3830022 48.8340103, 2.3829179 48.8339636, 2.3826161 48.8337957, 2.3825872 48.8337796, 2.3824814 48.833722)",,,,,,
4039781,residential,,30,Rue de Chablis,True,False,55.519940050269724,"LINESTRING (2.3850482 48.8363194, 2.3849949 48.8362884, 2.3846215 48.8360798, 2.3845992 48.8360673, 2.3844704 48.8359959)",,,,,,
901600134,residential,,30,Rue de Bercy,True,False,147.59158891079915,"LINESTRING (2.3850482 48.8363194, 2.38361 48.8371634, 2.3835434 48.837203)",,,,,,
43906797,unclassified,2,30,Rue de Bercy,False,True,34.267802252328224,"LINESTRING (2.3835434 48.837203, 2.3831953 48.8369969)",,,,,,
"[742897811, 1021455484, 652756126]",residential,,30,Rue de Bercy,True,False,189.26934614175838,"LINESTRING (2.3835434 48.837203, 2.3826445 48.8377132, 2.3825753 48.8377523, 2.3821698 48.8379888, 2.3819967 48.8380912, 2.3815999 48.8383258)",,,,,,
39544740,residential,,30,Rue de Bercy,True,False,188.432832079234,"LINESTRING (2.3815999 48.8383258, 2.3818056 48.8381292, 2.3820647 48.8379016, 2.3823012 48.8377121, 2.3823953 48.8376372, 2.382488 48.8375614, 2.3826514 48.8374374, 2.3830181 48.8371404, 2.3831953 48.8369969)",,,,,,
123332695,residential,,30,Rue de Bercy,False,True,42.31891370759316,"LINESTRING (2.3815999 48.8383258, 2.3813047 48.8385175, 2.3811933 48.8385963)",,,,,,
4039720,residential,,30,Rue Corbineau,False,False,182.391699292771,"LINESTRING (2.3811933 48.8385963, 2.3813238 48.8386505, 2.3813701 48.8386699, 2.3816218 48.8387744, 2.3816577 48.8387879, 2.3818148 48.8388546, 2.3818544 48.8388861, 2.3819687 48.8391416, 2.3822385 48.8397443, 2.3822538 48.8397809, 2.3823199 48.8398748, 2.3823697 48.8399472)",,,,,,
123332695,residential,,30,Rue de Bercy,False,False,42.31891370759316,"LINESTRING (2.3811933 48.8385963, 2.3813047 48.8385175, 2.3815999 48.8383258)",,,,,,
123332689,secondary,,30,Place Lachambeaudie,False,False,27.238049191101787,"LINESTRING (2.3864726 48.8359053, 2.3867648 48.836057)",,,,,,
123332690,secondary,2,30,Place Lachambeaudie,False,True,34.517425658461725,"LINESTRING (2.3864726 48.8359053, 2.3862136 48.8357641, 2.3861104 48.8357065)",,,,,,
1015224286,tertiary,,30,Rue Baron Le Roy,False,False,101.82532152881467,"LINESTRING (2.3864726 48.8359053, 2.3866651 48.8357499, 2.3872327 48.8352776, 2.3873395 48.8351891)",,,,,,
4039720,residential,,30,Rue Corbineau,False,True,182.391699292771,"LINESTRING (2.3823697 48.8399472, 2.3823199 48.8398748, 2.3822538 48.8397809, 2.3822385 48.8397443, 2.3819687 48.8391416, 2.3818544 48.8388861, 2.3818148 48.8388546, 2.3816577 48.8387879, 2.3816218 48.8387744, 2.3813701 48.8386699, 2.3813238 48.8386505, 2.3811933 48.8385963)",,,,,,
"[294804933, 13430222, 13430198, 769393306, 13430041, 13430170, 4039676]",primary,"['3', '2']",30,Boulevard de Bercy,False,False,438.07454291579637,"LINESTRING (2.3823697 48.8399472, 2.3826162 48.8399049, 2.3829462 48.839848, 2.3840169 48.8396562, 2.384323 48.8396015, 2.385315 48.8394243, 2.3869153 48.839159, 2.387643 48.8390289, 2.387825 48.8390013, 2.3881454 48.8389187)",,,,yes,,
"[123332688, 875082939]",primary,"['3', '4']",30,Boulevard de Bercy,False,False,192.46425144991696,"LINESTRING (2.3823697 48.8399472, 2.3821427 48.8399874, 2.3820647 48.8400004, 2.3818392 48.8400397, 2.3816439 48.840075, 2.3815197 48.8400959, 2.3808201 48.8402199, 2.3806699 48.8402465, 2.3799558 48.8403722, 2.3799084 48.8403805, 2.3798292 48.8403945)",,,,,,
43906795,residential,,30,Rue de Pommard,True,False,101.32249311553127,"LINESTRING (2.3844704 48.8359959, 2.3845452 48.8359372, 2.3852689 48.8353603, 2.38535 48.8352923)",,,,,,
39226384,residential,,30,Rue Gabriel Lamé,True,False,101.39120985041438,"LINESTRING (2.3862117 48.8345784, 2.3861356 48.834642, 2.3854451 48.8352177, 2.38535 48.8352923)",,,,,,
4039693,tertiary,,30,Rue Baron Le Roy,False,False,64.79480828490964,"LINESTRING (2.3873395 48.8351891, 2.387489 48.835071, 2.3879034 48.8347399)",,,,,,
39496164,residential,,30,Rue de l'Aubrac,True,False,106.8972014324853,"LINESTRING (2.3873395 48.8351891, 2.3872659 48.8351506, 2.3869491 48.8349823, 2.3865135 48.8347486, 2.3863158 48.8346373, 2.3862117 48.8345784)",,3.7,,,,
39496165,residential,,30,Rue Gerty Archimède,False,True,33.01001124232202,"LINESTRING (2.3873395 48.8351891, 2.3874494 48.8352455, 2.3876951 48.8353717)",,,,,,
1015224286,tertiary,,30,Rue Baron Le Roy,False,True,101.82532152881467,"LINESTRING (2.3873395 48.8351891, 2.3872327 48.8352776, 2.3866651 48.8357499, 2.3864726 48.8359053)",,,,,,
4039693,tertiary,,30,Rue Baron Le Roy,False,False,123.56372082072922,"LINESTRING (2.3879034 48.8347399, 2.3879946 48.8346689, 2.3881008 48.8345846, 2.3884065 48.834333, 2.3889828 48.8338856)",,,,,,
4039693,tertiary,,30,Rue Baron Le Roy,False,True,64.79480828490964,"LINESTRING (2.3879034 48.8347399, 2.387489 48.835071, 2.3873395 48.8351891)",,,,,,
"[4039712, 39226384]",residential,,30,"['Rue Gabriel Lamé', 'Rue François Truffaut']",True,False,184.74363122822385,"LINESTRING (2.3879034 48.8347399, 2.3878402 48.8346935, 2.3872227 48.8342331, 2.3871351 48.8341717, 2.3870044 48.8340706, 2.3869157 48.8340569, 2.3868448 48.834066, 2.3864776 48.8343632, 2.3862117 48.8345784)",,5.2,,,,
4039693,tertiary,,30,Rue Baron Le Roy,False,False,128.35243769076743,"LINESTRING (2.3889828 48.8338856, 2.3890378 48.8338406, 2.3893507 48.8335913, 2.3896883 48.8333237, 2.3900345 48.8330491, 2.3901029 48.8329975)",,,,,,
4039693,tertiary,,30,Rue Baron Le Roy,False,True,123.5637208207292,"LINESTRING (2.3889828 48.8338856, 2.3884065 48.834333, 2.3881008 48.8345846, 2.3879946 48.8346689, 2.3879034 48.8347399)",,,,,,
23841249,residential,,30,Rue des Pirogues de Bercy,True,False,145.16626401979264,"LINESTRING (2.3874465 48.8330601, 2.3881368 48.8334406, 2.388192 48.8334702, 2.3889124 48.8338477, 2.3889828 48.8338856)",,,,,,
"[745256557, 17074383]",residential,2,30,Rue des Pirogues de Bercy,False,True,230.622624093715,"LINESTRING (2.3874465 48.8330601, 2.387172 48.8329115, 2.3871077 48.8328755, 2.3868973 48.8327511, 2.3866261 48.8325644, 2.3861534 48.8321983, 2.3861088 48.8321605, 2.3854567 48.8316547, 2.3854 48.8316106, 2.3853113 48.8315414)",,,,,,
23841354,tertiary,,30,Avenue des Terroirs de France,True,False,142.05931635938396,"LINESTRING (2.3900854 48.8329668, 2.3900225 48.8329392, 2.3896737 48.8327561, 2.3894326 48.8326241, 2.3893173 48.832561, 2.3885816 48.8321596)",,,,,,
345614784,tertiary,,30,,True,False,17.249360439588095,"LINESTRING (2.3900854 48.8329668, 2.3900853 48.8329409, 2.3900974 48.8329163, 2.3901204 48.8328954, 2.3901522 48.8328802, 2.3901895 48.8328722, 2.3902288 48.8328722)",circular,,,,,
345614784,tertiary,,30,,True,False,21.192289099050203,"LINESTRING (2.3903301 48.8329753, 2.3903164 48.8329965, 2.3902943 48.8330143, 2.3902656 48.8330274, 2.3902305 48.833035, 2.3901936 48.8330356, 2.390158 48.8330291, 2.3901269 48.833016, 2.3901029 48.8329975)",circular,,,,,
24675922,residential,,30,Rue Baron Le Roy,True,False,80.17614177351612,"LINESTRING (2.3902588 48.832878, 2.3908771 48.8323928, 2.3910023 48.8323627)",,,,,,
