osmid,highway,lanes,maxspeed,name,ref,oneway,reversed,length,geometry,junction,bridge,width,access,tunnel
"[819365032, 28588057, 819365031]",tertiary,2,,camí del Molí del Comte,Ma-1042,False,True,814.456412271768,"LINESTRING (2.614653 39.6208495, 2.6144114 39.6210453, 2.6140893 39.6211507, 2.6138679 39.6211836, 2.6135152 39.6212361, 2.6129684 39.6213318, 2.6124108 39.6214728, 2.6121679 39.6214832, 2.6118242 39.6213998, 2.611498 39.6212928, 2.6113338 39.621239, 2.6106278 39.6210205, 2.6097643 39.6208559, 2.6087278 39.6207711, 2.6080276 39.6207393, 2.6077421 39.6207263, 2.6075591 39.6207072, 2.6075216 39.6206736, 2.6073509 39.6205144, 2.607177 39.6204286, 2.6066954 39.6204529, 2.6064673 39.6204662, 2.6056397 39.6205248)",,yes,,,
82549246,unclassified,,,Camí del Forn del Vidre,,False,True,223.93465553211178,"LINESTRING (2.6130471 39.6296086, 2.6128042 39.6299533, 2.6126507 39.6304457, 2.6115109 39.6307595, 2.6112889 39.6308249)",,,,,
91120498,unclassified,,,camí de Sarrià,,False,False,356.23045773804853,"LINESTRING (2.6130471 39.6296086, 2.6126117 39.6296192, 2.6105266 39.6301004, 2.6097336 39.6303454, 2.6091897 39.630676)",,,,,
407477290,unclassified,,,Camí de Sarrià,,False,False,246.53355136268004,"LINESTRING (2.6130471 39.6296086, 2.6139806 39.629456, 2.6141646 39.6294032, 2.6142619 39.629328, 2.6148309 39.6289193, 2.6155086 39.6285746)",,,,,
82549220,residential,,,Camí del Forn del Vidre,,False,True,160.98090906669862,"LINESTRING (2.6112889 39.6308249, 2.6112752 39.6312252, 2.6115511 39.6318067, 2.6118763 39.632154)",,,,,
82549245,residential,,,,,False,False,136.92417289674194,"LINESTRING (2.6112889 39.6308249, 2.6111621 39.6310377, 2.6110526 39.6310892, 2.6106871 39.6310621, 2.6105847 39.6310966, 2.6105111 39.6312154, 2.6103114 39.6315824)",,,,,
82549246,unclassified,,,Camí del Forn del Vidre,,False,False,223.93465553211175,"LINESTRING (2.6112889 39.6308249, 2.6115109 39.6307595, 2.6126507 39.6304457, 2.6128042 39.6299533, 2.6130471 39.6296086)",,,,,
43723151,residential,1,,Carrer del Pou Comú,,False,False,376.51932551586196,"LINESTRING (2.6163269 39.624251, 2.6168163 39.624039, 2.6171737 39.6238925, 2.617868 39.6236033, 2.6182743 39.6234231, 2.6184548 39.6233827, 2.618889 39.6232655, 2.6193992 39.6231832, 2.6203781 39.6230174)",,,,,
43994294,residential,1,,camí del Pou Comú,,False,True,449.8602264745776,"LINESTRING (2.6163269 39.624251, 2.6161465 39.6243089, 2.6160172 39.6243569, 2.6159218 39.6243569, 2.615873 39.6242461, 2.6158178 39.6234037, 2.6157714 39.6229318, 2.6154694 39.6222497, 2.6152601 39.6216832, 2.6150802 39.6212963, 2.6149863 39.6211641, 2.614653 39.6208495)",,,,,
122228433,residential,,,Camí del Campanar,,False,False,524.6747973446422,"LINESTRING (2.6163269 39.624251, 2.616231 39.6248075, 2.6156508 39.6255427, 2.6152706 39.625812, 2.615077 39.6259449, 2.6149779 39.6270284, 2.6149971 39.6274075, 2.6154261 39.6283229, 2.6154702 39.628417, 2.6155086 39.6285746)",,,,,
