osmid,highway,lanes,maxspeed,name,ref,oneway,reversed,length,geometry,junction,bridge,width,access,tunnel
32619213,tertiary,2,40,Carrer d'Andrea Doria,Ma-1044,False,False,70.54888646901374,"LINESTRING (2.6315775 39.5705618, 2.6307598 39.5706342)",,,,,
32619213,tertiary,2,40,Carrer d'Andrea Doria,Ma-1044,False,True,77.58036000905781,"LINESTRING (2.6315775 39.5705618, 2.6324767 39.5704822)",,,,,
380849362,residential,,30,Carrer del Marquès de la Torre,,True,False,117.98334769612947,"LINESTRING (2.6277924 39.5706481, 2.6281363 39.5716755)",,,,,
660544604,tertiary,2,40,Carrer d'Andrea Doria,Ma-1044,False,False,38.74619444071488,"LINESTRING (2.6277924 39.5706481, 2.6273472 39.5707085)",,,,,
660544604,tertiary,2,40,Carrer d'Andrea Doria,Ma-1044,False,True,61.739658287717596,"LINESTRING (2.6277924 39.5706481, 2.6285061 39.5705731)",,,,,
93448636,residential,,20,Carretera de l'Arenal,,True,False,175.56551165420203,"LINESTRING (2.734531 39.5256114, 2.734381 39.5257343, 2.734082 39.5259884, 2.733969 39.5260861, 2.7337237 39.5262926, 2.7334217 39.5265575, 2.7333013 39.5266597, 2.7331773 39.5267656, 2.7331578 39.5267822)",,,,,
93448635,residential,,20,Carretera de l'Arenal,,False,False,229.49805067933283,"LINESTRING (2.7320884 39.5276897, 2.7311906 39.5284416, 2.7311411 39.5284829, 2.7309743 39.5286221, 2.7307617 39.5287995, 2.7304862 39.5290413, 2.7302839 39.5292136)",,,,,
29971952,residential,,,Carrer Asdrúbal,,True,False,66.67950868993886,"LINESTRING (2.7516829 39.5056914, 2.7517623 39.5056948, 2.7524009 39.5057223, 2.7524589 39.5057248)",,,,,
"[488103464, 466072122]",residential,,,Carrer de Cartago,,False,False,55.76905209125732,"LINESTRING (2.7516829 39.5056914, 2.7516298 39.5059262, 2.7515941 39.5059997, 2.7515361 39.5061789)",,,,,
466072122,residential,,,Carrer de Cartago,,False,True,56.36529090488747,"LINESTRING (2.7516829 39.5056914, 2.7516879 39.5056226, 2.7517199 39.5051853)",,,,,
478275096,tertiary,,40,,Ma-1044,True,False,19.26511918223605,"LINESTRING (2.6199291 39.5721278, 2.6199414 39.5720417, 2.6199895 39.5719634)",roundabout,,,,
28169703,trunk_link,1,40,,,True,False,346.76227159718906,"LINESTRING (2.7746296 39.5691263, 2.774431 39.5690371, 2.7742494 39.568977, 2.7739827 39.5689381, 2.7724146 39.5687448, 2.7710102 39.5685156, 2.7706967 39.5684556)",,,,,
"[210491681, 566422978, 210491678]",primary,2,40,,,True,False,74.27270784291518,"LINESTRING (2.7746296 39.5691263, 2.7745538 39.5690261, 2.7745292 39.5689712, 2.7745128 39.5689068, 2.7745108 39.5688147, 2.7745332 39.5687246, 2.7745939 39.56862, 2.7746306 39.568574, 2.7747009 39.568521)",roundabout,yes,,,
566422978,primary,2,40,,,True,False,34.2468251586113,"LINESTRING (2.7753942 39.5692182, 2.7753328 39.5692449, 2.7751781 39.5692843, 2.7750122 39.5692909)",roundabout,,,,
4348271,trunk_link,1,40,,,True,False,292.76970458019434,"LINESTRING (2.7754937 39.5685416, 2.7756638 39.5686224, 2.7758458 39.5686837, 2.7760243 39.5687261, 2.7765647 39.5688055, 2.777686 39.5689352, 2.7780909 39.5689697, 2.7788266 39.5690238)",,,,,
"[4348267, 210491676, 566312558]",primary,2,40,,,True,False,85.89078534372601,"LINESTRING (2.7754937 39.5685416, 2.775549 39.5686002, 2.7756094 39.568687, 2.7756414 39.5687586, 2.7756494 39.5688367, 2.7756439 39.5689126, 2.7756292 39.5689668, 2.7756057 39.569024, 2.7755658 39.5690795, 2.7754792 39.5691628, 2.7753942 39.5692182)",roundabout,yes,,,
4348270,trunk_link,1,40,,,True,False,357.17820110072523,"LINESTRING (2.7795458 39.5691165, 2.7784593 39.5691677, 2.7775077 39.5691695, 2.7757248 39.5691469, 2.7755414 39.5691794, 2.7753942 39.5692182)",,,,,
566422969,trunk,2,100,,Ma-15,True,False,762.9213079145552,"LINESTRING (2.7795458 39.5691165, 2.778188 39.5691114, 2.7774716 39.5690871, 2.7767038 39.569042, 2.7758182 39.5689642, 2.7741745 39.5688223, 2.7725232 39.5686615, 2.7706967 39.5684556)",,,,,
566313460,trunk,2,100,,Ma-15,True,False,602.6988726440171,"LINESTRING (2.7788266 39.5690238, 2.7795656 39.5690155, 2.7804977 39.5690202, 2.781887 39.5690757, 2.7827921 39.5691406, 2.7837396 39.5692163, 2.7853241 39.5693401, 2.7858362 39.5693809)",,,,,
566313460,trunk,2,100,,Ma-15,True,False,460.1311873097568,"LINESTRING (2.8018208 39.5708829, 2.8023831 39.5709375, 2.802724 39.5709497, 2.8030924 39.5709411, 2.8035211 39.570908, 2.8042725 39.5708175, 2.8061004 39.5705938, 2.8068382 39.5705141, 2.8071405 39.5704859)",,,,,
4348328,primary,,,,Ma-5013,True,False,188.4409104871653,"LINESTRING (2.754062 39.5478286, 2.7541023 39.5479845, 2.7542066 39.5481356, 2.7543523 39.5482577, 2.7545483 39.5483507, 2.7550207 39.5485406, 2.7557119 39.5488381)",,,,,
566312559,primary,2,,,Ma-19A,True,False,25.99683183489886,"LINESTRING (2.754062 39.5478286, 2.7539984 39.547888, 2.7539131 39.5479238, 2.7538075 39.5479324)",roundabout,,,,
43919206,primary,2,,camí de la Síquia,Ma-5013,False,True,587.61475987885,"LINESTRING (2.7557119 39.5488381, 2.756208 39.549056, 2.756939 39.549427, 2.75827 39.5501025, 2.7613389 39.5518487)",,,,,
1010740229,primary,,,,Ma-5013,True,False,86.12861563659307,"LINESTRING (2.7557119 39.5488381, 2.7548624 39.5485445, 2.7547976 39.5485176)",,,,,
81633036,primary,,,,Ma-5013,False,True,26.072488668174447,"LINESTRING (2.7755126 39.5666606, 2.7755298 39.5668947)",,,,,
81633036,primary,,,,Ma-5013,False,False,141.73383785747137,"LINESTRING (2.7755126 39.5666606, 2.775466 39.5663707, 2.775369 39.566093, 2.7751288 39.5656811, 2.7749907 39.5654623)",,,,,
151519268,primary_link,,,,,True,False,27.755188334865142,"LINESTRING (2.7755126 39.5666606, 2.7756193 39.5667123, 2.7758037 39.5667674)",,,,,
461942450,primary,,,camí de la Síquia,Ma-5013,False,False,171.23795912047765,"LINESTRING (2.7749907 39.5654623, 2.7739127 39.5641658)",,,,,
461970656,tertiary,,,Carretera de Manacor,Ma-15D,False,True,7.678249854066598,"LINESTRING (2.7749907 39.5654623, 2.7749197 39.5655044)",,,,,
81633036,primary,,,,Ma-5013,False,True,141.73383785747137,"LINESTRING (2.7749907 39.5654623, 2.7751288 39.5656811, 2.775369 39.566093, 2.775466 39.5663707, 2.7755126 39.5666606)",,,,,
461942447,primary,,,,Ma-5013,True,False,15.278903367441675,"LINESTRING (2.7697668 39.5593768, 2.7696713 39.5593781, 2.7695951 39.5593533)",roundabout,,,,
4348330,primary,1,,,Ma-5013,True,False,31.844111920040046,"LINESTRING (2.7695204 39.5591461, 2.7694355 39.5588673)",,,,,
566422974,primary,,,,Ma-5013,True,False,15.712975679622463,"LINESTRING (2.7695204 39.5591461, 2.7695631 39.5590989, 2.7696568 39.5590565)",roundabout,,,,
4348331,primary,,,,Ma-5013,True,False,20.702569177629282,"LINESTRING (2.7699128 39.5591507, 2.7699298 39.5592067, 2.769919 39.5592687, 2.769876 39.5593259)",roundabout,,,,
484227208,trunk,2,100,,Ma-15,True,False,213.78059713902485,"LINESTRING (2.7109287 39.5681009, 2.710992 39.5681271, 2.7110577 39.5681417, 2.7111596 39.5681476, 2.7112807 39.5681431, 2.7113967 39.5681357, 2.7115261 39.5681196, 2.7133689 39.5678216)",,,,,
498116801,trunk,2,40,,Ma-15,True,False,45.30695906348142,"LINESTRING (2.7109287 39.5681009, 2.7109645 39.5681325, 2.7110142 39.5681849, 2.7110505 39.5682392, 2.7110809 39.5683124, 2.7110979 39.5683661, 2.7111039 39.5684217, 2.7111003 39.5684732)",roundabout,,,,
"[223761953, 223761957, 223761961, 1303266163, 223761944, 223761946, 223761949]",trunk,2,100,Autovia Palma - Manacor,Ma-15,True,False,1710.3583375206706,"LINESTRING (2.7180116 39.567125, 2.719221 39.5669969, 2.7203946 39.5669262, 2.7206141 39.566915, 2.7213702 39.5668987, 2.7221751 39.5669115, 2.7229928 39.5669539, 2.7237984 39.5670354, 2.7240135 39.5670644, 2.7245255 39.567139, 2.7249687 39.5672238, 2.7255372 39.5673505, 2.7279764 39.5679916, 2.7307306 39.5687304, 2.7319946 39.569069, 2.7347184 39.5697934, 2.7348323 39.5698243, 2.7358522 39.5700912, 2.7364995 39.5702558, 2.7372347 39.5704106)",,yes,,,
"[4348976, 4348977, 4348975]",primary,2,40,Ma-19A,,False,True,132.4760908882103,"LINESTRING (2.7355907 39.5341992, 2.7354191 39.5340866, 2.7346617 39.5335765, 2.7344268 39.5334159)",,yes,,,
43995885,primary,1,40,Ma-19A,,True,False,40.52306095931461,"LINESTRING (2.7355907 39.5341992, 2.73567 39.5342275, 2.7357809 39.5342909, 2.7358176 39.534307, 2.7358565 39.5343192, 2.7359088 39.534332, 2.736012 39.5343566)",,,,,
4348973,primary,1,40,Ma-19A,,True,False,41.526503196465896,"LINESTRING (2.7344268 39.5334159, 2.7343412 39.5333802, 2.734243 39.533317, 2.7342017 39.5332963, 2.7341555 39.533281, 2.7341139 39.5332716, 2.7340746 39.5332638, 2.7340014 39.5332494)",,,,,
"[4348976, 4348977, 4348975]",primary,2,40,Ma-19A,,False,False,132.4760908882103,"LINESTRING (2.7344268 39.5334159, 2.7346617 39.5335765, 2.7354191 39.5340866, 2.7355907 39.5341992)",,yes,,,
4349243,tertiary,2,40,Camí de Can Alegria,,False,False,20.607826717071724,"LINESTRING (2.7333326 39.5326613, 2.7331546 39.5325368)",,,,,
28899871,tertiary,1,40,Camí de Can Alegria,,True,False,48.41257222235484,"LINESTRING (2.7333326 39.5326613, 2.7334276 39.532706, 2.7335162 39.5327673, 2.7335604 39.5327916, 2.73359 39.5328038, 2.7336261 39.5328159, 2.7337477 39.5328453, 2.7338254 39.5328585)",,,,,
24414008,residential,1,40,Carrer de Samil,,True,False,57.90771667574519,"LINESTRING (2.7339519 39.5328525, 2.7339936 39.5328499, 2.7340338 39.5328417, 2.7340953 39.5328245, 2.7341579 39.532803, 2.734236 39.5327672, 2.7344457 39.5326536, 2.7345473 39.5326196)",,,,,
473368429,primary,1,40,,,True,False,27.945879973330342,"LINESTRING (2.7339519 39.5328525, 2.7339999 39.5328634, 2.7340409 39.532879, 2.7340785 39.5328997, 2.7341109 39.5329244, 2.7341368 39.5329542, 2.7341537 39.5329834, 2.7341678 39.5330207)",roundabout,,,,
"[1072222350, 566422980, 1071807102]",motorway,"['3', '2']",120,,Ma-19,True,False,1029.3121816385085,"LINESTRING (2.731606 39.5355873, 2.7312147 39.535761, 2.7308682 39.535921, 2.730687 39.5360047, 2.7305035 39.536091, 2.7303186 39.5361763, 2.7299515 39.5363461, 2.7295877 39.5365148, 2.7292205 39.5366843, 2.7288561 39.536853, 2.7284911 39.5370222, 2.7283077 39.5371063, 2.7279396 39.5372784, 2.7275961 39.5374371, 2.7272154 39.5376147, 2.7268576 39.5377792, 2.7264893 39.5379499, 2.7261167 39.5381222, 2.7257503 39.5382926, 2.7255638 39.5383781, 2.7251977 39.5385472, 2.7248243 39.53872, 2.7246427 39.5388045, 2.7244566 39.5388883, 2.724263 39.5389734, 2.7240883 39.5390478, 2.7238998 39.5391264, 2.7237258 39.5391967, 2.7233415 39.5393472, 2.7229583 39.5394896, 2.7225639 39.5396275, 2.7221661 39.5397585, 2.7217714 39.5398814, 2.72136 39.5399928, 2.7211224 39.5400608)",,,,,
4349062,tertiary,2,,camí de Son Fangos,Ma-6012,False,False,724.1852949664144,"LINESTRING (2.7322394 39.5357995, 2.7303653 39.5366832, 2.7283762 39.5376211, 2.7253435 39.5395327)",,,,,
4349062,tertiary,2,,camí de Son Fangos,Ma-6012,False,True,297.4495369439514,"LINESTRING (2.7322394 39.5357995, 2.7333746 39.5352932, 2.7335517 39.5352099, 2.733629 39.5351804, 2.7337013 39.5351577, 2.7337814 39.5351394, 2.7338584 39.5351277, 2.7339278 39.5351204, 2.7340116 39.5351179, 2.7341006 39.5351213, 2.7341994 39.5351302, 2.7343046 39.5351455, 2.7344333 39.5351726, 2.734595 39.5352174, 2.7346515 39.535228, 2.7347076 39.5352368, 2.734832 39.5352473, 2.7349985 39.5352501, 2.7351377 39.5352453, 2.7352757 39.5352338, 2.7354558 39.5352071)",,,,,
4348982,residential,2,50,Carrer de Can Calafat,,True,False,204.82337515233934,"LINESTRING (2.7327597 39.5375937, 2.7327215 39.5374566, 2.732388 39.5361295, 2.7323135 39.5359318, 2.7322394 39.5357995)",,,,,
82518931,residential,2,40,Carrer de Can Rius,,False,False,132.99433195042815,"LINESTRING (2.7327597 39.5375937, 2.7329166 39.5375456, 2.7340508 39.5371366, 2.7341664 39.5370908)",,,,,
4348981,residential,2,,,,True,False,32.870439003431535,"LINESTRING (2.7354429 39.5400912, 2.7354985 39.5400505, 2.7355673 39.5400243, 2.735643 39.540015, 2.7357189 39.5400233, 2.7357882 39.5400485)",roundabout,,,,
4348982,residential,2,50,Carrer de Can Calafat,,True,False,362.1487751815163,"LINESTRING (2.7354429 39.5400912, 2.7328193 39.5377481, 2.7327597 39.5375937)",,,,,
4348981,residential,2,,,,True,False,14.06986414806087,"LINESTRING (2.7357882 39.5400485, 2.7358481 39.5400917, 2.7358873 39.5401473)",roundabout,,,,
4348983,residential,2,,Carrer de Can Singala,,True,False,112.71210484981974,"LINESTRING (2.7357882 39.5400485, 2.7359309 39.5400049, 2.7367853 39.5396579, 2.7369636 39.5395965)",,,,,
4348980,residential,,,,,True,False,38.39506153735929,"LINESTRING (2.740279 39.5382947, 2.740269 39.5382377, 2.7402813 39.5381809, 2.7403148 39.5381295, 2.7403664 39.5380879, 2.7404317 39.53806, 2.7405047 39.5380482)",roundabout,,,,
149922023,tertiary,1,40,,Ma-6012,True,False,28.418057930681126,"LINESTRING (2.7354558 39.5352071, 2.7357619 39.5351092)",,,,,
4349062,tertiary,2,,camí de Son Fangos,Ma-6012,False,False,297.4495369439514,"LINESTRING (2.7354558 39.5352071, 2.7352757 39.5352338, 2.7351377 39.5352453, 2.7349985 39.5352501, 2.734832 39.5352473, 2.7347076 39.5352368, 2.7346515 39.535228, 2.734595 39.5352174, 2.7344333 39.5351726, 2.7343046 39.5351455, 2.7341994 39.5351302, 2.7341006 39.5351213, 2.7340116 39.5351179, 2.7339278 39.5351204, 2.7338584 39.5351277, 2.7337814 39.5351394, 2.7337013 39.5351577, 2.733629 39.5351804, 2.7335517 39.5352099, 2.7333746 39.5352932, 2.7322394 39.5357995)",,,,,
4349062,tertiary,2,,camí de Son Fangos,Ma-6012,False,True,724.1852949664145,"LINESTRING (2.7253435 39.5395327, 2.7283762 39.5376211, 2.7303653 39.5366832, 2.7322394 39.5357995)",,,,,
873992744,tertiary,,,camí de Son Fangos,Ma-6012,True,False,24.79259515511912,"LINESTRING (2.7253435 39.5395327, 2.7252674 39.5395988, 2.7252462 39.5396189, 2.7252309 39.5396413, 2.7252204 39.5396644, 2.7252163 39.5396835, 2.7252137 39.5397026, 2.725214 39.5397229)",,,,,
"[4349064, 104289156, 104289149, 1072222374]",motorway_link,1,"['80', '120']",,,True,False,691.4009560930749,"LINESTRING (2.7211224 39.5400608, 2.7208472 39.5401915, 2.7200798 39.5404295, 2.7197827 39.5405384, 2.7194686 39.5406532, 2.7191627 39.5407679, 2.7188751 39.5408824, 2.7185995 39.540997, 2.7184359 39.541082, 2.718297 39.5411777, 2.7181472 39.5413067, 2.7180983 39.5413585, 2.7180445 39.541423, 2.7179788 39.5415158, 2.7179375 39.5415901, 2.7179002 39.5416697, 2.7178438 39.5418458, 2.7178215 39.5419682, 2.7178277 39.5421453, 2.717841 39.5422583, 2.7178666 39.542381, 2.7179267 39.5425346, 2.7179964 39.542657, 2.7180841 39.5427809, 2.7181788 39.542883, 2.7183029 39.5430002, 2.7184836 39.5431404, 2.7186781 39.5432757, 2.7188791 39.5434079, 2.7190616 39.5435148, 2.7192499 39.5436232, 2.7194837 39.5437351, 2.720138 39.5439987)",,yes,,,
566306985,motorway,2,120,,Ma-19,True,False,571.857355907978,"LINESTRING (2.7211224 39.5400608, 2.7200008 39.5403544, 2.7196829 39.5404331, 2.7192836 39.5405346, 2.7188895 39.5406354, 2.7184969 39.5407349, 2.718102 39.5408358, 2.7177035 39.5409387, 2.7173108 39.5410393, 2.7169124 39.5411407, 2.7165176 39.541242, 2.7159063 39.5413991, 2.7153046 39.541553, 2.7147943 39.5416836)",,,,,
4349096,tertiary,1,40,,Ma-6012,True,False,32.16921489924077,"LINESTRING (2.7221358 39.5444346, 2.7222455 39.5443258, 2.7222847 39.5442782, 2.7223442 39.5441949)",,,,,
1214776985,tertiary,2,40,,Ma-6012,True,False,29.261880787737933,"LINESTRING (2.7221358 39.5444346, 2.7221679 39.5444284, 2.7222218 39.5444204, 2.72225 39.5444177, 2.722283 39.5444158, 2.7223378 39.5444153, 2.7223746 39.5444164, 2.7224003 39.5444186, 2.7224308 39.5444224, 2.7224732 39.5444295)",roundabout,,,,
1214776981,tertiary,2,40,,Ma-6012,True,False,4.916528817743351,"LINESTRING (2.7221436 39.5453819, 2.7220886 39.5453694)",roundabout,,,,
"[1072222376, 1072222349]",motorway_link,2,"['80', '40']",,,True,False,134.25399123086063,"LINESTRING (2.720138 39.5439987, 2.720552 39.5441029, 2.7208365 39.5441657, 2.7213383 39.5442606, 2.7216466 39.5443195)",,,,,
"[186175721, 1072222373, 420116807]",motorway,"['3', '2']",120,,Ma-19,True,False,651.2005481201718,"LINESTRING (2.7113666 39.5423988, 2.7131019 39.541961, 2.7135624 39.541842, 2.7143631 39.5416372, 2.7148902 39.5415019, 2.7151403 39.5414386, 2.7156318 39.5413124, 2.7161454 39.5411806, 2.716642 39.5410538, 2.7171539 39.5409226, 2.7174074 39.5408578, 2.717915 39.5407258, 2.7182859 39.5406307, 2.7183982 39.5406019, 2.7185723 39.5405502)",,,,,
"[186175720, 1071807103]",motorway,"['3', '2']",120,,Ma-19,True,False,1242.9670574432475,"LINESTRING (2.7185723 39.5405502, 2.7188113 39.5404903, 2.7197794 39.5402479, 2.7206551 39.5400215, 2.7209019 39.5399566, 2.7213026 39.5398499, 2.7217532 39.5397209, 2.7219719 39.5396541, 2.722183 39.5395875, 2.7226122 39.5394436, 2.7230571 39.5392835, 2.7234361 39.5391374, 2.7238224 39.5389829, 2.7241734 39.5388354, 2.724498 39.5386916, 2.7247553 39.5385741, 2.7251053 39.5384109, 2.7254699 39.5382434, 2.7258326 39.5380741, 2.7261975 39.5379044, 2.726562 39.5377368, 2.7269246 39.5375684, 2.7272877 39.5374013, 2.7276484 39.537234, 2.728019 39.5370628, 2.7283781 39.5368965, 2.7287399 39.5367303, 2.7291022 39.5365628, 2.7294675 39.536393, 2.7298326 39.5362243, 2.7301966 39.5360543, 2.7305574 39.5358877, 2.7309223 39.5357195, 2.7314201 39.5354756)",,,,,
"[420116808, 4349241, 420116811]",motorway_link,"['3', '2', '1']",,,,True,False,536.6955357002585,"LINESTRING (2.7185723 39.5405502, 2.7186593 39.5404822, 2.7192446 39.540285, 2.7198108 39.5400894, 2.7201559 39.5399476, 2.7204211 39.5398045, 2.7206676 39.5396392, 2.7208245 39.5395092, 2.7209781 39.5393522, 2.721093 39.5391995, 2.7212 39.5390405, 2.7213422 39.5387707, 2.7214283 39.5384722, 2.7214671 39.5382241, 2.7214943 39.5377593, 2.7214926 39.5375282, 2.7214651 39.5368448)",,,,,
4380316,motorway_link,2,,,,True,False,94.25591306380471,"LINESTRING (2.7201889 39.5445684, 2.7191843 39.5442243)",,,,,
235922889,motorway_link,1,,,,True,False,162.97748657224912,"LINESTRING (2.7201889 39.5445684, 2.7193842 39.5442175, 2.7189465 39.5440135, 2.7187059 39.5438936, 2.7185637 39.5438106)",,,,,
184361783,motorway,3,80,,Ma-20,True,False,15.924552906359962,"LINESTRING (2.6317298 39.5867547, 2.6315748 39.5866757)",,,,,
263066718,motorway_link,1,,,,True,False,342.6753926083092,"LINESTRING (2.6581155 39.5944885, 2.658026 39.5947071, 2.6578024 39.594939, 2.6575002 39.5952319, 2.6571647 39.595564, 2.6570668 39.5956635, 2.6570065 39.5957186, 2.656885 39.5958151, 2.6567657 39.5959027, 2.6565534 39.5960383, 2.6564339 39.5961207, 2.6563152 39.5962099, 2.6562024 39.5962972, 2.6560831 39.5963907, 2.6559767 39.5964863, 2.6558753 39.5965868, 2.6557214 39.5967434, 2.655611 39.5968576)",,,,,
"[32723402, 32692948, 885291925]",motorway,3,80,,Ma-20,True,False,632.2607602775876,"LINESTRING (2.6581155 39.5944885, 2.6578846 39.5947187, 2.6576398 39.5949583, 2.6573923 39.595188, 2.6572653 39.5953004, 2.6571279 39.5954193, 2.656999 39.5955236, 2.6568557 39.5956328, 2.6567192 39.5957328, 2.656576 39.5958318, 2.6564227 39.5959349, 2.6562698 39.59603, 2.656116 39.596121, 2.6559564 39.5962101, 2.6558017 39.5962927, 2.6556412 39.5963757, 2.6554677 39.596455, 2.6553 39.5965263, 2.6551161 39.5966009, 2.6549481 39.5966656, 2.6547987 39.5967207, 2.6544189 39.5968418, 2.6542377 39.5968921, 2.6540524 39.5969394, 2.653869 39.5969839, 2.6536844 39.5970228, 2.6534971 39.5970574, 2.6533055 39.5970893, 2.6531186 39.5971171, 2.652926 39.5971402, 2.6527333 39.5971596, 2.6525406 39.5971744, 2.6523537 39.597185, 2.6521552 39.5971924, 2.6519636 39.5971966)",,,,,
420091508,motorway,4,80,,Ma-20,True,False,33.894077835973576,"LINESTRING (2.658469 39.593939, 2.6587122 39.5936986)",,,,,
32692965,motorway_link,1,,,,True,False,155.87880580638648,"LINESTRING (2.671925 39.5827162, 2.6717465 39.5831177, 2.6716864 39.5832265, 2.6716328 39.5833277, 2.671588 39.583419, 2.6715507 39.5835137, 2.6714955 39.5836667, 2.6714471 39.5837787, 2.6713781 39.5839099, 2.6713021 39.5840314)",,,,,
"[32692930, 355543627, 364802605]",motorway,3,100,,Ma-20,True,False,438.7147011244905,"LINESTRING (2.671925 39.5827162, 2.6715646 39.5830796, 2.6710605 39.5835813, 2.67087 39.5837689, 2.6704054 39.5841857, 2.6702603 39.5843062, 2.6701139 39.5844233, 2.6699684 39.584536, 2.6698185 39.584651, 2.6696516 39.584787, 2.6689097 39.5853156, 2.6687788 39.5854338, 2.6685061 39.5856416)",,yes,,,
"[32723064, 32755430, 32694095]",motorway,3,"['100', '80']",via de cintura,Ma-20,True,False,315.7067333973731,"LINESTRING (2.6651387 39.5878981, 2.6656614 39.5875095, 2.6660784 39.5871872, 2.6663718 39.5869694, 2.6667915 39.5866663, 2.6670748 39.5864634, 2.667381 39.586238, 2.6675797 39.5860932, 2.6677868 39.5859248)",,yes,,,
"[885692899, 68543819, 1070825201, 296169586, 1070825202, 296169591, 234741405]",motorway,2,70,,,True,False,735.8204160867595,"LINESTRING (2.6651387 39.5878981, 2.6651626 39.5878101, 2.6653284 39.5876544, 2.6655591 39.5874072, 2.665599 39.5873439, 2.6656325 39.5872858, 2.6656609 39.5872294, 2.6656893 39.5871647, 2.6657141 39.5870972, 2.6657412 39.5870211, 2.6657833 39.5868904, 2.6658413 39.5866789, 2.665872 39.5865745, 2.6659098 39.5864667, 2.6659503 39.5863622, 2.666004 39.5862559, 2.6660668 39.5861596, 2.6661415 39.5860684, 2.6662317 39.585981, 2.6663368 39.5859041, 2.6664525 39.5858373, 2.6665786 39.5857812, 2.6667121 39.5857397, 2.6668497 39.5857138, 2.6669917 39.5856985, 2.6671313 39.5856982, 2.6672715 39.5857112, 2.6674151 39.5857391, 2.6675219 39.5857712, 2.6675681 39.5857873, 2.6676493 39.5858233, 2.667673 39.5858364, 2.667776 39.5859003, 2.6678725 39.5859691, 2.6679691 39.586051, 2.6680455 39.5861177, 2.6680891 39.5861592, 2.6681562 39.5862341, 2.6682273 39.586324, 2.668296 39.5864235, 2.6683472 39.5865018, 2.6684144 39.5866112, 2.6685236 39.5868007, 2.6686336 39.5869924, 2.6686964 39.5870885, 2.6687614 39.5871827, 2.6688248 39.5872684, 2.6688953 39.5873602, 2.6689704 39.5874527, 2.6690411 39.5875345, 2.6691221 39.5876217, 2.6692079 39.587708, 2.6692923 39.5877869, 2.6694204 39.5878962, 2.6695369 39.5879934, 2.6701605 39.5884391)",,yes,,,
"[32635346, 32723498, 32723499, 32635341]",motorway,3,80,,Ma-20,True,False,726.9870516406969,"LINESTRING (2.6435041 39.5953976, 2.6433295 39.595315, 2.6430143 39.5951614, 2.6428507 39.5950778, 2.6425468 39.5949187, 2.6423787 39.5948265, 2.6422201 39.5947367, 2.6420668 39.5946487, 2.6419129 39.5945586, 2.6417567 39.5944646, 2.6416052 39.5943707, 2.6414597 39.5942775, 2.6413085 39.5941798, 2.641162 39.5940826, 2.6410202 39.5939868, 2.6408773 39.5938869, 2.6407377 39.593787, 2.6405952 39.5936817, 2.6404539 39.5935776, 2.6403177 39.5934717, 2.6401742 39.5933604, 2.6400473 39.5932565, 2.639913 39.5931429, 2.6397786 39.5930282, 2.6396524 39.5929185, 2.6394721 39.5927607, 2.6387188 39.5920898, 2.6385172 39.5919099, 2.6383935 39.591798, 2.6382719 39.5916823, 2.6381507 39.5915664, 2.6380317 39.5914535, 2.6379072 39.5913356, 2.6377822 39.5912157, 2.6374195 39.590897)",,yes,,,
"[1266624674, 1266624675, 4350503]",motorway_link,2,"['60', '70', '40']",,,True,False,257.70238086782217,"LINESTRING (2.6374195 39.590897, 2.637292 39.5908635, 2.6369728 39.5905925, 2.6367681 39.5904257, 2.6365704 39.5902568, 2.6365468 39.5902366, 2.6362764 39.5899957, 2.6360368 39.5897979, 2.6359075 39.5896896, 2.6358016 39.5896039, 2.6357819 39.5895879, 2.6353353 39.5892435)",,,,,
"[32723522, 32723523, 1267560972]",motorway,3,80,,Ma-20,True,False,674.1888388169967,"LINESTRING (2.6374195 39.590897, 2.6371801 39.5906414, 2.6369342 39.5904089, 2.6368104 39.5902937, 2.6366852 39.5901789, 2.6365624 39.590067, 2.6363122 39.5898426, 2.6360617 39.5896203, 2.6359343 39.5895084, 2.6358035 39.5893964, 2.6355399 39.5891797, 2.6354045 39.5890724, 2.6352749 39.5889718, 2.6351367 39.5888659, 2.6349799 39.5887499, 2.634847 39.5886511, 2.6347057 39.5885496, 2.6345617 39.5884463, 2.6343418 39.5882977, 2.6341225 39.588152, 2.6338286 39.5879641, 2.6335169 39.5877752, 2.6332184 39.5875902, 2.6329126 39.5874076, 2.6326037 39.5872288, 2.6322863 39.5870517, 2.6321069 39.5869542, 2.6317298 39.5867547)",,yes,,,
"[1267556641, 32635338, 32635339, 32723502]",motorway,"['3', '2']",80,,Ma-20,True,False,578.1768583023982,"LINESTRING (2.6381772 39.5913807, 2.6383037 39.5914994, 2.6384279 39.5916166, 2.6385487 39.591729, 2.6386799 39.5918451, 2.6388082 39.5919572, 2.6388562 39.5919981, 2.639613 39.5926681, 2.6398233 39.5928648, 2.6399521 39.5929799, 2.6400899 39.5931003, 2.6402258 39.5932167, 2.6403624 39.5933276, 2.6404997 39.5934345, 2.6406459 39.5935456, 2.6407925 39.5936534, 2.6409415 39.593761, 2.6410831 39.5938611, 2.6412304 39.5939601, 2.6413908 39.5940668, 2.6415387 39.5941639, 2.6416936 39.594263, 2.6418422 39.5943559, 2.6420014 39.5944517, 2.6421578 39.5945448, 2.6423159 39.5946363, 2.6424738 39.5947248, 2.6426449 39.5948167, 2.6429846 39.5949959)",,yes,,,
