osmid,y,x,street_count,highway,ref,railway,junction,geometry
162460,50.1112099,8.6926734,3,,,,,POINT (8.6926734 50.1112099)
162461,50.1131784,8.6930162,4,,,,,POINT (8.6930162 50.1131784)
162466,50.1113899,8.6882506,4,,,,,POINT (8.6882506 50.1113899)
162467,50.1125649,8.6881031,4,,,,,POINT (8.6881031 50.1125649)
162468,50.1093318,8.6924735,4,,,,,POINT (8.6924735 50.1093318)
162469,50.1091209,8.6926546,3,crossing,,,,POINT (8.6926546 50.1091209)
162506,50.1248489,8.7456279,3,,,,,POINT (8.7456279 50.1248489)
162527,50.123691,8.7167817,3,,,,,POINT (8.7167817 50.123691)
162530,50.124197,8.7150554,3,,,,,POINT (8.7150554 50.124197)
162531,50.1247165,8.7133254,3,,,,,POINT (8.7133254 50.1247165)
162533,50.1255722,8.7100471,3,,,,,POINT (8.7100471 50.1255722)
162535,50.1337682,8.7064419,4,traffic_signals,,,,POINT (8.7064419 50.1337682)
162540,50.1314515,8.7055782,4,,,,,POINT (8.7055782 50.1314515)
162541,50.1308235,8.7054635,3,,,,,POINT (8.7054635 50.1308235)
162542,50.1294986,8.7069564,3,,,,,POINT (8.7069564 50.1294986)
162543,50.1316235,8.6839107,4,,,,,POINT (8.6839107 50.1316235)
162547,50.1282181,8.6845938,4,,,,,POINT (8.6845938 50.1282181)
162555,50.1310813,8.6946288,3,,,,,POINT (8.6946288 50.1310813)
162556,50.1339143,8.6958663,3,,,,,POINT (8.6958663 50.1339143)
162584,50.1225391,8.651372,5,,,,,POINT (8.651372 50.1225391)
162585,50.123935,8.648837,4,,,,,POINT (8.648837 50.123935)
162586,50.125082,8.6468096,4,,,,,POINT (8.6468096 50.125082)
162588,50.1282238,8.6465341,3,,,,,POINT (8.6465341 50.1282238)
162590,50.1190662,8.6597896,4,,,,,POINT (8.6597896 50.1190662)
162595,50.1094845,8.6608191,5,,,,,POINT (8.6608191 50.1094845)
162639,50.1124421,8.6794918,4,,,,,POINT (8.6794918 50.1124421)
162640,50.1095557,8.6813572,1,,,,,POINT (8.6813572 50.1095557)
162641,50.1092331,8.6799632,3,,,,,POINT (8.6799632 50.1092331)
162642,50.1087399,8.6775151,2,,,,,POINT (8.6775151 50.1087399)
162643,50.109525,8.6769347,5,,,,,POINT (8.6769347 50.109525)
162654,50.1060664,8.6907385,1,,,,,POINT (8.6907385 50.1060664)
162655,50.1056312,8.692164,3,,,,,POINT (8.692164 50.1056312)
162656,50.1065504,8.6897538,1,,,,,POINT (8.6897538 50.1065504)
165147,50.1004497,8.7309369,3,,,,,POINT (8.7309369 50.1004497)
165154,50.1001521,8.7249675,3,,,,,POINT (8.7249675 50.1001521)
165167,50.1029291,8.69234,3,,,,,POINT (8.69234 50.1029291)
165169,50.1025197,8.6893895,4,,,,,POINT (8.6893895 50.1025197)
165170,50.1010451,8.685018,4,traffic_signals,,,,POINT (8.685018 50.1010451)
165171,50.1013595,8.6862779,3,,,,,POINT (8.6862779 50.1013595)
327182,50.1593477,8.7235633,4,,,,,POINT (8.7235633 50.1593477)
327272,50.1459266,8.7061022,3,,,,,POINT (8.7061022 50.1459266)
327309,50.1431632,8.7036727,4,,,,,POINT (8.7036727 50.1431632)
407469,50.1110016,8.5985732,4,,,,,POINT (8.5985732 50.1110016)
407480,50.1125618,8.6069806,4,traffic_signals,,,,POINT (8.6069806 50.1125618)
407504,50.1156646,8.5923375,3,motorway_junction,3,,,POINT (8.5923375 50.1156646)
407521,50.1168107,8.5952209,3,,,,,POINT (8.5952209 50.1168107)
407538,50.115718,8.5981411,3,,,,,POINT (8.5981411 50.115718)
407564,50.1149706,8.5955464,3,,,,,POINT (8.5955464 50.1149706)
407570,50.1170613,8.5975382,3,,,,,POINT (8.5975382 50.1170613)
407585,50.1145431,8.6049238,3,milestone,,,,POINT (8.6049238 50.1145431)
407586,50.114235,8.6025188,3,,,,,POINT (8.6025188 50.114235)
407658,50.1238857,8.5825063,4,,,,,POINT (8.5825063 50.1238857)
407667,50.1240493,8.5724553,3,traffic_signals,,,,POINT (8.5724553 50.1240493)
407767,50.1211126,8.5828922,3,,,,,POINT (8.5828922 50.1211126)
407775,50.1227679,8.5811233,3,motorway_junction,2,,,POINT (8.5811233 50.1227679)
410218,50.1228257,8.5976174,3,,,,,POINT (8.5976174 50.1228257)
410271,50.1147858,8.6046426,3,,,,,POINT (8.6046426 50.1147858)
410291,50.1151034,8.6129658,3,motorway_junction,4,,,POINT (8.6129658 50.1151034)
410302,50.1160835,8.6103506,3,,,,,POINT (8.6103506 50.1160835)
410304,50.1158312,8.6101553,3,,,,,POINT (8.6101553 50.1158312)
410324,50.1146682,8.6097995,3,crossing,,,,POINT (8.6097995 50.1146682)
410387,50.114247,8.6141163,5,,,,,POINT (8.6141163 50.114247)
410389,50.1142675,8.6136923,3,,,,,POINT (8.6136923 50.1142675)
426276,50.1165241,8.6264713,3,,,,,POINT (8.6264713 50.1165241)
426279,50.1164249,8.6272964,3,,,,,POINT (8.6272964 50.1164249)
426367,50.1075969,8.5997478,3,,,,,POINT (8.5997478 50.1075969)
426433,50.0933454,8.6163315,3,motorway_junction,20,,,POINT (8.6163315 50.0933454)
426439,50.0907751,8.6184247,3,,,,,POINT (8.6184247 50.0907751)
426466,50.0876253,8.6171882,3,,,,,POINT (8.6171882 50.0876253)
457412,50.0524121,8.6098301,3,,,,,POINT (8.6098301 50.0524121)
457428,50.0598996,8.6532214,3,,,,,POINT (8.6532214 50.0598996)
457644,50.0531311,8.6050647,3,,,,,POINT (8.6050647 50.0531311)
457659,50.0520674,8.603249,3,,,,,POINT (8.603249 50.0520674)
458376,50.0354099,8.5950428,3,,,,,POINT (8.5950428 50.0354099)
458443,50.0344738,8.5946043,3,,,,,POINT (8.5946043 50.0344738)
458509,50.0350485,8.5941901,3,,,,,POINT (8.5941901 50.0350485)
458655,50.0537425,8.6049854,3,,,,,POINT (8.6049854 50.0537425)
458729,50.0569047,8.6057658,3,,,,,POINT (8.6057658 50.0569047)
458877,50.0525625,8.6053799,3,,,,,POINT (8.6053799 50.0525625)
458884,50.0530185,8.5962545,3,,,,,POINT (8.5962545 50.0530185)
458914,50.0532233,8.6029398,3,,,,,POINT (8.6029398 50.0532233)
458991,50.0528801,8.5993044,3,,,,,POINT (8.5993044 50.0528801)
460473,50.1097,8.6020436,3,,,,,POINT (8.6020436 50.1097)
463085,50.1190392,8.5959543,3,motorway_junction,19,,,POINT (8.5959543 50.1190392)
465668,50.0471917,8.6011083,3,,,,,POINT (8.6011083 50.0471917)
466634,50.2039345,8.6501214,3,motorway_junction,17,,,POINT (8.6501214 50.2039345)
467348,50.0544465,8.604764,3,,,,,POINT (8.604764 50.0544465)
470993,50.1277335,8.5759238,3,motorway_junction,1,,,POINT (8.5759238 50.1277335)
471003,50.1211518,8.5830955,3,motorway_junction,2,,,POINT (8.5830955 50.1211518)
471013,50.1149046,8.6167075,3,motorway_junction,4,,,POINT (8.6167075 50.1149046)
471022,50.1160384,8.6223963,3,,,,,POINT (8.6223963 50.1160384)
471046,50.1233547,8.5792678,3,,,,,POINT (8.5792678 50.1233547)
471053,50.1235778,8.5787783,3,,,,,POINT (8.5787783 50.1235778)
471064,50.1223001,8.5818427,3,,,,,POINT (8.5818427 50.1223001)
471073,50.1236355,8.5797847,3,,,,,POINT (8.5797847 50.1236355)
471124,50.1140396,8.6016308,3,,,,,POINT (8.6016308 50.1140396)
471129,50.1150432,8.6148291,3,motorway_junction,3,,,POINT (8.6148291 50.1150432)
471138,50.1168128,8.5891637,3,,,,,POINT (8.5891637 50.1168128)
471229,50.1233766,8.5794093,3,,,,,POINT (8.5794093 50.1233766)
471246,50.1149003,8.6146987,3,,,,,POINT (8.6146987 50.1149003)
471276,50.1158411,8.6222388,3,motorway_junction,5,,,POINT (8.6222388 50.1158411)
471302,50.1302318,8.5771068,3,,,,,POINT (8.5771068 50.1302318)
471303,50.1142302,8.5995737,3,,,,,POINT (8.5995737 50.1142302)
471314,50.1244967,8.5571732,3,,,,,POINT (8.5571732 50.1244967)
471373,50.1155201,8.6103372,3,,,,,POINT (8.6103372 50.1155201)
471409,50.1146054,8.6024558,3,motorway_junction,3,,,POINT (8.6024558 50.1146054)
471445,50.1144935,8.6140608,3,,,,,POINT (8.6140608 50.1144935)
471472,50.1138585,8.5997977,3,,,,,POINT (8.5997977 50.1138585)
471477,50.1144379,8.5944829,3,,,,,POINT (8.5944829 50.1144379)
471484,50.1264798,8.5649702,3,,,,,POINT (8.5649702 50.1264798)
471504,50.1111351,8.6015565,3,,,,,POINT (8.6015565 50.1111351)
471509,50.1142603,8.6038822,3,,,,,POINT (8.6038822 50.1142603)
471535,50.1153125,8.5986735,3,,,,,POINT (8.5986735 50.1153125)
471537,50.1238785,8.5817725,3,,,,,POINT (8.5817725 50.1238785)
473697,50.1141594,8.6167322,3,,,,,POINT (8.6167322 50.1141594)
473699,50.1141191,8.6174946,3,,,,,POINT (8.6174946 50.1141191)
473700,50.1142219,8.6178058,3,,,,,POINT (8.6178058 50.1142219)
480638,50.0474061,8.6015023,3,motorway_junction,22,,,POINT (8.6015023 50.0474061)
480652,50.0566985,8.6061507,3,,,,,POINT (8.6061507 50.0566985)
480659,50.0623165,8.6089563,3,,,,,POINT (8.6089563 50.0623165)
480745,50.108369,8.6031565,3,motorway_junction,,,,POINT (8.6031565 50.108369)
480748,50.1094012,8.6024917,3,motorway_junction,19,,,POINT (8.6024917 50.1094012)
480764,50.1322274,8.5902786,3,motorway_junction,18,,,POINT (8.5902786 50.1322274)
480833,50.2036032,8.6499172,3,,,,,POINT (8.6499172 50.2036032)
482273,50.1322511,8.5900041,3,,,,,POINT (8.5900041 50.1322511)
482324,50.1989042,8.6483194,3,,,,,POINT (8.6483194 50.1989042)
482329,50.2025576,8.6484165,3,,,,,POINT (8.6484165 50.2025576)
482369,50.0548575,8.6061113,3,,,,,POINT (8.6061113 50.0548575)
482600,50.0879317,8.6192385,6,,,,,POINT (8.6192385 50.0879317)
482612,50.1340906,8.594883,3,,,,,POINT (8.594883 50.1340906)
482630,50.1337141,8.5929664,3,,,,,POINT (8.5929664 50.1337141)
482632,50.0903559,8.6184182,3,,,,,POINT (8.6184182 50.0903559)
482636,50.1981735,8.6405113,3,motorway_junction,17,,,POINT (8.6405113 50.1981735)
499219,50.1235991,8.5793127,4,,,,,POINT (8.5793127 50.1235991)
504228,50.1489537,8.7042826,3,,,,,POINT (8.7042826 50.1489537)
504242,50.1602049,8.6946432,3,,,,,POINT (8.6946432 50.1602049)
504254,50.1594227,8.6794922,3,motorway_junction,7,,,POINT (8.6794922 50.1594227)
504298,50.1940382,8.6530872,3,motorway_junction,5,,,POINT (8.6530872 50.1940382)
504299,50.1957411,8.6514513,3,,,,,POINT (8.6514513 50.1957411)
504300,50.1969845,8.6502722,3,motorway_junction,4,,,POINT (8.6502722 50.1969845)
504372,50.1970929,8.6499039,3,,,,,POINT (8.6499039 50.1970929)
504374,50.1935631,8.6533254,3,motorway_junction,5,,,POINT (8.6533254 50.1935631)
504407,50.1591439,8.6808774,3,motorway_junction,7,,,POINT (8.6808774 50.1591439)
504416,50.1597773,8.69251,3,motorway_junction,8,,,POINT (8.69251 50.1597773)
504558,50.1605177,8.6741817,3,motorway_junction,7,,,POINT (8.6741817 50.1605177)
504577,50.1467419,8.7035806,3,motorway_junction,9,,,POINT (8.7035806 50.1467419)
504605,50.1573986,8.7050137,3,motorway_junction,8,,,POINT (8.7050137 50.1573986)
504613,50.1290365,8.7243417,3,,,,,POINT (8.7243417 50.1290365)
504984,50.1964612,8.6522422,4,,,,,POINT (8.6522422 50.1964612)
505028,50.1179444,8.7313039,3,,,,,POINT (8.7313039 50.1179444)
505122,50.1765434,8.6458342,3,,,,,POINT (8.6458342 50.1765434)
505132,50.1766123,8.6457437,3,,,,,POINT (8.6457437 50.1766123)
505140,50.1749724,8.6425552,4,,,,,POINT (8.6425552 50.1749724)
505267,50.0862604,8.6195839,3,,,,,POINT (8.6195839 50.0862604)
506996,50.1167081,8.5372566,3,,,,,POINT (8.5372566 50.1167081)
506997,50.1178384,8.5403538,3,motorway_junction,,,,POINT (8.5403538 50.1178384)
507004,50.1347071,8.6200363,3,,,,,POINT (8.6200363 50.1347071)
507083,50.1322791,8.6515955,3,motorway_junction,21,,,POINT (8.6515955 50.1322791)
507103,50.1123135,8.525215,3,,,,,POINT (8.525215 50.1123135)
507110,50.1261473,8.5614392,3,motorway_junction,18,,,POINT (8.5614392 50.1261473)
507123,50.1333918,8.5840697,3,motorway_junction,19,,,POINT (8.5840697 50.1333918)
507138,50.1323257,8.6126264,3,motorway_junction,20,,,POINT (8.6126264 50.1323257)
507140,50.0938788,8.4834584,3,motorway_junction,14,,,POINT (8.4834584 50.0938788)
507147,50.1149826,8.5319803,3,,,,,POINT (8.5319803 50.1149826)
507361,50.1348299,8.6199274,3,motorway_junction,20,,,POINT (8.6199274 50.1348299)
507363,50.1340759,8.6173549,3,,,,,POINT (8.6173549 50.1340759)
507380,50.1306875,8.577856,3,motorway_junction,18,,,POINT (8.577856 50.1306875)
507394,50.1141118,8.529601,3,,,,,POINT (8.529601 50.1141118)
507397,50.1121913,8.5243538,3,motorway_junction,15,,,POINT (8.5243538 50.1121913)
507401,50.1319155,8.6583606,3,motorway_junction,21,,,POINT (8.6583606 50.1319155)
507473,50.1325097,8.6181811,3,,,,,POINT (8.6181811 50.1325097)
507476,50.1330879,8.6153077,3,,,,,POINT (8.6153077 50.1330879)
507477,50.1349527,8.590688,3,,,,,POINT (8.590688 50.1349527)
507507,50.1147784,8.5339203,3,,,,,POINT (8.5339203 50.1147784)
507508,50.1151693,8.5337924,3,,,,,POINT (8.5337924 50.1151693)
507549,50.1359277,8.6568837,3,,,,,POINT (8.6568837 50.1359277)
507555,50.1346177,8.6563069,3,,,,,POINT (8.6563069 50.1346177)
507558,50.1334166,8.6566514,3,,,,,POINT (8.6566514 50.1334166)
507567,50.1111903,8.5236969,3,,,,,POINT (8.5236969 50.1111903)
507568,50.1113824,8.5238156,3,,,,,POINT (8.5238156 50.1113824)
507580,50.1341655,8.5867002,3,,,,,POINT (8.5867002 50.1341655)
507608,50.1345957,8.5892624,3,,,,,POINT (8.5892624 50.1345957)
507627,50.1321946,8.6569943,3,,,,,POINT (8.6569943 50.1321946)
507634,50.1292078,8.6561554,3,,,,,POINT (8.6561554 50.1292078)
507710,50.1311298,8.6540971,3,,,,,POINT (8.6540971 50.1311298)
507713,50.1120261,8.5223093,3,,,,,POINT (8.5223093 50.1120261)
507714,50.1118543,8.5220973,3,,,,,POINT (8.5220973 50.1118543)
507716,50.1319402,8.6102758,3,,,,,POINT (8.6102758 50.1319402)
507717,50.1335866,8.5974988,3,,,,,POINT (8.5974988 50.1335866)
508013,50.0572886,8.6432117,3,,,,,POINT (8.6432117 50.0572886)
508109,50.0522894,8.6212222,3,motorway_junction,50,,,POINT (8.6212222 50.0522894)
508215,50.0539222,8.5815903,3,,,,,POINT (8.5815903 50.0539222)
508367,50.0645014,8.7218991,3,,,,,POINT (8.7218991 50.0645014)
508489,50.0584596,8.647922,3,motorway_junction,51,,,POINT (8.647922 50.0584596)
513838,50.1553408,8.7060639,3,,,,,POINT (8.7060639 50.1553408)
516051,50.1338338,8.5970391,3,motorway_junction,19,,,POINT (8.5970391 50.1338338)
516062,50.1358185,8.5909497,3,,,,,POINT (8.5909497 50.1358185)
516383,50.1288767,8.5785796,3,,,,,POINT (8.5785796 50.1288767)
516714,50.1313292,8.5987942,3,,,,,POINT (8.5987942 50.1313292)
516716,50.1311039,8.5979474,3,,,,,POINT (8.5979474 50.1311039)
516724,50.1330044,8.5869256,3,,,,,POINT (8.5869256 50.1330044)
516728,50.1355058,8.5840419,3,,,,,POINT (8.5840419 50.1355058)
516779,50.1239326,8.5883127,3,,,,,POINT (8.5883127 50.1239326)
516936,50.1226405,8.5985857,3,,,,,POINT (8.5985857 50.1226405)
516937,50.1230251,8.5982011,3,,,,,POINT (8.5982011 50.1230251)
516948,50.1226443,8.5953386,3,,,,,POINT (8.5953386 50.1226443)
516956,50.123335,8.5887322,3,,,,,POINT (8.5887322 50.123335)
517395,50.1266804,8.5649659,3,,,,,POINT (8.5649659 50.1266804)
518254,50.1230894,8.5697084,3,,,,,POINT (8.5697084 50.1230894)
518256,50.1226096,8.570032,3,,,,,POINT (8.570032 50.1226096)
518258,50.121968,8.5704462,3,,,,,POINT (8.5704462 50.121968)
518260,50.1213925,8.5707205,3,,,,,POINT (8.5707205 50.1213925)
518270,50.1212182,8.5694459,4,,,,,POINT (8.5694459 50.1212182)
518286,50.11943,8.568134,3,,,,,POINT (8.568134 50.11943)
518290,50.1186936,8.5663934,3,,,,,POINT (8.5663934 50.1186936)
518293,50.1190328,8.5659582,3,,,,,POINT (8.5659582 50.1190328)
518294,50.1193883,8.5663337,3,,,,,POINT (8.5663337 50.1193883)
518313,50.1241288,8.5721696,4,crossing,,,,POINT (8.5721696 50.1241288)
519392,50.0547252,8.5837707,3,,,,,POINT (8.5837707 50.0547252)
519411,50.0508546,8.5640766,3,,,,,POINT (8.5640766 50.0508546)
519436,50.0533956,8.5775455,3,,,,,POINT (8.5775455 50.0533956)
519437,50.0539352,8.577912,3,,,,,POINT (8.577912 50.0539352)
519440,50.0549659,8.580177,3,,,,,POINT (8.580177 50.0549659)
519529,50.0568387,8.5887372,3,,,,,POINT (8.5887372 50.0568387)
519532,50.0578898,8.5935036,3,,,,,POINT (8.5935036 50.0578898)
519536,50.057468,8.6033232,3,motorway_junction,,,,POINT (8.6033232 50.057468)
519539,50.0570785,8.6069195,3,,,,,POINT (8.6069195 50.0570785)
519549,50.0558125,8.6348626,3,,,,,POINT (8.6348626 50.0558125)
519563,50.0696291,8.6519657,3,,,,,POINT (8.6519657 50.0696291)
519575,50.0785518,8.6571268,3,,,,,POINT (8.6571268 50.0785518)
519577,50.0793101,8.6575391,3,,,,,POINT (8.6575391 50.0793101)
519586,50.0806648,8.6557342,3,,,,,POINT (8.6557342 50.0806648)
519611,50.0598617,8.6460771,3,,,,,POINT (8.6460771 50.0598617)
519696,50.0554538,8.5817964,3,,,,,POINT (8.5817964 50.0554538)
519723,50.0566708,8.6481514,3,,,,,POINT (8.6481514 50.0566708)
519727,50.0562579,8.6467572,3,,,,,POINT (8.6467572 50.0562579)
519735,50.0567079,8.6471304,3,,,,,POINT (8.6471304 50.0567079)
519737,50.0559634,8.6467512,3,,,,,POINT (8.6467512 50.0559634)
520411,50.1233137,8.6632048,3,,,,,POINT (8.6632048 50.1233137)
520413,50.1231016,8.6617785,3,,,,,POINT (8.6617785 50.1231016)
520423,50.1214759,8.6590437,3,,,,,POINT (8.6590437 50.1214759)
520424,50.1208038,8.6592997,3,,,,,POINT (8.6592997 50.1208038)
520431,50.1177521,8.6590454,4,,,,,POINT (8.6590454 50.1177521)
520433,50.1162936,8.6582534,4,traffic_signals,,,,POINT (8.6582534 50.1162936)
520435,50.1153874,8.6577575,4,traffic_signals,,,,POINT (8.6577575 50.1153874)
520436,50.1146553,8.6572486,3,,,,,POINT (8.6572486 50.1146553)
520441,50.1135989,8.6564251,3,,,,,POINT (8.6564251 50.1135989)
520442,50.1135858,8.6566345,3,,,,,POINT (8.6566345 50.1135858)
520450,50.1125961,8.6550555,3,,,,,POINT (8.6550555 50.1125961)
520844,50.0626232,8.6488443,3,,,,,POINT (8.6488443 50.0626232)
520856,50.0560429,8.6353511,3,,,,,POINT (8.6353511 50.0560429)
520979,50.0754528,8.5437612,3,,,,,POINT (8.5437612 50.0754528)
520980,50.0773525,8.5441507,3,,,,,POINT (8.5441507 50.0773525)
521002,50.0790165,8.5493277,5,,,,,POINT (8.5493277 50.0790165)
521028,50.0754212,8.5434555,3,,,,,POINT (8.5434555 50.0754212)
521303,50.0778037,8.5492864,3,motorway_junction,,,,POINT (8.5492864 50.0778037)
521305,50.0771544,8.5467595,3,,,,,POINT (8.5467595 50.0771544)
521332,50.0807383,8.5462076,4,,,,,POINT (8.5462076 50.0807383)
521335,50.0796094,8.5487359,3,,,,,POINT (8.5487359 50.0796094)
521340,50.0779827,8.5449791,3,,,,,POINT (8.5449791 50.0779827)
521360,50.0723127,8.5438779,3,motorway_junction,,,,POINT (8.5438779 50.0723127)
521363,50.073577,8.5430378,3,,,,,POINT (8.5430378 50.073577)
521375,50.0804707,8.5479755,3,,,,,POINT (8.5479755 50.0804707)
521377,50.0808407,8.5463016,4,,,,,POINT (8.5463016 50.0808407)
521386,50.0960951,8.579113,3,,,,,POINT (8.579113 50.0960951)
521406,50.0883418,8.5696184,3,motorway_junction,,,,POINT (8.5696184 50.0883418)
521412,50.0897238,8.5711679,3,,,,,POINT (8.5711679 50.0897238)
521416,50.0944499,8.5770348,3,motorway_junction,,,,POINT (8.5770348 50.0944499)
521435,50.0743908,8.510171,3,motorway_junction,,,,POINT (8.510171 50.0743908)
521456,50.0751188,8.5079485,3,,,,,POINT (8.5079485 50.0751188)
521459,50.0881533,8.5692641,3,,,,,POINT (8.5692641 50.0881533)
521483,50.089607,8.5708185,3,motorway_junction,,,,POINT (8.5708185 50.089607)
521496,50.0577254,8.6020905,3,,,,,POINT (8.6020905 50.0577254)
521544,50.0559094,8.5832906,3,,,,,POINT (8.5832906 50.0559094)
521559,50.0543058,8.5744373,3,,,,,POINT (8.5744373 50.0543058)
521562,50.0534676,8.5690312,3,,,,,POINT (8.5690312 50.0534676)
521639,50.0543261,8.5759599,3,,,,,POINT (8.5759599 50.0543261)
521648,50.0519017,8.5594037,3,,,,,POINT (8.5594037 50.0519017)
521808,50.0521503,8.560281,3,,,,,POINT (8.560281 50.0521503)
521827,50.0571493,8.6074216,3,,,,,POINT (8.6074216 50.0571493)
525752,50.0375139,8.5960406,3,,,,,POINT (8.5960406 50.0375139)
525793,50.0534173,8.5977002,3,,,,,POINT (8.5977002 50.0534173)
525829,50.0521296,8.6199288,3,,,,,POINT (8.6199288 50.0521296)
525877,50.0558528,8.6485366,3,,,,,POINT (8.6485366 50.0558528)
525879,50.0621145,8.6501888,3,,,,,POINT (8.6501888 50.0621145)
525885,50.0622051,8.647847,3,,,,,POINT (8.647847 50.0622051)
525888,50.0613861,8.6478817,3,,,,,POINT (8.6478817 50.0613861)
525889,50.060899,8.6485076,3,,,,,POINT (8.6485076 50.060899)
525891,50.060991,8.6494362,3,,,,,POINT (8.6494362 50.060991)
525892,50.0614499,8.6499329,3,,,,,POINT (8.6499329 50.0614499)
544281,50.1222523,8.5829504,3,,,,,POINT (8.5829504 50.1222523)
544288,50.1332041,8.6177692,3,,,,,POINT (8.6177692 50.1332041)
544290,50.1345622,8.6166051,3,,,,,POINT (8.6166051 50.1345622)
544291,50.1322553,8.6118379,3,motorway_junction,20,,,POINT (8.6118379 50.1322553)
544304,50.1341575,8.6166736,3,,,,,POINT (8.6166736 50.1341575)
544306,50.1332199,8.6174896,3,,,,,POINT (8.6174896 50.1332199)
544460,50.1272804,8.5654075,3,,,,,POINT (8.5654075 50.1272804)
544497,50.2002784,8.6444971,3,,,,,POINT (8.6444971 50.2002784)
544501,50.2011219,8.6459619,3,,,,,POINT (8.6459619 50.2011219)
544508,50.2004827,8.6461234,3,,,,,POINT (8.6461234 50.2004827)
544572,50.1977803,8.6395083,3,,,,,POINT (8.6395083 50.1977803)
544599,50.1380925,8.592525,3,motorway_junction,18,,,POINT (8.592525 50.1380925)
544600,50.1371635,8.5917204,3,,,,,POINT (8.5917204 50.1371635)
544610,50.1350217,8.586566,3,,,,,POINT (8.586566 50.1350217)
544660,50.1320495,8.5926883,3,,,,,POINT (8.5926883 50.1320495)
544680,50.1315777,8.5927491,3,,,,,POINT (8.5927491 50.1315777)
544713,50.1338315,8.6175126,3,,,,,POINT (8.6175126 50.1338315)
544723,50.1140925,8.5969306,3,,,,,POINT (8.5969306 50.1140925)
552619,50.1511655,8.6232379,3,,,,,POINT (8.6232379 50.1511655)
552623,50.1513557,8.6244517,3,,,,,POINT (8.6244517 50.1513557)
552629,50.1513939,8.6250303,3,,,,,POINT (8.6250303 50.1513939)
552631,50.1516473,8.6267955,4,,,,,POINT (8.6267955 50.1516473)
552636,50.1524715,8.6301179,3,,,,,POINT (8.6301179 50.1524715)
552638,50.1525676,8.6305932,3,,,,,POINT (8.6305932 50.1525676)
552639,50.1528969,8.6323146,3,,,,,POINT (8.6323146 50.1528969)
552642,50.1532499,8.6339624,3,,,,,POINT (8.6339624 50.1532499)
552659,50.1075397,8.6171595,3,,,,,POINT (8.6171595 50.1075397)
552679,50.1123041,8.627873,3,,,,,POINT (8.627873 50.1123041)
552682,50.1113135,8.6276535,4,,,,,POINT (8.6276535 50.1113135)
552695,50.1076823,8.618175,3,,,,,POINT (8.618175 50.1076823)
552699,50.1075555,8.6165839,3,,,,,POINT (8.6165839 50.1075555)
552704,50.1095825,8.6048282,3,traffic_signals,,,,POINT (8.6048282 50.1095825)
552706,50.1148045,8.6094589,4,,,,,POINT (8.6094589 50.1148045)
552713,50.1075488,8.6173992,3,,,,,POINT (8.6173992 50.1075488)
552714,50.1076087,8.6174838,3,,,,,POINT (8.6174838 50.1076087)
552814,50.1058251,8.5527108,3,,,,,POINT (8.5527108 50.1058251)
552817,50.1053891,8.5513925,3,,,,,POINT (8.5513925 50.1053891)
552832,50.1126385,8.5363516,3,,,,,POINT (8.5363516 50.1126385)
552844,50.1014722,8.5530642,4,traffic_signals,,,,POINT (8.5530642 50.1014722)
552850,50.1113324,8.537785,3,,,,,POINT (8.537785 50.1113324)
552862,50.1036711,8.546379,3,,,,,POINT (8.546379 50.1036711)
552866,50.1025189,8.5562541,3,,,,,POINT (8.5562541 50.1025189)
552869,50.0995642,8.5404089,4,,,,,POINT (8.5404089 50.0995642)
552876,50.1024132,8.5501744,3,,,,,POINT (8.5501744 50.1024132)
552877,50.1013532,8.5393687,4,,,,,POINT (8.5393687 50.1013532)
552888,50.1119109,8.5391202,4,,,,,POINT (8.5391202 50.1119109)
552889,50.1127543,8.5381592,3,,,,,POINT (8.5381592 50.1127543)
552891,50.1130579,8.5378284,3,,,,,POINT (8.5378284 50.1130579)
552893,50.102669,8.5387377,3,,,,,POINT (8.5387377 50.102669)
552905,50.1030008,8.5518406,4,,,,,POINT (8.5518406 50.1030008)
552906,50.1072114,8.5473332,3,,,,,POINT (8.5473332 50.1072114)
552915,50.1156403,8.5564265,3,,,,,POINT (8.5564265 50.1156403)
552919,50.115087,8.551533,3,,,,,POINT (8.551533 50.115087)
552921,50.1147546,8.5483047,3,,,,,POINT (8.5483047 50.1147546)
552923,50.1145177,8.5460975,3,,,,,POINT (8.5460975 50.1145177)
552936,50.1007032,8.5441016,4,,,,,POINT (8.5441016 50.1007032)
552943,50.0735389,8.5071319,3,,,,,POINT (8.5071319 50.0735389)
552950,50.0739523,8.5117695,3,,,,,POINT (8.5117695 50.0739523)
552973,50.0855901,8.5144955,4,,,,,POINT (8.5144955 50.0855901)
552975,50.0847509,8.5140741,3,,,,,POINT (8.5140741 50.0847509)
552977,50.0818263,8.5106756,3,traffic_signals,,,,POINT (8.5106756 50.0818263)
552979,50.0798576,8.508364,3,,,,,POINT (8.508364 50.0798576)
552986,50.0767832,8.506748,3,,,,,POINT (8.506748 50.0767832)
552993,50.1009319,8.5514052,4,,,,,POINT (8.5514052 50.1009319)
552994,50.1054213,8.5509822,3,,,,,POINT (8.5509822 50.1054213)
552997,50.106041,8.5505467,3,,,,,POINT (8.5505467 50.106041)
553035,50.116343,8.5601779,3,,,,,POINT (8.5601779 50.116343)
553361,50.0476768,8.5548467,3,,,,,POINT (8.5548467 50.0476768)
553369,50.0477833,8.5543464,4,,,,,POINT (8.5543464 50.0477833)
553370,50.0478165,8.5544838,4,,,,,POINT (8.5544838 50.0478165)
