osmid,y,x,street_count,highway,ref,railway,junction,geometry
18883352,50.1187267,8.6435058,4,,,,,POINT (8.6435058 50.1187267)
18883353,50.1140535,8.6452802,3,,,,,POINT (8.6452802 50.1140535)
18883357,50.106537,8.6437899,5,,,,,POINT (8.6437899 50.106537)
18883369,50.1061638,8.6454419,3,,,,,POINT (8.6454419 50.1061638)
18883381,50.1192468,8.6431192,3,,,,,POINT (8.6431192 50.1192468)
18883391,50.1198101,8.6408701,4,,,,,POINT (8.6408701 50.1198101)
18883395,50.1187063,8.641253,3,,,,,POINT (8.641253 50.1187063)
18883398,50.1062006,8.6455922,3,,,,,POINT (8.6455922 50.1062006)
18883408,50.1102035,8.6437011,3,,,,,POINT (8.6437011 50.1102035)
18883426,50.1205998,8.6395847,4,,,,,POINT (8.6395847 50.1205998)
18883438,50.1058046,8.6438609,3,,,,,POINT (8.6438609 50.1058046)
18883441,50.1062525,8.6457575,3,,,,,POINT (8.6457575 50.1062525)
18883444,50.1210322,8.640251,4,,,,,POINT (8.640251 50.1210322)
18883448,50.118797,8.6417882,3,,,,,POINT (8.6417882 50.118797)
18883455,50.1074354,8.6483756,3,,,,,POINT (8.6483756 50.1074354)
18883470,50.1174334,8.6430407,4,,,,,POINT (8.6430407 50.1174334)
18889021,50.1029538,8.6247033,4,,,,,POINT (8.6247033 50.1029538)
18889036,50.104818,8.6253686,4,,,,,POINT (8.6253686 50.104818)
18889048,50.1053597,8.6305323,3,,,,,POINT (8.6305323 50.1053597)
18889053,50.1060062,8.6396458,3,,,,,POINT (8.6396458 50.1060062)
18889070,50.1057386,8.6479911,4,,,,,POINT (8.6479911 50.1057386)
18889076,50.1052077,8.6463068,4,,,,,POINT (8.6463068 50.1052077)
18889102,50.1055865,8.6325641,3,,,,,POINT (8.6325641 50.1055865)
18889115,50.1106464,8.6543217,3,,,,,POINT (8.6543217 50.1106464)
18889117,50.1041223,8.6374024,4,,,,,POINT (8.6374024 50.1041223)
18889120,50.1027738,8.6250017,4,,,,,POINT (8.6250017 50.1027738)
18889121,50.1046683,8.642547,4,,,,,POINT (8.642547 50.1046683)
18889126,50.1059067,8.6374794,4,,,,,POINT (8.6374794 50.1059067)
18889131,50.103431,8.6307917,4,,,,,POINT (8.6307917 50.103431)
18889136,50.1037478,8.6339512,3,,,,,POINT (8.6339512 50.1037478)
18893694,50.1143624,8.6358714,3,,,,,POINT (8.6358714 50.1143624)
18893698,50.1140604,8.6399728,3,,,,,POINT (8.6399728 50.1140604)
18893711,50.115314,8.6296487,3,,,,,POINT (8.6296487 50.115314)
20640328,50.128303,8.6922248,5,,,,,POINT (8.6922248 50.128303)
20640335,50.1213168,8.690685,4,,,,,POINT (8.690685 50.1213168)
20640336,50.1207903,8.6905249,4,,,,,POINT (8.6905249 50.1207903)
20640340,50.1136364,8.6891702,4,,,,,POINT (8.6891702 50.1136364)
20640345,50.1176687,8.6883492,4,,,,,POINT (8.6883492 50.1176687)
20640349,50.1220706,8.6909443,4,,,,,POINT (8.6909443 50.1220706)
20640361,50.1254575,8.6919729,4,,,,,POINT (8.6919729 50.1254575)
20640373,50.126208,8.6920681,3,,,,,POINT (8.6920681 50.126208)
20640391,50.124224,8.6917608,3,,,,,POINT (8.6917608 50.124224)
20640398,50.1137402,8.6880138,3,,,,,POINT (8.6880138 50.1137402)
20640402,50.1198255,8.6901831,3,,,,,POINT (8.6901831 50.1198255)
20825594,50.1085145,8.6581055,4,,,,,POINT (8.6581055 50.1085145)
20825600,50.1089932,8.6596096,3,,,,,POINT (8.6596096 50.1089932)
20825602,50.1063392,8.6581364,3,,,,,POINT (8.6581364 50.1063392)
20825605,50.1076766,8.6589084,4,,,,,POINT (8.6589084 50.1076766)
20825606,50.1082023,8.6603621,4,,,,,POINT (8.6603621 50.1082023)
20825607,50.1076806,8.660946,4,,,,,POINT (8.660946 50.1076806)
25109225,50.1288619,8.6818812,3,,,,,POINT (8.6818812 50.1288619)
25211240,50.1246217,8.7457019,3,,,,,POINT (8.7457019 50.1246217)
25211362,50.1329102,8.7671873,4,,,,,POINT (8.7671873 50.1329102)
25211377,50.1341691,8.7694813,3,,,,,POINT (8.7694813 50.1341691)
25211418,50.1369559,8.7745077,3,,,,,POINT (8.7745077 50.1369559)
25211495,50.1240935,8.7444074,4,,,,,POINT (8.7444074 50.1240935)
25552453,50.1298755,8.6184139,3,,,,,POINT (8.6184139 50.1298755)
25552454,50.129044,8.617582,3,,,,,POINT (8.617582 50.129044)
25552456,50.1270646,8.6153222,3,,,,,POINT (8.6153222 50.1270646)
25552457,50.1271973,8.6154926,3,,,,,POINT (8.6154926 50.1271973)
25552458,50.1267115,8.6149237,3,,,,,POINT (8.6149237 50.1267115)
25552461,50.1282378,8.6166996,3,,,,,POINT (8.6166996 50.1282378)
25552463,50.12734,8.6167467,1,,,,,POINT (8.6167467 50.12734)
25552464,50.1276773,8.6160121,3,,,,,POINT (8.6160121 50.1276773)
25552510,50.1269452,8.6162135,1,,,,,POINT (8.6162135 50.1269452)
25552576,50.1258912,8.6141904,3,,,,,POINT (8.6141904 50.1258912)
25552577,50.1256638,8.6148533,1,,,,,POINT (8.6148533 50.1256638)
25552578,50.1255403,8.6140644,3,,,,,POINT (8.6140644 50.1255403)
25552580,50.1249412,8.6130822,4,,,,,POINT (8.6130822 50.1249412)
25552822,50.1243624,8.6135336,3,,,,,POINT (8.6135336 50.1243624)
25552995,50.1247023,8.6143655,3,,,,,POINT (8.6143655 50.1247023)
25552997,50.1252628,8.6137735,3,,,,,POINT (8.6137735 50.1252628)
25553044,50.1255742,8.6130797,1,,,,,POINT (8.6130797 50.1255742)
25553255,50.1252337,8.6124502,4,,,,,POINT (8.6124502 50.1252337)
25553546,50.1240347,8.6124008,3,,,,,POINT (8.6124008 50.1240347)
25553675,50.1241726,8.6136914,1,,,,,POINT (8.6136914 50.1241726)
25553792,50.1306443,8.6166844,4,,,,,POINT (8.6166844 50.1306443)
25553793,50.1309922,8.615917,4,,,,,POINT (8.615917 50.1309922)
25553794,50.1310712,8.6171312,1,,,,,POINT (8.6171312 50.1310712)
25553796,50.1317583,8.6167991,3,,,,,POINT (8.6167991 50.1317583)
25553797,50.1323015,8.615654,3,,,,,POINT (8.615654 50.1323015)
25553798,50.1298378,8.6158226,3,,,,,POINT (8.6158226 50.1298378)
25553799,50.1290536,8.6147931,3,,,,,POINT (8.6147931 50.1290536)
25553800,50.1293617,8.6140144,4,,,,,POINT (8.6140144 50.1293617)
25553801,50.1302105,8.6149976,4,,,,,POINT (8.6149976 50.1302105)
25553802,50.1300278,8.6125554,4,,,,,POINT (8.6125554 50.1300278)
25553803,50.1308082,8.613639,3,,,,,POINT (8.613639 50.1308082)
25554140,50.1276794,8.6110754,4,,,,,POINT (8.6110754 50.1276794)
25554141,50.1285639,8.6098005,3,,,,,POINT (8.6098005 50.1285639)
25554143,50.1276493,8.6131119,3,,,,,POINT (8.6131119 50.1276493)
25554153,50.1270112,8.6120495,3,,,,,POINT (8.6120495 50.1270112)
25554154,50.1272848,8.6124933,3,,,,,POINT (8.6124933 50.1272848)
25554155,50.1269497,8.611952,3,,,,,POINT (8.611952 50.1269497)
25554158,50.1315385,8.6146758,3,,,,,POINT (8.6146758 50.1315385)
25554159,50.132732,8.6160989,1,,,,,POINT (8.6160989 50.132732)
25582423,50.1147524,8.6483889,4,,,,,POINT (8.6483889 50.1147524)
25593305,50.1212767,8.6214164,4,crossing,,,,POINT (8.6214164 50.1212767)
25632693,50.1000073,8.5665069,4,,,,,POINT (8.5665069 50.1000073)
25632694,50.0991274,8.5676201,3,,,,,POINT (8.5676201 50.0991274)
25632695,50.099579,8.5685541,4,,,,,POINT (8.5685541 50.099579)
25633813,50.1243243,8.6109434,4,,,,,POINT (8.6109434 50.1243243)
25633836,50.1260536,8.6083181,3,,,,,POINT (8.6083181 50.1260536)
25634053,50.1341721,8.60747,1,,,,,POINT (8.60747 50.1341721)
25634054,50.1353459,8.6061838,1,,,,,POINT (8.6061838 50.1353459)
25635343,50.0948517,8.639269,3,,,,,POINT (8.639269 50.0948517)
25669685,50.1226259,8.6156467,3,,,,,POINT (8.6156467 50.1226259)
25669743,50.1223504,8.6186489,1,,,,,POINT (8.6186489 50.1223504)
25669805,50.1253943,8.6194155,2,,,,,POINT (8.6194155 50.1253943)
25669840,50.1243038,8.6175345,3,,,,,POINT (8.6175345 50.1243038)
25670034,50.1232402,8.6180687,1,,,,,POINT (8.6180687 50.1232402)
25670248,50.1259148,8.6216246,3,,,,,POINT (8.6216246 50.1259148)
25670634,50.0906731,8.6192195,3,,,,,POINT (8.6192195 50.0906731)
25670643,50.0947916,8.6393913,3,,,,,POINT (8.6393913 50.0947916)
25670655,50.0955016,8.645071,1,,,,,POINT (8.645071 50.0955016)
25670656,50.0966843,8.6442416,3,,,,,POINT (8.6442416 50.0966843)
25711880,50.1241644,8.5807707,1,,,,,POINT (8.5807707 50.1241644)
25711903,50.1229702,8.5711357,1,,,,,POINT (8.5711357 50.1229702)
25711904,50.1216842,8.5694423,1,,,,,POINT (8.5694423 50.1216842)
25711905,50.1219663,8.5710954,1,,,,,POINT (8.5710954 50.1219663)
25711906,50.1217999,8.5705678,3,,,,,POINT (8.5705678 50.1217999)
25711908,50.1218353,8.5722805,3,,,,,POINT (8.5722805 50.1218353)
25711910,50.1220445,8.5712772,1,,,,,POINT (8.5712772 50.1220445)
25873076,50.1075712,8.6557082,4,,,,,POINT (8.6557082 50.1075712)
25873099,50.1035429,8.6582131,3,,,,,POINT (8.6582131 50.1035429)
25874328,50.1238855,8.6028452,1,,,,,POINT (8.6028452 50.1238855)
25874329,50.1228836,8.6036436,3,,,,,POINT (8.6036436 50.1228836)
25874330,50.1216051,8.6048185,3,,,,,POINT (8.6048185 50.1216051)
25874331,50.1244575,8.5968076,3,,,,,POINT (8.5968076 50.1244575)
25875812,50.1226167,8.6055333,3,,,,,POINT (8.6055333 50.1226167)
25875813,50.121972,8.6060335,3,,,,,POINT (8.6060335 50.121972)
25876590,50.1200356,8.6029527,1,turning_circle,,,,POINT (8.6029527 50.1200356)
25876591,50.1207717,8.6074383,3,,,,,POINT (8.6074383 50.1207717)
25876592,50.1199321,8.6052232,1,turning_circle,,,,POINT (8.6052232 50.1199321)
25934497,50.1216931,8.5677258,1,,,,,POINT (8.5677258 50.1216931)
25934498,50.1214739,8.5671075,3,,,,,POINT (8.5671075 50.1214739)
25934499,50.1240818,8.5656789,3,,,,,POINT (8.5656789 50.1240818)
25934503,50.1236695,8.5678423,3,,,,,POINT (8.5678423 50.1236695)
25934505,50.1243091,8.5694267,3,,,,,POINT (8.5694267 50.1243091)
25934517,50.122018,8.566666,4,,,,,POINT (8.566666 50.122018)
25948855,50.1235908,8.6040303,1,,,,,POINT (8.6040303 50.1235908)
25948860,50.1192993,8.59864,1,turning_circle,,,,POINT (8.59864 50.1192993)
25948861,50.1199862,8.5979633,1,turning_circle,,,,POINT (8.5979633 50.1199862)
25948864,50.1210717,8.6007612,3,,,,,POINT (8.6007612 50.1210717)
25948866,50.1179527,8.600015,1,turning_circle,,,,POINT (8.600015 50.1179527)
25948868,50.1171203,8.6008235,1,turning_circle,,,,POINT (8.6008235 50.1171203)
25948870,50.1248851,8.6027908,2,,,,,POINT (8.6027908 50.1248851)
25948874,50.124993,8.6016579,2,,,,,POINT (8.6016579 50.124993)
25948881,50.1257099,8.6013643,1,,,,,POINT (8.6013643 50.1257099)
25948884,50.1266424,8.6050715,3,,,,,POINT (8.6050715 50.1266424)
25948886,50.1276078,8.6022894,3,,,,,POINT (8.6022894 50.1276078)
25948899,50.1267712,8.6004785,3,,,,,POINT (8.6004785 50.1267712)
26027036,50.1246197,8.5625397,1,,,,,POINT (8.5625397 50.1246197)
26027038,50.1232311,8.5643945,3,,,,,POINT (8.5643945 50.1232311)
26027041,50.1206346,8.5649753,4,,,,,POINT (8.5649753 50.1206346)
26027046,50.1213043,8.5632333,3,,,,,POINT (8.5632333 50.1213043)
26027047,50.1216472,8.5640614,4,,,,,POINT (8.5640614 50.1216472)
26027048,50.1225642,8.5662033,3,,,,,POINT (8.5662033 50.1225642)
26027050,50.1197284,8.5658501,3,,,,,POINT (8.5658501 50.1197284)
26027262,50.1188144,8.5657213,3,,,,,POINT (8.5657213 50.1188144)
26027264,50.1185063,8.5658587,1,,,,,POINT (8.5658587 50.1185063)
26027266,50.1188122,8.5638549,1,,,,,POINT (8.5638549 50.1188122)
26027268,50.1185336,8.5631354,4,,,,,POINT (8.5631354 50.1185336)
26027270,50.1189033,8.5634268,1,,,,,POINT (8.5634268 50.1189033)
26027272,50.1179871,8.5616298,1,,,,,POINT (8.5616298 50.1179871)
26027378,50.1173374,8.5627167,3,,,,,POINT (8.5627167 50.1173374)
26027388,50.1175482,8.5613504,1,,,,,POINT (8.5613504 50.1175482)
26027394,50.1171979,8.5603558,1,,,,,POINT (8.5603558 50.1171979)
26027549,50.1166592,8.5574935,3,,,,,POINT (8.5574935 50.1166592)
26027551,50.1169309,8.5573005,3,,,,,POINT (8.5573005 50.1169309)
26027561,50.1206414,8.5559954,3,,,,,POINT (8.5559954 50.1206414)
26027568,50.1105345,8.5693252,3,,,,,POINT (8.5693252 50.1105345)
26027569,50.1097013,8.5668495,1,turning_circle,,,,POINT (8.5668495 50.1097013)
26027570,50.1095048,8.5688112,1,,,,,POINT (8.5688112 50.1095048)
26027571,50.1099035,8.5698938,3,,,,,POINT (8.5698938 50.1099035)
26027576,50.1091365,8.5674192,1,,,,,POINT (8.5674192 50.1091365)
26408022,50.1681653,8.6288748,3,,,,,POINT (8.6288748 50.1681653)
26408025,50.1685834,8.6300787,3,,,,,POINT (8.6300787 50.1685834)
26408045,50.1708133,8.6361967,4,,,,,POINT (8.6361967 50.1708133)
26809745,50.1064194,8.5784994,3,,,,,POINT (8.5784994 50.1064194)
26809747,50.1078685,8.5813474,3,,,,,POINT (8.5813474 50.1078685)
26809749,50.1087576,8.5850399,3,,,,,POINT (8.5850399 50.1087576)
26809750,50.1091925,8.5859602,3,,,,,POINT (8.5859602 50.1091925)
26809768,50.1096338,8.5825383,3,,,,,POINT (8.5825383 50.1096338)
26809784,50.0988062,8.5706373,3,,,,,POINT (8.5706373 50.0988062)
26809789,50.098667,8.5696902,3,,,,,POINT (8.5696902 50.098667)
26809906,50.0850647,8.5731698,3,,,,,POINT (8.5731698 50.0850647)
26809908,50.0849447,8.5743026,4,,,,,POINT (8.5743026 50.0849447)
26809916,50.0847539,8.5769478,4,,,,,POINT (8.5769478 50.0847539)
26809922,50.0846077,8.577805,4,,,,,POINT (8.577805 50.0846077)
26809927,50.0844362,8.5788669,4,,,,,POINT (8.5788669 50.0844362)
26809932,50.0842972,8.5796781,4,,,,,POINT (8.5796781 50.0842972)
26809936,50.0840395,8.5813046,4,,,,,POINT (8.5813046 50.0840395)
26809943,50.0837816,8.5827911,4,,,,,POINT (8.5827911 50.0837816)
26809950,50.0836314,8.5837168,4,,,,,POINT (8.5837168 50.0836314)
26809957,50.0835207,8.584821,4,,,,,POINT (8.584821 50.0835207)
26810034,50.0881908,8.5783558,3,,,,,POINT (8.5783558 50.0881908)
26810038,50.0878958,8.5791622,3,,,,,POINT (8.5791622 50.0878958)
26810047,50.0875328,8.5801158,4,,,,,POINT (8.5801158 50.0875328)
26810061,50.0872256,8.5821015,3,,,,,POINT (8.5821015 50.0872256)
26810131,50.0870642,8.5838651,3,,,,,POINT (8.5838651 50.0870642)
26810132,50.0866914,8.5857035,3,,,,,POINT (8.5857035 50.0866914)
26810133,50.0866204,8.5776859,4,,,,,POINT (8.5776859 50.0866204)
26810137,50.0857723,8.5773661,4,,,,,POINT (8.5773661 50.0857723)
26810140,50.0856256,8.5782185,3,,,,,POINT (8.5782185 50.0856256)
26810141,50.0864786,8.5785721,4,,,,,POINT (8.5785721 50.0864786)
26810143,50.0863041,8.5796073,4,,,,,POINT (8.5796073 50.0863041)
27403578,50.1354883,8.6966073,3,crossing,,,,POINT (8.6966073 50.1354883)
27403600,50.1365572,8.6956617,3,,,,,POINT (8.6956617 50.1365572)
27403604,50.1368739,8.695372,3,,,,,POINT (8.695372 50.1368739)
27403625,50.1439846,8.6922334,4,,,,,POINT (8.6922334 50.1439846)
27403635,50.1507815,8.6886202,4,traffic_signals,,,,POINT (8.6886202 50.1507815)
27403644,50.1553153,8.6862462,4,traffic_signals,,,,POINT (8.6862462 50.1553153)
27403660,50.15833,8.6888,3,,,,,POINT (8.6888 50.15833)
27403666,50.1585666,8.6888149,3,,,,,POINT (8.6888149 50.1585666)
27403669,50.1672912,8.6832688,1,,,,,POINT (8.6832688 50.1672912)
27403672,50.1679937,8.6825965,3,,,,,POINT (8.6825965 50.1679937)
27403675,50.1673461,8.6787626,4,,,,,POINT (8.6787626 50.1673461)
27403678,50.1681803,8.6837086,3,,,,,POINT (8.6837086 50.1681803)
27403685,50.1672136,8.6846249,3,,,,,POINT (8.6846249 50.1672136)
27403688,50.1678304,8.6814943,3,,,,,POINT (8.6814943 50.1678304)
27403690,50.1664597,8.683057,3,,,,,POINT (8.683057 50.1664597)
27403691,50.1653992,8.6809911,3,traffic_signals,,,,POINT (8.6809911 50.1653992)
27403694,50.1659112,8.6820826,4,,,,,POINT (8.6820826 50.1659112)
27403697,50.1676045,8.6801848,3,,,,,POINT (8.6801848 50.1676045)
27403702,50.1621516,8.6847048,3,,,,,POINT (8.6847048 50.1621516)
27403715,50.1595121,8.6806655,3,,,,,POINT (8.6806655 50.1595121)
27403719,50.1589497,8.6795482,3,,,,,POINT (8.6795482 50.1589497)
27403724,50.1582848,8.6798008,3,,,,,POINT (8.6798008 50.1582848)
27403747,50.1612654,8.6857885,3,,,,,POINT (8.6857885 50.1612654)
27403749,50.1592274,8.6880614,4,,,,,POINT (8.6880614 50.1592274)
27403761,50.1588738,8.6880382,3,,,,,POINT (8.6880382 50.1588738)
27403765,50.1578988,8.6873962,3,,,,,POINT (8.6873962 50.1578988)
27405241,50.1590606,8.6800187,3,,,,,POINT (8.6800187 50.1590606)
27405580,50.1686605,8.6773157,3,,,,,POINT (8.6773157 50.1686605)
27405616,50.1717581,8.6737214,3,,,,,POINT (8.6737214 50.1717581)
27405627,50.1750416,8.6699822,3,,,,,POINT (8.6699822 50.1750416)
27421827,50.1628939,8.6838419,3,,,,,POINT (8.6838419 50.1628939)
27421828,50.163198,8.6846768,3,,,,,POINT (8.6846768 50.163198)
27421832,50.1621408,8.6865959,3,,,,,POINT (8.6865959 50.1621408)
27421833,50.1627263,8.6881607,3,,,,,POINT (8.6881607 50.1627263)
27421835,50.1644818,8.6864868,3,,,,,POINT (8.6864868 50.1644818)
27422167,50.1647005,8.6869121,3,,,,,POINT (8.6869121 50.1647005)
27422245,50.1611796,8.68933,3,,,,,POINT (8.68933 50.1611796)
27422247,50.1602728,8.6901131,4,,,,,POINT (8.6901131 50.1602728)
27428606,50.1684323,8.6851704,3,,,,,POINT (8.6851704 50.1684323)
27428609,50.1684512,8.6860969,3,,,,,POINT (8.6860969 50.1684512)
27428615,50.1683747,8.6848213,3,,,,,POINT (8.6848213 50.1683747)
27428618,50.1667069,8.6858384,4,,,,,POINT (8.6858384 50.1667069)
27428621,50.1666163,8.6852219,3,,,,,POINT (8.6852219 50.1666163)
27428625,50.1660652,8.6840555,1,,,,,POINT (8.6840555 50.1660652)
27428630,50.1668595,8.6870387,4,,,,,POINT (8.6870387 50.1668595)
27428656,50.1690932,8.6864683,3,,,,,POINT (8.6864683 50.1690932)
27428692,50.1672609,8.6896797,3,,,,,POINT (8.6896797 50.1672609)
27428796,50.1682957,8.6902868,1,,,,,POINT (8.6902868 50.1682957)
27428844,50.1677749,8.6811515,3,,,,,POINT (8.6811515 50.1677749)
27428846,50.1684838,8.6812784,3,,,,,POINT (8.6812784 50.1684838)
27428848,50.1687928,8.6811505,3,,,,,POINT (8.6811505 50.1687928)
27428857,50.1681653,8.6778629,3,,,,,POINT (8.6778629 50.1681653)
27429010,50.1672336,8.6779014,4,,,,,POINT (8.6779014 50.1672336)
27429014,50.1667034,8.6739346,3,traffic_signals,,,,POINT (8.6739346 50.1667034)
27429016,50.1664145,8.6722655,3,,,,,POINT (8.6722655 50.1664145)
27429021,50.1656623,8.6681849,3,,,,,POINT (8.6681849 50.1656623)
27429235,50.1637737,8.6626923,3,,,,,POINT (8.6626923 50.1637737)
27429245,50.1609343,8.6602569,4,,,,,POINT (8.6602569 50.1609343)
27429246,50.1592988,8.658208,4,,,,,POINT (8.658208 50.1592988)
27441246,50.1614287,8.6854861,3,,,,,POINT (8.6854861 50.1614287)
27441571,50.1608113,8.6751,3,,,,,POINT (8.6751 50.1608113)
27441573,50.1557042,8.6756614,3,,,,,POINT (8.6756614 50.1557042)
27443571,50.1412878,8.6803248,4,,,,,POINT (8.6803248 50.1412878)
27443666,50.1448149,8.6824237,3,,,,,POINT (8.6824237 50.1448149)
27443673,50.1493957,8.6759962,3,,,,,POINT (8.6759962 50.1493957)
27443917,50.149794,8.6759141,4,,,,,POINT (8.6759141 50.149794)
27452247,50.1597517,8.6813895,3,,,,,POINT (8.6813895 50.1597517)
27452248,50.1601309,8.6805499,3,,,,,POINT (8.6805499 50.1601309)
27452264,50.1614878,8.6720878,3,,,,,POINT (8.6720878 50.1614878)
27452267,50.160223,8.6821144,3,,,,,POINT (8.6821144 50.160223)
27452304,50.1701189,8.6962846,3,,,,,POINT (8.6962846 50.1701189)
27452314,50.1673974,8.6910282,3,,,,,POINT (8.6910282 50.1673974)
27452315,50.1678268,8.6921479,3,,,,,POINT (8.6921479 50.1678268)
27452317,50.1689426,8.6936524,1,,,,,POINT (8.6936524 50.1689426)
27452319,50.1659758,8.6900947,3,,,,,POINT (8.6900947 50.1659758)
27452321,50.1660721,8.6913107,4,,,,,POINT (8.6913107 50.1660721)
27452331,50.1651622,8.6910438,3,,,,,POINT (8.6910438 50.1651622)
27452332,50.1644301,8.6911054,1,,,,,POINT (8.6911054 50.1644301)
27462440,50.1664975,8.6574845,4,,,,,POINT (8.6574845 50.1664975)
27462441,50.1659272,8.6571227,3,,,,,POINT (8.6571227 50.1659272)
27462442,50.1653201,8.6567583,3,,,,,POINT (8.6567583 50.1653201)
27462444,50.1640952,8.6566051,4,,,,,POINT (8.6566051 50.1640952)
27462449,50.1619924,8.6562618,3,,,,,POINT (8.6562618 50.1619924)
27462452,50.1600369,8.6549646,3,,,,,POINT (8.6549646 50.1600369)
27462453,50.1596683,8.6554751,3,,,,,POINT (8.6554751 50.1596683)
27462459,50.1590037,8.656569,3,,,,,POINT (8.656569 50.1590037)
27462460,50.1592083,8.6562673,3,,,,,POINT (8.6562673 50.1592083)
27462580,50.1621985,8.6583168,3,,,,,POINT (8.6583168 50.1621985)
27462581,50.1624879,8.6579853,3,,,,,POINT (8.6579853 50.1624879)
27462583,50.1625247,8.659998,3,,,,,POINT (8.659998 50.1625247)
27471012,50.1805022,8.6640991,3,,,,,POINT (8.6640991 50.1805022)
27471013,50.1806989,8.6640656,3,,,,,POINT (8.6640656 50.1806989)
27471016,50.1806413,8.6639623,4,,,,,POINT (8.6639623 50.1806413)
27471017,50.1809445,8.6630866,3,,,,,POINT (8.6630866 50.1809445)
27471019,50.1809119,8.6628465,3,,,,,POINT (8.6628465 50.1809119)
27471020,50.1809859,8.6624175,3,,,,,POINT (8.6624175 50.1809859)
27471022,50.1810145,8.6612991,3,,,,,POINT (8.6612991 50.1810145)
27471023,50.1809716,8.6605268,3,,,,,POINT (8.6605268 50.1809716)
27471024,50.1806208,8.6602401,3,,,,,POINT (8.6602401 50.1806208)
27502102,50.1653249,8.6827547,4,,,,,POINT (8.6827547 50.1653249)
27502103,50.164746,8.6834111,4,,,,,POINT (8.6834111 50.164746)
27502104,50.1641671,8.6840636,3,,,,,POINT (8.6840636 50.1641671)
27502105,50.1638721,8.6834278,1,,,,,POINT (8.6834278 50.1638721)
27502106,50.1644396,8.682781,1,,,,,POINT (8.682781 50.1644396)
27502108,50.165685,8.6835179,3,,,,,POINT (8.6835179 50.165685)
27502109,50.1651137,8.6841821,4,,,,,POINT (8.6841821 50.1651137)
27502110,50.1645402,8.6848453,3,,,,,POINT (8.6848453 50.1645402)
27502111,50.1650282,8.682124,1,,,,,POINT (8.682124 50.1650282)
27502117,50.1662213,8.6800711,3,,,,,POINT (8.6800711 50.1662213)
27502118,50.1668676,8.6810161,4,,,,,POINT (8.6810161 50.1668676)
27530303,50.1619192,8.6849263,3,,,,,POINT (8.6849263 50.1619192)
27530330,50.1639635,8.6654312,1,,,,,POINT (8.6654312 50.1639635)
27530331,50.1629685,8.6645724,3,,,,,POINT (8.6645724 50.1629685)
27530333,50.163016,8.6644662,3,,,,,POINT (8.6644662 50.163016)
27530334,50.1621521,8.6635626,3,,,,,POINT (8.6635626 50.1621521)
27530343,50.1585968,8.6525668,3,,,,,POINT (8.6525668 50.1585968)
27530348,50.1590572,8.6511354,3,,,,,POINT (8.6511354 50.1590572)
27530351,50.15918,8.6410505,3,,,,,POINT (8.6410505 50.15918)
27530354,50.1606771,8.6447374,4,,,,,POINT (8.6447374 50.1606771)
27530356,50.1600568,8.6472071,4,,,,,POINT (8.6472071 50.1600568)
27530357,50.1595013,8.6495025,4,,,,,POINT (8.6495025 50.1595013)
27530360,50.1616018,8.6398127,3,,,,,POINT (8.6398127 50.1616018)
27552127,50.0981331,8.6715438,3,,,,,POINT (8.6715438 50.0981331)
27552128,50.0988413,8.6762687,4,,,,,POINT (8.6762687 50.0988413)
27552129,50.098318,8.6768538,4,,,,,POINT (8.6768538 50.098318)
27552130,50.098168,8.6756675,3,,,,,POINT (8.6756675 50.098168)
27552131,50.0992939,8.6800499,4,,,,,POINT (8.6800499 50.0992939)
27552132,50.1006549,8.6803476,4,,,,,POINT (8.6803476 50.1006549)
27552133,50.0998059,8.6781786,3,,,,,POINT (8.6781786 50.0998059)
27552135,50.1001117,8.6753387,3,,,,,POINT (8.6753387 50.1001117)
27561622,50.1201781,8.6218708,3,,,,,POINT (8.6218708 50.1201781)
27563747,50.0973517,8.670319,3,,,,,POINT (8.670319 50.0973517)
27563748,50.0880699,8.6596664,4,,,,,POINT (8.6596664 50.0880699)
27597003,50.1000159,8.6821429,4,,,,,POINT (8.6821429 50.1000159)
27597005,50.1032704,8.6869005,3,,,,,POINT (8.6869005 50.1032704)
27597007,50.1009722,8.6879634,3,,,,,POINT (8.6879634 50.1009722)
27597020,50.1019255,8.6874855,4,,,,,POINT (8.6874855 50.1019255)
27597022,50.1016191,8.6847109,4,,,,,POINT (8.6847109 50.1016191)
27597023,50.1018937,8.6864222,3,,,,,POINT (8.6864222 50.1018937)
27598476,50.0951708,8.6810329,4,,,,,POINT (8.6810329 50.0951708)
27598478,50.0944441,8.6814093,3,,,,,POINT (8.6814093 50.0944441)
27598481,50.0933399,8.6806292,3,,,,,POINT (8.6806292 50.0933399)
27598491,50.0877454,8.6713708,4,,,,,POINT (8.6713708 50.0877454)
27612085,50.1689752,8.6893836,1,,,,,POINT (8.6893836 50.1689752)
27612093,50.1713746,8.696782,3,,,,,POINT (8.696782 50.1713746)
27612094,50.1715311,8.6971445,4,,,,,POINT (8.6971445 50.1715311)
27620249,50.1048409,8.6667821,3,,,,,POINT (8.6667821 50.1048409)
27620251,50.1029759,8.6647239,4,,,,,POINT (8.6647239 50.1029759)
27650436,50.1071738,8.670741,4,,,,,POINT (8.670741 50.1071738)
27717759,50.104571,8.6830647,4,,,,,POINT (8.6830647 50.104571)
27718628,50.1017995,8.685884,3,,,,,POINT (8.685884 50.1017995)
27731527,50.0989389,8.672269,3,,,,,POINT (8.672269 50.0989389)
27731532,50.0975695,8.6705626,4,,,,,POINT (8.6705626 50.0975695)
