osmid,highway,lanes,maxspeed,name,oneway,reversed,length,geometry,access,junction,ref,width,est_width,tunnel,bridge,service
1213173770,living_street,,10,Carrer del Comte Borrell,True,False,18.451764662796343,"LINESTRING (2.1574616 41.3812781, 2.15754 41.3811989, 2.157576 41.3811611, 2.1575924 41.3811443)",,,,,,,,
316582576,primary,5,50,Gran Via de les Corts Catalanes,True,False,133.49359222836566,"LINESTRING (2.1563247 41.3804334, 2.1564317 41.3805146, 2.1572686 41.3811357, 2.1573129 41.3811667, 2.1574616 41.3812781)",,,C-31,12,,,,
905209182,residential,2,30,Carrer de Viladomat,True,False,18.81746872340497,"LINESTRING (2.1563247 41.3804334, 2.1564085 41.3803676, 2.1564226 41.3803563, 2.1564659 41.3803226, 2.1564803 41.3803109)",,,,,,,,
"[545715324, 316582574]",primary,5,50,Gran Via de les Corts Catalanes,True,False,134.58305054626905,"LINESTRING (2.1551756 41.3795841, 2.1553228 41.379696, 2.1558928 41.3801225, 2.1559703 41.3801794, 2.1561336 41.3802957, 2.1561834 41.3803317, 2.1563247 41.3804334)",,,C-31,12,,,,
918438451,residential,2,30,Carrer de Calàbria,True,False,148.27297522212308,"LINESTRING (2.1551756 41.3795841, 2.1550899 41.3796515, 2.155067 41.3796691, 2.1550311 41.3796976, 2.1550156 41.3797098, 2.1549283 41.3797743, 2.1546896 41.3799545, 2.1544744 41.380117, 2.1541598 41.3803546, 2.1541411 41.3803687, 2.1539255 41.3805318)",,,,,,,,
"[244057616, 545715325]",primary,5,50,Gran Via de les Corts Catalanes,True,False,134.7236517249936,"LINESTRING (2.1529147 41.3778725, 2.1530654 41.3779875, 2.1537072 41.378476, 2.1537135 41.3784808, 2.1539017 41.3786196, 2.1540544 41.3787307)",,,C-31,18,,,,
"[907252500, 532436406]",secondary,3,50,Carrer d'Entença,True,False,148.7553051318148,"LINESTRING (2.1529147 41.3778725, 2.1528113 41.3779467, 2.152799 41.3779564, 2.1527566 41.3779881, 2.1527388 41.3780009, 2.1526586 41.3780597, 2.1523595 41.3782848, 2.1521716 41.3784264, 2.1518614 41.3786601, 2.1516527 41.3788174)",,,,"['8', '12']",,,,
4743362,residential,,30,Carrer de Guàrdia,True,False,123.68203690505004,"LINESTRING (2.1733456 41.3782059, 2.1733778 41.3781867, 2.1744727 41.3775336, 2.1745094 41.3775175)",,,,,,,,
295215797,tertiary,,30,Carrer Nou de la Rambla,True,False,62.21608142424706,"LINESTRING (2.1733456 41.3782059, 2.1729507 41.3778132, 2.1728957 41.3777597)",,,,,,,,
4743363,living_street,,20,Carrer de l'Est,True,False,120.39725143234968,"LINESTRING (2.1728957 41.3777597, 2.1729182 41.3777464, 2.1733853 41.3774476, 2.1739954 41.3770587)",,,,,,,,
295215797,tertiary,,30,Carrer Nou de la Rambla,True,False,50.37097247492521,"LINESTRING (2.1728957 41.3777597, 2.1725506 41.3774462, 2.1725123 41.3774098)",,,,,,,,
4743364,residential,,30,Carrer de la Junta del Comerç,True,False,194.61946816836326,"LINESTRING (2.1708255 41.3805733, 2.1708451 41.3805502, 2.1714709 41.3798139, 2.1721135 41.3791144)",,,,,,,,
"[295215802, 295215803, 241868444]",tertiary,1,10,Carrer de l'Hospital,True,False,101.07099140423577,"LINESTRING (2.1708255 41.3805733, 2.1707788 41.3805587, 2.1704212 41.3804469, 2.1701952 41.3803787, 2.1701498 41.380365, 2.1701137 41.3803544, 2.1697637 41.3802516, 2.169702 41.3802335)",,,,,,,,
"[1117840336, 1117840340]",living_street,,10,Carrer de Sant Pau,False,True,155.91801264981282,"LINESTRING (2.1726234 41.3797053, 2.172772 41.3799207, 2.1728501 41.3800371, 2.1730099 41.3803757, 2.1730459 41.3804816, 2.1732088 41.3808812, 2.1732289 41.3809305, 2.1732407 41.380964, 2.1732492 41.3810204)",,,,,,,,
"[4743368, 10427092]",residential,,30,"['Carrer de la Unió', 'Carrer del Marquès de Barberà']",True,False,315.4020738055586,"LINESTRING (2.1717029 41.3778764, 2.1717207 41.3778936, 2.1728352 41.3789671, 2.1732829 41.379414, 2.1735882 41.3797013, 2.1739569 41.3800435, 2.1739785 41.3800635, 2.1740277 41.3801128)",,,,,,,,
18618300,living_street,,20,Carrer de Sant Ramon,True,False,85.16330296619445,"LINESTRING (2.1717029 41.3778764, 2.1717548 41.3778465, 2.1720621 41.3776693, 2.172465 41.3774368, 2.1725123 41.3774098)",,,,,,,,
1028689883,living_street,,20,Carrer de Sant Ramon,True,False,61.35606319695639,"LINESTRING (2.1717029 41.3778764, 2.171655 41.377904, 2.1711198 41.3782126)",,,,,,,,
553234915,tertiary,1,30,Carrer Nou de la Rambla,True,False,61.1216200400149,"LINESTRING (2.1725123 41.3774098, 2.17223 41.3771378, 2.172197 41.3771035, 2.1721214 41.3770303, 2.1720881 41.3769649)",,,,,,,,
