osmid,highway,lanes,maxspeed,name,oneway,width,reversed,length,geometry,ref,access,bridge,junction,tunnel,area
361708208,residential,1,RO:urban,Strada Frunzișului,True,3,False,31.157001666995427,"LINESTRING (23.5669729 46.7552249, 23.5668673 46.7554956)",,,,,,
55493754,secondary,2,RO:urban,Strada Frunzișului,True,,False,57.137563590954066,"LINESTRING (23.5669729 46.7552249, 23.5668996 46.7552961, 23.5668428 46.7553389, 23.5667478 46.7553972, 23.5666394 46.7554438, 23.566486 46.7554891, 23.5663752 46.7555123)",,,,,,
7851204,residential,2,RO:urban,Strada Ion Mincu,False,,False,205.20024942272184,"LINESTRING (23.5920925 46.7599059, 23.5921474 46.759927, 23.5927487 46.7601357, 23.5927729 46.7601465, 23.5927883 46.7601571, 23.5928014 46.7601674, 23.5928094 46.7601796, 23.5928143 46.7601929, 23.5928164 46.7602092, 23.5928171 46.7602253, 23.5926032 46.7612653, 23.5925911 46.7612882, 23.5925791 46.7613057, 23.5925589 46.7613213, 23.5925362 46.7613319, 23.5925087 46.7613392, 23.5924765 46.7613406, 23.5923939 46.7613421)",,,,,,
746230194,tertiary,2,50,Strada Republicii,False,,False,79.8373469840327,"LINESTRING (23.5920925 46.7599059, 23.5921609 46.7598354, 23.5923055 46.7596989, 23.5924731 46.7595078, 23.5926378 46.759294)",,,,,,
746230194,tertiary,2,50,Strada Republicii,False,,True,71.95547456757716,"LINESTRING (23.5920925 46.7599059, 23.5919807 46.7599855, 23.5919001 46.760042, 23.5914092 46.7603524)",,,,,,
"[7932712, 372299409, 1035852500]",secondary,"['3', '2']",RO:urban,Strada Avram Iancu,True,,False,95.8549804890231,"LINESTRING (23.5893187 46.7663455, 23.5898245 46.7663125, 23.5899538 46.7663, 23.5899953 46.7662952, 23.5900283 46.7662913, 23.5901013 46.7662839, 23.5902221 46.7662752, 23.5902902 46.7662718, 23.590393 46.7662697, 23.5904558 46.7662735, 23.5905519 46.7662818, 23.5905696 46.7662839)",,,,,,
302113468,primary,4,60,Calea Turzii,False,,False,113.34858606698951,"LINESTRING (23.5989361 46.7657773, 23.5989332 46.7658609, 23.5989124 46.7659409, 23.5988501 46.7660488, 23.5987803 46.7661407, 23.5986342 46.7663281, 23.5985509 46.7664354, 23.5984023 46.766628, 23.5983456 46.7667014)",DN1,,,,,
302113483,residential,2,RO:urban,Strada Brașov,False,,True,32.68354673650003,"LINESTRING (23.5989361 46.7657773, 23.5990325 46.7657291, 23.5992829 46.7656042)",,,,,,
"[334883452, 334883453]",primary,4,60,Calea Turzii,False,,True,169.16227140763954,"LINESTRING (23.5989361 46.7657773, 23.5989272 46.7657181, 23.5989083 46.7656575, 23.5988736 46.765566, 23.598827 46.7654594, 23.59878 46.7653464, 23.5986643 46.765078, 23.5986184 46.7649658, 23.5984875 46.7646461, 23.5984533 46.7645713, 23.5983551 46.7643101)",DN1,,,,,
8028433,primary,3,60,,True,,False,23.94505804017282,"LINESTRING (23.59803 46.7676473, 23.5981106 46.7676118, 23.5981674 46.7675824, 23.5982816 46.7675186)",,,,,,
37590015,primary,2,60,Calea Turzii,True,,False,109.47629808492624,"LINESTRING (23.59803 46.7676473, 23.5980481 46.7674506, 23.5980577 46.7673921, 23.5980782 46.7672677, 23.5980971 46.7671617, 23.5981286 46.767051, 23.598162 46.766943, 23.5981861 46.7668923, 23.5982224 46.7668416, 23.5983456 46.7667014)",DN1,,,,,
7926639,residential,1,RO:urban,Strada Rapsodiei,True,,False,280.80684411898847,"LINESTRING (23.5814157 46.7527385, 23.5812751 46.752693, 23.5808373 46.752577, 23.5803847 46.7524591, 23.5799946 46.7523574, 23.5795859 46.7522542, 23.5794926 46.7522279, 23.5794017 46.7522017, 23.5789019 46.7520576, 23.5787858 46.7520044, 23.5787177 46.7519732, 23.578664 46.7519299, 23.5785612 46.7518126, 23.5784094 46.7515022)",,yes,,,,
7926735,residential,1,30,Strada Rapsodiei,True,,False,103.93252384202844,"LINESTRING (23.5814157 46.7527385, 23.5813588 46.75317, 23.5813514 46.7532612, 23.5813291 46.7535771, 23.5813071 46.7536697)",,,,,,
55557174,secondary,4,RO:urban,Strada Observatorului,False,,False,169.58821180101188,"LINESTRING (23.5813071 46.7536697, 23.5814658 46.7537151, 23.5818283 46.7538187, 23.5826014 46.7540363, 23.5829438 46.7541311, 23.5831945 46.7542013, 23.5833674 46.7542471)",,,,,,
682641304,secondary,4,RO:urban,Strada Observatorului,False,,True,167.2500421676917,"LINESTRING (23.5813071 46.7536697, 23.5800314 46.7533141, 23.5792736 46.7531029)",,,,,,
315189870,residential,1,30,Strada Pădurii,True,,False,64.9711238783482,"LINESTRING (23.5831196 46.7519027, 23.5838337 46.7515833)",,,,,,
682641308,residential,1,30,Strada Rapsodiei,True,,False,144.31600939718254,"LINESTRING (23.5831196 46.7519027, 23.5815455 46.7526247)",,,,,,
"[7927518, 466410199]",residential,2,RO:urban,Strada Lunii,False,,True,201.9784289592025,"LINESTRING (23.5831196 46.7519027, 23.5834731 46.7522509, 23.5837715 46.7525452, 23.5838127 46.7525856, 23.5838365 46.7526089, 23.5843835 46.753146, 23.5844573 46.7532371, 23.5844976 46.7533087, 23.584511 46.7533693, 23.5845047 46.7534282)",,,,,,
26615285,residential,2,RO:urban,Strada Lunii,False,,False,258.5974677013402,"LINESTRING (23.5831196 46.7519027, 23.5829982 46.751787, 23.5829287 46.7517353, 23.5828467 46.7516915, 23.5827675 46.7516584, 23.582675 46.7516299, 23.5825868 46.7516021, 23.5819798 46.7514519, 23.5812067 46.7512612, 23.5810378 46.7512209, 23.5805362 46.7511163, 23.5804868 46.751106, 23.5802588 46.7510541, 23.5800461 46.7510011)",,,,,,
7932117,residential,2,RO:urban,Strada Zorilor,False,,False,66.58377079020478,"LINESTRING (23.5792736 46.7531029, 23.5792175 46.7532515, 23.5790688 46.753685)",,,,,,
289919844,secondary,4,RO:urban,Strada Observatorului,False,,True,77.96305076613055,"LINESTRING (23.5792736 46.7531029, 23.5791711 46.7530794, 23.5789267 46.7530226, 23.578505 46.7529198, 23.5783275 46.7528803, 23.5783066 46.7528738)",,,,,,
682641304,secondary,4,RO:urban,Strada Observatorului,False,,False,167.2500421676917,"LINESTRING (23.5792736 46.7531029, 23.5800314 46.7533141, 23.5813071 46.7536697)",,,,,,
"[59539506, 7932462]",tertiary,"['1', '2']",RO:urban,"['Strada Profesor Gheorghe Marinescu', 'Strada Ion Creangă']",True,,False,269.38092493998226,"LINESTRING (23.5880741 46.763865, 23.5879664 46.763849, 23.587946 46.763846, 23.5873306 46.7637543, 23.5864346 46.763627, 23.5848885 46.7634043, 23.5847671 46.7633891, 23.5846119 46.7633714)",,,,,,
"[746230194, 317074980]",tertiary,"['3', '2']",50,Strada Republicii,False,,False,36.08115958830844,"LINESTRING (23.5880741 46.763865, 23.5881221 46.7637431, 23.5881974 46.7635517)",,,,,,
"[7934417, 746230965]",tertiary,3,50,Strada Republicii,False,,True,283.10334775993095,"LINESTRING (23.5880741 46.763865, 23.5876969 46.7649717, 23.5876406 46.7651337, 23.5875722 46.7653328, 23.5875605 46.7653666, 23.5875111 46.7655104, 23.5874485 46.7656925, 23.5874346 46.7657328, 23.587343 46.7660989, 23.587308 46.7662389, 23.5872869 46.766323, 23.5872798 46.7663513)",,,,,,
52739335,secondary,2,RO:urban,Strada Avram Iancu,True,,False,44.03245709664762,"LINESTRING (23.5974666 46.7676351, 23.5976624 46.7676641, 23.5977968 46.7676813, 23.597851 46.7676825, 23.5979367 46.7676707, 23.597983 46.7676605, 23.59803 46.7676473)",,,,,,
"[55488299, 404917415]",secondary,3,50,Strada Avram Iancu,False,,True,146.36251701185938,"LINESTRING (23.5974666 46.7676351, 23.5973698 46.7676106, 23.5972929 46.7675944, 23.5969603 46.7675245, 23.5968992 46.7675132, 23.5956321 46.7672436)",,,,,,
693785226,primary,4,60,Piața Ștefan cel Mare,True,,False,13.53891417384656,"LINESTRING (23.5979462 46.7681243, 23.5979928 46.7680068)",DN1,,,,,
52698705,secondary,1,30,Strada Avram Iancu,True,,False,46.20492126397826,"LINESTRING (23.5979462 46.7681243, 23.5978933 46.7679641, 23.5978684 46.7679058, 23.5978483 46.767875, 23.5978274 46.7678469, 23.5977393 46.7677806, 23.5977033 46.7677549)",,,,,,
7933944,secondary,3,50,Strada Republicii,True,,False,7.884993903056657,"LINESTRING (23.5866962 46.7674185, 23.5867085 46.7673942, 23.5867288 46.7673512)",,,,,,
"[10508024, 1169904286]",primary,2,50,Strada Napoca,True,,False,41.25580562390828,"LINESTRING (23.5866962 46.7674185, 23.586758 46.7674437, 23.5871686 46.7676)",DN1,,,,,
"[846325553, 264129023]",primary,4,50,Calea Moților,False,,True,85.61163233038488,"LINESTRING (23.5849932 46.7687594, 23.5849284 46.768726, 23.584854 46.7686876, 23.58478 46.7686498, 23.5847637 46.7686414, 23.5846933 46.7686051, 23.5840951 46.7682964)",DN1,,,,,
"[377851570, 108489923, 1169904279]",primary,4,50,Strada Petru Maior,False,,False,187.7225899688587,"LINESTRING (23.5849932 46.7687594, 23.5850154 46.7687251, 23.5850644 46.7686437, 23.5851041 46.7685827, 23.5853875 46.7681472, 23.5857836 46.7675385, 23.5858032 46.7675081, 23.5858384 46.7674538, 23.5858647 46.7674053, 23.5858725 46.7673945, 23.585954 46.7672484, 23.5859747 46.7672112)",DN1,,,,,
7934573,residential,2,RO:urban,Strada Cireșilor,True,,False,288.8445672545482,"LINESTRING (23.5926378 46.759294, 23.5925481 46.7592495, 23.5920708 46.7590364, 23.5915086 46.7587822, 23.5914113 46.758741, 23.5912205 46.7586487, 23.591043 46.7585539, 23.5898606 46.7579064, 23.5897024 46.7578264, 23.5895709 46.7577711)",,,,,,
746230194,tertiary,2,50,Strada Republicii,False,,False,224.2729095198701,"LINESTRING (23.5926378 46.759294, 23.5927216 46.7591861, 23.5931249 46.7586019, 23.5932694 46.7583769, 23.5933773 46.758209, 23.5935062 46.7580084, 23.5935585 46.7579324, 23.5936905 46.7577396, 23.5937317 46.7576769, 23.5938473 46.7574564)",,,,,,
746230194,tertiary,2,50,Strada Republicii,False,,True,79.83734698403269,"LINESTRING (23.5926378 46.759294, 23.5924731 46.7595078, 23.5923055 46.7596989, 23.5921609 46.7598354, 23.5920925 46.7599059)",,,,,,
"[332527712, 334330364, 846045500, 7934741]",secondary,4,RO:urban,Strada Izlazului,False,,False,216.7172483804077,"LINESTRING (23.5574896 46.7552942, 23.5575126 46.7552949, 23.5575486 46.7552959, 23.5582501 46.7553164, 23.5590211 46.7553485, 23.5590685 46.7553504, 23.5592272 46.7553557, 23.5596575 46.7553743, 23.5600342 46.7553962, 23.5600842 46.7553981, 23.5603293 46.7554075)",,,,,,
52018878,secondary,2,30,Strada Izlazului,True,,False,57.83976871762256,"LINESTRING (23.5574896 46.7552942, 23.5572407 46.7553474, 23.5571325 46.7553859, 23.5568073 46.755516)",,,,,,
"[607483821, 7935013, 607180599]",secondary,3,RO:urban,"['Podul Garibaldi', 'Strada Giuseppe Garibaldi']",False,,False,77.72897921675519,"LINESTRING (23.5690451 46.7674295, 23.569039 46.7674384, 23.5689304 46.7675617, 23.5689069 46.7675902, 23.5685553 46.7679621, 23.5685199 46.7679983, 23.568499 46.7680198)",,,yes,,,
"[846340810, 846340811, 694722052, 343517445]",secondary,4,,Splaiul Independenței,False,,True,220.5152530808465,"LINESTRING (23.5690451 46.7674295, 23.5688406 46.7673752, 23.5684245 46.7672662, 23.5672797 46.7670042, 23.5670224 46.7669357, 23.5668617 46.7668722, 23.5667223 46.766802, 23.5667103 46.7667957, 23.5666151 46.7667451, 23.5665591 46.766714, 23.5664337 46.7666245)",,,,,,
"[7935507, 694722053]",tertiary,3,RO:urban,Strada Uzinei Electrice,False,,False,155.11513025154792,"LINESTRING (23.5690451 46.7674295, 23.5690676 46.7674021, 23.5691043 46.7673509, 23.5691776 46.7672685, 23.5694459 46.7669753, 23.5696468 46.7667559, 23.5696816 46.7667195, 23.5699237 46.7664534, 23.5699464 46.7664279, 23.5701159 46.7662433)",,,,,,
"[694722054, 694722055]",secondary,4,,Splaiul Independenței,False,,False,78.47180068458174,"LINESTRING (23.5690451 46.7674295, 23.5691994 46.7674679, 23.5694021 46.7675385, 23.5694676 46.7675641, 23.5696006 46.7676248, 23.5698058 46.767734, 23.5699122 46.7678001)",,,,,,
7952748,residential,1,RO:urban,Strada Traian Grozăvescu,True,,False,116.46839589229374,"LINESTRING (23.5670441 46.7708737, 23.5669884 46.7709683, 23.5665479 46.7717157, 23.5664672 46.7718437)",,,,,,
"[55951632, 694961372]",secondary,2,RO:urban,Piața 14 Iulie,False,,True,102.14645058738671,"LINESTRING (23.5670441 46.7708737, 23.5668604 46.7708517, 23.5667686 46.7708407, 23.5666032 46.7708209, 23.5657185 46.7707346)",,,,,,
333433757,secondary,2,RO:urban,Piața 14 Iulie,False,,False,81.34812564511188,"LINESTRING (23.5670441 46.7708737, 23.5676101 46.770935, 23.5680978 46.7709934)",,,,,,
7935354,residential,1,RO:urban,Strada Honoré de Balzac,True,,False,96.84921156428405,"LINESTRING (23.5588512 46.7700421, 23.5588421 46.7700911, 23.5587806 46.7704239, 23.5587647 46.7705176, 23.558694 46.7709064)",,,,,,
159510037,secondary,2,,Strada Alexandru Vlahuță,False,,False,137.0997394246341,"LINESTRING (23.5588512 46.7700421, 23.559879 46.7701302, 23.5599893 46.7701406, 23.5605539 46.770198, 23.5606352 46.7702063)",,,,,,
"[159510037, 156365655]",secondary,2,,Strada Alexandru Vlahuță,False,,True,270.78520517037884,"LINESTRING (23.5588512 46.7700421, 23.5583209 46.7699814, 23.5577702 46.7699273, 23.5577149 46.7699217, 23.5576259 46.7699127, 23.5562283 46.7697709, 23.5556112 46.7696958, 23.5553395 46.7696627)",,,,,,
136295613,residential,1,RO:urban,Strada Jean-Jacques Rousseau,True,,False,10.51512406887028,"LINESTRING (23.558694 46.7709064, 23.5588302 46.7709219)",,,,,,
299962889,residential,2,RO:urban,Strada Ilie Măcelaru,False,,True,54.07666038661409,"LINESTRING (23.5710171 46.7651805, 23.5707219 46.7651395, 23.5706539 46.7651301, 23.5703178 46.7650978)",,,,,,
"[158424312, 343528766]",tertiary,"['3', '4']",RO:urban,Strada Uzinei Electrice,False,,True,136.73399311955896,"LINESTRING (23.5710171 46.7651805, 23.57099 46.765221, 23.5709578 46.7652678, 23.5706342 46.765662, 23.5701619 46.7661918, 23.5701159 46.7662433)",,,,,,
"[1009546348, 1036519029, 1169809158]",tertiary,4,,Strada Uzinei Electrice,False,,True,54.451240053892036,"LINESTRING (23.5710171 46.7651805, 23.571215 46.7649121, 23.5712724 46.7648304, 23.5713393 46.7647434)",,,yes,,,
"[343517451, 1032483212, 343517453, 1169809887]",residential,2,RO:urban,Strada Ilie Măcelaru,False,,True,109.82071944344898,"LINESTRING (23.5710171 46.7651805, 23.5711782 46.7652039, 23.5713399 46.7652293, 23.5718329 46.7652982, 23.5721252 46.7653423, 23.5723519 46.7653807, 23.5724252 46.7653924)",,yes,yes,,,
"[407497544, 55492701, 411918207]",primary,4,50,Calea Moților,False,,False,142.09129875802742,"LINESTRING (23.5747584 46.7645831, 23.5748309 46.7646162, 23.5749147 46.764652, 23.5750294 46.7646957, 23.5751225 46.7647264, 23.5752526 46.7647631, 23.5754897 46.7648295, 23.5756131 46.7648655, 23.5756905 46.7648881, 23.575925 46.764962, 23.5764409 46.7651309)",DN1,,,,,
339098271,primary,4,50,Calea Moților,False,,True,30.258109649319515,"LINESTRING (23.5747584 46.7645831, 23.5746793 46.7645408, 23.5746117 46.7644977, 23.5744578 46.7644054)",DN1,,,,,
"[439027665, 411920102]",residential,1,RO:urban,Strada Ilie Măcelaru,True,2,False,125.33478672032795,"LINESTRING (23.5747584 46.7645831, 23.5747039 46.7646443, 23.5744969 46.7648765, 23.573988 46.7654474, 23.573893 46.7655416)",,,,,,
7936303,primary,5,60,Piața Ștefan cel Mare,True,,False,19.18684094359371,"LINESTRING (23.597892 46.7682928, 23.5979406 46.7681445, 23.5979462 46.7681243)",DN1,,,,,
23582606,primary,3,60,Bulevardul 21 Decembrie 1989,True,,False,39.271128247464816,"LINESTRING (23.5954291 46.7725476, 23.5952704 46.7724955, 23.595167 46.7724648, 23.5949876 46.772417, 23.5949545 46.7724104)",DN1,,,,,
44356591,primary,3,50,Piața Avram Iancu,True,,False,119.30620397062897,"LINESTRING (23.5954291 46.7725476, 23.5954417 46.7725306, 23.5954606 46.7725004, 23.5955115 46.7724193, 23.5960518 46.7715631)",DN1,,,,,
"[896663304, 7976448]",secondary,4,RO:urban,Strada Cuza Vodă,False,,False,109.17892296595802,"LINESTRING (23.5954291 46.7725476, 23.5954118 46.7725708, 23.5953528 46.7726496, 23.5953068 46.7726867, 23.5951436 46.7728184, 23.594899 46.7729962, 23.5947135 46.7731023, 23.5945618 46.7731626, 23.5944071 46.7732096)",,,,,,
"[302113474, 7936314, 302113475]",primary,3,50,Piața Ștefan cel Mare,True,,False,121.61090685257616,"LINESTRING (23.596576 46.7706484, 23.5966095 46.7705944, 23.5966396 46.7705394, 23.5968546 46.7701625, 23.5970031 46.7698829, 23.5971418 46.7696258)",DN1,,,,,
7936457,primary,5,RO:urban,Piața Avram Iancu,True,,False,78.85147221129841,"LINESTRING (23.596576 46.7706484, 23.5967977 46.7707075, 23.5968616 46.7707277, 23.5969217 46.7707429, 23.5970011 46.770763, 23.5970727 46.7707836, 23.5971482 46.7708051, 23.5972913 46.7708442, 23.5973445 46.7708579, 23.5973858 46.7708694, 23.5975373 46.7709114)",,,,,,
7936346,primary,4,60,Strada Posada,True,,False,101.32054210260343,"LINESTRING (23.5990927 46.7686851, 23.5989674 46.7686451, 23.5988494 46.7686064, 23.5986666 46.7685464, 23.5980832 46.7683549, 23.5980237 46.7683355, 23.597892 46.7682928)",,,,,,
"[704773282, 7936613]",primary,4,60,Piața Ștefan cel Mare,True,,False,55.284059620938095,"LINESTRING (23.5990927 46.7686851, 23.5990328 46.7687835, 23.5990242 46.7687977, 23.5990023 46.76883, 23.5987954 46.7691386)",DN1,,,,,
"[704773280, 45985481]",residential,2,RO:urban,Strada General Traian Moșoiu,False,,True,215.56478838654837,"LINESTRING (23.5990927 46.7686851, 23.5992979 46.768752, 23.5993935 46.7687774, 23.6002575 46.769046, 23.6013971 46.7693906, 23.601677 46.7694753)",,,,,,
10511797,primary,3,RO:urban,Calea Dorobanților,True,,False,148.94599424895623,"LINESTRING (23.5975373 46.7709114, 23.5976955 46.7709494, 23.5979609 46.7710096, 23.5984984 46.7711237, 23.5991684 46.7712659, 23.5994014 46.7713163)",,,,,,
"[302113471, 546644114, 243065797, 113838783]",primary,"['4', '5']","['60', 'RO:urban']",Piața Avram Iancu,True,,False,233.93863303934776,"LINESTRING (23.5975373 46.7709114, 23.5974922 46.7709732, 23.5974713 46.7709986, 23.597237 46.7713767, 23.5969028 46.7718992, 23.5965514 46.7724186, 23.5964076 46.7726514, 23.5963754 46.7727035, 23.5963367 46.7727661, 23.5963305 46.7727768, 23.5962962 46.7728354)",DN1,,,,,
27173012,residential,1,RO:urban,Strada Frédéric Joliot-Curie,True,,False,51.225741369176816,"LINESTRING (23.5925472 46.7736765, 23.5924967 46.7736408, 23.5924619 46.7735947, 23.5924526 46.7732955, 23.5924508 46.7732357)",,,,,,
56725337,secondary,4,RO:urban,Strada Cuza Vodă,False,,False,14.13713395358267,"LINESTRING (23.5925472 46.7736765, 23.5925244 46.7737206, 23.5925063 46.7737576, 23.5924895 46.7737973)",,,,,,
58064599,secondary,4,RO:urban,Strada Cuza Vodă,False,,True,153.6594258753037,"LINESTRING (23.5925472 46.7736765, 23.59257 46.7736453, 23.5926021 46.7736147, 23.5926411 46.7735902, 23.5926853 46.7735684, 23.5927346 46.7735491, 23.5927868 46.773532, 23.592857 46.7735153, 23.5929284 46.7735009, 23.593078 46.7734763, 23.5935134 46.773408, 23.5939382 46.7733258, 23.593952 46.7733227, 23.5942327 46.7732594, 23.5944071 46.7732096)",,,,,,
37146437,primary,6,RO:urban,Bulevardul 21 Decembrie 1989,False,,False,20.40496017457948,"LINESTRING (23.5965325 46.7729219, 23.5962962 46.7728354)",DN1C,,,,,
363554495,tertiary,2,RO:urban,Strada Constanța,True,,False,141.81273035354133,"LINESTRING (23.5965325 46.7729219, 23.5965282 46.7729285, 23.5964578 46.7730355, 23.5961856 46.7734098, 23.5958814 46.7738282, 23.5957253 46.7740429, 23.5957088 46.7740656)",,,,,,
"[690898849, 7976495]",secondary,3,RO:urban,Piața Mihai Viteazu,True,,False,105.39806093377285,"LINESTRING (23.5905445 46.7756818, 23.5905068 46.7756271, 23.5904739 46.7755823, 23.5904175 46.7755094, 23.5903156 46.7753999, 23.5902216 46.7753139, 23.589947 46.775107, 23.5897088 46.7749339)",,,,,,
"[315275160, 7976555, 315275163]",secondary,"['4', '2']",RO:urban,"['Podul Decebal', 'Strada Ion Popescu Voitești', 'Podul Traian']",False,,False,65.36536167807047,"LINESTRING (23.5905445 46.7756818, 23.5903829 46.7757913, 23.5900667 46.7760334, 23.5899737 46.7761198)",,,yes,,,
"[31620337, 395787420, 466398094]",residential,2,RO:urban,Strada Iașilor,True,,False,276.8801232800239,"LINESTRING (23.5905445 46.7756818, 23.5906083 46.7757459, 23.5906232 46.7757677, 23.59064 46.7757922, 23.5906536 46.7758033, 23.5906788 46.7758253, 23.5908123 46.7759419, 23.5909578 46.7760645, 23.5910115 46.776101, 23.5919361 46.7766864, 23.5922027 46.7768224, 23.5933332 46.7772212)",,,,,,
"[302299801, 439842578, 7976483, 525510189]",secondary,"['6', '2']",RO:urban,Strada Ion Popescu Voitești,False,,False,140.02437280995824,"LINESTRING (23.5905445 46.7756818, 23.5906179 46.7756392, 23.5907203 46.7755711, 23.5908513 46.7754813, 23.5909851 46.7753705, 23.5910252 46.7753374, 23.5914989 46.7749452, 23.5916764 46.7748113, 23.5916869 46.7748034, 23.5917657 46.7747425)",,,,,,
"[190629952, 7976586]",residential,2,RO:urban,Piața Mihai Viteazu,True,,False,104.2500908734524,"LINESTRING (23.5897088 46.7749339, 23.5897871 46.7748641, 23.5899954 46.7746631, 23.5900406 46.774619, 23.5903084 46.774294, 23.5903916 46.7741275)",,,,,,
171984641,secondary,3,RO:urban,Piața Mihai Viteazu,True,,False,179.1927863898241,"LINESTRING (23.5897088 46.7749339, 23.5895931 46.774855, 23.5883281 46.7739913, 23.5882149 46.7739176, 23.5881887 46.7739007, 23.5881542 46.773878, 23.5880362 46.7738005)",,,,,,
23893975,primary,4,RO:urban,Strada Regele Ferdinand,False,,True,15.910731879470664,"LINESTRING (23.5880362 46.7738005, 23.5881287 46.7736722)",DN1F,,,,,
7976593,secondary,2,RO:urban,Strada George Barițiu,True,,False,111.32039247737391,"LINESTRING (23.5880362 46.7738005, 23.5879872 46.7737654, 23.5879238 46.7737201, 23.5878895 46.7736955, 23.5878626 46.7736763, 23.5874756 46.7734041, 23.5871138 46.7731496, 23.5870785 46.7731083, 23.5870463 46.7730677)",,,,,,
"[23893976, 1064302531, 359110260, 23893983]",primary,6,"['60', 'RO:urban']",Strada Horea,False,,"[False, True]",119.28956867898304,"LINESTRING (23.5880362 46.7738005, 23.5879659 46.7738735, 23.5877441 46.7741321, 23.587576 46.7743591, 23.5874684 46.7745045, 23.5873581 46.7746722, 23.5873082 46.7747489)",DN1F,,yes,,,
7976556,secondary,3,RO:urban,Strada Dacia,True,,False,91.34291964637696,"LINESTRING (23.588364 46.775125, 23.5882376 46.7750778, 23.5880998 46.7750352, 23.5876031 46.7749007, 23.5874319 46.7748256, 23.5873522 46.7747756, 23.587342 46.7747697, 23.5873082 46.7747489)",,,,,,
"[917075137, 343517469, 43707023]",residential,2,RO:urban,Strada Dávid Ferenc,False,,False,57.72744369541081,"LINESTRING (23.5903916 46.7741275, 23.5904169 46.7740955, 23.5904275 46.774072, 23.5905817 46.77373, 23.590622 46.7736523, 23.5906309 46.7736356)",,,yes,,,
"[1064302528, 1064302529, 892701359, 171984639, 1064302527]",secondary,"['3', '4', '5']",RO:urban,Piața Mihai Viteazu,True,,False,132.15625886434484,"LINESTRING (23.5903916 46.7741275, 23.5905882 46.774134, 23.5911159 46.774156, 23.5916087 46.774168, 23.5917543 46.7741725, 23.5918773 46.7741757, 23.5919761 46.7741838, 23.5920534 46.7741959, 23.5921188 46.7742112)",,,,,,
338025195,secondary,4,RO:urban,Strada George Barițiu,False,,True,248.97636158487538,"LINESTRING (23.5844422 46.7717194, 23.5845228 46.7717659, 23.584583 46.7717996, 23.5846006 46.7718095, 23.5846279 46.7718211, 23.5848604 46.7719196, 23.5852339 46.7720911, 23.5853083 46.7721253, 23.5855524 46.7722355, 23.5857884 46.772355, 23.5860084 46.7724744, 23.5862836 46.7726308, 23.5865395 46.772772, 23.5865664 46.7727877, 23.5865758 46.7727932, 23.5870207 46.7730527, 23.5870463 46.7730677)",,,,,,
"[527745237, 69033973, 500749781]",secondary,3,RO:urban,"['Splaiul Independenței', 'Strada Emil Isac']",True,,False,546.5150713153113,"LINESTRING (23.5844422 46.7717194, 23.584355 46.7717917, 23.5842832 46.7718244, 23.5841528 46.7718887, 23.5839074 46.7720095, 23.583503 46.7721993, 23.5834578 46.7722154, 23.5834098 46.7722307, 23.5831769 46.7722799, 23.5831083 46.7722745, 23.5829399 46.7722628, 23.5828949 46.7722496, 23.5828442 46.7722347, 23.582789 46.7722163, 23.5827292 46.7721914, 23.5825605 46.772112, 23.5818256 46.7717513, 23.5814819 46.7716127, 23.5811588 46.7715115, 23.5794061 46.7710913, 23.578499 46.7708803, 23.5780257 46.770769)",,,,,,
"[1169901912, 38215485]",residential,2,RO:urban,Strada Emil Isac,False,,True,80.92542846717407,"LINESTRING (23.5844422 46.7717194, 23.5845057 46.7716363, 23.5845131 46.7716292, 23.5845224 46.7716202, 23.5845439 46.7715985, 23.584566 46.7715717, 23.5845795 46.7715476, 23.5846511 46.7713754, 23.5848206 46.7710427)",,,,,,
484411906,primary,4,60,Calea Turzii,False,,True,8.556417919101106,"LINESTRING (23.5970373 46.7562631, 23.5969501 46.7562146)",DN1,,,,,
"[882246089, 882246090, 882246091, 882246092, 7851893]",primary,4,60,Calea Turzii,False,,False,192.62550957700472,"LINESTRING (23.5970373 46.7562631, 23.5972295 46.7563312, 23.5974969 46.7564411, 23.5975837 46.7564746, 23.597652 46.7565052, 23.5977199 46.7565382, 23.5977536 46.7565573, 23.5977858 46.7565791, 23.5978449 46.7566295, 23.597876 46.7566581, 23.5979028 46.7566903, 23.5979253 46.756722, 23.5979429 46.7567562, 23.5979535 46.7567811, 23.5979698 46.7568316, 23.5979772 46.7568704, 23.5979826 46.7569103, 23.5979817 46.7569503, 23.5979625 46.7570414, 23.5978788 46.7572844, 23.5978498 46.7573648, 23.5978153 46.7574503, 23.5977766 46.7575461, 23.5977339 46.757652)",DN1,,,,,
8028419,secondary_link,1,RO:urban,,True,,False,93.75197255800384,"LINESTRING (23.5970373 46.7562631, 23.5968808 46.7562149, 23.5967802 46.7561951, 23.5966795 46.7561802, 23.5962573 46.7561239, 23.5960612 46.7560953, 23.5959918 46.7560863, 23.5959309 46.7560788, 23.5958466 46.7560609)",,,,,,
483417169,secondary,2,RO:urban,Strada Observatorului,True,,False,86.12296714628648,"LINESTRING (23.5958466 46.7560609, 23.5958302 46.7560588, 23.5957104 46.7560406, 23.5949357 46.7559187, 23.5947488 46.7558777)",,,,,,
24283694,primary,3,60,Strada Milton Lehrer,True,,False,47.93129570935741,"LINESTRING (23.5988445 46.7672497, 23.5990298 46.7672825, 23.599239 46.7673284, 23.5994046 46.7673672, 23.5994455 46.7673768)",DN1,,,,,
