osmid,y,x,highway,street_count,ref,junction,geometry
26310508,40.4119775,-3.6994809,,3,,,POINT (-3.6994809 40.4119775)
26310512,40.4115481,-3.699011,,3,,,POINT (-3.699011 40.4115481)
26310515,40.4134769,-3.6981655,,1,,,POINT (-3.6981655 40.4134769)
26310518,40.413157,-3.6982733,,4,,,POINT (-3.6982733 40.413157)
26310526,40.4118715,-3.6981694,,4,,,POINT (-3.6981694 40.4118715)
26310528,40.4112555,-3.6986919,,3,,,POINT (-3.6986919 40.4112555)
26310529,40.411043,-3.6984756,,3,,,POINT (-3.6984756 40.411043)
26310530,40.4106751,-3.6980927,,3,,,POINT (-3.6980927 40.4106751)
26310531,40.4105937,-3.6979965,,4,,,POINT (-3.6979965 40.4105937)
26310532,40.411402,-3.6972561,,3,,,POINT (-3.6972561 40.411402)
26310533,40.4110846,-3.6975478,,3,,,POINT (-3.6975478 40.4110846)
26310534,40.4098165,-3.6988794,,3,,,POINT (-3.6988794 40.4098165)
26310535,40.4099844,-3.6990976,,4,,,POINT (-3.6990976 40.4099844)
26310536,40.4102787,-3.6994284,,3,,,POINT (-3.6994284 40.4102787)
26310537,40.4101725,-3.6995884,,3,,,POINT (-3.6995884 40.4101725)
26310538,40.4102,-3.7003718,,3,,,POINT (-3.7003718 40.4102)
26310539,40.4098843,-3.700399,,3,,,POINT (-3.700399 40.4098843)
26310541,40.4137308,-3.6977208,,3,,,POINT (-3.6977208 40.4137308)
26310542,40.4136977,-3.696977,,3,,,POINT (-3.696977 40.4136977)
26310543,40.4136982,-3.6968899,,3,,,POINT (-3.6968899 40.4136982)
26310544,40.4132609,-3.6969439,,1,,,POINT (-3.6969439 40.4132609)
26310545,40.4132746,-3.6970259,,1,,,POINT (-3.6970259 40.4132746)
26310550,40.4128824,-3.6970673,,4,,,POINT (-3.6970673 40.4128824)
26310554,40.4129612,-3.6974236,,3,,,POINT (-3.6974236 40.4129612)
26310557,40.4123027,-3.6975903,,3,,,POINT (-3.6975903 40.4123027)
26310563,40.4123616,-3.6971235,,3,,,POINT (-3.6971235 40.4123616)
26310566,40.4124283,-3.6966034,,4,,,POINT (-3.6966034 40.4124283)
26310569,40.412763,-3.6965433,,4,,,POINT (-3.6965433 40.412763)
26310573,40.413935,-3.6988755,,3,,,POINT (-3.6988755 40.413935)
26341186,40.4123688,-3.7002731,,3,,,POINT (-3.7002731 40.4123688)
26341187,40.4134622,-3.7015354,,3,,,POINT (-3.7015354 40.4134622)
26341673,40.4200052,-3.7011016,,3,,,POINT (-3.7011016 40.4200052)
26341675,40.4197532,-3.6996724,,4,,,POINT (-3.6996724 40.4197532)
26341676,40.4193235,-3.6981777,,3,,,POINT (-3.6981777 40.4193235)
26341677,40.4191136,-3.6974448,,3,,,POINT (-3.6974448 40.4191136)
26341678,40.4189221,-3.6968687,,3,,,POINT (-3.6968687 40.4189221)
26347962,40.4061909,-3.6289476,,3,,,POINT (-3.6289476 40.4061909)
26347963,40.4053766,-3.6288978,,3,,,POINT (-3.6288978 40.4053766)
26347964,40.405346,-3.6317996,,3,,,POINT (-3.6317996 40.405346)
26347965,40.4069688,-3.6287493,,3,,,POINT (-3.6287493 40.4069688)
26377082,40.3865383,-3.6941191,,3,,,POINT (-3.6941191 40.3865383)
26377137,40.3870344,-3.6922429,,3,,,POINT (-3.6922429 40.3870344)
26377249,40.3880662,-3.6928704,,3,,,POINT (-3.6928704 40.3880662)
26377323,40.389509,-3.6921897,,4,,,POINT (-3.6921897 40.389509)
26394238,40.3908793,-3.6949717,,3,,,POINT (-3.6949717 40.3908793)
26394337,40.3858439,-3.6931299,,3,,,POINT (-3.6931299 40.3858439)
26394339,40.3856214,-3.6921611,,3,,,POINT (-3.6921611 40.3856214)
26394783,40.3863606,-3.691213,,3,,,POINT (-3.691213 40.3863606)
26396509,40.3942831,-3.6942051,,3,,,POINT (-3.6942051 40.3942831)
26396525,40.3940014,-3.6951322,,3,,,POINT (-3.6951322 40.3940014)
26396529,40.3942981,-3.6952033,,3,,,POINT (-3.6952033 40.3942981)
26396531,40.3944424,-3.6951176,,3,,,POINT (-3.6951176 40.3944424)
26396535,40.3945803,-3.694873,,4,,,POINT (-3.694873 40.3945803)
26396536,40.394598,-3.6946364,,4,,,POINT (-3.6946364 40.394598)
26396563,40.3939191,-3.6943752,,3,,,POINT (-3.6943752 40.3939191)
26396566,40.393839,-3.6945755,,3,,,POINT (-3.6945755 40.393839)
26396744,40.391039,-3.6947902,,3,,,POINT (-3.6947902 40.391039)
26396747,40.391281,-3.694813,,3,,,POINT (-3.694813 40.391281)
26396749,40.3914149,-3.6950023,,3,,,POINT (-3.6950023 40.3914149)
26396752,40.3914184,-3.695301,,3,,,POINT (-3.695301 40.3914184)
26396754,40.3913027,-3.6954861,,3,,,POINT (-3.6954861 40.3913027)
26396759,40.3908561,-3.6952734,,3,,,POINT (-3.6952734 40.3908561)
26396920,40.3898496,-3.6922129,,4,,,POINT (-3.6922129 40.3898496)
26396940,40.3884974,-3.691441,,3,,,POINT (-3.691441 40.3884974)
26397010,40.3866202,-3.6901722,crossing,3,,,POINT (-3.6901722 40.3866202)
26397012,40.3861168,-3.6897229,,3,,,POINT (-3.6897229 40.3861168)
26397014,40.3858385,-3.6894531,,3,,,POINT (-3.6894531 40.3858385)
26397093,40.3851791,-3.6886972,,4,,,POINT (-3.6886972 40.3851791)
26397102,40.3847378,-3.6882057,,3,,,POINT (-3.6882057 40.3847378)
26397116,40.3840476,-3.6876048,,3,,,POINT (-3.6876048 40.3840476)
26397150,40.379292,-3.6842872,,3,,,POINT (-3.6842872 40.379292)
26401974,40.3874632,-3.6906711,,4,,,POINT (-3.6906711 40.3874632)
26401981,40.3884975,-3.6893794,,3,,,POINT (-3.6893794 40.3884975)
26402044,40.3894771,-3.6881422,,3,,,POINT (-3.6881422 40.3894771)
26402047,40.3911292,-3.6876926,,4,,,POINT (-3.6876926 40.3911292)
26407224,40.3743838,-3.6076065,,4,,,POINT (-3.6076065 40.3743838)
26407459,40.3758934,-3.6063305,,3,,,POINT (-3.6063305 40.3758934)
26407462,40.3728652,-3.6088805,,4,,,POINT (-3.6088805 40.3728652)
26407463,40.3721078,-3.6095218,,4,,,POINT (-3.6095218 40.3721078)
26407464,40.371347,-3.6101543,,4,,,POINT (-3.6101543 40.371347)
26407466,40.3705916,-3.6107899,,4,,,POINT (-3.6107899 40.3705916)
26411981,40.3787981,-3.6838605,,3,,,POINT (-3.6838605 40.3787981)
26412138,40.3848264,-3.6881418,,3,,,POINT (-3.6881418 40.3848264)
26412142,40.3859524,-3.6892235,,3,,,POINT (-3.6892235 40.3859524)
26412352,40.3861582,-3.689403,,3,,,POINT (-3.689403 40.3861582)
26412353,40.3862424,-3.6895405,,3,,,POINT (-3.6895405 40.3862424)
26412422,40.3917612,-3.6931728,,4,,,POINT (-3.6931728 40.3917612)
26412622,40.465443,-3.6916595,,5,,,POINT (-3.6916595 40.465443)
26412623,40.4651205,-3.6933006,,3,,,POINT (-3.6933006 40.4651205)
26412624,40.465175,-3.6931427,,3,,,POINT (-3.6931427 40.465175)
26412625,40.4652776,-3.6927874,,3,,,POINT (-3.6927874 40.4652776)
26412627,40.4649077,-3.693924,,4,,,POINT (-3.693924 40.4649077)
26412628,40.4647341,-3.6944259,,3,,,POINT (-3.6944259 40.4647341)
26412629,40.4647021,-3.6945134,,3,,,POINT (-3.6945134 40.4647021)
26412630,40.4645055,-3.6950932,,3,,,POINT (-3.6950932 40.4645055)
26412631,40.4643519,-3.6955294,,3,,,POINT (-3.6955294 40.4643519)
26412632,40.4642589,-3.6957013,,3,,,POINT (-3.6957013 40.4642589)
26412638,40.4636149,-3.6963687,,3,,,POINT (-3.6963687 40.4636149)
26412663,40.4628973,-3.6970171,,3,,,POINT (-3.6970171 40.4628973)
26412664,40.4628474,-3.6970622,,3,,,POINT (-3.6970622 40.4628474)
26412666,40.4623501,-3.6975126,,4,,,POINT (-3.6975126 40.4623501)
26412668,40.4617548,-3.6978766,,3,,,POINT (-3.6978766 40.4617548)
26412682,40.4612563,-3.6981076,,3,,,POINT (-3.6981076 40.4612563)
26412704,40.4606235,-3.6984011,,5,,,POINT (-3.6984011 40.4606235)
26412815,40.4602224,-3.6987445,,4,,,POINT (-3.6987445 40.4602224)
26412816,40.4597714,-3.6991877,,3,,,POINT (-3.6991877 40.4597714)
26412817,40.4593036,-3.6997189,,3,,,POINT (-3.6997189 40.4593036)
26412818,40.4592057,-3.6998258,,3,,,POINT (-3.6998258 40.4592057)
26412822,40.4590339,-3.7000314,,3,,,POINT (-3.7000314 40.4590339)
26412824,40.4588579,-3.7002626,traffic_signals,3,,,POINT (-3.7002626 40.4588579)
26412838,40.4584474,-3.7006852,traffic_signals,3,,,POINT (-3.7006852 40.4584474)
26412839,40.4580305,-3.7010491,,3,,,POINT (-3.7010491 40.4580305)
26412841,40.4574957,-3.7014691,,4,,,POINT (-3.7014691 40.4574957)
26412844,40.456856,-3.7018974,,3,,,POINT (-3.7018974 40.456856)
26412845,40.4562926,-3.7022055,traffic_signals,3,,,POINT (-3.7022055 40.4562926)
26412871,40.4557283,-3.7024376,,3,,,POINT (-3.7024376 40.4557283)
26412872,40.4550546,-3.7027024,traffic_signals,4,,,POINT (-3.7027024 40.4550546)
26412874,40.4545422,-3.7028179,,3,,,POINT (-3.7028179 40.4545422)
26412880,40.453976,-3.7029124,traffic_signals,3,,,POINT (-3.7029124 40.453976)
26412886,40.4535086,-3.702984,traffic_signals,4,,,POINT (-3.702984 40.4535086)
26412911,40.4528538,-3.7030872,traffic_signals,4,,,POINT (-3.7030872 40.4528538)
26412913,40.4523818,-3.703159,,3,,,POINT (-3.703159 40.4523818)
26412916,40.4510621,-3.7033586,,4,,,POINT (-3.7033586 40.4510621)
26413032,40.4505383,-3.7034373,,3,,,POINT (-3.7034373 40.4505383)
26413033,40.4505302,-3.703438,traffic_signals,3,,,POINT (-3.703438 40.4505302)
26413048,40.4499801,-3.7035192,traffic_signals,4,,,POINT (-3.7035192 40.4499801)
26413061,40.4494289,-3.7036001,,3,,,POINT (-3.7036001 40.4494289)
26413086,40.4486439,-3.7037164,,3,,,POINT (-3.7037164 40.4486439)
26413137,40.4474556,-3.7038912,crossing,3,,,POINT (-3.7038912 40.4474556)
26413138,40.4470434,-3.7042558,,3,,,POINT (-3.7042558 40.4470434)
26413139,40.4472146,-3.70405,,3,,,POINT (-3.70405 40.4472146)
26413141,40.4471898,-3.7037492,,3,,,POINT (-3.7037492 40.4471898)
26413142,40.4471166,-3.7036522,,3,,,POINT (-3.7036522 40.4471166)
26413144,40.4469749,-3.703596,,3,,,POINT (-3.703596 40.4469749)
26413145,40.4467592,-3.703753,,4,,,POINT (-3.703753 40.4467592)
26413152,40.4467279,-3.7040132,,3,,,POINT (-3.7040132 40.4467279)
26413356,40.4454648,-3.7039947,,3,,,POINT (-3.7039947 40.4454648)
26413364,40.4454132,-3.7032396,,4,,,POINT (-3.7032396 40.4454132)
26413367,40.4443031,-3.7027553,traffic_signals,4,,,POINT (-3.7027553 40.4443031)
26413368,40.444347,-3.7040353,,3,,,POINT (-3.7040353 40.444347)
26413513,40.4432763,-3.7040709,,4,,,POINT (-3.7040709 40.4432763)
26413522,40.4431812,-3.7022696,traffic_signals,4,,,POINT (-3.7022696 40.4431812)
26413579,40.4421362,-3.7041032,,4,,,POINT (-3.7041032 40.4421362)
26413581,40.4421468,-3.7043999,,3,,,POINT (-3.7043999 40.4421468)
26413586,40.4420104,-3.70485,traffic_signals,4,,,POINT (-3.70485 40.4420104)
26413587,40.4420142,-3.7017696,,4,,,POINT (-3.7017696 40.4420142)
26413588,40.3690494,-3.6789053,traffic_signals,3,,,POINT (-3.6789053 40.3690494)
26413595,40.4418977,-3.7041087,,3,,,POINT (-3.7041087 40.4418977)
26415180,40.3774588,-3.6961554,,3,,,POINT (-3.6961554 40.3774588)
26415193,40.3879691,-3.699102,,4,,,POINT (-3.699102 40.3879691)
26415194,40.3881615,-3.6991278,,3,,,POINT (-3.6991278 40.3881615)
26415197,40.3881348,-3.6995528,,3,,,POINT (-3.6995528 40.3881348)
26415199,40.3878779,-3.699441,,3,,,POINT (-3.699441 40.3878779)
26444973,40.4151741,-3.712503,,3,,,POINT (-3.712503 40.4151741)
26471770,40.4047649,-3.712655,,4,,,POINT (-3.712655 40.4047649)
26471772,40.4047071,-3.7124321,,4,,,POINT (-3.7124321 40.4047071)
26471775,40.404507,-3.7117088,,3,,,POINT (-3.7117088 40.404507)
26471787,40.4055576,-3.7142203,,3,,,POINT (-3.7142203 40.4055576)
26471792,40.4052029,-3.7148731,,3,,,POINT (-3.7148731 40.4052029)
26471800,40.4052168,-3.714306,,3,,,POINT (-3.714306 40.4052168)
26471896,40.4041392,-3.7194102,,3,,,POINT (-3.7194102 40.4041392)
26471898,40.4024364,-3.7181304,,3,,,POINT (-3.7181304 40.4024364)
26471899,40.4012705,-3.7169395,crossing,3,,,POINT (-3.7169395 40.4012705)
26471902,40.4052569,-3.7162791,,3,,,POINT (-3.7162791 40.4052569)
26471904,40.403337,-3.7133253,traffic_signals,4,,,POINT (-3.7133253 40.403337)
26471905,40.403286,-3.7131222,traffic_signals,4,,,POINT (-3.7131222 40.403286)
26472001,40.4063124,-3.7095215,,3,,,POINT (-3.7095215 40.4063124)
26472008,40.4059808,-3.708395,,5,,,POINT (-3.708395 40.4059808)
26472009,40.4060903,-3.7084865,,4,,,POINT (-3.7084865 40.4060903)
26472147,40.4088039,-3.7103825,,3,,,POINT (-3.7103825 40.4088039)
26472148,40.4090056,-3.7102331,,4,,,POINT (-3.7102331 40.4090056)
26472149,40.4091217,-3.7101468,,3,,,POINT (-3.7101468 40.4091217)
26472150,40.4093377,-3.7099694,,3,,,POINT (-3.7099694 40.4093377)
26472151,40.4095889,-3.7097649,,3,,,POINT (-3.7097649 40.4095889)
26472152,40.4099303,-3.7095015,,3,,,POINT (-3.7095015 40.4099303)
26472153,40.410371,-3.7091513,,3,,,POINT (-3.7091513 40.410371)
26472154,40.4104518,-3.7090859,,3,,,POINT (-3.7090859 40.4104518)
26472349,40.4078419,-3.704522,,1,,,POINT (-3.704522 40.4078419)
26472351,40.4092903,-3.7096979,,4,,,POINT (-3.7096979 40.4092903)
26472352,40.408577,-3.7100505,,3,,,POINT (-3.7100505 40.408577)
26472353,40.4059851,-3.7079328,,3,,,POINT (-3.7079328 40.4059851)
26472354,40.4058366,-3.7071127,,4,,,POINT (-3.7071127 40.4058366)
26472355,40.4057392,-3.7071075,,4,,,POINT (-3.7071075 40.4057392)
26472356,40.4060971,-3.7071292,,3,,,POINT (-3.7071292 40.4060971)
26472357,40.4091812,-3.7102604,,4,,,POINT (-3.7102604 40.4091812)
26472359,40.4099494,-3.7103628,,3,,,POINT (-3.7103628 40.4099494)
26472360,40.4102472,-3.7103234,,3,,,POINT (-3.7103234 40.4102472)
26472361,40.4103239,-3.7103277,,3,,,POINT (-3.7103277 40.4103239)
26472362,40.410879,-3.7104454,,3,,,POINT (-3.7104454 40.410879)
26472366,40.4105193,-3.7115638,,3,,,POINT (-3.7115638 40.4105193)
26472367,40.4103203,-3.7117756,,4,,,POINT (-3.7117756 40.4103203)
26472368,40.4110317,-3.7124721,,4,,,POINT (-3.7124721 40.4110317)
26472369,40.4099774,-3.7126419,,3,,,POINT (-3.7126419 40.4099774)
26472370,40.4097256,-3.7132113,,3,,,POINT (-3.7132113 40.4097256)
26472371,40.4094338,-3.7125308,,4,,,POINT (-3.7125308 40.4094338)
26472372,40.410053,-3.711438,,3,,,POINT (-3.711438 40.410053)
26472374,40.4092619,-3.7114262,,3,,,POINT (-3.7114262 40.4092619)
26472375,40.4092756,-3.7116343,,3,,,POINT (-3.7116343 40.4092756)
26472376,40.4084021,-3.7118556,,3,,,POINT (-3.7118556 40.4084021)
26472379,40.408632,-3.713017,,4,,,POINT (-3.713017 40.408632)
26472381,40.4101414,-3.7119392,,3,,,POINT (-3.7119392 40.4101414)
26472382,40.41083,-3.7131363,,4,,,POINT (-3.7131363 40.41083)
26472383,40.4106726,-3.7103954,,3,,,POINT (-3.7103954 40.4106726)
26480800,40.4126481,-3.7211721,,3,,,POINT (-3.7211721 40.4126481)
26480801,40.4120447,-3.7212896,,3,,,POINT (-3.7212896 40.4120447)
26480804,40.4120405,-3.7205356,,4,,,POINT (-3.7205356 40.4120405)
26480805,40.4127332,-3.7205003,,4,,,POINT (-3.7205003 40.4127332)
26480806,40.412837,-3.7194574,,4,,,POINT (-3.7194574 40.412837)
26480807,40.4129505,-3.7183855,,4,,,POINT (-3.7183855 40.4129505)
26480809,40.4120624,-3.7194856,,4,,,POINT (-3.7194856 40.4120624)
26480810,40.4113432,-3.7195117,,3,,,POINT (-3.7195117 40.4113432)
26480811,40.41089,-3.7205654,,4,,,POINT (-3.7205654 40.41089)
26480818,40.4097698,-3.7195607,,3,,,POINT (-3.7195607 40.4097698)
26480819,40.4097407,-3.7205889,,3,,,POINT (-3.7205889 40.4097407)
26480822,40.4108563,-3.7195284,,3,,,POINT (-3.7195284 40.4108563)
26480825,40.4140445,-3.7242086,traffic_signals,4,,,POINT (-3.7242086 40.4140445)
26480826,40.4139477,-3.7194094,traffic_signals,3,,,POINT (-3.7194094 40.4139477)
26480828,40.4130345,-3.7172803,,3,,,POINT (-3.7172803 40.4130345)
26480833,40.411922,-3.7146871,,3,,,POINT (-3.7146871 40.411922)
26480834,40.4120071,-3.7152276,,3,,,POINT (-3.7152276 40.4120071)
26480837,40.4112061,-3.7147052,,3,,,POINT (-3.7147052 40.4112061)
26480839,40.4108583,-3.7140007,,3,,,POINT (-3.7140007 40.4108583)
26480840,40.410652,-3.7139909,,4,,,POINT (-3.7139909 40.410652)
26480841,40.4117822,-3.7136582,,4,,,POINT (-3.7136582 40.4117822)
26480842,40.4116101,-3.7128518,,3,,,POINT (-3.7128518 40.4116101)
26480846,40.4123697,-3.7128245,,4,,,POINT (-3.7128245 40.4123697)
26480858,40.4120297,-3.7107327,,3,,,POINT (-3.7107327 40.4120297)
26480865,40.4114852,-3.7106162,,3,,,POINT (-3.7106162 40.4114852)
26480866,40.4116656,-3.7106238,,4,,,POINT (-3.7106238 40.4116656)
26480871,40.4125353,-3.7084756,,3,,,POINT (-3.7084756 40.4125353)
26480872,40.4121074,-3.7078824,,3,,,POINT (-3.7078824 40.4121074)
26480874,40.4130224,-3.71378,,3,,,POINT (-3.71378 40.4130224)
26482302,40.41487,-3.716797,,3,,,POINT (-3.716797 40.41487)
26482305,40.4148681,-3.7167126,,3,,,POINT (-3.7167126 40.4148681)
26482319,40.4148243,-3.715923,,3,,,POINT (-3.715923 40.4148243)
26482336,40.4147427,-3.7151637,,3,,,POINT (-3.7151637 40.4147427)
26482348,40.4149328,-3.7208056,,3,,,POINT (-3.7208056 40.4149328)
26482376,40.4124025,-3.7158865,,2,,,POINT (-3.7158865 40.4124025)
26482388,40.410747,-3.7158313,,1,,,POINT (-3.7158313 40.410747)
26482389,40.4106825,-3.7137939,,4,,,POINT (-3.7137939 40.4106825)
26482392,40.410529,-3.7139549,,3,,,POINT (-3.7139549 40.410529)
26482394,40.4105431,-3.7137758,,4,,,POINT (-3.7137758 40.4105431)
26482409,40.4103206,-3.7138392,,3,,,POINT (-3.7138392 40.4103206)
26482410,40.4097842,-3.7137422,,3,,,POINT (-3.7137422 40.4097842)
26482411,40.4093066,-3.71351,,4,,,POINT (-3.71351 40.4093066)
26482412,40.4087101,-3.7149149,,4,,,POINT (-3.7149149 40.4087101)
26482413,40.4085583,-3.7152844,,3,,,POINT (-3.7152844 40.4085583)
26482419,40.4090576,-3.7154994,,3,,,POINT (-3.7154994 40.4090576)
26482421,40.4077133,-3.7138739,,1,,,POINT (-3.7138739 40.4077133)
26482447,40.407829,-3.7145319,,3,,,POINT (-3.7145319 40.407829)
26482449,40.4078205,-3.7147293,,3,,,POINT (-3.7147293 40.4078205)
26482468,40.4080377,-3.7152478,,3,,,POINT (-3.7152478 40.4080377)
26482469,40.4076703,-3.7155008,,3,,,POINT (-3.7155008 40.4076703)
26482470,40.4070102,-3.7142353,,3,,,POINT (-3.7142353 40.4070102)
26482472,40.4067002,-3.7146108,,3,,,POINT (-3.7146108 40.4067002)
26482473,40.4074162,-3.7156867,,3,,,POINT (-3.7156867 40.4074162)
26483360,40.40713,-3.7169551,,3,,,POINT (-3.7169551 40.40713)
26483368,40.4083502,-3.7191211,traffic_signals,3,,,POINT (-3.7191211 40.4083502)
26483371,40.408257,-3.7173641,traffic_signals,3,,,POINT (-3.7173641 40.408257)
26483373,40.4066366,-3.7203348,,3,,,POINT (-3.7203348 40.4066366)
26483374,40.4066789,-3.7199006,,3,,,POINT (-3.7199006 40.4066789)
26483375,40.4059691,-3.7197637,,3,,,POINT (-3.7197637 40.4059691)
26483376,40.4048651,-3.7195507,,3,,,POINT (-3.7195507 40.4048651)
26483377,40.4049278,-3.7189507,,3,,,POINT (-3.7189507 40.4049278)
26483378,40.4060367,-3.71916,,4,,,POINT (-3.71916 40.4060367)
26483379,40.4067383,-3.7192924,,3,,,POINT (-3.7192924 40.4067383)
26483380,40.4042013,-3.7188281,,4,,,POINT (-3.7188281 40.4042013)
26485804,40.419618,-3.6888584,,3,,,POINT (-3.6888584 40.419618)
26486524,40.4174476,-3.6942111,,3,,,POINT (-3.6942111 40.4174476)
26486526,40.4166937,-3.6944277,,3,,,POINT (-3.6944277 40.4166937)
26486530,40.4154808,-3.6946317,,4,,,POINT (-3.6946317 40.4154808)
26486536,40.4139218,-3.693933,,3,,,POINT (-3.693933 40.4139218)
26486539,40.412806,-3.6934934,,3,,,POINT (-3.6934934 40.412806)
26486540,40.4126038,-3.6934197,,3,,,POINT (-3.6934197 40.4126038)
26486542,40.4114164,-3.6930196,,3,,,POINT (-3.6930196 40.4114164)
26486544,40.4107972,-3.6928092,,3,,,POINT (-3.6928092 40.4107972)
26486585,40.4152235,-3.6914898,,4,,,POINT (-3.6914898 40.4152235)
26486588,40.4147479,-3.6904002,,4,,,POINT (-3.6904002 40.4147479)
26486590,40.4151754,-3.6904263,,3,,,POINT (-3.6904263 40.4151754)
26486591,40.415234,-3.6907162,,3,,,POINT (-3.6907162 40.415234)
26486593,40.4152973,-3.6904262,,3,,,POINT (-3.6904262 40.4152973)
26486594,40.4156324,-3.6904349,,3,,,POINT (-3.6904349 40.4156324)
26486598,40.4158366,-3.6910487,,3,,,POINT (-3.6910487 40.4158366)
26486601,40.4160324,-3.6904553,,3,,,POINT (-3.6904553 40.4160324)
26486606,40.4156313,-3.6896665,,3,,,POINT (-3.6896665 40.4156313)
26486607,40.4154312,-3.6896611,,3,,,POINT (-3.6896611 40.4154312)
26486612,40.4154921,-3.6890216,,4,,,POINT (-3.6890216 40.4154921)
26486617,40.4147548,-3.6889685,,4,,,POINT (-3.6889685 40.4147548)
26486618,40.4139832,-3.6889473,,4,,,POINT (-3.6889473 40.4139832)
26486619,40.4134663,-3.6889188,,4,,,POINT (-3.6889188 40.4134663)
26486621,40.413949,-3.6903707,,4,,,POINT (-3.6903707 40.413949)
26486622,40.4134182,-3.6903511,,4,,,POINT (-3.6903511 40.4134182)
26486624,40.4133979,-3.6914579,,3,,,POINT (-3.6914579 40.4133979)
26486627,40.4127555,-3.6903271,,4,,,POINT (-3.6903271 40.4127555)
26486631,40.4158278,-3.6914982,,3,,,POINT (-3.6914982 40.4158278)
26486633,40.4164817,-3.6915152,,4,,,POINT (-3.6915152 40.4164817)
26486634,40.416545,-3.6904517,,4,,,POINT (-3.6904517 40.416545)
26486636,40.4166281,-3.6890567,,4,,,POINT (-3.6890567 40.4166281)
26486638,40.417334,-3.6904674,,4,,,POINT (-3.6904674 40.417334)
26486640,40.4173152,-3.6915366,,4,,,POINT (-3.6915366 40.4173152)
26486642,40.417289,-3.692919,,3,,,POINT (-3.692919 40.417289)
26486646,40.4180775,-3.6904761,,4,,,POINT (-3.6904761 40.4180775)
26486647,40.4188796,-3.6904983,,3,,,POINT (-3.6904983 40.4188796)
26486651,40.4188004,-3.6888688,,4,,,POINT (-3.6888688 40.4188004)
26486653,40.4180133,-3.6889447,,4,,,POINT (-3.6889447 40.4180133)
26487748,40.4162409,-3.6922686,,3,,,POINT (-3.6922686 40.4162409)
26487749,40.4166342,-3.6922988,,3,,,POINT (-3.6922988 40.4166342)
26487752,40.416917,-3.6929698,,3,,,POINT (-3.6929698 40.416917)
26487753,40.4164555,-3.691955,crossing,3,,,POINT (-3.691955 40.4164555)
26487767,40.4157289,-3.6960102,,4,,,POINT (-3.6960102 40.4157289)
26487769,40.4143237,-3.6957021,,4,,,POINT (-3.6957021 40.4143237)
26487771,40.4136705,-3.6956938,,3,,,POINT (-3.6956938 40.4136705)
26487772,40.4136312,-3.6956241,,3,,,POINT (-3.6956241 40.4136312)
26487773,40.4130314,-3.6956274,,3,,,POINT (-3.6956274 40.4130314)
26487775,40.4125443,-3.6956337,,5,,,POINT (-3.6956337 40.4125443)
26487776,40.4147816,-3.6943046,,3,,,POINT (-3.6943046 40.4147816)
26487777,40.4158465,-3.6960301,,3,,,POINT (-3.6960301 40.4158465)
26487779,40.4126283,-3.6948867,,3,,,POINT (-3.6948867 40.4126283)
26487781,40.4125932,-3.6939713,,3,,,POINT (-3.6939713 40.4125932)
26487782,40.41178,-3.6938052,,3,,,POINT (-3.6938052 40.41178)
26487784,40.4118061,-3.6947634,,4,,,POINT (-3.6947634 40.4118061)
26487785,40.4118358,-3.6956182,,3,,,POINT (-3.6956182 40.4118358)
26487786,40.4116536,-3.6967178,,3,,,POINT (-3.6967178 40.4116536)
26487788,40.4116124,-3.695625,,4,,,POINT (-3.695625 40.4116124)
26487789,40.4115445,-3.6948099,,4,,,POINT (-3.6948099 40.4115445)
26487790,40.4114739,-3.6938108,,4,,,POINT (-3.6938108 40.4114739)
26487791,40.4112584,-3.6956252,,3,,,POINT (-3.6956252 40.4112584)
26487792,40.4111396,-3.6948647,,4,,,POINT (-3.6948647 40.4111396)
26487794,40.4114381,-3.6933183,,3,,,POINT (-3.6933183 40.4114381)
26487795,40.4108692,-3.6933146,,4,,,POINT (-3.6933146 40.4108692)
26487796,40.40966,-3.6933041,,3,,,POINT (-3.6933041 40.40966)
26487797,40.410375,-3.6938335,,3,,,POINT (-3.6938335 40.410375)
26487798,40.4099393,-3.6940611,,3,,,POINT (-3.6940611 40.4099393)
26487799,40.4108017,-3.6949472,,3,,,POINT (-3.6949472 40.4108017)
26487800,40.4104256,-3.6951886,,4,,,POINT (-3.6951886 40.4104256)
26487802,40.4100177,-3.6954832,,3,,,POINT (-3.6954832 40.4100177)
26487803,40.4094111,-3.6959235,,3,,,POINT (-3.6959235 40.4094111)
26487804,40.4106161,-3.6956218,,3,,,POINT (-3.6956218 40.4106161)
26487805,40.4106705,-3.6957596,,3,,,POINT (-3.6957596 40.4106705)
26487806,40.4103083,-3.6960466,,4,,,POINT (-3.6960466 40.4103083)
26487807,40.4111894,-3.6968321,,3,,,POINT (-3.6968321 40.4111894)
26493329,40.409289,-3.6923284,,4,,,POINT (-3.6923284 40.409289)
26493332,40.4079817,-3.6929865,,3,,,POINT (-3.6929865 40.4079817)
26493333,40.4087115,-3.6924524,,3,,,POINT (-3.6924524 40.4087115)
26493334,40.4083795,-3.6919021,,3,,,POINT (-3.6919021 40.4083795)
26493335,40.4083678,-3.6919708,,3,,,POINT (-3.6919708 40.4083678)
26493342,40.4073947,-3.6930404,,3,,,POINT (-3.6930404 40.4073947)
26493355,40.4089168,-3.6917021,,3,,,POINT (-3.6917021 40.4089168)
26493361,40.4090695,-3.6918151,,3,,,POINT (-3.6918151 40.4090695)
26493370,40.4072314,-3.6897188,,3,,,POINT (-3.6897188 40.4072314)
