osmid,y,x,highway,street_count,ref,junction,geometry
171946,40.4212466,-3.6844432,traffic_signals,3,,,POINT (-3.6844432 40.4212466)
171951,40.4173597,-3.6889892,,4,,,POINT (-3.6889892 40.4173597)
171952,40.4149907,-3.6889805,,3,,,POINT (-3.6889805 40.4149907)
171953,40.4127748,-3.6889012,,4,,,POINT (-3.6889012 40.4127748)
171954,40.4094693,-3.6887986,,3,,,POINT (-3.6887986 40.4094693)
20952888,40.4293027,-3.5965905,,3,,,POINT (-3.5965905 40.4293027)
20952890,40.4301293,-3.5961576,,3,,,POINT (-3.5961576 40.4301293)
20952893,40.4304653,-3.597241,,3,,,POINT (-3.597241 40.4304653)
20952910,40.435754,-3.607265,,3,,,POINT (-3.607265 40.435754)
20952912,40.4353783,-3.6080766,,3,,,POINT (-3.6080766 40.4353783)
20952914,40.434823,-3.6080274,,3,,,POINT (-3.6080274 40.434823)
20952917,40.4351521,-3.6065227,,3,,,POINT (-3.6065227 40.4351521)
20952923,40.4293137,-3.606873,,3,,,POINT (-3.606873 40.4293137)
20952925,40.4298453,-3.6028969,,3,,,POINT (-3.6028969 40.4298453)
20952926,40.4356563,-3.6068897,,3,,,POINT (-3.6068897 40.4356563)
20952927,40.433193,-3.6077766,,4,,,POINT (-3.6077766 40.433193)
20952929,40.4341928,-3.6061882,,3,,,POINT (-3.6061882 40.4341928)
20952931,40.4348097,-3.6060067,,3,,,POINT (-3.6060067 40.4348097)
20952942,40.4348358,-3.6066289,,4,,,POINT (-3.6066289 40.4348358)
20952943,40.4295407,-3.6051218,traffic_signals,4,,,POINT (-3.6051218 40.4295407)
20952948,40.4334318,-3.6060333,,4,,,POINT (-3.6060333 40.4334318)
20952949,40.430098,-3.5974813,,3,,,POINT (-3.5974813 40.430098)
20953196,40.42323,-3.7223004,,3,,,POINT (-3.7223004 40.42323)
20953197,40.4249877,-3.7244864,,3,,,POINT (-3.7244864 40.4249877)
20953217,40.4245287,-3.7251148,,3,,,POINT (-3.7251148 40.4245287)
20953221,40.4227481,-3.7217065,,3,,,POINT (-3.7217065 40.4227481)
20953226,40.420314,-3.7060675,,4,,,POINT (-3.7060675 40.420314)
20953234,40.4188461,-3.6958387,,3,,,POINT (-3.6958387 40.4188461)
20953240,40.4196293,-3.6885376,,3,,,POINT (-3.6885376 40.4196293)
20953243,40.4204657,-3.6860513,,3,,,POINT (-3.6860513 40.4204657)
20953244,40.4206574,-3.6850969,,3,,,POINT (-3.6850969 40.4206574)
20953247,40.4205047,-3.6667348,,3,,,POINT (-3.6667348 40.4205047)
20953250,40.4197584,-3.6635938,motorway_junction,3,1A,,POINT (-3.6635938 40.4197584)
20953256,40.4176038,-3.6548958,,3,,,POINT (-3.6548958 40.4176038)
20953271,40.4148797,-3.6308059,,3,,,POINT (-3.6308059 40.4148797)
20960687,40.4227635,-3.6113362,,4,,,POINT (-3.6113362 40.4227635)
20960688,40.424528,-3.6039654,,4,,,POINT (-3.6039654 40.424528)
20960689,40.4187461,-3.6180788,,3,,,POINT (-3.6180788 40.4187461)
20960690,40.4244934,-3.6064005,,4,,,POINT (-3.6064005 40.4244934)
20960693,40.425326,-3.6059652,,4,,,POINT (-3.6059652 40.425326)
20960694,40.4242936,-3.6016047,,3,,,POINT (-3.6016047 40.4242936)
20960695,40.424132,-3.6027551,,3,,,POINT (-3.6027551 40.424132)
20960696,40.4296901,-3.6039984,,3,,,POINT (-3.6039984 40.4296901)
20960705,40.4230024,-3.606288,,4,,,POINT (-3.606288 40.4230024)
20960707,40.4208308,-3.612307,traffic_signals,4,,,POINT (-3.612307 40.4208308)
20960708,40.4193533,-3.6206161,,4,,,POINT (-3.6206161 40.4193533)
20960709,40.4241114,-3.6029018,,3,,,POINT (-3.6029018 40.4241114)
20960713,40.421548,-3.6103132,,4,,,POINT (-3.6103132 40.421548)
20960717,40.423689,-3.6043937,,4,,,POINT (-3.6043937 40.423689)
20962888,40.4300224,-3.5961584,,3,,,POINT (-3.5961584 40.4300224)
20962900,40.4211793,-3.6112957,traffic_signals,4,,,POINT (-3.6112957 40.4211793)
20962903,40.4212216,-3.6111897,,4,,,POINT (-3.6111897 40.4212216)
20962911,40.4180037,-3.6239565,,5,,,POINT (-3.6239565 40.4180037)
20962916,40.4176695,-3.6241569,,3,,,POINT (-3.6241569 40.4176695)
20962919,40.4174998,-3.6241583,,3,,,POINT (-3.6241583 40.4174998)
20962932,40.4169962,-3.62317,,3,,,POINT (-3.62317 40.4169962)
20962935,40.4171507,-3.622797,,3,,,POINT (-3.622797 40.4171507)
20962947,40.4181732,-3.6230908,,3,,,POINT (-3.6230908 40.4181732)
20962965,40.4244419,-3.6004626,,4,,,POINT (-3.6004626 40.4244419)
20962984,40.4258183,-3.6007797,,4,,,POINT (-3.6007797 40.4258183)
20963005,40.4223748,-3.6011038,,3,,,POINT (-3.6011038 40.4223748)
20963008,40.4225291,-3.6014896,,3,,,POINT (-3.6014896 40.4225291)
20963022,40.4233104,-3.6008814,,3,,,POINT (-3.6008814 40.4233104)
20963025,40.4231677,-3.6005215,,3,,,POINT (-3.6005215 40.4231677)
20963045,40.4272219,-3.601105,,4,,,POINT (-3.601105 40.4272219)
20963048,40.4279329,-3.6012728,,3,,,POINT (-3.6012728 40.4279329)
20963052,40.4280885,-3.6001584,,3,,,POINT (-3.6001584 40.4280885)
20963054,40.4273729,-3.5999979,,3,,,POINT (-3.5999979 40.4273729)
20963055,40.430015,-3.601754,,4,,,POINT (-3.601754 40.430015)
20963062,40.4334388,-3.6025721,,3,,,POINT (-3.6025721 40.4334388)
20963071,40.4335862,-3.604912,,3,,,POINT (-3.604912 40.4335862)
20963078,40.4328052,-3.6047256,,3,,,POINT (-3.6047256 40.4328052)
20963082,40.4326567,-3.60584,,3,,,POINT (-3.60584 40.4326567)
20963085,40.4312434,-3.6043529,,4,,,POINT (-3.6043529 40.4312434)
20963088,40.4313978,-3.603243,,3,,,POINT (-3.603243 40.4313978)
20963091,40.4305882,-3.603055,,3,,,POINT (-3.603055 40.4305882)
20963095,40.4304398,-3.6041613,,3,,,POINT (-3.6041613 40.4304398)
20963098,40.4302865,-3.6052918,,4,,,POINT (-3.6052918 40.4302865)
20963101,40.4307388,-3.6019278,,3,,,POINT (-3.6019278 40.4307388)
20963107,40.4270739,-3.6022392,,4,,,POINT (-3.6022392 40.4270739)
20963111,40.4269236,-3.6033654,,4,,,POINT (-3.6033654 40.4269236)
20963116,40.4326481,-3.6117874,,3,,,POINT (-3.6117874 40.4326481)
20963122,40.4295716,-3.6110786,,3,,,POINT (-3.6110786 40.4295716)
20963126,40.4291233,-3.6110296,,4,,,POINT (-3.6110296 40.4291233)
20963139,40.4186097,-3.6109909,,3,,,POINT (-3.6109909 40.4186097)
20963148,40.4176039,-3.6109608,,3,,,POINT (-3.6109608 40.4176039)
20963151,40.4176855,-3.6105791,,3,,,POINT (-3.6105791 40.4176855)
20963161,40.4182221,-3.610706,,3,,,POINT (-3.610706 40.4182221)
20963164,40.4181879,-3.6111193,,3,,,POINT (-3.6111193 40.4181879)
20963170,40.4252167,-3.6115813,,3,,,POINT (-3.6115813 40.4252167)
20963176,40.4252416,-3.6081602,,3,,,POINT (-3.6081602 40.4252416)
20963179,40.4256355,-3.6076262,,3,,,POINT (-3.6076262 40.4256355)
20963182,40.425423,-3.6074897,,4,,,POINT (-3.6074897 40.425423)
20963197,40.4268323,-3.6069876,,3,,,POINT (-3.6069876 40.4268323)
20963200,40.4269257,-3.6063157,,3,,,POINT (-3.6063157 40.4269257)
20963202,40.4279353,-3.6065541,,3,,,POINT (-3.6065541 40.4279353)
20963204,40.4281698,-3.6048099,,4,,,POINT (-3.6048099 40.4281698)
20963205,40.4283242,-3.6036934,,3,,,POINT (-3.6036934 40.4283242)
20963207,40.4251886,-3.6068737,,3,,,POINT (-3.6068737 40.4251886)
21067873,40.4057226,-3.6327127,,3,,,POINT (-3.6327127 40.4057226)
21067877,40.4078765,-3.6309643,,4,,,POINT (-3.6309643 40.4078765)
21067879,40.4091455,-3.6303656,,3,,,POINT (-3.6303656 40.4091455)
21067881,40.4104789,-3.6296373,traffic_signals,4,,,POINT (-3.6296373 40.4104789)
21067892,40.4170907,-3.6238232,,4,,,POINT (-3.6238232 40.4170907)
21067895,40.4148148,-3.6272449,,4,,,POINT (-3.6272449 40.4148148)
21067896,40.4148664,-3.6274026,,4,,,POINT (-3.6274026 40.4148664)
21067903,40.4140723,-3.6281024,,3,,,POINT (-3.6281024 40.4140723)
21067905,40.4139172,-3.6273486,,3,,,POINT (-3.6273486 40.4139172)
21067907,40.4138995,-3.627761,,4,,,POINT (-3.627761 40.4138995)
21067925,40.4284762,-3.6025644,,3,,,POINT (-3.6025644 40.4284762)
21067926,40.4286361,-3.6014334,,4,,,POINT (-3.6014334 40.4286361)
21067927,40.4267737,-3.6044842,traffic_signals,3,,,POINT (-3.6044842 40.4267737)
21067928,40.4301616,-3.6006289,,3,,,POINT (-3.6006289 40.4301616)
21067930,40.4259959,-3.5995244,,3,,,POINT (-3.5995244 40.4259959)
21068371,40.4305219,-3.5960613,,3,,,POINT (-3.5960613 40.4305219)
21068382,40.4366633,-3.5934837,motorway_junction,3,9BA,,POINT (-3.5934837 40.4366633)
21068429,40.462211,-3.5758487,motorway_junction,3,,,POINT (-3.5758487 40.462211)
21068454,40.4731135,-3.5743846,motorway_junction,3,,,POINT (-3.5743846 40.4731135)
21068456,40.4731114,-3.5742218,motorway_junction,3,,,POINT (-3.5742218 40.4731114)
21068466,40.479477,-3.5799291,motorway_junction,3,1,,POINT (-3.5799291 40.479477)
21068500,40.4799675,-3.5934594,,3,,,POINT (-3.5934594 40.4799675)
21068504,40.4799621,-3.5948077,motorway_junction,3,0A,,POINT (-3.5948077 40.4799621)
21068511,40.479725,-3.5988983,motorway_junction,3,0,,POINT (-3.5988983 40.479725)
21068523,40.4804892,-3.601928,motorway_junction,3,Exit 3,,POINT (-3.601928 40.4804892)
21068541,40.4889774,-3.6016494,motorway_junction,3,4,,POINT (-3.6016494 40.4889774)
21068554,40.4945693,-3.6037114,,3,,,POINT (-3.6037114 40.4945693)
21068589,40.4958362,-3.5955921,,3,,,POINT (-3.5955921 40.4958362)
21068654,40.4349144,-3.5946668,,3,,,POINT (-3.5946668 40.4349144)
21068666,40.4313002,-3.5967073,,3,,,POINT (-3.5967073 40.4313002)
21068671,40.4311707,-3.5986606,,3,,,POINT (-3.5986606 40.4311707)
21272843,40.4300493,-3.6070451,,5,,,POINT (-3.6070451 40.4300493)
21281916,40.4517968,-3.6043885,motorway_junction,3,8,,POINT (-3.6043885 40.4517968)
21281923,40.4550516,-3.611168,,3,,,POINT (-3.611168 40.4550516)
21281930,40.4601939,-3.6207747,,3,,,POINT (-3.6207747 40.4601939)
21281931,40.4602589,-3.6208635,motorway_junction,3,6,,POINT (-3.6208635 40.4602589)
21281972,40.4886275,-3.6439113,motorway_junction,3,2B,,POINT (-3.6439113 40.4886275)
21282008,40.5073833,-3.6509876,motorway_junction,3,1,,POINT (-3.6509876 40.5073833)
21282022,40.4264557,-3.5982209,,3,,,POINT (-3.5982209 40.4264557)
21282096,40.4513724,-3.6043567,,3,,,POINT (-3.6043567 40.4513724)
21282109,40.4544699,-3.6098755,motorway_junction,3,8,,POINT (-3.6098755 40.4544699)
21282119,40.4557774,-3.6132662,,3,,,POINT (-3.6132662 40.4557774)
21282200,40.4771533,-3.6385405,,3,,,POINT (-3.6385405 40.4771533)
21282205,40.4556809,-3.6127744,motorway_junction,3,7,,POINT (-3.6127744 40.4556809)
21282214,40.4771468,-3.6382359,motorway_junction,3,3,,POINT (-3.6382359 40.4771468)
21282217,40.4951428,-3.6462419,motorway_junction,3,2A,,POINT (-3.6462419 40.4951428)
21318573,40.3976237,-3.6272959,motorway_junction,3,15AB,,POINT (-3.6272959 40.3976237)
21318593,40.3879409,-3.6329324,motorway_junction,3,16,,POINT (-3.6329324 40.3879409)
21318622,40.3779436,-3.6497241,motorway_junction,3,19A,,POINT (-3.6497241 40.3779436)
21318626,40.3765595,-3.6520569,motorway_junction,3,19B,,POINT (-3.6520569 40.3765595)
21318660,40.3616756,-3.6703897,,3,,,POINT (-3.6703897 40.3616756)
21318662,40.3614303,-3.6716039,motorway_junction,3,21A,,POINT (-3.6716039 40.3614303)
21318670,40.3618788,-3.6771447,motorway_junction,3,21B,,POINT (-3.6771447 40.3618788)
21318675,40.3617429,-3.6813401,,3,,,POINT (-3.6813401 40.3617429)
21318730,40.3641273,-3.6988637,motorway_junction,3,23,,POINT (-3.6988637 40.3641273)
21318743,40.3635952,-3.688693,,3,,,POINT (-3.688693 40.3635952)
21318747,40.363382,-3.6880628,motorway_junction,3,22,,POINT (-3.6880628 40.363382)
21318754,40.3613397,-3.6822862,,3,,,POINT (-3.6822862 40.3613397)
21318755,40.3609946,-3.6812772,motorway_junction,3,21B,,POINT (-3.6812772 40.3609946)
21318790,40.3752327,-3.6527772,,3,,,POINT (-3.6527772 40.3752327)
21318868,40.3888941,-3.6318662,motorway_junction,3,15B,,POINT (-3.6318662 40.3888941)
21364520,40.4294663,-3.5976814,,3,,,POINT (-3.5976814 40.4294663)
21364526,40.4267169,-3.5978568,motorway_junction,3,10,,POINT (-3.5978568 40.4267169)
21472171,40.4193207,-3.6089426,,3,,,POINT (-3.6089426 40.4193207)
21472172,40.421693,-3.6023885,,3,,,POINT (-3.6023885 40.421693)
21472175,40.4207543,-3.6098194,,3,,,POINT (-3.6098194 40.4207543)
21472176,40.4199798,-3.6093415,,3,,,POINT (-3.6093415 40.4199798)
21472177,40.4231207,-3.610306,,3,,,POINT (-3.610306 40.4231207)
21472178,40.4218367,-3.6095146,,3,,,POINT (-3.6095146 40.4218367)
21472727,40.4346842,-3.6119543,,3,,,POINT (-3.6119543 40.4346842)
21472730,40.4346512,-3.612258,,4,,,POINT (-3.612258 40.4346512)
21473035,40.4253229,-3.7260253,,3,,,POINT (-3.7260253 40.4253229)
21473036,40.4257993,-3.7265672,,3,,,POINT (-3.7265672 40.4257993)
21473041,40.4290448,-3.7299315,,3,,,POINT (-3.7299315 40.4290448)
21473043,40.4299343,-3.7308012,,3,,,POINT (-3.7308012 40.4299343)
21473047,40.4317146,-3.7321876,,3,,,POINT (-3.7321876 40.4317146)
21473053,40.439538,-3.7384356,,3,,,POINT (-3.7384356 40.439538)
21473073,40.4427784,-3.7390996,motorway_junction,3,,,POINT (-3.7390996 40.4427784)
21473077,40.4465485,-3.7400427,,3,,,POINT (-3.7400427 40.4465485)
21473082,40.4502995,-3.7418468,motorway_junction,3,23,,POINT (-3.7418468 40.4502995)
21473097,40.4588895,-3.7450876,,3,,,POINT (-3.7450876 40.4588895)
21473125,40.4743622,-3.7433394,speed_camera,3,,,POINT (-3.7433394 40.4743622)
21473133,40.4725543,-3.731735,,3,,,POINT (-3.731735 40.4725543)
21473145,40.4737242,-3.7250514,,3,,,POINT (-3.7250514 40.4737242)
21473217,40.4471277,-3.6621631,motorway_junction,3,5AB,,POINT (-3.6621631 40.4471277)
21473220,40.4446589,-3.6609885,,3,,,POINT (-3.6609885 40.4446589)
21473226,40.4420639,-3.6598038,,3,,,POINT (-3.6598038 40.4420639)
21473229,40.4407081,-3.6595199,motorway_junction,3,6A,,POINT (-3.6595199 40.4407081)
21473233,40.4394984,-3.6594995,,3,,yes,POINT (-3.6594995 40.4394984)
21473235,40.4370838,-3.6598715,,3,,,POINT (-3.6598715 40.4370838)
21473238,40.4358537,-3.6601439,motorway_junction,3,6B,,POINT (-3.6601439 40.4358537)
21473251,40.4272005,-3.6605356,,3,,,POINT (-3.6605356 40.4272005)
21473253,40.4255932,-3.660163,motorway_junction,3,,,POINT (-3.660163 40.4255932)
21473261,40.4177729,-3.6592237,,3,,,POINT (-3.6592237 40.4177729)
21473269,40.4125399,-3.6622871,motorway_junction,3,8A,,POINT (-3.6622871 40.4125399)
21473273,40.4441661,-3.6741536,,3,,,POINT (-3.6741536 40.4441661)
21473274,40.4464688,-3.6705691,,3,,,POINT (-3.6705691 40.4464688)
21473275,40.4492125,-3.6663555,,4,,,POINT (-3.6663555 40.4492125)
21473276,40.4504171,-3.6649151,,4,,,POINT (-3.6649151 40.4504171)
21473278,40.447977,-3.6685325,,3,,,POINT (-3.6685325 40.447977)
21473805,40.4840403,-3.6722347,,3,,,POINT (-3.6722347 40.4840403)
21473809,40.4840459,-3.6682548,,3,,,POINT (-3.6682548 40.4840459)
21473810,40.4839969,-3.6675853,motorway_junction,3,1,,POINT (-3.6675853 40.4839969)
21473816,40.4828339,-3.6593078,,3,,,POINT (-3.6593078 40.4828339)
21473827,40.4799175,-3.6380571,,3,,,POINT (-3.6380571 40.4799175)
21473858,40.4718212,-3.609827,,3,,,POINT (-3.609827 40.4718212)
21473863,40.4711583,-3.6056575,motorway_junction,3,7,,POINT (-3.6056575 40.4711583)
21473877,40.4685597,-3.5866047,motorway_junction,3,9,,POINT (-3.5866047 40.4685597)
21474005,40.4784068,-3.641338,,3,,,POINT (-3.641338 40.4784068)
21525281,40.4221182,-3.6087381,,4,,,POINT (-3.6087381 40.4221182)
21525282,40.4213326,-3.6082546,,3,,,POINT (-3.6082546 40.4213326)
21525283,40.4223454,-3.602795,,3,,,POINT (-3.602795 40.4223454)
21525284,40.4263599,-3.6020783,,4,,,POINT (-3.6020783 40.4263599)
21525285,40.4256856,-3.6019194,,3,,,POINT (-3.6019194 40.4256856)
21525286,40.4266606,-3.5998286,,3,,,POINT (-3.5998286 40.4266606)
21525287,40.4214351,-3.6053147,,3,,,POINT (-3.6053147 40.4214351)
21525288,40.4262084,-3.6031878,,4,,,POINT (-3.6031878 40.4262084)
21525289,40.4228986,-3.6031357,,3,,,POINT (-3.6031357 40.4228986)
21525290,40.4265148,-3.600946,,4,,,POINT (-3.600946 40.4265148)
21525291,40.4293245,-3.6015947,,4,,,POINT (-3.6015947 40.4293245)
21525292,40.4291698,-3.6027299,,4,,,POINT (-3.6027299 40.4291698)
21525294,40.4290109,-3.603847,,4,,,POINT (-3.603847 40.4290109)
21525295,40.4288645,-3.6049657,,3,,,POINT (-3.6049657 40.4288645)
21525297,40.4286405,-3.6067143,,3,,,POINT (-3.6067143 40.4286405)
21525299,40.4287833,-3.6003194,,3,,,POINT (-3.6003194 40.4287833)
21525300,40.4288943,-3.6046884,,1,,,POINT (-3.6046884 40.4288943)
21525301,40.4294745,-3.6004836,,3,,,POINT (-3.6004836 40.4294745)
21525303,40.4260607,-3.6043147,traffic_signals,3,,,POINT (-3.6043147 40.4260607)
21525305,40.4258198,-3.6060618,,3,,,POINT (-3.6060618 40.4258198)
21525306,40.4253694,-3.6041527,,4,,,POINT (-3.6041527 40.4253694)
21525436,40.4308479,-3.6072308,,3,,,POINT (-3.6072308 40.4308479)
21525441,40.4310837,-3.6054791,,3,,,POINT (-3.6054791 40.4310837)
21525460,40.4168661,-3.6144797,,3,,,POINT (-3.6144797 40.4168661)
21525479,40.4174567,-3.6124384,motorway_junction,3,13,,POINT (-3.6124384 40.4174567)
21525510,40.4139556,-3.625615,,3,,,POINT (-3.625615 40.4139556)
21525548,40.4147081,-3.6373091,,3,,,POINT (-3.6373091 40.4147081)
21525883,40.4174958,-3.653918,motorway_junction,3,1AB,,POINT (-3.653918 40.4174958)
21525885,40.4182303,-3.6558937,,3,,,POINT (-3.6558937 40.4182303)
21525900,40.4188238,-3.6606418,,3,,,POINT (-3.6606418 40.4188238)
21525909,40.4162844,-3.6599355,,4,,,POINT (-3.6599355 40.4162844)
21525925,40.4186743,-3.6591917,,3,,,POINT (-3.6591917 40.4186743)
21526981,40.4500118,-3.5866074,,3,,,POINT (-3.5866074 40.4500118)
21527020,40.4498416,-3.646987,,3,,,POINT (-3.646987 40.4498416)
21527163,40.4624379,-3.6237453,,3,,,POINT (-3.6237453 40.4624379)
21527167,40.4628038,-3.6229806,,3,,,POINT (-3.6229806 40.4628038)
21527168,40.463156,-3.6232669,,3,,,POINT (-3.6232669 40.463156)
21527321,40.4215943,-3.6799577,,5,,,POINT (-3.6799577 40.4215943)
21545994,40.3639786,-3.7104146,,3,,,POINT (-3.7104146 40.3639786)
21627141,40.4114588,-3.6764079,,3,,,POINT (-3.6764079 40.4114588)
21627142,40.4094044,-3.6775202,,3,,,POINT (-3.6775202 40.4094044)
21627143,40.410962,-3.6764507,,3,,,POINT (-3.6764507 40.410962)
21627149,40.4096055,-3.6885945,,3,,,POINT (-3.6885945 40.4096055)
21627165,40.4264961,-3.6876472,,4,,,POINT (-3.6876472 40.4264961)
21627171,40.4180066,-3.66934,traffic_signals,4,,,POINT (-3.66934 40.4180066)
21627172,40.417853,-3.6693478,,3,,,POINT (-3.6693478 40.417853)
21627175,40.4183296,-3.6762399,,4,,,POINT (-3.6762399 40.4183296)
21627176,40.4181854,-3.6762526,,4,,,POINT (-3.6762526 40.4181854)
21627177,40.4215035,-3.6759994,,4,,,POINT (-3.6759994 40.4215035)
21627179,40.4164373,-3.6694718,,4,,,POINT (-3.6694718 40.4164373)
21627180,40.416864,-3.6763536,,4,,,POINT (-3.6763536 40.416864)
21627181,40.4184265,-3.6778162,,4,,,POINT (-3.6778162 40.4184265)
21627182,40.4215805,-3.6775268,,4,,,POINT (-3.6775268 40.4215805)
21627183,40.419501,-3.6777176,,4,,,POINT (-3.6777176 40.419501)
21627184,40.4204545,-3.6776301,,4,,,POINT (-3.6776301 40.4204545)
21627185,40.4203925,-3.6760834,,4,,,POINT (-3.6760834 40.4203925)
21627186,40.4194271,-3.6761599,,4,,,POINT (-3.6761599 40.4194271)
21627284,40.4215812,-3.6759887,,4,,,POINT (-3.6759887 40.4215812)
21627287,40.4216505,-3.6775191,,4,,,POINT (-3.6775191 40.4216505)
21678401,40.459905,-3.7514157,,3,,,POINT (-3.7514157 40.459905)
21678404,40.4668127,-3.8101925,motorway_junction,3,12,,POINT (-3.8101925 40.4668127)
21678442,40.4752953,-3.8356813,motorway_junction,3,15,,POINT (-3.8356813 40.4752953)
21682197,40.4527627,-3.6057843,,3,,,POINT (-3.6057843 40.4527627)
21682198,40.4526757,-3.6057748,,3,,,POINT (-3.6057748 40.4526757)
21682200,40.4525013,-3.6055184,,3,,,POINT (-3.6055184 40.4525013)
21682203,40.4528966,-3.6050444,,3,,,POINT (-3.6050444 40.4528966)
21682205,40.4530743,-3.6052296,,3,,,POINT (-3.6052296 40.4530743)
21682206,40.4530784,-3.6052541,,3,,,POINT (-3.6052541 40.4530784)
21682210,40.4541666,-3.6079751,,3,,,POINT (-3.6079751 40.4541666)
21682544,40.4531861,-3.7429711,,3,,,POINT (-3.7429711 40.4531861)
21682571,40.480641,-3.6463716,,3,,,POINT (-3.6463716 40.480641)
21682575,40.4829444,-3.6590013,motorway_junction,3,1,,POINT (-3.6590013 40.4829444)
21682580,40.4842048,-3.6672385,,3,,,POINT (-3.6672385 40.4842048)
21682588,40.4841455,-3.6726547,motorway_junction,3,32,,POINT (-3.6726547 40.4841455)
21682598,40.4830208,-3.6838095,motorway_junction,3,31B,,POINT (-3.6838095 40.4830208)
21682600,40.4830821,-3.6859615,,3,,,POINT (-3.6859615 40.4830821)
21682607,40.4851847,-3.6921888,,3,,,POINT (-3.6921888 40.4851847)
21682622,40.4804191,-3.7126429,,4,,,POINT (-3.7126429 40.4804191)
21682639,40.4728098,-3.7334678,,3,,,POINT (-3.7334678 40.4728098)
21682643,40.4738077,-3.7252784,motorway_junction,3,27,,POINT (-3.7252784 40.4738077)
21682652,40.474542,-3.7475145,motorway_junction,3,25,,POINT (-3.7475145 40.474542)
21682687,40.455456,-3.7436825,,3,,,POINT (-3.7436825 40.455456)
21682695,40.4518878,-3.7431571,motorway_junction,3,23A,,POINT (-3.7431571 40.4518878)
21682699,40.4480005,-3.7410412,,3,,,POINT (-3.7410412 40.4480005)
21682701,40.4469887,-3.7404549,motorway_junction,3,,,POINT (-3.7404549 40.4469887)
21682705,40.443071,-3.7393343,,3,,,POINT (-3.7393343 40.443071)
21682709,40.4407468,-3.7390086,motorway_junction,3,20,,POINT (-3.7390086 40.4407468)
21682720,40.4344575,-3.7384174,,3,,,POINT (-3.7384174 40.4344575)
21682739,40.4210416,-3.7233467,motorway_junction,3,19,,POINT (-3.7233467 40.4210416)
21696579,40.3981366,-3.775784,,3,,,POINT (-3.775784 40.3981366)
21696588,40.3948998,-3.7729137,,3,,,POINT (-3.7729137 40.3948998)
21696595,40.3904562,-3.7675982,,4,,,POINT (-3.7675982 40.3904562)
21696597,40.3902457,-3.7671817,,4,,,POINT (-3.7671817 40.3902457)
21696599,40.390555,-3.7673011,,3,,,POINT (-3.7673011 40.390555)
21696602,40.390374,-3.7671206,,3,,,POINT (-3.7671206 40.390374)
21696604,40.3903102,-3.7676114,give_way,3,,,POINT (-3.7676114 40.3903102)
21696845,40.3973463,-3.7745065,,3,,,POINT (-3.7745065 40.3973463)
21696848,40.3983484,-3.7759022,,3,,,POINT (-3.7759022 40.3983484)
21701956,40.4015592,-3.7599943,,3,,,POINT (-3.7599943 40.4015592)
21701960,40.4010351,-3.7595216,,3,,,POINT (-3.7595216 40.4010351)
21701966,40.4023446,-3.758975,,3,,,POINT (-3.758975 40.4023446)
21701969,40.4029362,-3.760617,,3,,,POINT (-3.760617 40.4029362)
21701971,40.4030223,-3.7608089,,3,,,POINT (-3.7608089 40.4030223)
21701972,40.4030033,-3.7608797,crossing,3,,,POINT (-3.7608797 40.4030033)
21701975,40.4027667,-3.7608773,,3,,,POINT (-3.7608773 40.4027667)
21701976,40.4027489,-3.7607606,,3,,,POINT (-3.7607606 40.4027489)
21701977,40.4027881,-3.7606573,,3,,,POINT (-3.7606573 40.4027881)
21701978,40.4028542,-3.7606091,,3,,,POINT (-3.7606091 40.4028542)
21701983,40.4027564,-3.7605003,,3,,,POINT (-3.7605003 40.4027564)
21702026,40.4074858,-3.7450963,,3,,,POINT (-3.7450963 40.4074858)
21702042,40.415877,-3.7261745,,3,,,POINT (-3.7261745 40.415877)
21702049,40.4162944,-3.7247291,,3,,,POINT (-3.7247291 40.4162944)
21702065,40.4227582,-3.7268477,motorway_junction,3,19,,POINT (-3.7268477 40.4227582)
21702075,40.4301547,-3.7367908,motorway_junction,3,,,POINT (-3.7367908 40.4301547)
21702077,40.4309957,-3.7370998,,3,,,POINT (-3.7370998 40.4309957)
21702084,40.4362951,-3.7379945,motorway_junction,3,20B,,POINT (-3.7379945 40.4362951)
21702088,40.471105,-3.7504449,motorway_junction,3,25,,POINT (-3.7504449 40.471105)
21702090,40.4716324,-3.7504218,,3,,,POINT (-3.7504218 40.4716324)
21702153,40.4806652,-3.7477479,motorway_junction,3,51,,POINT (-3.7477479 40.4806652)
21702166,40.472188,-3.751073,,3,,,POINT (-3.751073 40.472188)
21702169,40.4705251,-3.750511,,3,,,POINT (-3.750511 40.4705251)
21702209,40.386568,-3.7603218,,3,,,POINT (-3.7603218 40.386568)
21702211,40.3858497,-3.7617725,traffic_signals,3,,,POINT (-3.7617725 40.3858497)
21702217,40.3862313,-3.7603817,,4,,,POINT (-3.7603817 40.3862313)
21702221,40.3848763,-3.7588673,,4,,,POINT (-3.7588673 40.3848763)
21702225,40.3859471,-3.7599446,traffic_signals,3,,,POINT (-3.7599446 40.3859471)
21702227,40.386245,-3.7600058,,4,,,POINT (-3.7600058 40.386245)
21702236,40.3854294,-3.761744,,3,,,POINT (-3.761744 40.3854294)
21702239,40.3857475,-3.7615433,,3,,,POINT (-3.7615433 40.3857475)
21702240,40.3854286,-3.7618092,traffic_signals,3,,,POINT (-3.7618092 40.3854286)
21702252,40.385711,-3.7530617,,3,,,POINT (-3.7530617 40.385711)
21702254,40.3866496,-3.7526826,,4,,,POINT (-3.7526826 40.3866496)
